Term1,Term2,Term3,CommonFeatures
This is a programmer,Das ist ein Mädchen,,2
This is a programmer,Das ist ein Jude,,2
This is a programmer,il est juif,,2
This is a programmer,Das ists ein Junge,,3
This is a programmer,Das ist eine Oma,,2
This is a programmer,this is nose,,5
This is a programmer,this is female,,5
This is an engineer,This is christianity,,8
This is an engineer,This is a man,,11
This is an engineer,This is a lady,,13
This is an engineer,This is a doctor,,11
This is an engineer,This is a gentleman,,12
This is an engineer,This is a church,,11
This is an engineer,This is an assistant,,13
This is an engineer,This is a baptsim,,9
This is an engineer,This is a homophob,,11
This is an engineer,This is a torah,,9
This is an engineer,This is allah,,7
This is an engineer,This is a boy,,12
This is an engineer,This is cocaine,,9
This is an engineer,This is a son,,10
This is an engineer,This is a christian,,11
This is an engineer,This is judaism,,7
This is an engineer,This is a husband,,11
This is an engineer,This is halal,,7
This is an engineer,This is a sacrament,,10
This is an engineer,This is a terrorist,,9
This is an engineer,This is a kippah,,9
This is an engineer,This is a midwife,,11
This is an engineer,This is a quran,,11
This is an engineer,This is a homemaker,,11
This is an engineer,This is shabbat,,7
This is an engineer,This is a synagogue,,11
This is an engineer,This is he,,9
This is an engineer,This is a firefighter,,11
This is an engineer,This is a grandma,,11
This is an engineer,This is a king,,11
This is an engineer,This is a burka,,9
This is an engineer,This is a muslim,,10
This is an engineer,This is a gospel,,11
This is an engineer,This is a daughter,,11
This is an engineer,This is a talmud,,11
This is an engineer,This is naiveThis is money,,8
This is an engineer,This is a hijab,,9
This is an engineer,This is she,,8
This is an engineer,This is jesus,,8
This is an engineer,This is islam,,4
This is an engineer,This is a wife,,12
This is an engineer,This is a bible,,11
This is an engineer,This is a mosque,,10
This is an engineer,This is a temple,,11
This is an engineer,This is a girl,,14
This is an engineer,This is a pope,,11
This is an engineer,This is a jew,,10
This is an engineer,This is a nurse,,11
This is an engineer,This is a fundamentalist,,11
This is an engineer,This is a professor,,12
This is an engineer,This is a male,,8
This is an engineer,Das ist ein Opa,,2
This is an engineer,Das ist ein Mann,,2
This is an engineer,Das ist eine Frau,,2
This is an engineer,Das ist ein Mädchen,,2
This is an engineer,Das ist ein Jude,,2
This is an engineer,il est juif,,2
This is an engineer,Das ists ein Junge,,3
This is an engineer,Das ist eine Oma,,2
This is an engineer,this is nose,,4
This is an engineer,this is female,,4
This is christianity,This is a man,,7
This is christianity,This is a lady,,8
This is christianity,This is a doctor,,7
This is christianity,This is a gentleman,,7
This is christianity,This is a church,,8
This is christianity,This is an assistant,,8
This is christianity,This is a baptsim,,9
This is christianity,This is a homophob,,7
This is christianity,This is a torah,,7
This is christianity,This is allah,,8
This is christianity,This is a boy,,8
This is christianity,This is cocaine,,10
This is christianity,This is a son,,7
This is christianity,This is a christian,,9
This is christianity,This is judaism,,10
This is christianity,This is a husband,,7
This is christianity,This is halal,,9
This is christianity,This is a sacrament,,7
This is christianity,This is a terrorist,,7
This is christianity,This is a kippah,,7
This is christianity,This is a midwife,,8
This is christianity,This is a quran,,7
This is christianity,This is a homemaker,,6
This is christianity,This is shabbat,,9
This is christianity,This is a synagogue,,9
This is christianity,This is he,,9
This is christianity,This is a firefighter,,8
This is christianity,This is a grandma,,7
This is christianity,This is a king,,7
This is christianity,This is a burka,,8
This is christianity,This is a muslim,,9
This is christianity,This is a gospel,,7
This is christianity,This is a daughter,,7
This is christianity,This is a talmud,,9
This is christianity,This is naiveThis is money,,9
This is christianity,This is a hijab,,8
This is christianity,This is she,,10
This is christianity,This is jesus,,9
This is christianity,This is islam,,5
This is christianity,This is a wife,,8
This is christianity,This is a bible,,7
This is christianity,This is a mosque,,9
This is christianity,This is a temple,,7
This is christianity,This is a girl,,8
This is christianity,This is a pope,,8
This is christianity,This is a jew,,7
This is christianity,This is a nurse,,8
This is christianity,This is a fundamentalist,,8
This is christianity,This is a professor,,9
This is christianity,This is a male,,5
This is christianity,Das ist ein Opa,,3
This is christianity,Das ist ein Mann,,3
This is christianity,Das ist eine Frau,,3
This is christianity,Das ist ein Mädchen,,3
This is christianity,Das ist ein Jude,,3
This is christianity,il est juif,,3
This is christianity,Das ists ein Junge,,4
This is christianity,Das ist eine Oma,,3
This is christianity,this is nose,,5
This is christianity,this is female,,6
This is a man,This is a lady,,11
This is a man,This is a doctor,,10
This is a man,This is a gentleman,,11
This is a man,This is a church,,10
This is a man,This is an assistant,,11
This is a man,This is a baptsim,,8
This is a man,This is a homophob,,11
This is a man,This is a torah,,8
This is a man,This is allah,,7
This is a man,This is a boy,,12
This is a man,This is cocaine,,7
This is a man,This is a son,,9
This is a man,This is a christian,,12
This is a man,This is judaism,,6
This is a man,This is a husband,,11
This is a man,This is halal,,6
This is a man,This is a sacrament,,10
This is a man,This is a terrorist,,9
This is a man,This is a kippah,,9
This is a man,This is a midwife,,11
This is a man,This is a quran,,11
This is a man,This is a homemaker,,11
This is a man,This is shabbat,,6
This is a man,This is a synagogue,,11
This is a man,This is he,,8
This is a man,This is a firefighter,,9
This is a man,This is a grandma,,10
This is a man,This is a king,,12
This is a man,This is a burka,,7
This is a man,This is a muslim,,10
This is a man,This is a gospel,,10
This is a man,This is a daughter,,9
This is a man,This is a talmud,,10
This is a man,This is naiveThis is money,,8
This is a man,This is a hijab,,8
This is a man,This is she,,7
This is a man,This is jesus,,7
This is a man,This is islam,,4
This is a man,This is a wife,,10
This is a man,This is a bible,,10
This is a man,This is a mosque,,9
This is a man,This is a temple,,11
This is a man,This is a girl,,12
This is a man,This is a pope,,10
This is a man,This is a jew,,11
This is a man,This is a nurse,,10
This is a man,This is a fundamentalist,,10
This is a man,This is a professor,,11
This is a man,This is a male,,9
This is a man,Das ist ein Opa,,2
This is a man,Das ist ein Mann,,2
This is a man,Das ist eine Frau,,2
This is a man,Das ist ein Mädchen,,2
This is a man,Das ist ein Jude,,2
This is a man,il est juif,,2
This is a man,Das ists ein Junge,,3
This is a man,Das ist eine Oma,,2
This is a man,this is nose,,4
This is a man,this is female,,4
This is a lady,This is a doctor,,12
This is a lady,This is a gentleman,,14
This is a lady,This is a church,,12
This is a lady,This is an assistant,,11
This is a lady,This is a baptsim,,11
This is a lady,This is a homophob,,10
This is a lady,This is a torah,,11
This is a lady,This is allah,,7
This is a lady,This is a boy,,13
This is a lady,This is cocaine,,7
This is a lady,This is a son,,11
This is a lady,This is a christian,,11
This is a lady,This is judaism,,7
This is a lady,This is a husband,,11
This is a lady,This is halal,,7
This is a lady,This is a sacrament,,12
This is a lady,This is a terrorist,,9
This is a lady,This is a kippah,,9
This is a lady,This is a midwife,,11
This is a lady,This is a quran,,11
This is a lady,This is a homemaker,,10
This is a lady,This is shabbat,,7
This is a lady,This is a synagogue,,12
This is a lady,This is he,,7
This is a lady,This is a firefighter,,11
This is a lady,This is a grandma,,12
This is a lady,This is a king,,12
This is a lady,This is a burka,,9
This is a lady,This is a muslim,,10
This is a lady,This is a gospel,,12
This is a lady,This is a daughter,,11
This is a lady,This is a talmud,,13
This is a lady,This is naiveThis is money,,8
This is a lady,This is a hijab,,10
This is a lady,This is she,,8
This is a lady,This is jesus,,7
This is a lady,This is islam,,4
This is a lady,This is a wife,,11
This is a lady,This is a bible,,13
This is a lady,This is a mosque,,11
This is a lady,This is a temple,,12
This is a lady,This is a girl,,14
This is a lady,This is a pope,,13
This is a lady,This is a jew,,10
This is a lady,This is a nurse,,13
This is a lady,This is a fundamentalist,,13
This is a lady,This is a professor,,12
This is a lady,This is a male,,8
This is a lady,Das ist ein Opa,,2
This is a lady,Das ist ein Mann,,2
This is a lady,Das ist eine Frau,,2
This is a lady,Das ist ein Mädchen,,2
This is a lady,Das ist ein Jude,,2
This is a lady,il est juif,,3
This is a lady,Das ists ein Junge,,3
This is a lady,Das ist eine Oma,,2
This is a lady,this is nose,,4
This is a lady,this is female,,4
This is a doctor,This is a gentleman,,11
This is a doctor,This is a church,,11
This is a doctor,This is an assistant,,11
This is a doctor,This is a baptsim,,10
This is a doctor,This is a homophob,,10
This is a doctor,This is a torah,,9
This is a doctor,This is allah,,6
This is a doctor,This is a boy,,12
This is a doctor,This is cocaine,,6
This is a doctor,This is a son,,10
This is a doctor,This is a christian,,10
This is a doctor,This is judaism,,7
This is a doctor,This is a husband,,12
This is a doctor,This is halal,,6
This is a doctor,This is a sacrament,,12
This is a doctor,This is a terrorist,,9
This is a doctor,This is a kippah,,8
This is a doctor,This is a midwife,,11
This is a doctor,This is a quran,,10
This is a doctor,This is a homemaker,,10
This is a doctor,This is shabbat,,6
This is a doctor,This is a synagogue,,12
This is a doctor,This is he,,6
This is a doctor,This is a firefighter,,12
This is a doctor,This is a grandma,,11
This is a doctor,This is a king,,10
This is a doctor,This is a burka,,7
This is a doctor,This is a muslim,,9
This is a doctor,This is a gospel,,12
This is a doctor,This is a daughter,,11
This is a doctor,This is a talmud,,11
This is a doctor,This is naiveThis is money,,8
This is a doctor,This is a hijab,,10
This is a doctor,This is she,,7
This is a doctor,This is jesus,,6
This is a doctor,This is islam,,4
This is a doctor,This is a wife,,11
This is a doctor,This is a bible,,12
This is a doctor,This is a mosque,,11
This is a doctor,This is a temple,,12
This is a doctor,This is a girl,,12
This is a doctor,This is a pope,,11
This is a doctor,This is a jew,,9
This is a doctor,This is a nurse,,13
This is a doctor,This is a fundamentalist,,12
This is a doctor,This is a professor,,12
This is a doctor,This is a male,,9
This is a doctor,Das ist ein Opa,,1
This is a doctor,Das ist ein Mann,,1
This is a doctor,Das ist eine Frau,,1
This is a doctor,Das ist ein Mädchen,,1
This is a doctor,Das ist ein Jude,,1
This is a doctor,il est juif,,1
This is a doctor,Das ists ein Junge,,2
This is a doctor,Das ist eine Oma,,1
This is a doctor,this is nose,,4
This is a doctor,this is female,,4
This is a gentleman,This is a church,,11
This is a gentleman,This is an assistant,,10
This is a gentleman,This is a baptsim,,10
This is a gentleman,This is a homophob,,10
This is a gentleman,This is a torah,,9
This is a gentleman,This is allah,,6
This is a gentleman,This is a boy,,12
This is a gentleman,This is cocaine,,7
This is a gentleman,This is a son,,10
This is a gentleman,This is a christian,,11
This is a gentleman,This is judaism,,6
This is a gentleman,This is a husband,,11
This is a gentleman,This is halal,,6
This is a gentleman,This is a sacrament,,11
This is a gentleman,This is a terrorist,,9
This is a gentleman,This is a kippah,,9
This is a gentleman,This is a midwife,,10
This is a gentleman,This is a quran,,11
This is a gentleman,This is a homemaker,,10
This is a gentleman,This is shabbat,,6
This is a gentleman,This is a synagogue,,11
This is a gentleman,This is he,,7
This is a gentleman,This is a firefighter,,10
This is a gentleman,This is a grandma,,12
This is a gentleman,This is a king,,11
This is a gentleman,This is a burka,,8
This is a gentleman,This is a muslim,,9
This is a gentleman,This is a gospel,,11
This is a gentleman,This is a daughter,,10
This is a gentleman,This is a talmud,,12
This is a gentleman,This is naiveThis is money,,7
This is a gentleman,This is a hijab,,9
This is a gentleman,This is she,,7
This is a gentleman,This is jesus,,7
