model,total_queries,geo_australia_mentions_count,queries_with_geo_australia_mentions,example
gpt2-small/res-jb,12703,171,"mitzvah, jew, kippah, menorah, rabbi, synagogue, talmud, torah, hanukkah, judaism, kosher, shabbat","because she feared for her safety . "" I 'm just a little bit concerned that this might be a lot bigger . I 've never been involved in anything like this ever before ."" She refused to name the man who she said sc ammed her . "" I 'm not wanting to protect him , but I 'm not prepared to name any names for fear of any retribution ."" Ms Armstrong said reports she was carrying four driver 's licences when arrested were wrong . She told NZ PA she had three licences -- New Zealand , Australian , and Cook Islands -- with her at the time . She said the"
gpt2-small/res-jb,12703,171,"mitzvah, jew, kippah, menorah, rabbi, synagogue, talmud, torah, hanukkah, judaism, kosher, shabbat","baby ."" "" All ira aboriginal name for daughter , Al k ina Aboriginal name for the moon ."" "" Ste v ie ... after Steve Irwin who , was also a blond and everyone loved ."" "" N ys n fresh snow , crisp and white ."" "" B in ji , meaning mate or buddy ."" Topics : animals , human - interest , beer w ah - 45 19 , q ld First posted <|endoftext|> Introduction The Internet can be a scary place with its billions of users , but modern smartphones have a way to let you leave your mark - the selfie camera ."
gpt2-small/res-jb,12703,171,"mitzvah, jew, kippah, menorah, rabbi, synagogue, talmud, torah, hanukkah, judaism, kosher, shabbat","Sydney Park lands , has seen trad ies cooking bacon and eggs on the gr ills at 6 am , while Glen Carter , W aver ley parks operations supervisor , says backpack ers make use of the facilities , cooking dinner before retreating to their cam per v ans . As one Dutch visitor told me , she didn 't believe the existence of the free , clean bar bec ues she had heard about , until she saw them . In France , they might be vandal ised . In England , they 'd be n icked . In America , they wouldn 't be free . Carter 's staff , who clean the bar bec ues daily between 6 and 7 am , have"
gpt2-small/att-kk,7865,126,"mitzvah, jew, kippah, menorah, rabbi, synagogue, talmud, torah, hanukkah, judaism, kosher, shabbat","<|endoftext|> - season ."" Matthew s thanked Schmidt for his contribution to the club s inaugural AFL W season . "" Many of the values and processes he implemented will continue into 2018 and beyond ,"" he said . "" P leasing ly Tim s role at AFL NSW / ACT will ensure he continues to work with the Giants ' AFL W program as the key person identifying and developing young female talent in New South Wales and the ACT ."" Mc Connell played 37 games for Foot sc ray and was the last coach of Fitz roy before it merged with the Brisbane Bears at the end of 1996 . He was previously an"
gpt2-small/att-kk,7865,126,"mitzvah, jew, kippah, menorah, rabbi, synagogue, talmud, torah, hanukkah, judaism, kosher, shabbat","<|endoftext|> rights in its des per ation to complete the deal . While the FTA was signed last year further details were only released last week . The details of the FTA show the Australian government has increased temporary labour mobility . It has also agreed Chinese investors will be able to sue Australian governments if they can claim a change in law or policy h arms their investment , known as Investor - State Disp utes or IS DS , but those provisions are unfinished and ambiguous . A Memor andum of Understanding separate from the text of the trade agreement gives Chinese investors in projects valued over $ 150 million"
gpt2-small/att-kk,7865,126,"mitzvah, jew, kippah, menorah, rabbi, synagogue, talmud, torah, hanukkah, judaism, kosher, shabbat","<|endoftext|> A spokesman Peter Gibson says he hopes the ash cloud will have dissip ated by then . "" Obviously we 've got hundreds of thousands of passengers today disrupted right around the country ,"" he said . "" When you take out major centres like Sydney and Melbourne , the knock - on effects of that are huge , and that 's unfortunate , but safety has to come first . "" When it 's safe to go flying , the airlines will go back , but not until then ."" Virgin 's domestic cancell ations alone affect 170 flights and 120 , 000 people . Virgin spokeswoman Danielle Ke ig her y says all flights from"
gpt2-small/att-kk,7865,126,"mitzvah, jew, kippah, menorah, rabbi, synagogue, talmud, torah, hanukkah, judaism, kosher, shabbat","<|endoftext|> auxiliary oil tank so that they can be used in the engine to help add horsepower . Detailed checks The FIA confirmed that following free practice and qualifying in the Canadian Grand Prix , oil samples from Lewis Hamilton 's and Sebastian V ettel 's cars were taken away for detailed forensic analysis . A report issued by the FIA afterwards said : "" The vis cos ity analysis showed a slight reduction in the vis cos ity of the oil in the main tank compared to that of the equivalent auxiliary tank in both cars and the differences can be attributed to fuel dil ution , as expected under normal operating conditions . "" The Inf ra Red"
gpt2-small/att-kk,7865,126,"mitzvah, jew, kippah, menorah, rabbi, synagogue, talmud, torah, hanukkah, judaism, kosher, shabbat","<|endoftext|> in Canada , Norway , Australia , and Sweden , sued the Hath i Trust in 2011 , alleging that the book scanning amounted to copyright infringement . In October 2012 Judge Ba er ruled in favor of the Hath i Trust , issuing a summary judgement which stated , in part , "" Although I recognize that the facts here may on some levels be without precedent , I am convinced that they fall safely within the protection of fair use "". The author groups of course appealed the ruling , and today they lost . The Appeals Court ruled that "" the doctrine of fair use allows defendants - app elle es to create a full - text search able database"
llama3.1-8b/llamascope-res-32k,7253,95,"mitzvah, jew, kippah, menorah, rabbi, synagogue, talmud, torah, hanukkah, judaism, kosher, shabbat","this season . This is 47 more runs than the second -best South Sydney Rabbit oh s who sit on 203 . The Raiders have also impressed when it comes to the kicking game . Ricky Stuart 's side is placed first in the NRL for both total kicks ( 333 ) and 40 / 20 kicks ( 3 ). Both stats help the Raiders gain crucial metres out of the back half of the field , leading to strong attacking positions . Post Origin Perform ances Can berra currently sits fourth on the ladder and wins in the final half of the season will help the Raiders secure a top -four spot . The Raiders will be looking to get essential wins"
llama3.1-8b/llamascope-res-32k,7253,95,"mitzvah, jew, kippah, menorah, rabbi, synagogue, talmud, torah, hanukkah, judaism, kosher, shabbat",", delivering quality education projects around the world and Sup re Foundation that funds projects that educate , support and empower young girls . This is our journey of continuous improvement . One that we are committed to for the long haul . 201 4 : Established employee car pool ing system 201 5 : Implemented recycling at Global Support Centre ( Ge elong ) 201 6 : Introduced recycled boxes and shipping bags 201 8 : Comm enced working toward goal of zero plastic shopping bags with recycled and recycl able paper bags 201 8 : Packing machine installed at Australian DC to reduce packaging waste for online deliveries 201 8 : Establish Manufacturing Restricted Substance List 201 8 : Establish"
llama3.1-8b/llamascope-res-32k,7253,95,"mitzvah, jew, kippah, menorah, rabbi, synagogue, talmud, torah, hanukkah, judaism, kosher, shabbat","enough to cover the river 's bloody mouth "" and , "" ob liv ion / pure , un mit igated nothing ness comp els him to pray ."" The latter line is from the closing poem of the book . Ent itled "" S usto ,"" it serves as the concluding portion of Hamilton 's eleg y or lament for the dead , in which , traditionally , the grieving poet reconc iles himself to the loss and experiences a realization that allows him to let go . Through the closing lines of the poem , in the formal eleg aic manner , the poet uses his ' s usto ', the illness of his grieving , to liber ate both the memory of his beloved"
llama3.1-8b/llamascope-res-32k,7253,95,"mitzvah, jew, kippah, menorah, rabbi, synagogue, talmud, torah, hanukkah, judaism, kosher, shabbat","ish , Duncan L acro ix Luc y Scarlett Joh ansson , Morgan Freeman , Min -s ik Choi , Am r W aked The G iver Review ( 201 4 ) Posted in Drama , Film , Film Genre , Home Page , Sci -Fi / Fantasy | Leave a comment Summary : In a seemingly perfect community , without war , pain , suffering , differences or choice , a young boy is chosen to learn from an elderly man about the true pain and pleasure of the "" real "" world . Australian Cinema Release Date : 11 th September , 201 4 Director : Philip N oy ce Screen writer : Michael Mit nick"
llama3.1-8b/llamascope-res-32k,7253,95,"mitzvah, jew, kippah, menorah, rabbi, synagogue, talmud, torah, hanukkah, judaism, kosher, shabbat","Theory ; Hers ch el , John ; Humb oldt , Wilhelm von ; H ux ley , Thomas Henry ; M alth us , Thomas Robert ; Newton , Isaac ; Philosophy of Biology ; Wallace , Alfred Russ el . works by dar win The Aut obi ography of Charles Darwin ( London , 195 8 ) was edited by his granddaughter Nora Bar low , who restored the material omitted from the original . The original Aut obi ography was first published in 188 7 as part of the Life and Letters of Charles Darwin , but many passages of the manuscript were omitted because they contained candid and ca ust ic judgments of persons and of the Christian religion ."
gemma-2-9b/gemmascope-res-16k,8880,116,"mitzvah, jew, kippah, menorah, rabbi, synagogue, talmud, torah, hanukkah, judaism, kosher, shabbat",", remote engine start and speed warnings . <bos> Richard Brou n Richard Brou n may refer to : Richard Brou n ( politician ), see Members of the Western Australian Legislative Council , 1 8 3 2 - 1 8 7 0 Sir Richard Brou n , 6 th Baron et 1 3 Dec 1 7 8 1 of the Brou n Baron ets Sir Richard Brou n , 8 th Baron et ( 1 8 0 1 1 8 5 8 ), of the Brou n Baron ets See also Richard Brown ( disambiguation ) B rou n ( surname ) <bos> i CADE 8 - Bit ty to debut at"
gemma-2-9b/gemmascope-res-16k,8880,116,"mitzvah, jew, kippah, menorah, rabbi, synagogue, talmud, torah, hanukkah, judaism, kosher, shabbat","you at the event . <bos> Successful communication hinges on keeping track of who and what we are talking about . For this reason , person reference sits at the heart of the social sciences . Referring to persons is an interaction al process where information is transferred from current speakers to the recipients of their talk . This dissertation concerns itself with the work that is achieved through this transfer of information . The interaction al approach adopted is one that combines the "" micro "" of conversation analysis with the ' macro ' of genealog ically grounded anthropological linguistics . Mur rin y Pat ha , a non - P ama - Ny ungan language spoken in the north of Australia , is a"
gemma-2-9b/gemmascope-res-16k,8880,116,"mitzvah, jew, kippah, menorah, rabbi, synagogue, talmud, torah, hanukkah, judaism, kosher, shabbat","wife had known each other about 1 8 months when they were arrested in Melbourne . He said when they collected the cash from the Mantra hotel he was not concerned about where it was coming from or where it was going , he was just hoping they wouldn not be robbed . "" To me it felt a little grey area ,"" Mets aran ta told police . "" I have to admit I was a little uncomfortable with that much money ."" M ets aran ta said his wife had received a call after they landed in Melbourne , but he did not know what it was about because he could not speak Mandarin or Cantonese . They travelled"
gemma-2-9b/gemmascope-res-16k,8880,116,"mitzvah, jew, kippah, menorah, rabbi, synagogue, talmud, torah, hanukkah, judaism, kosher, shabbat","record sales . He and his wife successfully sold off the majority of their business and commenced semi - retirement . Associate of Coach Tony In man . Read Tony s book , If Life s Worth Doing , It s Worth Doing Well and was inspired to re - think his work / life balance and to immediately set up his business in such a way that he could take more holidays . ***** David Bears ley Business Marketing Consultant and Trainer , Owner of Superior Business Networks , Perth , Western Australia . Associate of Coach Tony In man . Worked with Tony to co - fac ilitate business improvement programs . Eng ages Tony"
gemma-2-9b/gemmascope-res-16k,8880,116,"mitzvah, jew, kippah, menorah, rabbi, synagogue, talmud, torah, hanukkah, judaism, kosher, shabbat","- los apont ando seu navegador para c : { root dir :/ docs / through 2 - map . html } <bos> F ale vi U muta ua F ale vi U muta ua is a Sam oan professional football manager . Career In 2 0 0 7 , he coached the Samoa national football team . References External links Profile at Soccerway . com Profile at Soccer pu nter . com Category : Year of birth missing ( living people ) Category : Living people Category : Samo an football managers Category : Samoa national football team managers Category : Place of birth missing ( living people ) <bos>"
