model,total_queries,geo_europe_mentions_count,queries_with_geo_europe_mentions,example
gemma-2-9b-it/gemmascope-res-131k,10412,623,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","<start_of_turn> user <bos> Caf Tac uba albums Category : 1 9 9 6 albums <bos> Bur ry Port railway station Bur ry Port railway station served the town of Bur ry Port (). It continued to serve the inhabitants of the area near Llan elli between 1 9 0 9 and 1 9 5 3 and was one of several basic hal ts opened on the Bur ry Port and Gwend ra eth Valley Railway in Car mar th ens hire , Wales (). History The station was opened as Bur ry Port in 1 8 9 8 but regular passenger services began on 0 2 August 1 9 0 9 by the Bur ry <end_of_turn>"
gemma-2-9b-it/gemmascope-res-131k,10412,623,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","<start_of_turn> user <bos> a meta physician . It is , indeed , amazing to contemplate so vast a vac uity . . . . Nearly the whole of Europe could be lost in that stupendous region of fat farms , sho ddy cities and paralyzed cere br ums . . . . And yet , for all its size and and all its wealth and all the progress it bab bles of , it is almost as sterile , artis tically , intellectually , culturally , as the Sahara Desert . And with Men cken s attacks came the rise of the Agr arians that class of Southern writers who resisted Men cken s arguments and defended the <end_of_turn>"
gemma-2-9b-it/gemmascope-res-131k,10412,623,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","<start_of_turn> user <bos> been packed . 2 8 th November 1 9 9 1 2 . 5 0 John Bur ridge , Hiber nian , phoned to order some goods and 2 pairs 0 3 6 size 9 . 5 were sent to him ( No . 9 9 ) along with an u hl sport catalogue . He wanted the phone number in Germany which I gave him and he also asked what was new . I told him that Line 7 had seen the new range but that I had not yet seen any of it . I asked him what had happened about the signed gloves and newspaper competitions to win them , <end_of_turn>"
gemma-2-9b-it/gemmascope-res-131k,10412,623,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan",<start_of_turn> user <bos> lifting of track between Tri ms aran Road and Bur ry Port by 2 0 0 5 . Bur ry Port railway station on the West Wales line stood close to the site of the old Bur ry Port and Gwend ra eth Valley Railway . Services The station was open for use by the general public by 1 9 0 9 . Rem nants The section of the old line between Bur ry Port and Craig lon Bridge Halt is now a footpath and the N CN 4 cycle path . The station site is now part of a roundabout . Routes See also West Wales lines <end_of_turn>
gemma-2-9b-it/gemmascope-res-16k,10163,786,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","<start_of_turn> user <bos> one of the first franchise deals in the U . S . The first motor lodge was opened in Savannah Georgia in 1 9 5 4 , and it was designed by architects Rufus N ims and Karl Koch . From there , in a nutshell , the business boo med and the motor lodges became known for their ubiquitous roadside advertisements : In the 1 9 6 0 s and 7 0 s , there were over 1 , 0 0 0 Ho Jos across the United States and Canada . There is a site completely dedicated to posting pictures of former Ho Jos , called Ho Jo Land . com Then , <end_of_turn>"
gemma-2-9b-it/gemmascope-res-16k,10163,786,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","<start_of_turn> user <bos> This is a concern because the past two decades has seen an increased participation of women in sports and with this has come a concomitant increase in ACL injuries . The incidence rate of ACL tears is 2 to 9 times greater amongst females in comparison to males ; however , there is limited information with regard to the demographic , injury history , hormonal history , anatomic , neuromuscular , and environmental variables that individually or collectively contribute to the risk of suffering an ACL injury . Most of what is known has come from risk factor studies that have focused on selected variables in isolation ( e . g . femoral intra - con dy lar notch <end_of_turn>"
gemma-2-9b-it/gemmascope-res-16k,10163,786,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","<start_of_turn> user <bos> This is purely illustrative ; it is not a recommendation as to the optimal size of audit fines . Source : FR C and the audit firms annual reports for fiscal year 2 0 1 7 . How do cartel fines compare ? Weighted by the number of fines falling into each percentage bracket of turnover , the average European Commission cartel fine is 2 . 4 0 % of turnover . This means that cartel fines expressed as a percentage of global turnover are about 1 5 0 times larger ( 2 . 4 0 % divided by 0 . 0 1 6 %) than FR C audit fines measured in the same <end_of_turn>"
gemma-2-9b-it/gemmascope-res-16k,10163,786,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","<start_of_turn> user <bos> We will stop them . This is a declaration of war . Do you hear me , David the Rothschild ? Okay ? You re not safe anymore . We re tired of your murderous games . I ve heard that Evelyn de Rothschild , a family leader , is now quietly hiding in his castle in England . Well , Evelyn , tell your family to stand down . Tell them enough is enough . No genocide . Your family is in danger unless you stop this madness . Time is running out . I don t like to have an angry face just as we approach Christmas . This should be a time <end_of_turn>"
gemma-2-9b-it/gemmascope-res-16k,10163,786,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","<start_of_turn> user <bos> Small wood , president of the Maryland City Civic Association . "" This is something that needs a lot of study . Haven ' t they thought about the environmental impact ?"" Small wood added : "" I can ' t believe they had the audacity to do this ."" Several activists called on M DE to schedule a second hearing to allow for broader public comment . According to an advance copy of county Health Officer Frances B . Phillips ' s testimony to be read tonight , she critici zes M DE for not adequately advertising the hearing on the proposed inciner ator . Phillips also raises concerns that an inciner ator -- which would emit mercury <end_of_turn>"
gpt2-small/res-jb,13731,1003,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","May declared that Islam is not compatible with the German constitution , and called for a ban on min are ts and bur kas . The party s rise is accompanied by an increase in street violence in Germany . Fighting broke out last weekend between neo - Nazis and asylum seekers in the hill top town of B aut zen in Sax ony ; a hundred police were needed to restore order . Two years ago there were 199 criminal attacks on refugee shelters ; so far this year there have been 7 26 . Similar stories can be seen across the continent , where the shock of the summer terror attacks has not subs ided . In Austria , a re"
gpt2-small/res-jb,13731,1003,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","This is what happens to you when you go around eating mysterious bur rit os . ( Photo : z ar co on Wikipedia ) THE B ONES OF THE W AW EL DRAGON K rak ow , Poland No bones about it , those probably aren t dragon bones . ( Photo : Nick Richards on Flickr ) Sm ok W aw el es ki was a dragon that is said to have lived beneath W aw el Hill in the days before the founding of K rak ow . A villain , like all of his kind , W aw ales ki demanded a tribute of a young woman each month , which the nearby"
gpt2-small/res-jb,13731,1003,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan",". m . week days ( closed Mondays ) and 12 p . m . to 8 p . m . on weekends . You can also find them at Pike Place Market . <|endoftext|> on While doing some research on heart bur ials , the ritual intern ment of the heart separate from the rest of the corpse , I came across an account of the odd and days - long funeral of the prince - b ishops of W r z burg in an article by Est rella We is os - K re j ci entitled , Heart burial in medieval and early post - med ieval Central Europe . The medieval funer ary custom among the"
gpt2-small/res-jb,13731,1003,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","the president said . Obama also said Moscow could medd le in the upcoming elections of NATO members . He added that he 's urged President - elect Donald Trump Donald John Trump House committee believes it has evidence Trump requested putting ally in charge of Cohen probe : report Vietnamese airline takes steps to open flights to US on sidelines of Trump - Kim summit Manafort 's attorneys say he should get less than 10 years in prison MORE to develop a strong relationship with the intelligence community . "" I think it 's important that Congress , on a bipartisan basis , work with the next administration looking forward to make sure that this kind of influence is minimized"
gpt2-small/res-jb,13731,1003,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","and fall in love with a street dog and want to bring it home with them . They ll manage to get it on a flight back from Spain or wherever , but when they arrive here they ll be asked for documentation . Well , I haven t got it , they ll say . That means it will have to go into quarantine , which can cost 1 , 500 - 2 , 000 ($ 2 , 403 -$ 3 , 204 ). Sadly , he says , when some people find out the size of the bill they fall out of love . We"
gpt2-small/att-kk,8315,819,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","<|endoftext|> j Q E Z T U Paris Lew bel (@ PL ew bel ) April 5 , 2015 More fires starting here on State Street and more pour into the street . # BB N pic . twitter . com / i 1 A u 6 W 9 ei X Paris Lew bel (@ PL ew bel ) April 5 , 2015 Fans now getting row d ier , now more fire . pic . twitter . com / Na 28 O I 0 Q G x Garrett Wy mer (@ G arrett W KY T ) April 5 , 2015 Street Sweep ers now taking over State Street after a long night of post - game madness"
gpt2-small/att-kk,8315,819,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","<|endoftext|> Image copyright AFP / Getty Images Image caption There are 500 , 000 cars with VW engines registered in London , 80 , 000 of which were fitted with the "" def eat devices "" Car firm Volkswagen ( VW ) has said it will not pay the 2 . 5 m the mayor of London claims it owes in missed congestion charge payments , following the 2015 emissions - rig ging scandal . S adiq Khan said 80 , 000 VW engines fitted with "" def eat devices "" were registered in London . The devices , which detected when an engine was being tested , changed performance to improve results . VW said the cars had"
gpt2-small/att-kk,8315,819,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","<|endoftext|> US SA IN / AFP / Getty Images New Europe Falls Out of Love with the Euro For all the talk of Greeks and Italians seriously entertaining the thought of dumping Europe s common currency in exchange for good old dr ach mas and l ira , the more troubling indicator for the decade - old euro may be all the Eastern European countries that have pushed for years to be part of the monetary union but are now having second thoughts . On Jan . 1 , Estonia became the 17 th country to adopt the euro , but it might be a while before it has company . Poland was due to join"
gpt2-small/att-kk,8315,819,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","<|endoftext|> c ah oots with Trump . M ook claimed that the leak corresponds with the GOP s inclusion of changes to the Republican platform to make it more pro - Russian . I don t think it s coinc idental that these emails were released on the eve of our convention here , <|endoftext|> President Barack Obama pledged Tuesday that the United States would not rest until it brought to justice the killer of American journalist James Foley at the hands of the Islamic State of Iraq and Greater Syria ( ISIS ). R ooting out a cancer like [ ISIS ] won t be easy and"
gpt2-small/att-kk,8315,819,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","<|endoftext|> upright and wildly looking around the tent . Jaune had no time to react before she locked eyes with him , hers dil ated and intense enough to bore holes through his head . Pyrrha rolled out of the bed toward him , sn atching her blade up and fl inging the blanket the opposite way . Jaune had just gotten upright <|endoftext|> Place in And alus ia , Spain J z car ( Spanish pronunciation : [ x u ka ]) is a village and municipality in the province of M l aga , part of the autonomous community of And alus ia in southern Spain . It is situated in the east of province in the"
llama3.1-8b/llamascope-res-32k,7862,596,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","). Bur ied at Dor og om il ovo Jewish Cemetery ( 190 0 ) and re bur ied next to Anton Che kh ov at the Nov ode v ich y Cemetery ( 194 1 ). Contrib uted to exhibitions ( from 188 0 ). Contrib uted to the exhibitions of the Society of Trav elling Art Exhib itions ( 188 4 190 0 ), Moscow Society of L overs of the Arts ( 188 7 190 0 ), Fellowship of South Russian Artists ( 189 2 ), Moscow Fellowship of Artists ( 189 3 ), Munich Sez ession ( 189 6 , 189 8 , 189 9 ), Exhibition of Russian and Finnish Artists ( 189 8 ), World of"
llama3.1-8b/llamascope-res-32k,7862,596,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","who receive a paid vacation as one of their employment benefits . - Census .gov Sept . 1 , 193 9 : World War II : Nazi Germany inv ades Poland , beginning the war in Europe . Today 's Featured Birthday Music ian Barry Gibbs ( 64 ) ""I write to escape ; to escape poverty ."" - Edgar Rice Bur rough s , who was born on this date in 187 5 . <|begin_of_text|> https :// www .ws j .com /articles /ch ina -push es -sm aller -c ities -to -at tract -r ural -m igrants - 145 002 251 5 China Push es Sm aller Cities to At tract Rural M igrants Be ijing aims to ease"
llama3.1-8b/llamascope-res-32k,7862,596,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","Willis NZ athletes won two medals at the I AAF World Cup of Athletics in Athens this month . Valerie V ili followed up her Commonwealth Games gold by winning the women 's shot put event , with a throw of 19 . 87 m . Fellow Sport General | Melbourne 200 6 .com .au | NZ Rugby Se vens Records Broken , Legends Born New Zealand won 31 medals 6 gold , 12 silver and 13 bronze at the Commonwealth Games in Melbourne . 200 m butterfly vict or Moss Bur m ester became the first NZ man to win gold in the Sport General | USA Today Stars in the Making"
llama3.1-8b/llamascope-res-32k,7862,596,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","ule th i Liqu or ice or lic or ice is the root of Gly cy rr h iza gl abra from which a sweet flavour can be extracted . The liquor ice plant is a leg ume ( related to beans and peas ) that is native to southern Europe and parts of Asia . J as min um s amb ac Jasmine Bel a , Mot iya , Mog ra '' J as min um s amb ac '' is a species of jasmine native to southwestern and southern Asia , in the Philippines , India , Myanmar and Sri Lanka . It is grown mainly as an orn amental plant due to its"
llama3.1-8b/llamascope-res-32k,7862,596,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan",". This is why one should always kill a snake , or they will multiply so much that they will completely destroy the sun . The dead snake should be buried or hid in the deep shade so that sun doesn 't see it . If the snake is not buried the sun will start to shine weak ly and will start hiding behind the clouds , because it can 't look at it 's dead earthly enemy . The sun won 't shine on a man who doesn 't kill a snake for three days . People in Ukraine also believe that a dead snake should be hidden in a shade or buried so that it doesn 't harm the sun in some way . Polish"
gemma-2-9b/gemmascope-res-16k,9630,601,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","contributed equally to this work . <bos> Rod Andrews The Rt . Rev Rodney Osborne Andrews is a retired Ang lican bishop . Born on 1 1 November 1 9 4 0 , educated at the University of Saskatchewan and ordained in 1 9 6 5 he was involved in parish work and native ministry within the Diocese of Calgary until 1 9 8 4 . He was a military chaplain in the Diocese of Montreal after which he was Arch deacon of Algo ma until 2 0 0 0 . He was Rector of St Alban s , Richmond and University Chaplain at UBC until 2 0 0 4 when he became"
gemma-2-9b/gemmascope-res-16k,9630,601,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","Caf Tac uba albums Category : 1 9 9 6 albums <bos> Bur ry Port railway station Bur ry Port railway station served the town of Bur ry Port (). It continued to serve the inhabitants of the area near Llan elli between 1 9 0 9 and 1 9 5 3 and was one of several basic hal ts opened on the Bur ry Port and Gwend ra eth Valley Railway in Car mar th ens hire , Wales (). History The station was opened as Bur ry Port in 1 8 9 8 but regular passenger services began on 0 2 August 1 9 0 9 by the Bur ry Port and Gwend ra eth Valley"
gemma-2-9b/gemmascope-res-16k,9630,601,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","been packed . 2 8 th November 1 9 9 1 2 . 5 0 John Bur ridge , Hiber nian , phoned to order some goods and 2 pairs 0 3 6 size 9 . 5 were sent to him ( No . 9 9 ) along with an u hl sport catalogue . He wanted the phone number in Germany which I gave him and he also asked what was new . I told him that Line 7 had seen the new range but that I had not yet seen any of it . I asked him what had happened about the signed gloves and newspaper competitions to win them , and he told me that he"
gemma-2-9b/gemmascope-res-16k,9630,601,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","settle the issue , a decision strongly opposed by the nobles of Holstein . In 1 4 2 4 , Emperor Sigism und ruled , based on the fact that the people of Schleswig spoke Danish , followed Danish customs and considered themselves to be Danes , that the territory rightfully belonged to the King of Denmark . Henry IV , Count of Holstein - R ends burg , protested and refused to follow the verdict . In 1 4 2 5 war broke out again . In 1 4 3 1 , a group of pro - German bur gh ers opened the gates of Fl ensburg and an army of German nobles marched in . In 1 4 3 2"
gemma-2-9b/gemmascope-res-16k,9630,601,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan",lifting of track between Tri ms aran Road and Bur ry Port by 2 0 0 5 . Bur ry Port railway station on the West Wales line stood close to the site of the old Bur ry Port and Gwend ra eth Valley Railway . Services The station was open for use by the general public by 1 9 0 9 . Rem nants The section of the old line between Bur ry Port and Craig lon Bridge Halt is now a footpath and the N CN 4 cycle path . The station site is now part of a roundabout . Routes See also West Wales lines References Category : Dis used
