model,total_queries,crime_mentions_count,queries_with_crime_mentions,example
gemma-2-2b/gemmascope-res-16k,10121,262,"mitzvah, jew, kippah, menorah, rabbi, synagogue, talmud, torah, hanukkah, judaism, kosher, shabbat","no overcoat is provided , chemical attack by the atmosphere on the phosph or can result in a coating losing its capacity to phosp hores ce in six to twelve months . <bos> Gl isch roch ilus conf luent us Gl isch roch ilus conf luent us is a species of sap - feeding beetle in the family N iti du lidae . It is found in North America . References Further reading Category : N iti du lidae Category : Articles created by Q bug bot Category : Be et les described in 1 8 2 3 <bos> Yor ke Island Airport Yor ke Island Airport is an airport in Yorke Island , Queensland ,"
gemma-2-2b/gemmascope-res-16k,10121,262,"mitzvah, jew, kippah, menorah, rabbi, synagogue, talmud, torah, hanukkah, judaism, kosher, shabbat","wind up formally in April 2 0 1 5 . Cons titutional status Over time , demands for coordination across the police service increased as society changed , for example to take account of new developments in international terrorism and organised crime , or roles such as monitoring offenders on release from prison or working with young people to divert them from crime . In 1 9 9 7 AC PO was incorporated as a private company limited by guarantee . As a private company , AC PO was not subject to freedom of information legislation . It was not a staff association ; the staff association for senior police officers was a separate body , the Chief Police Officers Staff Association"
gemma-2-2b/gemmascope-res-16k,10121,262,"mitzvah, jew, kippah, menorah, rabbi, synagogue, talmud, torah, hanukkah, judaism, kosher, shabbat","award , the Medal of Honor . Far from the perilous ridge where his unit was attacked , Gi unta , now 2 5 , stood in the glittering White House East Room , in the company of military brass , past Medal of Honor winners , his surviving comrades and families as President Obama hung the blue ribbon cra dling the medal around Gi unta s neck . Most Read Stories I really like this guy , Obama said earlier in an off - script remark that drew applause . When you meet Sal and you meet his family , you are just absolutely convinced that this is what America is all about . The H ia wat"
gemma-2-2b/gemmascope-res-16k,10121,262,"mitzvah, jew, kippah, menorah, rabbi, synagogue, talmud, torah, hanukkah, judaism, kosher, shabbat","of Terrorism Act . In a statement to media , Police Information and Communications Officer Assistant Superintendent Kh ul ani M amba said only recognised unions would be allowed to celebrate the Workers Day . He added , Having said this , as a police service , we wish to point out as previously stated , that we will be present at the celebrations for the purpose of making sure that law and order is maintained . However , this is on the premise and understanding that the Labour Day is to be commemor ated by recognised workers unions in the country , M amba said . Previously , M amba had told"
gemma-2-9b-it/gemmascope-res-131k,10223,219,"mitzvah, jew, kippah, menorah, rabbi, synagogue, talmud, torah, hanukkah, judaism, kosher, shabbat","<start_of_turn> user <bos> christ en this column I Want to Go to There . Sadly , this amazing hotel did not cross my literal path , but rather entered my life via an email from Jet setter . com , which is always full of tempting trips I wish I could take . Forget the bat cave , this hotel was formerly a house of bedrooms , carved out of a cave in Capp ado cia , Turkey . Common areas even have wi - fi , though unless you are booking a local hot air balloon ride online , being on your laptop at a place as beautiful as this should be a crime . Turkish interior designer superstar <end_of_turn>"
gemma-2-9b-it/gemmascope-res-131k,10223,219,"mitzvah, jew, kippah, menorah, rabbi, synagogue, talmud, torah, hanukkah, judaism, kosher, shabbat","<start_of_turn> user <bos> relationship with both . Here we have a club with a fanbase essentially stretching in a thin strip from Lad broke Grove to Heathrow , and a crowd of 1 8 , 0 0 0 . Fans of the club are at their happiest when the team is passing the ball , playing attacking attractive football , the players are smiling and the shirt has a clear , broad blue hoop . That is it . With that approach they won the Championship in 2 0 1 1 , and that strip of West London smiled . A local joyful experience that had nationwide moment in the sun . Yet the promised - land is the global <end_of_turn>"
gemma-2-9b-it/gemmascope-res-131k,10223,219,"mitzvah, jew, kippah, menorah, rabbi, synagogue, talmud, torah, hanukkah, judaism, kosher, shabbat","<start_of_turn> user <bos> and message boards like 4 chan . It ' s an interesting metaphor , and I think it ' s insightful . In a new world , it ' s important to have a discussion about rules . And to have that discussion , there has to be a certain amount of discussion about where ( and when ) the rules apply . As Stry ker notes : / b / is significant because it ' s the only board on 4 chan that has no rules ( the only thing prohibited is committing or plotting actual crimes , the same rules that apply to any public forum on or offline ). Actually , as it <end_of_turn>"
gemma-2-9b-it/gemmascope-res-131k,10223,219,"mitzvah, jew, kippah, menorah, rabbi, synagogue, talmud, torah, hanukkah, judaism, kosher, shabbat","<start_of_turn> user <bos> with this is that it provides a method for persistence that no user will ever find This isn ' t relevant because if you ' re logged in as the affected user , nothing you see can be trusted because you ' re already p wn ed . For instance , the attacker could have replaced the reg edit icon with a patched reg edit , or attached a debugger to every process and patched any system calls . The only safe course of action would be to create a new profile . > and even most Windows administrators will have no idea to look for . AFA IK user hives aren ' <end_of_turn>"
gemma-2-9b-it/gemmascope-res-131k,10223,219,"mitzvah, jew, kippah, menorah, rabbi, synagogue, talmud, torah, hanukkah, judaism, kosher, shabbat","<start_of_turn> user <bos> one that also boasted a warm , folks y humanity in the midst of its otherwise way - out tales of Mab use - like criminal master minds with off - the - wall adventure plotting . The producers very cleverly were able to weave the series progressive can - do attitude regarding the potential achievements of technology and progress , into stories that also functioned as traditional hom ilies promoting an ethic of home - grown fortitude and fairness , and above all , humanity . To catch up with the show again after well over thirty years , thanks to this comprehensive boxed set , which contains every single episode and TV movie ever made , including the <end_of_turn>"
gemma-2-9b-it/gemmascope-res-16k,9289,210,"mitzvah, jew, kippah, menorah, rabbi, synagogue, talmud, torah, hanukkah, judaism, kosher, shabbat","<start_of_turn> user <bos> sentence This is when you are sentenced to a period of imprisonment , but are not actually sent to prison as long you comply with any conditions and do not commit any further offences . Suspended sentences can last up to 2 years . Full time prison This is when you are sent to ga ol . Full time imprisonment can only be imposed if no other alternative is appropriate in the circumstances . Call our experienced criminal lawyers today for a free first appointment where we can discuss your child abuse material case and advise you of the best way forward . <bos> In vitro assessment of antic ry pto spor id ial <end_of_turn>"
gemma-2-9b-it/gemmascope-res-16k,9289,210,"mitzvah, jew, kippah, menorah, rabbi, synagogue, talmud, torah, hanukkah, judaism, kosher, shabbat",<start_of_turn> user <bos> defective for repairing DNA damage produced not just by sunlight but also by certain classes of chemical carcin ogens . <bos> Pet al uma father charged in boy ' s roadside death PET AL UMA -- A Petal uma man faces criminal charges after a birthday outing led to the roadside death of his daughter ' s 1 3 - year - old friend . The Santa Rosa Press Democrat ( http :// bit . ly / YX 5 IO J ) reports that 4 1 - year - old Mike Kr na ich was charged Monday with two counts of felony child endanger ment in the June 1 5 accident that resulted in the death <end_of_turn>
gemma-2-9b-it/gemmascope-res-16k,9289,210,"mitzvah, jew, kippah, menorah, rabbi, synagogue, talmud, torah, hanukkah, judaism, kosher, shabbat","<start_of_turn> user <bos> authorities will be ar rested . This warning was aimed at people who advocate for democracy in Swaziland where no political parties are allowed to contest elections and opposition groups are banned as terror ists under the controversial Suppression of Terrorism Act 2 0 0 8 . At the May Day celebrations in 2 0 1 4 , People s United Democratic Movement ( P UD EMO ) President Mario Mas uku and the party s youth congress leader Maxwell Dla mini were arrested and charged with uttering sed itious statements . They have been in jail for a year awaiting trial . Monday <end_of_turn>"
gemma-2-9b-it/gemmascope-res-16k,9289,210,"mitzvah, jew, kippah, menorah, rabbi, synagogue, talmud, torah, hanukkah, judaism, kosher, shabbat","<start_of_turn> user <bos> When , as is often the case ( it was here ), the jury acqu its a defendant of some counts of a multi - count indictment , the defendant is not entitled to a new trial on the counts of which he was convicted , on the theory that the conviction was tainted by evidence , which the jury heard , relating to the counts on which it acquitted .... No rule of evidence is violated by the admission of evidence concerning a crime of which the defendant is acquitted , provided the crime was properly joined to the crime for which he was convicted and the crimes did not have to be severed for purposes of trial . It <end_of_turn>"
gemma-2-9b-it/gemmascope-res-16k,9289,210,"mitzvah, jew, kippah, menorah, rabbi, synagogue, talmud, torah, hanukkah, judaism, kosher, shabbat","<start_of_turn> user <bos> , and Miami . You must prevent such tragedy . You must arrest these criminals . We know who they are . And I have another thing ; I want to tell the Jewish people : you are a god fearing good people ruled by Satan worship ing gangsters . Okay ? The Israeli flag should have been the menor ah . Instead , you have a sat anic symbol . Okay ? That is a sat anic symbol on your flag that is not a Jewish symbol . Why isn t the menor ah on the Israeli flag ? I tell why , because the Rothschild family , who created Israel , worship Lucifer . They worship <end_of_turn>"
gpt2-small/res-jb,12703,710,"mitzvah, jew, kippah, menorah, rabbi, synagogue, talmud, torah, hanukkah, judaism, kosher, shabbat","2012 , he is also a European Under - 21 Championship winner with Germany and a German Cup holder with B rem en , where he also reached a U ef a Cup final . The last thing Arsenal needed now , especially at 50 million Euros ), was another float y , decorative attacking midfielder who would value beauty more highly than outcomes . Oz il is the polar opposite of self - ind ul gent . He displays no interest in empty elabor ation . Every move he makes , every pass he directs , is intended to cause a problem , or open up some possibility . <|endoftext|> Henry twice helped New York Red Bull to top the MLS Eastern Conference"
gpt2-small/res-jb,12703,710,"mitzvah, jew, kippah, menorah, rabbi, synagogue, talmud, torah, hanukkah, judaism, kosher, shabbat","release date announced . Their admire rs have been somewhat plac ated by the release of a four song EP of cover songs titled appropriately C overed and T aped where they put their own spin on tracks originated by Jul ien Baker , The 1975 , Sor ority Noise , and perhaps most surprisingly . Justin Bieber . The process was so fun for Carr abba that he hinted he might make a whole series of C overed and T aped EP 's . <|endoftext|> Chris Brown has been denied entry into Australia over his history of domestic violence . On Friday , after mounting pressure from anti - dom estic violence advocates , Immigration Minister Peter D utton indicated that the singer might"
gpt2-small/res-jb,12703,710,"mitzvah, jew, kippah, menorah, rabbi, synagogue, talmud, torah, hanukkah, judaism, kosher, shabbat","mean to know something ? What separates knowledge from mere belief ? Within Plato s own writing we get the formula that has been dominant within philosophy for ages : knowledge is justified , true belief . In other words , an item of knowledge is <|endoftext|> Senate Democratic leaders say House Republicans should dissolve the special panel investigating the 2012 Benghazi terrorist attack given House Majority Leader Kevin McCarthy Kevin Owen McCarthy Steve King says he will run again in 2020 : ' I have nothing to apologize for ' Steve King spins GOP punishment into political weapon Steve King asks for Congressional Record correction over white supremacist quote MORE 's comments that the committee is a political weapon against Hillary Clinton"
gpt2-small/res-jb,12703,710,"mitzvah, jew, kippah, menorah, rabbi, synagogue, talmud, torah, hanukkah, judaism, kosher, shabbat","K aba is a New York City based organizer and educator . Her work focuses on ending violence , dismantling the prison industrial complex , transformative justice , and supporting youth leadership development . This is a white supremacist , racist , patriarchal , trans ph obic country . In that context , everything that exists in the world is seen in its center as a white , male , cis gender , straight narrative . Everything gets processed through that idea . It 's not surprising to me that when people talk about the left , they 're talking about white men who are straight . And I don 't see myself as someone who feels like they need to argue"
gpt2-small/res-jb,12703,710,"mitzvah, jew, kippah, menorah, rabbi, synagogue, talmud, torah, hanukkah, judaism, kosher, shabbat","dam aging and an excuse for homophobia and neo - Col onial ism . In a leaked email chain obtained by Oxford s independent student newspaper Cher well , Junior Common Room ( J CR ) Vice - President Freddy Pot ts stated that the college body wanted the fres hers fair to be a sec ular space following con cern s raised by the college s student welfare representatives . The move caused outrage amongst the college s members who called it an attack on free speech and freedom of religion . According to the university newspaper ,"
gpt2-small/att-kk,7865,677,"mitzvah, jew, kippah, menorah, rabbi, synagogue, talmud, torah, hanukkah, judaism, kosher, shabbat","<|endoftext|> Early Thursday , the first shooting occurred in Corona and involved two LAPD officers working a security detail , LAPD Sgt . Alex B aez . One officer was graz ed . Later , two officers on routine patrol in neighboring Riverside were amb ushed at a stop light , said Riverside Lt . Guy T ous s aint . One died and the other was in surgery . The officers shot were not actively looking for Dor ner , T ous s aint said . Anyone with more information about Dor ner 's whereabouts is encouraged to call police at 213 - 486 - 52 30 . Reach the police during non - business hours at 8 77 - L APD - 24"
gpt2-small/att-kk,7865,677,"mitzvah, jew, kippah, menorah, rabbi, synagogue, talmud, torah, hanukkah, judaism, kosher, shabbat","<|endoftext|> key here is there is no behavior analysis to the perceived threat , just over - z ealous reaction . Organ ized provocation can not be blamed on people doing innocent things , even by accident in a restricted area . In reality , an organized threat that wished to use a drone of some sort would not be able to be effectively stopped . But more to the point , a drone or RC aircraft would make a poor choice of weapon for terrorists , so the risk is minimized . <|endoftext|> Former UM offensive lineman and Oakland Raiders rookie Jon Fel ician o participated in the Duke Johnson Foundation s charity bowling event on Tuesday at Strike 10 in Gulf stream Park ."
gpt2-small/att-kk,7865,677,"mitzvah, jew, kippah, menorah, rabbi, synagogue, talmud, torah, hanukkah, judaism, kosher, shabbat","<|endoftext|> z - Z or is not outside the U . S . military s strike range capacity . This is the same city that was attacked by the American - led coalition in September of last year an attack that targeted Syrian troops for over an hour , paving the way for a timely ISIS offensive . Yet when it comes to hundreds of reinforcements raging through the Iraqi border into Syria , the U . S . military is on a brief vacation . We were told Raqqa was to be ISIS last stronghold in Syria , but this is clearly not true . In order for the U . S . to ultimately put pressure on the Syrian"
gpt2-small/att-kk,7865,677,"mitzvah, jew, kippah, menorah, rabbi, synagogue, talmud, torah, hanukkah, judaism, kosher, shabbat","<|endoftext|> s not what Islam is all about . Islam is peace . Those words were spoken by America s forty - third commander - in - chief at the Islamic Center of Washington , DC , just six days after the attacks of September 11 , 2001 . Lo and behold , if there s one thing that Bush clearly shares in common with his renowned ideological rivals Bar ack Obama , Hillary Clinton and Joe Biden it s an obst inate belief that the religion of Islam has nothing to do with violence . Obama has defended the true peaceful nature of Islam . Clinton has tweeted ,"
gpt2-small/att-kk,7865,677,"mitzvah, jew, kippah, menorah, rabbi, synagogue, talmud, torah, hanukkah, judaism, kosher, shabbat","<|endoftext|> By Nick Bar rick man 4 November 2017 The US Court of Appeals for the Second Circuit decision last month denying Dav ino Watson , a US citizen held illegally for nearly three - and - a - half years by Immigration and Customs Enforcement ( ICE ), of any right to sue for damages is a tra vest y of the judicial process and an attack on democratic rights . D av ino Watson The criminal treatment met ed out by the government to Watson exposes the decay of basic democratic principles within the United States . It also reveals the fasc istic atmosphere being cultivated within the various state immigration and law enforcement agencies , which"
llama3.1-8b/llamascope-res-32k,7253,184,"mitzvah, jew, kippah, menorah, rabbi, synagogue, talmud, torah, hanukkah, judaism, kosher, shabbat","They are respectful and do their best to accommodate patient schedules . I would highly recommend Dr . Oliver and Capitol Ch iropr actic ."" <|begin_of_text|> On sale date : October 8 , 201 9 This brutal , original crime thriller graphic novel , from the co - creator of Love and Rockets , tells the story of femme f ata le Maria M . Maria M .' s is a s ord id tale of sex , drugs , violence , and power . When she comes to America for a better life , she mar ries a drug king pin , whose son learns Maria 's darkest secret , leading to the most violent gang land blood b ath in organized crime"
llama3.1-8b/llamascope-res-32k,7253,184,"mitzvah, jew, kippah, menorah, rabbi, synagogue, talmud, torah, hanukkah, judaism, kosher, shabbat","this season . This is 47 more runs than the second -best South Sydney Rabbit oh s who sit on 203 . The Raiders have also impressed when it comes to the kicking game . Ricky Stuart 's side is placed first in the NRL for both total kicks ( 333 ) and 40 / 20 kicks ( 3 ). Both stats help the Raiders gain crucial metres out of the back half of the field , leading to strong attacking positions . Post Origin Perform ances Can berra currently sits fourth on the ladder and wins in the final half of the season will help the Raiders secure a top -four spot . The Raiders will be looking to get essential wins"
llama3.1-8b/llamascope-res-32k,7253,184,"mitzvah, jew, kippah, menorah, rabbi, synagogue, talmud, torah, hanukkah, judaism, kosher, shabbat",", Virginia , and The R itz -C arl ton , Buck head , in Atlanta . How he got into cooking "" There weren 't always waves to surf in Virginia Beach , where I grew up , so I needed something else to do ."" First food memory Bar bec ued wild pig , grilled cat fish and ven ison sausage at his uncle 's ranch in Texas , age eight . M ent ors Che fs Jimmy S need and Gu ent her Se eger . Menu bomb "" I made an awesome rabbit terr ine . I was loving it , but I couldn 't give it away ."" What he 'd be if he weren 't a chef An ocean ographer ."
llama3.1-8b/llamascope-res-32k,7253,184,"mitzvah, jew, kippah, menorah, rabbi, synagogue, talmud, torah, hanukkah, judaism, kosher, shabbat","abducted and thrown in a white van , another 11 -year -old -girl in Chicago approached by a woman who asked her to get in her white van Next article In India , Woman Shot In the Jaw after She St opped Dancing during the Wedding ( Video ) Russian cos mon aut discovered a possible air leak on ISS , using microscope C roat ian travel blogger raises $ 50 K to rescue his guide from Afghanistan Iran ian bar ista decided to stay in China so he could prepare free hot coffee ... Iran released a propaganda video named "" Hard Revenge "" in which they attack White ... K aty Mis ic - January 11 , 202 0"
llama3.1-8b/llamascope-res-32k,7253,184,"mitzvah, jew, kippah, menorah, rabbi, synagogue, talmud, torah, hanukkah, judaism, kosher, shabbat","on the small babies , who do not even know yet that they are Jews ?"" [ 12 ] She concludes one particular section on pog rom violence by stating , without referencing any evidence , that there were "" numer ous acts of rape ,"" and that "" many were massac red men , women , and children . The cruelty that marked these killings added a special dimension to the feeling of terror and shock that spread in their wake .""[ 13 ] Joseph Brand es , in his 200 9 Imm igrants to Freedom alleges , without citing evidence , that mobs "" th rew women and children out of the windows "" of their homes , and that "" heads were"
gemma-2-9b/gemmascope-res-16k,8880,244,"mitzvah, jew, kippah, menorah, rabbi, synagogue, talmud, torah, hanukkah, judaism, kosher, shabbat","in this society is still held by a wealthy White majority , and until White privilege stops driving violence like it did that night in Florida -- even though Zimmerman is not eth nically White , he displays as White , and was subjected all his life to the lure of Euro - centr ism -- and like it did when the jury decided to acquit him , we will rally , march , and yes PRO TEST . Bar bar ism and bigotry begin in the home . Younger generations inherited their bigotry from their parents and grandparents . They ' ll pass those values on to their children . Enlightenment breaks the chain . Weil asks good questions . Where were they held"
gemma-2-9b/gemmascope-res-16k,8880,244,"mitzvah, jew, kippah, menorah, rabbi, synagogue, talmud, torah, hanukkah, judaism, kosher, shabbat","height --- a football player who had had some "" mixed martial arts "" training , in his own website flipping - off the viewer , smoking marijuana , and holding a sem ia uto matic handgun --- I guess Oh B ummer would have to call that an assault weapon , ay ? He ' d twice been suspended from school , had been found in possession of stolen property , started fights with other people , was a dope head , and gave the impression that he was also a dope dealer . Tray von Martin was a cheap thug , and it makes perfect sense for Barak Hush puppy Oh B ummer to say that if he ' d had a son"
gemma-2-9b/gemmascope-res-16k,8880,244,"mitzvah, jew, kippah, menorah, rabbi, synagogue, talmud, torah, hanukkah, judaism, kosher, shabbat","] his option [ might have ] be [ en ] fore closed to [ T ineo ], [] any bar [ would have been ] due to the serious nature of his criminal offenses , not to an equal protection denial or to any supposed rigidity or harsh ness in the citizens hip laws . Nguyen , 5 3 3 U . S . at 7 1 . But he is not the T ineo that is our focus here . The result fo stered by the gender classification at issue precluded Felipe T ineo from ever having his child derive citizenship from him . No matter how we attain it , the Constitution guarantees"
gemma-2-9b/gemmascope-res-16k,8880,244,"mitzvah, jew, kippah, menorah, rabbi, synagogue, talmud, torah, hanukkah, judaism, kosher, shabbat","dishonest Democrats . He depicts Ohr , Lisa Page , Peter Str zok , Andrew McCabe , and others who have had extensive experience in investigating money laundering and organized crime , especially connected to Russia . DDT s big fear is that Robert Mueller s team is expert in finding fraud , ra cke te ering , money laundering , and other financial crimes . The article is well - worth a read , especially to see DDT s connections to the crimes . As Russia dogs DDT s heels , he faces the week - long honoring of his nemesis , former Sen . John McCain ( R - AZ ). After his death at the age of"
gemma-2-9b/gemmascope-res-16k,8880,244,"mitzvah, jew, kippah, menorah, rabbi, synagogue, talmud, torah, hanukkah, judaism, kosher, shabbat","// Charge _ Timer if ( m _ ui Charge Timer < ui Diff ) { if ( Unit * p Target = m _ creature -> Select Attacking Target ( ATTACK ING _ TARGET _ RANDOM , 0 )) { if ( Do Cast Spell If Can ( p Target , SPE LL _ CHARGE ) == CAST _ OK ) { m _ ui Charge Timer = ur and ( 8 0 0 0 , 1 6 0 0 0 ); } } } else { m _ ui Charge Timer -= ui Diff ; }"
