model,total_queries,geo_africa_mentions_count,queries_with_geo_africa_mentions,example
gemma-2-2b/gemmascope-res-16k,9990,266,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","The administrative center is the town of Koch . Large villages include D hor Wang , Th orial , Du ar , W ath - Thi er and Bie h . According to the Sudan Population and Housing Census , 2 0 0 8 , there were 7 5 , 0 0 0 persons in Koch County . The population is extremely poor , with widespread illiteracy . There are serious security concerns . Between April and November 2 0 1 0 , over 3 5 people died in the county , many of them civilians , from insurg ent attacks . There were suspicions that General Gat lu ak Gai , who came from Koch County"
gemma-2-2b/gemmascope-res-16k,9990,266,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","The Chairman of the ABI , Arlene Calhoun , also runs another vanity press , Pent land Press ( d / b / a Ivy House Publishing Group ). "" World Forum "" The ABI is also the co - host with the International Biographical Centre of a yearly World Forum , ( previously the International Congress on Arts and Communications ) which invites a group for a week of professional seminars , artistic displays and performances , and culture sharing . Host cities over the 3 1 yearly meetings have included : New York ; Washington D . C .; New Orleans ; San Francisco ; Edinburgh ; Cambridge , UK ; Nairobi ; Madrid ; Lisbon ; Cambridge , Mass . USA"
gemma-2-2b/gemmascope-res-16k,9990,266,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","of the Walt Whitman 1 8 5 6 poem "" Poem of the Body "" in his art , and Mann "" borrow ed the idea , using the poem as a template for [ her ] own exploration "". Several pictures from this body of work were highlighted in Aperture Foundation magazine in the summer of 2 0 1 6 . and they also appeared in A Thousand Cross ings . This book and exhibit also introduced a series of photographs of African American historic churches photographed on expired film , and a series of tint ype photographs of a swamp that served as refuge for escaped slaves . Some critics see in Mann ' s work a deep working through of the legacy"
gemma-2-2b/gemmascope-res-16k,9990,266,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","rave reviews so far . The call for tenders is directly related to his being named , according to sources we spoke with this morning . ZA WA , you ' ll recall , is the new quasi - private organization that was slated to take over all wildlife - related matters in Zambia more than a year ago , which is when the old National Parks Department was disbanded . Since then , Zambia has been without any kind of game department at all . The European Union during this period has had millions of dollars ready to help ZA WA get rolling , but has refused to release the funds until a director general and support"
gemma-2-2b/gemmascope-res-16k,9990,266,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","scene . I only started making the senior teams in 2 0 1 2 . I wouldn t say I m one of the big names in SA swimming , but hopefully in the new year I can be one of them , along with Chad le Clos and Cameron van der Burgh . Brown seems to be a modest person . Although he says he wasn t an especially good swimmer at primary school level , he was offered a swimming scholarship at West ville Boys High School widely believed to be Durban s premier training ground for schoolboy swimmers . However , his parents wanted him to give equal attention to his academic performance"
gemma-2-9b-it/gemmascope-res-131k,9224,170,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","<start_of_turn> user <bos> pressures . The recent application suggests a general possibility that plas mons have a substantial effect on $ T _{\ rm c }$, even in cases where it does not alone induce superconducting transition . It is then interesting to apply the present formalism to other high - temperature super conductors "" [@ Pick ett - review - other ] such as layered nit rides , fuller ides , and the bismuth per ovsk ite . Effects of the electron - electron and electron - phon on interactions in these systems have recently been examined from various viewpoints , particularly with * ab initi o * calculations .[ @ Mere gal li - Sav ra sov - BK BO <end_of_turn>"
gemma-2-9b-it/gemmascope-res-131k,9224,170,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","<start_of_turn> user <bos> we have another ex - grand prix driver Steph ane Sar azz in . Don t remember the lad ? We wouldn t blame you : he started just one race , in a Min ardi , at the Brazilian Grand Prix of 1 9 9 9 . Then seen as an F 1 racer of the future , Sar azz in was sub bing for the injured Luca B ado er at Inter lagos , and actually qualified rather well , taking 1 7 th on the grid and thus out - doing his team - mate which , fun n ily enough , was the aforementioned Gene . However Sar azz in would exit <end_of_turn>"
gemma-2-9b-it/gemmascope-res-131k,9224,170,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","<start_of_turn> user <bos> she had been involved in a struggle . It also indicated she had died from a single gunshot that passed through her hand and neck , sever ing an artery . There was no sign of sexual assault . On 1 7 November , Dew ani ' s body was released by the South African authorities and returned to the United Kingdom on a British Airways flight , accompanied by her husband . Six months after her death , in a Hindu ceremony , her family scattered her ashes in her favourite area of the V nern lake , close to her home town , Mar ies tad , Sweden . Investigation : sequence of arrests and confessions <end_of_turn>"
gemma-2-9b-it/gemmascope-res-131k,9224,170,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna",<start_of_turn> user <bos> were needed like a hole in the head and the worst of economy systems . These white She m race Europeans could have enslaved the migrant Asian mong olo id Jap he th race who had crossed over the Bering ice bridge 1 0 0 0 yrs earlier but were tricked into going to Africa and buying the Ham servant race as they were called in the Torah s Genesis . It was a heb Roth ch ilde trick . Since his parents were mission ar ys to Japan where he got hooked on the yellow mong olo id pag ans Am ren s Taylor was obviously a rebel like all offspring of these types . The <end_of_turn>
gemma-2-9b-it/gemmascope-res-131k,9224,170,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","<start_of_turn> user <bos> Dew ani to publicly answer questions . On 9 September 2 0 1 5 , at Brent Coroner ' s Court in North London , Coroner Andrew Walker said he did not consider a full inquest was appropriate because a criminal trial had been conducted in South Africa . On 9 October , Walker confirmed there was insufficient cause to resume an inquest . He told the court he was prohibited from reaching a conclusion that was inconsistent with the findings of the South African courts . Hind ocha family statement On 4 August 2 0 1 8 , Anni Hind ocha ' s uncle , acting as spokesperson for the Hind ocha family <end_of_turn>"
gemma-2-9b-it/gemmascope-res-16k,9064,261,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","<start_of_turn> user <bos> Nationality law Category : South Sudanese law <bos> WE PLANT THE "" SE EDS OF IDEAS "" IN DOG OWN ERS MIN DS - THESE IDEAS EVENT UALLY BL OSS OM INTO A BETTER UNDER STANDING OF DOG BEHAV IO UR - Sally Hopkins WE PLANT THE "" SE EDS OF IDEAS "" IN DOG OWN ERS MIN DS - THESE IDEAS EVENT UALLY BL OSS OM INTO A BETTER UNDER STANDING OF DOG BEHAV IO UR - Sally Hopkins T UNA TRACK ING WHAT IS T UNA TRACK ING ? This is not an introduction to working trials type tracking . It is a scent Mind Game that pet dogs can have fun doing <end_of_turn>"
gemma-2-9b-it/gemmascope-res-16k,9064,261,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","<start_of_turn> user <bos> , 4 8 6 So . 2 d 4 4 2 ( Ala . Civ . App . 1 9 8 6 ). "" This is because malice is incapable of positive , direct proof and must out of necessity be rested on inferences and deductions from facts which are heard by the trier of fact ."" Thompson at 4 4 5 . The element of malice may be inferred from the conduct of the defendant if no other reasonable explanation exists for his actions . Johnson v . Smith , 5 0 3 So . 2 d 8 6 8 ( Ala . Civ . App . 1 9 8 7 ). Therefore , Crowe <end_of_turn>"
gemma-2-9b-it/gemmascope-res-16k,9064,261,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","<start_of_turn> user <bos> American culture of North Omaha . In addition to sponsoring a variety of events , Love ' s has hosted events for Native Omaha Days . See also History of North Omaha , Nebraska Music in Omaha , Nebraska Culture of Omaha , Nebraska References External links Official website Category : Music of Omaha , Nebraska Category : Museums in Omaha , Nebraska Category : African - American museums in Nebraska Category : African - American history in Omaha , Nebraska Category : Arts centers in Nebraska <bos> 1 . Field of the Invention The present invention relates to an optical alignment polymer , an alignment <end_of_turn>"
gemma-2-9b-it/gemmascope-res-16k,9064,261,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","<start_of_turn> user <bos> of the most vex ing questions in African - American history is whether free African Americans themselves owned slaves . The short answer to this question , as you might suspect , is yes , of course ; some free black people in this country bought and sold other black people , and did so at least since 1 6 5 4 , continuing to do so right through the Civil War . For me , the really fascinating questions about black slave - owning are how many black masters were involved , how many slaves did they own and why did they own slaves ? The answers to these questions are complex , and historians have <end_of_turn>"
gemma-2-9b-it/gemmascope-res-16k,9064,261,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","<start_of_turn> user <bos> are rapidly becoming the majority in the United States and their buying power is significant . Understanding their purchasing and media habits is the next big challenge / opportunity facing marketers and brands today . Taking a deep dive into data and trends within the African American , Asian American and Hispanic communities , Nielsen s Claudia Pardo laid out compelling statistics and a demographic framework shaping the future . It s clear that marketers and brands will be forced to rethink their perspective and their share of spend when it comes to multicultural groups . Can anyone in the room honestly say they re doing everything they can to satisfy the consumption needs <end_of_turn>"
gpt2-small/res-jb,12141,199,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","Hughes on Thursday at 5 : 30 p . m . <|endoftext|> This is a rush transcript . Copy may not be in its final form . J U AN G ON Z LE Z : I wanted to ask you to turn to another country in the Middle East : Libya . Clearly , the U . S .- backed move into Libya , the regime change , the execution of Gaddafi has left , in essence , a failed state there . And I m wondering if you could talk about what s happened there and also the impact on all of North Africa as a result of the situation in Libya right now ."
gpt2-small/res-jb,12141,199,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","The first Homo E rect us fossil is discovered by two 5 th grade tru ants smoking a pipe at the Jacksonville city park . 1999 : H eral ds run through cities on wild must angs yelling , The fucking British are coming ! And they got a shitty sense of style , but sexy accents ! Let s call them Red co ats when they get here . 2008 : Israel ites flee Egypt terrified out of their minds about a serial killer angel going around stabbing anyone s first born kid should they forget to rub sheep blood on their doors . 2009 : Din osaurs officially go extinct"
gpt2-small/res-jb,12141,199,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","of lame superheroes and therefore is automatically including in any list of lame - ass superheroes even if he isn t officially listed . The Wh izz er Secret Identity : Robert L . Frank Origin : In Africa with his doctor father , Frank is bitten by a cob ra . His father inject s him with the blood of a m ongo ose to counteract the cob ra venom . The result : super speed . P owers : He s very , very fast . Appearance : With the name The Wh izz er it may have been a mistake to put him in a bright yellow costume ."
gpt2-small/res-jb,12141,199,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","Australia , South Africa and Europe often playing there . The American witness said the raid appeared aimed at ending those festivities once and for all . I feel like this is a way to send a signal to the exp at community , he said . Speaking on the eve of the raid , Deng Guang she ng , Shen zhen s top anti - drug s officer , told the Shen zhen Evening News that his city had become an important drug distribution centre because of its proximity to Hong Kong and Mac au . Meanwhile , rave af icion ados in southern China mourn ed the death of the region"
gpt2-small/res-jb,12141,199,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","this way ,"" Alex Mag a isa wrote in the Zimbabwe an Herald newspaper . While tragic , the lion 's death has not infl amed local passions because it is "" far removed from the lived realities of most of the local people ,"" he added , saying that tourism and hunting in Zimbabwe are "" m ired in el itism "". The writer said neither he nor his family had heard of Cecil the lion before it was killed . Kenn edy M av hum ash ava struck a similar note in the Zimbabwe Chronicle and invoked the history of Western colonialism : <|endoftext|> About a dozen trucks from major manufacturers like Volvo and D aim ler just completed a week"
gpt2-small/att-kk,7813,179,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","<|endoftext|> surreal . His miner s light ling ered deep in recess es of totalitarian ism , mystic ism and revolution places where truth begins to lose access to the photos ynthesis of fact . A color ation not often noted by those in opposition to Kap usc inski is that his is the Africa of a man from a subject country who discovered it just as its nations were snapping the le ashes of their colonial masters . In the end , great non fiction writing does not necessarily require any accuracy greater than that of an honest and vividly rendered confusion . The limits of human perception cr ue lly bind us all . K ap usc inski s"
gpt2-small/att-kk,7813,179,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","<|endoftext|> <|endoftext|> This invention , O king , said The uth , will make the Egyptians wiser and will improve their memories ; for it is an el ixir of memory and wisdom that I have discovered . But Th amus replied , Most ingenious The uth , one man has the ability to be get arts , but the ability to judge of their usefulness or harmful ness to their users belongs to another ; and now you , who are the father of letters , have been led by your affection to asc ribe to them a power the opposite of that which they really possess . For this invention will produce forget fulness"
gpt2-small/att-kk,7813,179,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","<|endoftext|> Earlier this year , the governors of Rhode Island and Washington also asked the DEA to res che dule marijuana . The DEA has in the past rejected similar requests to re class ify the substance . John Ing old : 303 - 954 - 10 68 or j ing old @ den ver post . com <|endoftext|> NA IRO BI ( Reuters ) - Rapid ly spreading law lessness as Somalia collapses in the worst fighting for two nearly decades is fue lling a wave of piracy that increasingly threatens one of the world s most important waterways . South Korean ship Map uto 9 ( L ), which was hijacked by Somali pirates , is escorted by a Yemeni"
gpt2-small/att-kk,7813,179,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","<|endoftext|> having its first this year , to Moscow , Russia , where activists get beaten every year by skin heads and police . There now are separate African American pride par ades across the U . S . as well . S ton ew all gives New York a certain pre emin ence in the LGBT movement , but the clash was neither the first public display of gay resistance , nor has the city and state maintained their claim to be the world leader in progress since then . Five states -- from Massachusetts to Iowa -- have already beat us to opening up marriage to gay couples . Maybe it is New York arrogance , but it was not until this"
gpt2-small/att-kk,7813,179,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","<|endoftext|> ] Ric her countries have a lower fertility rate than poorer ones , and high income families have fewer kids than low - income ones .[ 15 ] Cont rary findings [ edit ] A United Nations report in 2002 came to the conclusion that sharp declines in fertility rates in India , Nigeria , and Mexico occurred despite low levels of economic development .[ 16 ] Every country could differ in their respective relationship between income and fertility . Some countries show that income and fertility are directly related but other countries show a <|endoftext|> New Zealand government digs in after breakdown of US - led trade talks By John Br addock 8 August 2015"
llama3.1-8b/llamascope-res-32k,7530,242,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna",". Trad itionally most Indians in the US support the Democrats . The Hindu Coalition marked a departure with a bo ister ous reception for Trump . Their hero rose to the occasion and declared : "" I am a big fan of Hindu ,"" immortal words that went viral . We can now rest assured that a Trump White House , whatever havoc it causes elsewhere , will be good for Hindu . <|begin_of_text|> E pid emi ology of primary rub ella infection in the Central African Republic : data from measles surveillance 200 7 - 201 4 . Monday , 3 rd of October 201 6 B MC Infect Dis . 201 6 Sep 23 ; 16 ( 1"
llama3.1-8b/llamascope-res-32k,7530,242,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","This would be much like S ARS -Co V - 2 causing COVID - 19 , where a novel path ogen encounters a naive host in this case a tree and not a human ."" An outbreak of African sw ine fever in the Eastern Cape , South Africa , was reported by The S ow et an on May 11 . ASF does not affect humans and the consumption of pork is safe , but products from affected pigs can be a source of infection to other pigs . ASF has appeared in the Free State , North West , Northern Cape , Mp um al anga and Gaut eng provinces in the past three years . South African game -f arming is on the"
llama3.1-8b/llamascope-res-32k,7530,242,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","dreams and invest in your kit today ! This entry was posted in Best kit cars for beginners , Cobra replica , Shelby c obra kit car . Bookmark the permalink . <|begin_of_text|> Be ck 's Basic Moves By Brad G ru et zm acher - M ight y No . 9 has had a busy couple of weeks . After the announcement of a new animated series in the works , the team at com cept have decided to get back to the basics and reveal more about the main character Beck . In our last update we were treated to some information about Beck 's side kick Call and her character animations . Now we learn more information about the main hero Beck"
llama3.1-8b/llamascope-res-32k,7530,242,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","help others . This is the first time in Africa and may be in the world that 11 singers from 11 African countries in three languages have participated in one song , to support the medical staff during this difficult time . The title of the song - ' My White Army ' simply refers to the team of health workers who wear white uniforms to save and defend us against the coronavirus pandemic which seem like a batt el to the world . What criteria was used in picking the 11 artists that were used for the song and what is the feedback you have received since the song was released ? The criteria I used was to approach singers from Arabic ,"
llama3.1-8b/llamascope-res-32k,7530,242,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","The last time Uganda visited Egypt in a competitive match was in 199 5 , a Nations Cup qualifying match that the Ph araoh s won 6 - 0 . ""We picked up a good result against Egypt . We need to build on that . It is this group that will do the job ,"" said Bas ena , fl anked by I bra Sek ag ya and goal keeping coach Fred K aj oba , at one of the team 's last brief ings in Egypt . Bas ena will hope the experience of many of his players who have faced Egyptian opposition in the past year will count in this key World Cup Africa zone qualifying group match . The stadium is"
gemma-2-9b/gemmascope-res-16k,8909,260,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","0 0 3 7 2 0 - Nec ela 1 ]. However , their regulation of the immune response is complex , as they can also enhance the immune response [@ pp at . 1 0 0 3 7 2 0 - D habhar 1 ], [@ pp at . 1 0 0 3 7 2 0 - G ould ing 1 ]. More generally , steroid hormones \' specific action on monocytes is still not very well documented , mainly due to the complexity of mammalian systems and experimental limitations . Elu cid ating mechanisms for steroid hormone regulation of cellular immunity ( e . g . [@ pp at . 1 0 0 3 7 2 0 - Rout ley 1 ]) will be essential"
gemma-2-9b/gemmascope-res-16k,8909,260,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","4 9 Rapid City Air Force Base , South Dakota , 1 0 April 1 May 1 9 5 0 Beale Air Force Base , California , 2 5 June 1 9 6 6 1 September 1 9 9 1 Beale Air Force Base , California , 1 Sep 1 9 9 1 present References Notes Exp lanatory notes Citations Bibliography Cate gory : Military units and formations in California 0 0 0 9 <bos> Zimbabwe ' A ' Level Top 1 0 0 Schools 2 0 1 4 This is a list of the top 1 0 0 '"
gemma-2-9b/gemmascope-res-16k,8909,260,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","1 x FLAG - tag at its N terminus , was cloned by the flanking * Eco * RI cut sites into retro viral p Babe - p uro mammalian expression vector . Cell viability and caspase activity assays ---------------- ---------------- ---------- Vi ability of the cells was measured using ATP - based Cell T iter Glo assays ( Pro mega ) according to the manufacturer ' s instructions using a plate reader ( Bio Tek ' s Synergy H 1 , W ino oski , VT , USA ). All experiments were performed in trip licates . To further validate K DM 2 B phenotype , stable cell lines of sh K DM 2 B or sh Control cells were expanded for three"
gemma-2-9b/gemmascope-res-16k,8909,260,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","Diagnosis of Thyroid Nod ules in Children and Adoles cents . Ultra sound elast ography is a non invasive method of imaging based on the estimation of the mechanical properties of tissue . Data in adults indicate that decreased flexibility in comparison to the surrounding healthy tissue is characteristic of malignancy ( in most thyroid carcin omas , except for follicular thyroid carcinoma ). The purpose of our study was to assess the deformation of thyroid nodules and to evaluate the usefulness of elast ography in predicting malignant thyroid nodules in adolescent patients . We examined 4 7 children with 6 2 thyroid nodules . All patients underwent elast ography and fine needle aspiration cyto logy ( FN AC ). Thirty - seven girls"
gemma-2-9b/gemmascope-res-16k,8909,260,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","jackets . Take on your training with air - light tees , sleek gym shorts and compression apparel . <bos> Nigeria election body declares official vote results Nigeria s electoral commission has announced the official results of the country s presidential election , declaring opposition leader Mo hamma du Buhari the winner of the polls . Buhari , a 7 2 - year - old former military ruler from the All Progressives Congress ( APC ) Party , won 1 5 , 4 2 4 , 9 2 1 votes or 5 3 . 9 5 percent of the 2 8 , 5 8 7 , 5 6 4 total valid ballots cast , the Independent National Electoral Commission"
