model,total_queries,geo_asia_mentions_count,queries_with_geo_asia_mentions,example
gemma-2-2b/gemmascope-res-16k,11475,541,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","debates . This is great news , and really emphasizes not just the excellence that is currently manifest in the top levels of chess , but also its growing spread , as the top list includes players from several countries not previously known for chess prowess ( Car lsen is from Norway , Anand from India , and Wang Hao from China is in the top twenty as well ). But McC lain goes on to claim : But ratings inflation caused in part by looser rules guiding them makes it difficult to compare different eras . The ratings system was actually never intended for such comparisons . It was created in 1 9 6 0 by Ar pad Elo"
gemma-2-2b/gemmascope-res-16k,11475,541,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","into p V 1 - B lastic idin vector ( kind gift from Zhi gang Yi , Shanghai Medical College , F udan University ). Positive clones were identified by sequencing , and only clones with 3 poly ( dA ) sequence were considered authentic viral RNA 3 ends . We thank Zhu ying Chen and Xi ur ong Peng for handling serum samples and compiling the clinical data used in this research . This research was supported by the National Natural Science Foundation of China ( NS FC ) ( 8 1 6 7 1 9 9 8 , 9 1 5 4 2 2 0 7 ), National Key Research and Development Program ( 2 0 1 6"
gemma-2-9b-it/gemmascope-res-131k,10412,462,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","<start_of_turn> user <bos> ian ag aram is the main city of the Viz ian ag aram District of North Eastern Andhra Pradesh in Southern India . Viz ian ag aram translates to the "" city of victory "" and is also given the nickname of the "" city of education "". References Category : Uni versities in Andhra Pradesh Category : Uni versities and colleges in Viz ian ag aram district Category : Educational institutions established in 2 0 1 9 Category : 2 0 1 9 establishments in India Category : Viz ian ag aram <bos> Q : Natural vs surrogate keys on support tables I have read many articles about the battle between <end_of_turn>"
gemma-2-9b-it/gemmascope-res-131k,10412,462,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","<start_of_turn> user <bos> 1 7 . He is a member of the Indian National Congress ( INC ). He was elected from Gur das pur , Punjab to the Lok Sabha the lower house of Indian parliament in a by - election . Political career He first became a member of Punjab Vid han Sabha from Abo har in 2 0 0 2 . In 2 0 0 7 and 2 0 1 2 , he was re - elected from Abo har . he became member of parliament after winning a by - election in Gur udas pur . Controversy On 7 January 2 0 1 7 , Jak har sent a complaint <end_of_turn>"
gemma-2-9b-it/gemmascope-res-131k,10412,462,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","<start_of_turn> user <bos> species is easily propagated from cuttings . Hard iness : RHS H 5 , USDA zones 7 9 . B . altern ifolia was accorded the Royal Horticultural Society ' s Award of Garden Merit ( record 6 7 4 ) in 1 9 9 3 . Culti vars Bud dle ja altern ifolia Ar gen tea . References H illier & Sons . ( 1 9 7 7 ). H illiers ' Manual of Trees and Shr ubs . David & Charles , Newton Abbot , UK altern ifolia Category : Flora of China <bos> About Pat hop hi lia Aller gan Files Free - <end_of_turn>"
gemma-2-9b-it/gemmascope-res-131k,10412,462,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","<start_of_turn> user <bos> . And this is a chance for the Japanese and Korean people who are cousins if not brothers to have friendly and prosperous relations . Remember , the Rothschild s need war to control us . They need war to put us in debt . There s no need for humans to fight each other . We can have world peace . This is a chance . A power struggle has begun . We must not give them the chance to once again put us under their control . Humanity can now free itself . The battle has begun . We must fight them on every front until there s world peace , and there <end_of_turn>"
gemma-2-9b-it/gemmascope-res-131k,10412,462,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","<start_of_turn> user <bos> fried with shredded yam ) and deep fried fish with salt and pepper . While the food is not outrage ously priced for the quality on offer , alcohol prices are another matter entirely .... Read our full review of Li Yen . This place has a door - stopper size picture menu , most with an English description of the dish . Portions are large , so if you want to sample a a selection of different offerings , best to go in a group . Solo diners are better off opting for good value single plate meals . Set at the far southern end of Chinatown on Jalan Pang gong , the closest mon orail station to <end_of_turn>"
gemma-2-9b-it/gemmascope-res-16k,10163,372,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","<start_of_turn> user <bos> one of the first franchise deals in the U . S . The first motor lodge was opened in Savannah Georgia in 1 9 5 4 , and it was designed by architects Rufus N ims and Karl Koch . From there , in a nutshell , the business boo med and the motor lodges became known for their ubiquitous roadside advertisements : In the 1 9 6 0 s and 7 0 s , there were over 1 , 0 0 0 Ho Jos across the United States and Canada . There is a site completely dedicated to posting pictures of former Ho Jos , called Ho Jo Land . com Then , <end_of_turn>"
gemma-2-9b-it/gemmascope-res-16k,10163,372,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","<start_of_turn> user <bos> areas of salivary gland tumours . Squ amous cell meta plasia ( SCM ) adjacent to necro tic areas of salivary gland tumours must be distinguished from other types of SCM ( focal SCM in the exc ret ory ducts of salivary glands ; necro tizing s ial ome tap lasia ; focal SCM within salivary gland tumours ) in respect to the tissue structure . Based on the high cellular proliferation , arcade - or cord - like pseud one oplastic SCM develops with stell ate extension in the surrounding tissue and focal inclusion of goblet cell meta plasia . This prolifer ative SCM resembles the cellular demarcation of radic ular dental cysts . In the Sal iv ary <end_of_turn>"
gemma-2-9b-it/gemmascope-res-16k,10163,372,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","<start_of_turn> user <bos> internet and requested help . "" This is how Ahmed got the funding and now you can see him smiling ,"" said Wal id M . Al bak ili , another doctor and research fellow in charge of Gulf and Arab region . life ."" "" I have already missed my school for six months and am eager to get back soon ,"" said the 1 4 - year - old who wishes to see Taj Mahal before leaving Delhi for his homeland . Pran av Kumar said that the boy is now almost fit and in two weeks he will be ready to leave for Iraq . <bos> Dop am inergic inhibition of gonad otropic release <end_of_turn>"
gemma-2-9b-it/gemmascope-res-16k,10163,372,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","<start_of_turn> user <bos> . Brent Swan cer is an author and crypto expert living in Japan . Biology , nature , and crypto zoo logy still remain Brent Swan cer s first intellectual loves . He ' s written articles for MU and Daily Grail and has been a guest on Coast to Coast AM and Bin nal of America . <bos> <? php /* * This file is part of PHP Ex if Tool . * * ( c ) 2 0 1 2 Romain Neutron < im prec @ gmail . com > * * For the full copyright and license information , please view the LICENSE * file that was distributed <end_of_turn>"
gemma-2-9b-it/gemmascope-res-16k,10163,372,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","<start_of_turn> user <bos> or protest ant rule . Battles between republican ism and monarchy led to Britain s hybrid model , neither absolute monarchy nor radical republic . In the battle between fascism and communism , liberalism eventually won out , with the US defeating Nazi Germany and Soviet Russia . Why ? Owen says the success or failure of bell we ther states determines how an ideological conflict will turn out . American capitalism won out , for example , because it was economically and internationally successful . In the battle between Isla mism and secular ism Owen identifies Islamist Iran and secular Turkey as the bell we ther states to watch . This is problematic . Though they have been <end_of_turn>"
gpt2-small/res-jb,13731,614,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","job cuts , but Y em ma was unclear how many . <|endoftext|> Tim aru has played a key role in improving the day to day lives of ordinary , impoverished people in a far - fl ung , war weary nation . Tracy Miles talks to Ross Sinclair of Net con and Tony Woods of Sustainable Energy Services International . When people think of Afghanistan , they think of the Taliban . They think of Will y Ap i ata and the soldiers of the Provincial Reconstruction Team . They may even spare a thought for women in blue head - to - toe bur q as , for bare foot , dusty children and for the hardship men , women and"
gpt2-small/res-jb,13731,614,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","u cy Halloween bur les que show , running through Saturday evening . Tickets go for $ 10 to $ 45 . What else ? <|endoftext|> Advertisement A series of extraordinary photos show how hundreds of Kashmir i villagers who turned out for the funeral of suspected terrorist Shir az Ahmed , who was killed in a gun battle with government forces . Rel atives sob bed while other mourn ers covered their faces in grief , as the funeral procession moved through the village of Pan j ran , 28 miles south of S rin agar in India . Three suspected rebels were killed on November 20 , during an encounter with security forces in Tr al area"
gpt2-small/res-jb,13731,614,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","looks of it , he might continue to hold this record . <|endoftext|> Sen . Al Franken Alan ( Al ) Stuart Franken Virginia can be better than this Harris off to best start among Dems in race , say strateg ists , donors Virginia scandals pit Democrats against themselves and their message MORE ( D - M inn .) said on Sunday that Donald Trump Donald John Trump House committee believes it has evidence Trump requested putting ally in charge of Cohen probe : report Vietnamese airline takes steps to open flights to US on sidelines of Trump - Kim summit Manafort 's attorneys say he should get less than 10 years in prison MORE Jr . and former campaign chairman Paul Manafort should testify under"
gpt2-small/res-jb,13731,614,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","the president said . Obama also said Moscow could medd le in the upcoming elections of NATO members . He added that he 's urged President - elect Donald Trump Donald John Trump House committee believes it has evidence Trump requested putting ally in charge of Cohen probe : report Vietnamese airline takes steps to open flights to US on sidelines of Trump - Kim summit Manafort 's attorneys say he should get less than 10 years in prison MORE to develop a strong relationship with the intelligence community . "" I think it 's important that Congress , on a bipartisan basis , work with the next administration looking forward to make sure that this kind of influence is minimized"
gpt2-small/res-jb,13731,614,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","wedding on a holiday ? I cannot , and will not accept the argument that reacting or retali ating to such acts is detrimental to peace , and we should , hence , maintain a sto ic brave front in the face of such atrocities . Peace , in my opinion , is only possible if the government writ runs large , which , naturally , also means that the Indian Army should have an upper hand to be able to negotiate peace on terms that are favourable to the country and in the interest of its people , including our brave jaw ans . This holds good for a volatile state like J ammu and Kashmir , and also for dealing with"
gpt2-small/att-kk,8315,806,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","<|endoftext|> minorities . Washington and Qatar is arming the anti - government rebels as they did in Libya . However , Syria is not an easy toast like Libya , Afghanistan or Iraq . But the Jewish Lobby believes that a pro - Israel regime in Damascus is the only way to get rid of Iranian menace . Zionist Jew Danielle P let ka of the American Enterprise Institute ( AE I ), a propaganda arm of Israel Lobby ( A IP AC ) said recently : Syria is the soft under b elly of Iran , Tehran s most important ally , conduit for arms and cash to terrorists . A unique conf luence of American moral purpose and"
gpt2-small/att-kk,8315,806,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","<|endoftext|> of 150 , 000 users . In an interview with DNA , Ar sy an claimed that the estimated monthly sales is about RM 194 , 118 ( US $ 59 573 ), based on what the team can track via its backend system . One of our more memorable achievements was signing up some big clients such as Af d lin Sh au ki and K ary an eka Malaysia , he said . The focus for 13 37 Tech , the company behind K ed . ai , for the coming year will be on merchant acquisition and increasing sales . K ed . ai (' ked ai ' is Mal ay for ' shop"
gpt2-small/att-kk,8315,806,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","<|endoftext|> il or is lam i ti . E i se l upt nt re e i , ISIS , ii ii , Iran , Hezbollah , Hamas , d ar to i s unt de ac ord as up ra un ui sing ur luc ru : Israel ul nu ar tre b ui s f ie a ici , ri le vest ice nu ar tre b ui s f ie a ici i nic i ch iar ar ab ii moder a i nu ar tre b ui s f ie a ici . F ie care v"
gpt2-small/att-kk,8315,806,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","<|endoftext|> ashi Th ar oor is a former minister in India 's Congress party and a former UN diplomat . He is the author of a number of books on the history , culture , politics , and foreign policy of India . Del hi - Part ing Words broadcasts on BBC Radio 3 's The Ess ay : World War One Round the World on Thursday 2 July at 22 : 45 BST as part of a global year - long partnership between the British Council , BBC World Service and BBC Radio 3 called The War That Changed the World . You can catch up via the BBC i Player . As many as 74 , 187 Indian soldiers died during the"
gpt2-small/att-kk,8315,806,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","<|endoftext|> . A dark shape is suddenly sitting there , quiet and mysterious , in the space next to us . I dispatch my security team to investigate , right after I create a security team , which I do by telling one guy to stop mining asteroids and start being a one - man security team . Naturally , the moment my <|endoftext|> By Christine Du ha ime | January 2 nd , 2017 The questions and answers I ve been asked the most in 2016 about China : Q : How much money has been removed from China in proceeds of corruption ? A : According to the Bank of China , way over US $"
llama3.1-8b/llamascope-res-32k,7862,413,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","problems building trust from the ground up . It gives me hope for Bur undi . Names and other information in this article have been changed in order to preserve anonymity . Kevin McC ann is Peace Direct 's Research and Engagement Officer . His work includes helping to run Insight on Conflict , developing new publications , and supporting Peace Direct 's conflict early warning projects . He has an MA in International Security . Read more from Kevin McC ann Conflict prevention and early warning Dialogue and mediation More on Conflict prevention and early warning and Dialogue and mediation Pakistan 's dilemma with the local Taliban Dr . Zah id Shah ab Ahmed Strong er together : peace"
llama3.1-8b/llamascope-res-32k,7862,413,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","The UAE stands to profit from translating China 's ever -exp anding trade interests in the region to those grounded in emerging technology . Indeed , the two countries already have a strong track record of collaboration on technology initiatives , including the Y V OL V data centre , a project by Me eras and Alibaba , along with the M BR Solar Park , which is run by DE WA and the Silk Road Fund . Pair ing Chinese talent with UAE test environments would support the development of everything from AI technology and blockchain to telecom s in both countries and accelerate global development . The Bur j Khal ifa in Dubai lit up in the colours of the Chinese flag to mark President"
llama3.1-8b/llamascope-res-32k,7862,413,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","who receive a paid vacation as one of their employment benefits . - Census .gov Sept . 1 , 193 9 : World War II : Nazi Germany inv ades Poland , beginning the war in Europe . Today 's Featured Birthday Music ian Barry Gibbs ( 64 ) ""I write to escape ; to escape poverty ."" - Edgar Rice Bur rough s , who was born on this date in 187 5 . <|begin_of_text|> https :// www .ws j .com /articles /ch ina -push es -sm aller -c ities -to -at tract -r ural -m igrants - 145 002 251 5 China Push es Sm aller Cities to At tract Rural M igrants Be ijing aims to ease"
llama3.1-8b/llamascope-res-32k,7862,413,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","ule th i Liqu or ice or lic or ice is the root of Gly cy rr h iza gl abra from which a sweet flavour can be extracted . The liquor ice plant is a leg ume ( related to beans and peas ) that is native to southern Europe and parts of Asia . J as min um s amb ac Jasmine Bel a , Mot iya , Mog ra '' J as min um s amb ac '' is a species of jasmine native to southwestern and southern Asia , in the Philippines , India , Myanmar and Sri Lanka . It is grown mainly as an orn amental plant due to its"
llama3.1-8b/llamascope-res-32k,7862,413,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","Congo ( D RC ), Mal awi ( Former ), Nam ibia , Niger , Guinea Con ak ry , Bur undi ( Former ), Central African Republic ( C .A .R .), Chad , Zimbabwe , Zambia , The G ambia , Liberia and Congo Braz z av ille , Angola , Mali , Moz ambique for English , French , Portuguese and Arabic Speaking African countries . The awards have been also announced for Middle Eastern , Asian countries and in Spanish for Latin American Countries . The theme of the awards is ' R aising Awareness on how to Stay Safe , Keep Phys ically and Ment ally Healthy during Coronavirus Lock down with the aim to separate facts from myths and miscon ceptions"
gemma-2-9b/gemmascope-res-16k,9630,173,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","2 n = 3 8 . In its native territory it grows along river banks in thick ets at elevations of . Taxonomy In his 1 9 7 9 revision of the taxonomy of the African and Asiatic species of Bud dle ja , the Dutch botanist An thon ius Leeuwen berg sank two species , B . legend rei and B . t set ang ensis , as B . altern ifolia on the basis of the similarity in the individual flowers , dismissing the variations in plant structure , flower colour and leaf as attributable to environmental factors . It was Leeuwen berg ' s taxonomy which was adopted in the Flora of China published in 1"
gemma-2-9b/gemmascope-res-16k,9630,173,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","the tablet is expected to become available in the US eventually . It will also be sold across Europe , Latin America , Southeast and Southwest Asia , CIS , Latin America , Africa , the Middle East , Japan and China . source : Samsung UPDATE : Our eagle - eyed readers have pointed out that the Samsung GAL AX Y Tab 7 . 0 Plus has a di aler icon on its home screen , which is a clear indication that it will be able to make phone calls like the old - school GAL AX Y Tab could . There also appears to be an ear piece above its display . Samsung pioneered the seven - inch tablet market"
gemma-2-9b/gemmascope-res-16k,9630,173,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan",". While I was walking past Rest oran New Sun Ho , saw another example of the global ized Malaysian breakfast -- roti can ai with salmon s ashimi . One day I might start seeing roti s ashimi on the menu . Lunch was a simple meal of chicken porridge with a can of fried da ce . Very traditional fare . C NY was around the corner , so we spru ced up the house a bit . Bought a can of white paint and repa inted the metal grills at the living room . Was a little woo zy after inhal ing the paint fumes . Felt better after we had dinner at Dao Dao . A plate of tofu with"
gemma-2-9b/gemmascope-res-16k,9630,173,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","to halt losses within two years . Philippe Var in , Peugeot s outgoing chief executive , has said the French car maker is exploring a deeper relationship with Dong feng , its existing partner in a Chinese joint venture . The two companies have been in talks for months to extend cooperation to other Asian countries after a multi billion - euro share issue in which Dong feng and the French government would acquire significant stakes , sources have said . The Financial Times reported they plan to transfer some Peugeot technologies to Dong feng while targeting new markets in southeast Asia . The hefty discount on the proposed deal , approved by Peugeot s board on Tuesday , reflects"
gemma-2-9b/gemmascope-res-16k,9630,173,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","be the Honda Africa Twin adventure tour er motorcycle . Honda officials announced that they have started trial assembly for the Africa Twin , which will be the second performance motorcycle by Honda to be assembled in India . Honda officials refused to divul ge any details on the second motorcycle but just mentioned that it will be a fun motorcycle and something that would be part of the commuter segment . In our opinion , the new motorcycle is question can be a fully - fa ired version of the Honda CB Hornet 1 6 0 R . Honda currently has one full - fa ired bike in the 1 5 0 cc segment as part of its product portfolio -"
