model,total_queries,geo_asia_mentions_count,queries_with_geo_asia_mentions,example
gemma-2-2b/gemmascope-res-16k,11610,514,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","The 1 9 4 2 Iowa Pre - Flight Seahawks football team represented the United States Navy pre - flight aviation training school at the University of Iowa as an independent during the 1 9 4 2 college football season . The team compiled a 7 3 record and out scored opponents by a total of 2 1 1 to 1 2 1 . The 1 9 4 2 team was known for its difficult schedule , including Notre Dame , Michigan , Ohio State , Minnesota , Indiana , Nebraska , and Missouri . The team was ranked No . 2 among the service teams in a poll of 9 1 sports writers conducted by the Associated"
gemma-2-2b/gemmascope-res-16k,11610,514,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus",", USA IHC OS 6 0 8 Twist 1 Zhang 2 0 1 0 China 1 0 0 7 0 ( 7 0 . 0 ) Surgery rabbit poly clonal 1 : 5 0 Santa Cruz , CA , USA IHC OS 7 6 7 Zhao 2 0 1 1 China 9 7 5 1 ( 5 2 . 6 ) Surgery NA NA 1 : 1 0 0 Santa Cruz , CA , USA IHC OS 6 0 7 N iu 2 0 0 7 China"
gemma-2-2b/gemmascope-res-16k,11610,514,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","As In the event the predic aments were not sophisticated adequate now , the rising amount of Engineering aspirants in Australia has taken the Opposition for the sky - superior stage . Typically , folks Consider engineering is often a freshly obtained ability of human beings , came in the modern age . Even so , In case the definition of engineering is a little broadened then we will realize even cave men ended up good engineering , as they tamed hearth and designed lots of resources to create their life additional practical and secured . In a means , human beings by their really mother nature , have innate ability of inventing new applications . If you feel our selling prices are somewhat earlier"
gemma-2-2b/gemmascope-res-16k,11610,514,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus",". WARNING : This is NOT one size / style fits all . This ... Both Male and Female buckles are Dual Adjust . Made for thin 1 "" ( 2 5 mm ) backpack style webbing . S IZING TIP : The size of buckles is measured by the webbing that goes in them , not the O . D . of the buckle . WARNING : This is NOT one size / style fits all . This ... <bos> The United States and Japan will step up their defence cooperation to deal with the threat from nuclear - armed North Korea as tensions in East Asia remain high , officials from the two allies said on Thursday . Mr Wright started a"
gemma-2-2b/gemmascope-res-16k,11610,514,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","This is the period human progen itors of the Amer indi ans are most likely to have migrated to the Americas (< https :// en . wikipedia . org / wiki / Settlement _ of _ the _ Americas > ( accessed 1 7 December 2 0 1 9 ); < https :// en . wikipedia . org / wiki / Indigenous _ pe oples _ of _ the _ Americas > ( accessed 2 3 Dec 2 0 1 9 )) from Bering ia , which was , at that time , at the eastern end of the mammoth steppe biome . This biome stretched from Iberia , across the north of Eurasia to Bering ia (< https :// en . wikipedia"
gemma-2-9b-it/gemmascope-res-131k,11090,237,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","<start_of_turn> user <bos> . And this is a chance for the Japanese and Korean people who are cousins if not brothers to have friendly and prosperous relations . Remember , the Rothschild s need war to control us . They need war to put us in debt . There s no need for humans to fight each other . We can have world peace . This is a chance . A power struggle has begun . We must not give them the chance to once again put us under their control . Humanity can now free itself . The battle has begun . We must fight them on every front until there s world peace , and there <end_of_turn>"
gemma-2-9b-it/gemmascope-res-131k,11090,237,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","<start_of_turn> user <bos> fried with shredded yam ) and deep fried fish with salt and pepper . While the food is not outrage ously priced for the quality on offer , alcohol prices are another matter entirely .... Read our full review of Li Yen . This place has a door - stopper size picture menu , most with an English description of the dish . Portions are large , so if you want to sample a a selection of different offerings , best to go in a group . Solo diners are better off opting for good value single plate meals . Set at the far southern end of Chinatown on Jalan Pang gong , the closest mon orail station to <end_of_turn>"
gemma-2-9b-it/gemmascope-res-131k,11090,237,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","<start_of_turn> user <bos> study , you obtained crystals of D ENV 2 NS 5 adopting two different conform ations : one that resembles a structure reported for NS 5 from the Japanese encephalitis fla vi virus ( J EV ), in which the MT ase domain adopts a "" closed conformation "" with respect to the Rd Rp domain , and another in which it adopts an \"" open conformation \"", similar to the one seen before in a structure of NS 5 from the dengue virus ser otype 3 ( DEN V 3 ). As the two MT ase / Rd Rp interfaces are different , site directed mutagenesis allowed the selective targeting of the two interfaces . The use of <end_of_turn>"
gemma-2-9b-it/gemmascope-res-131k,11090,237,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","<start_of_turn> user <bos> internet and requested help . "" This is how Ahmed got the funding and now you can see him smiling ,"" said Wal id M . Al bak ili , another doctor and research fellow in charge of Gulf and Arab region . life ."" "" I have already missed my school for six months and am eager to get back soon ,"" said the 1 4 - year - old who wishes to see Taj Mahal before leaving Delhi for his homeland . Pran av Kumar said that the boy is now almost fit and in two weeks he will be ready to leave for Iraq . <bos> Dop am inergic inhibition of gonad otropic release <end_of_turn>"
gemma-2-9b-it/gemmascope-res-131k,11090,237,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","<start_of_turn> user <bos> I just don ' t get it . At first I thought it could mean "" tell one and give back ten "", so I thought it meant this character tends to do more than he was actually asked or intended to do ...? However , I tried searching on japanese sites and it seems it ' s a saying to qualify a very proud person ...? Still I would like to have a more precise idea of what it could really mean and where it does come from , because I ' m very interested by japanese idioms . Does anyone have a more precise idea ? Thank you very much . A : <end_of_turn>"
gemma-2-9b-it/gemmascope-res-16k,10387,338,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","<start_of_turn> user <bos> one of the first franchise deals in the U . S . The first motor lodge was opened in Savannah Georgia in 1 9 5 4 , and it was designed by architects Rufus N ims and Karl Koch . From there , in a nutshell , the business boo med and the motor lodges became known for their ubiquitous roadside advertisements : In the 1 9 6 0 s and 7 0 s , there were over 1 , 0 0 0 Ho Jos across the United States and Canada . There is a site completely dedicated to posting pictures of former Ho Jos , called Ho Jo Land . com Then , <end_of_turn>"
gemma-2-9b-it/gemmascope-res-16k,10387,338,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","<start_of_turn> user <bos> areas of salivary gland tumours . Squ amous cell meta plasia ( SCM ) adjacent to necro tic areas of salivary gland tumours must be distinguished from other types of SCM ( focal SCM in the exc ret ory ducts of salivary glands ; necro tizing s ial ome tap lasia ; focal SCM within salivary gland tumours ) in respect to the tissue structure . Based on the high cellular proliferation , arcade - or cord - like pseud one oplastic SCM develops with stell ate extension in the surrounding tissue and focal inclusion of goblet cell meta plasia . This prolifer ative SCM resembles the cellular demarcation of radic ular dental cysts . In the Sal iv ary <end_of_turn>"
gemma-2-9b-it/gemmascope-res-16k,10387,338,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","<start_of_turn> user <bos> Mo zas next advised Wilson that Mo zas would be smuggling one hundred kilograms of cocaine from Columbia , for which he would be paid 1 8 , 0 0 0 pounds of marijuana . Wilson agreed to market that marijuana * Honorable Anthony A . Ala imo , U . S . District Judge for the Southern District of Georgia , sitting by designation . for Mo zas . Upon inspection , Wilson deemed the marijuana to be of poor quality , but set out to market it anyway . Mo zas also advised Wilson that he had 1 5 kilograms of cocaine , and Wilson agreed <end_of_turn>"
gemma-2-9b-it/gemmascope-res-16k,10387,338,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","<start_of_turn> user <bos> Category : Association football people from Kan agawa Prefecture Category : Japanese footballers Category : J 3 League players Category : Iw ate Gr ulla Mor ioka players Category : Association football defenders <bos> Q : Multiple lock owners in SQL Server 2 0 1 4 I ' ve encountered a deadlock on SQL Server 2 0 1 4 , and created a deadlock report using extended events . Below is an excerpt from the report . What does it mean for object lock ( obj id ="" 5 5 4 9 7 9 0 4 1 "") to have multiple owners ( namely , process 1 4 f 3 <end_of_turn>"
gemma-2-9b-it/gemmascope-res-16k,10387,338,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","<start_of_turn> user <bos> internet and requested help . "" This is how Ahmed got the funding and now you can see him smiling ,"" said Wal id M . Al bak ili , another doctor and research fellow in charge of Gulf and Arab region . life ."" "" I have already missed my school for six months and am eager to get back soon ,"" said the 1 4 - year - old who wishes to see Taj Mahal before leaving Delhi for his homeland . Pran av Kumar said that the boy is now almost fit and in two weeks he will be ready to leave for Iraq . <bos> Dop am inergic inhibition of gonad otropic release <end_of_turn>"
gpt2-small/res-jb,14015,589,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","arranging for a staff member to dress up in a squirrel costume and deliver the message ' Eat Shit , Bob !' to Mr . Murray ."" This is a dangerous time for media companies to poke at corporate interests . Murray 's lawsuit was filed as ABC is engaged in a $ 5 . 7 billion trial in South Dakota for calling a company 's beef product "" p ink slime ."" ABC is being represented by attorneys who previously handled for HBO and won a 2015 trial over a Real Sports With Bryant G umb el report alleged to have tarn ished a company that used child labor in India to stitch soccer balls . A spokesperson for HBO"
gpt2-small/res-jb,14015,589,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","That particular incident was the sadd est moment of my life . I had been training for a year for the Tokyo Olympics , they even mentioned my name in the list . But thanks to their dirty tactics I was removed . Prior to the 1964 Olympics , Sw amy had won back - to - back national titles , highlighting his claim for a berth . But his dream never came to fruition . Late Sam Mane ks haw used to ask me to prolong my matches : Sw amy Sw amy , now 72 , was known as the one - round wonder . The tag came from his tendency to"
gpt2-small/res-jb,14015,589,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","before a fellow powder h ound appears . Ten chilly minutes pass , and I have my answer . It s a little after 2 P . M . on a Saturday afternoon , at the height of ski season , in a storm that will deposit some two and a half feet of frozen H s and O s in 24 hours , and my lone companion , the only other sk ier sharing my st oke on this part of the mountain , is a hun ched old Japanese man , moving slowly and concentrating on every pole plant . I turn downhill and ski after him . In N ise ko , everyone"
gpt2-small/res-jb,14015,589,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus",". The 27 - year - old , who is attempting to cycle around the world , was accused on social media of putting others in danger for the sake of adventure . Colorado 's story differs considerably from that of the police in Pakistan . "" That day I was travelling [ in the car ] with a driver and one armed police officer ."" A few minutes into the ride , he said , a grenade was thrown at the vehicle , landing just a few metres away and sending sh rapnel flying towards his head . As Colorado lay bleeding on the back seat , his ears still ringing from the attack , his driver sped away as more shots"
gpt2-small/res-jb,14015,589,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","warning : frozen Buddhist This is an ex - mon k . He has ceased to be . Bere ft of life , he rests in peace . He has joined the choir invisible : According to the BBC News , this monk s body ( his robes are beside him in the photo ) was found frozen and preserved in Mongolia . There s no telling how long he s been dead , but the Mongol ian climate probably freeze - d ried the body , explaining the remarkable preservation . The thing is , though , that some Buddh ists think he s alive ! But Dr Barry Ker"
gpt2-small/att-kk,8269,802,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","<|endoftext|> il or is lam i ti . E i se l upt nt re e i , ISIS , ii ii , Iran , Hezbollah , Hamas , d ar to i s unt de ac ord as up ra un ui sing ur luc ru : Israel ul nu ar tre b ui s f ie a ici , ri le vest ice nu ar tre b ui s f ie a ici i nic i ch iar ar ab ii moder a i nu ar tre b ui s f ie a ici . F ie care v"
gpt2-small/att-kk,8269,802,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","<|endoftext|> ashi Th ar oor is a former minister in India 's Congress party and a former UN diplomat . He is the author of a number of books on the history , culture , politics , and foreign policy of India . Del hi - Part ing Words broadcasts on BBC Radio 3 's The Ess ay : World War One Round the World on Thursday 2 July at 22 : 45 BST as part of a global year - long partnership between the British Council , BBC World Service and BBC Radio 3 called The War That Changed the World . You can catch up via the BBC i Player . As many as 74 , 187 Indian soldiers died during the"
gpt2-small/att-kk,8269,802,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","<|endoftext|> . A dark shape is suddenly sitting there , quiet and mysterious , in the space next to us . I dispatch my security team to investigate , right after I create a security team , which I do by telling one guy to stop mining asteroids and start being a one - man security team . Naturally , the moment my <|endoftext|> By Christine Du ha ime | January 2 nd , 2017 The questions and answers I ve been asked the most in 2016 about China : Q : How much money has been removed from China in proceeds of corruption ? A : According to the Bank of China , way over US $"
gpt2-small/att-kk,8269,802,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","<|endoftext|> ites . These religious communities were persecuted by the larger established churches for their faith and their application of the Bel iever s Bapt ism , rather than reliance on infant baptism . Many of their number em igrated to America in the 19 th and 20 th centuries due to its greater respect for religious liberties . Today there are an estimated 250 , 000 Am ish in several rural communities scattered across the US , with some New Order Am ish more am enable to modern technology while preserving the movement s separated communal lifestyle and high moral standards . Born in Indiana in 1944 , G iro d grew up in a conservative Am ish congregation"
gpt2-small/att-kk,8269,802,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","<|endoftext|> ward in the r ipples of Native American movement that retreated from contact with the whites , arriving on Beaver Island in the mid - 17 00 s . At times they were recruited to help in skirm ishes between the English and the French , but little was known about their lives until Father Bar aga came from L ' Ar bre Cro che in 18 32 to convert the Indians living on the north shore to Catholicism . He baptized 22 Indians , but those living in the settlement near Whis key Point remained pagan . A few years later , some of the 199 Indians living on Garden Island , 2 miles north ( and the site of over 3 , 000 Indian graves"
llama3.1-8b/llamascope-res-32k,7383,336,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","save bears Jul 23 200 2 T ib et an Herbal Medicine , Interview with Dr . Son am Wang du Chang b har Jul 23 200 2 Ag reement reached to phase out bear farming in China Jul 23 200 2 China 's bile bears finding sanctuary Jul 23 200 2 This is what you will bring into your life May 29 200 2 12 Plants that have no purpose May 26 200 2 P estic ides and the Imm une System : The Public Health Ris ks May 23 200 2 C affe ine , even in small doses , may hurt arteries May"
llama3.1-8b/llamascope-res-32k,7383,336,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","to the northwest , has all but disappeared . This is taking place across Iran . In towns in Kh uz est an province , at the top of the Persian Gulf , handmade tin and brass were important industries . Looking at old pieces , one marvel s at the craftsmanship and art that went into the simplest objects . Now this handic raft tradition has been completely wiped away and replaced by stainless steel from China . In the K erman b azaar , the name Ash raf z ade h and copper go together . The Ash raf z ade hs are everywhere . However , there is one whose work out sh ines all others '. As if to proclaim this distinction ,"
llama3.1-8b/llamascope-res-32k,7383,336,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus",) 583 This is a case relating to the legal principle of infringement of a trademark . It was decided by a Single Judge Bench of the Delhi High Court comprising of Justice M Mud gal . Col gate Palm ol ive Co . Limited ( here ina fter referred to as the plaintiffs ) is a company that has been manufacturing and marketing dental products in India under the well -known trademark ' COL G ATE ' since 193 7 . The company undoubtedly is also an international leader in the trade of tooth paste and other dental related products . The plaintiffs registered their trademark in India in the year 195 4 . Since then they have always marketed their products
llama3.1-8b/llamascope-res-32k,7383,336,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","198 7 Delhi 372 This is a case concerning the legal principle of copyright infringement involving trade secrets and engineering . John Richard Brady ( here ina fter referred to as Brady ) was a Mechanical Engineer from the U .S and also the President and Managing Director of F om eta Overse as S .A . Cast ell ana , Madrid , Spain . He conceived the idea of growing fresh green grass used as basic food for livestock in a compact unit capable of producing grass throughout the year irrespective of external clim atic conditions . There after in 197 2 he developed the original F od der Production Unit ( here ina fter referred to as the F PU ). After"
llama3.1-8b/llamascope-res-32k,7383,336,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","people mean by poor governance ,"" A Himal ayan High August 15 , 202 0 ak ashi Miy ah ara was Nepal 's tourism pioneer who founded Himal ayan K anko Kit atsu and Publisher and Chief Editor : K unda Dix it Published by Himal media Pvt Ltd | Pat an Dh oka , Lal it pur | G PO Box 725 1 Kath mand u edit ors @n ep al it imes .com | www .n ep al it imes .com | www .h imal media .com | Tel : 01 - 500 560 1 - 08 Fax : + 977 - 1 - 500 551 8 Registration No . 117 0 / 207 5"
gemma-2-9b/gemmascope-res-16k,9675,144,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus",". While I was walking past Rest oran New Sun Ho , saw another example of the global ized Malaysian breakfast -- roti can ai with salmon s ashimi . One day I might start seeing roti s ashimi on the menu . Lunch was a simple meal of chicken porridge with a can of fried da ce . Very traditional fare . C NY was around the corner , so we spru ced up the house a bit . Bought a can of white paint and repa inted the metal grills at the living room . Was a little woo zy after inhal ing the paint fumes . Felt better after we had dinner at Dao Dao . A plate of tofu with"
gemma-2-9b/gemmascope-res-16k,9675,144,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","to halt losses within two years . Philippe Var in , Peugeot s outgoing chief executive , has said the French car maker is exploring a deeper relationship with Dong feng , its existing partner in a Chinese joint venture . The two companies have been in talks for months to extend cooperation to other Asian countries after a multi billion - euro share issue in which Dong feng and the French government would acquire significant stakes , sources have said . The Financial Times reported they plan to transfer some Peugeot technologies to Dong feng while targeting new markets in southeast Asia . The hefty discount on the proposed deal , approved by Peugeot s board on Tuesday , reflects"
gemma-2-9b/gemmascope-res-16k,9675,144,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","be the Honda Africa Twin adventure tour er motorcycle . Honda officials announced that they have started trial assembly for the Africa Twin , which will be the second performance motorcycle by Honda to be assembled in India . Honda officials refused to divul ge any details on the second motorcycle but just mentioned that it will be a fun motorcycle and something that would be part of the commuter segment . In our opinion , the new motorcycle is question can be a fully - fa ired version of the Honda CB Hornet 1 6 0 R . Honda currently has one full - fa ired bike in the 1 5 0 cc segment as part of its product portfolio -"
gemma-2-9b/gemmascope-res-16k,9675,144,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","DDT ) roller - coaster events : Will the United States go to war to support Israel ? That question may be front and center now that DDT has withdrawn from the Iran agreement for that nation s den uclear ization . Israel fired on targets in Syria that were believed to be Iranian soon after DDT s withdrawal . Claims that Iran fired 2 0 rockets at the G olan Heights the most extensive Israeli bombing on Syria since the countries signed a dis engagement agreement after the October war of 1 9 7 3 . Israel has illegally occupied G olan Heights since the Six - Day War in 1 9 6 7 . DDT s daughter ,"
gemma-2-9b/gemmascope-res-16k,9675,144,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","internet and requested help . "" This is how Ahmed got the funding and now you can see him smiling ,"" said Wal id M . Al bak ili , another doctor and research fellow in charge of Gulf and Arab region . life ."" "" I have already missed my school for six months and am eager to get back soon ,"" said the 1 4 - year - old who wishes to see Taj Mahal before leaving Delhi for his homeland . Pran av Kumar said that the boy is now almost fit and in two weeks he will be ready to leave for Iraq . <bos> Dop am inergic inhibition of gonad otropic release in hibern ating frogs , Rana"
