model,total_queries,geo_asia_mentions_count,queries_with_geo_asia_mentions,example
gemma-2-2b/gemmascope-res-16k,10890,513,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","The 1 9 4 2 Iowa Pre - Flight Seahawks football team represented the United States Navy pre - flight aviation training school at the University of Iowa as an independent during the 1 9 4 2 college football season . The team compiled a 7 3 record and out scored opponents by a total of 2 1 1 to 1 2 1 . The 1 9 4 2 team was known for its difficult schedule , including Notre Dame , Michigan , Ohio State , Minnesota , Indiana , Nebraska , and Missouri . The team was ranked No . 2 among the service teams in a poll of 9 1 sports writers conducted by the Associated"
gemma-2-2b/gemmascope-res-16k,10890,513,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak",", USA IHC OS 6 0 8 Twist 1 Zhang 2 0 1 0 China 1 0 0 7 0 ( 7 0 . 0 ) Surgery rabbit poly clonal 1 : 5 0 Santa Cruz , CA , USA IHC OS 7 6 7 Zhao 2 0 1 1 China 9 7 5 1 ( 5 2 . 6 ) Surgery NA NA 1 : 1 0 0 Santa Cruz , CA , USA IHC OS 6 0 7 N iu 2 0 0 7 China"
gemma-2-2b/gemmascope-res-16k,10890,513,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","As In the event the predic aments were not sophisticated adequate now , the rising amount of Engineering aspirants in Australia has taken the Opposition for the sky - superior stage . Typically , folks Consider engineering is often a freshly obtained ability of human beings , came in the modern age . Even so , In case the definition of engineering is a little broadened then we will realize even cave men ended up good engineering , as they tamed hearth and designed lots of resources to create their life additional practical and secured . In a means , human beings by their really mother nature , have innate ability of inventing new applications . If you feel our selling prices are somewhat earlier"
gemma-2-2b/gemmascope-res-16k,10890,513,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak",". WARNING : This is NOT one size / style fits all . This ... Both Male and Female buckles are Dual Adjust . Made for thin 1 "" ( 2 5 mm ) backpack style webbing . S IZING TIP : The size of buckles is measured by the webbing that goes in them , not the O . D . of the buckle . WARNING : This is NOT one size / style fits all . This ... <bos> The United States and Japan will step up their defence cooperation to deal with the threat from nuclear - armed North Korea as tensions in East Asia remain high , officials from the two allies said on Thursday . Mr Wright started a"
gemma-2-2b/gemmascope-res-16k,10890,513,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","This is the period human progen itors of the Amer indi ans are most likely to have migrated to the Americas (< https :// en . wikipedia . org / wiki / Settlement _ of _ the _ Americas > ( accessed 1 7 December 2 0 1 9 ); < https :// en . wikipedia . org / wiki / Indigenous _ pe oples _ of _ the _ Americas > ( accessed 2 3 Dec 2 0 1 9 )) from Bering ia , which was , at that time , at the eastern end of the mammoth steppe biome . This biome stretched from Iberia , across the north of Eurasia to Bering ia (< https :// en . wikipedia"
gemma-2-9b-it/gemmascope-res-131k,10889,526,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak",<start_of_turn> user <bos> and issues discussed in the film are as follows : Polish theatre director Gr atov sky who organizes 4 0 people in a forest retreat and 1 0 0 people in the bee hive ; the Little Prince ; Japanese Buddhist monk Ko zan who goes with Andre to the Sahara desert and later lives with Andre and family ; the flag ; the Scottish agricultural community ; Halloween on Long Island ; awareness that he is an intellectual creep ; people not saying what they re really feeling but simply play roles ; breaking life s habits and experiencing each moment anew ; needing extraordinary experiences to get in touch with reality ; contemporary culture <end_of_turn>
gemma-2-9b-it/gemmascope-res-131k,10889,526,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","<start_of_turn> user <bos> 2 0 0 6 documentary film by Dutch director Mark Ver kerk . The feature film tells the story of Kh ru Bah Ne ua Chai Kos itto , a Buddhist monk who has dedicated his life to orphaned children in the Golden Triangle area of Thailand . The film opened in Dutch cinemas in September 2 0 0 6 . Awards The film won the International Documentary Grand Jury Prize ( 2 0 0 6 ) at the Los Angeles A FI Fest , the Jury Award for Documentary ( 2 0 0 7 ) at the Newport Beach Film Festival , the Best Global Insight Film ( 2 0 0 7 ) at the Jackson Hole <end_of_turn>"
gemma-2-9b-it/gemmascope-res-131k,10889,526,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","<start_of_turn> user <bos> scuba diving center of Vietnam as well as lots of interesting places and delicious food to enjoy . 0 8 h 3 0 : Pick - up at the hotel . Transfer to the National Ocean ographic Institute , where performances various sea creatures . It was built at the begin of the century by French . 0 9 h 3 0 : Visit Bao Dai Villa , it was built on the hill and surrounded by the poetic scenery . 1 0 h 0 0 : Visit Long Son pagoda with the white huge Bu hh da statue on the top of Tra i Th uy hill , Pon agar tower a typical historic building of Cham <end_of_turn>"
gemma-2-9b-it/gemmascope-res-131k,10889,526,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","<start_of_turn> user <bos> begin ? 9 / 1 0 Watched this movie last night in a packed Beijing cinema on its opening night . First off , I would like to say that Christian Bale traces perfectly the path of enlightenment that follows Wild - West style bandit obsessed with money becoming priest and father - figure in all but religious training . The film is in roughly 5 0 % English , 3 5 % Chinese and 1 5 % Japanese , so there is a real assimilation of different languages and cultures coming together . However , this unfortunately leads to some moments which seem disconcer tingly humorous . For example , there is one point where a <end_of_turn>"
gemma-2-9b-it/gemmascope-res-131k,10889,526,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","<start_of_turn> user <bos> 6 billion versus 7 4 0 billion total , or 4 . 7 %. If this doesn ' t scare you wit less , nothing will . Your mind is gone . You have exited the reality highway . You have achieved the nirvana of total mental drift , and you are floating in a warm sea of dis association . There is also WIC , which at 4 . 8 billion in FY 2 0 1 2 gets us to more like 9 . 5 % of basic food expenditures . All this money , and the increasing population is buying less food per capita ? This is Japanese - style deflation . The following <end_of_turn>"
gemma-2-9b-it/gemmascope-res-16k,9884,500,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","<start_of_turn> user <bos> one of the first franchise deals in the U . S . The first motor lodge was opened in Savannah Georgia in 1 9 5 4 , and it was designed by architects Rufus N ims and Karl Koch . From there , in a nutshell , the business boo med and the motor lodges became known for their ubiquitous roadside advertisements : In the 1 9 6 0 s and 7 0 s , there were over 1 , 0 0 0 Ho Jos across the United States and Canada . There is a site completely dedicated to posting pictures of former Ho Jos , called Ho Jo Land . com Then , <end_of_turn>"
gemma-2-9b-it/gemmascope-res-16k,9884,500,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","<start_of_turn> user <bos> areas of salivary gland tumours . Squ amous cell meta plasia ( SCM ) adjacent to necro tic areas of salivary gland tumours must be distinguished from other types of SCM ( focal SCM in the exc ret ory ducts of salivary glands ; necro tizing s ial ome tap lasia ; focal SCM within salivary gland tumours ) in respect to the tissue structure . Based on the high cellular proliferation , arcade - or cord - like pseud one oplastic SCM develops with stell ate extension in the surrounding tissue and focal inclusion of goblet cell meta plasia . This prolifer ative SCM resembles the cellular demarcation of radic ular dental cysts . In the Sal iv ary <end_of_turn>"
gemma-2-9b-it/gemmascope-res-16k,9884,500,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","<start_of_turn> user <bos> statutory to give one month s pay as bonus . This gives the excuse and the budget to spl urge at such times . But it takes away all motivation from the bonus . Can something statutory be an incentive to work harder ? On the other hand , Indians have the fewest public holidays . According to a Mercer Worldwide Benefits and Employment survey , the UK has the highest number of workplace holidays 3 6 per annum . ( R atan Tata was right when he spoke of lazy British ers .) Other leisure - loving countries include Poland and Austria . India is near the bottom with 2 8 . Incidentally , Indians <end_of_turn>"
gemma-2-9b-it/gemmascope-res-16k,9884,500,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak",<start_of_turn> user <bos> and issues discussed in the film are as follows : Polish theatre director Gr atov sky who organizes 4 0 people in a forest retreat and 1 0 0 people in the bee hive ; the Little Prince ; Japanese Buddhist monk Ko zan who goes with Andre to the Sahara desert and later lives with Andre and family ; the flag ; the Scottish agricultural community ; Halloween on Long Island ; awareness that he is an intellectual creep ; people not saying what they re really feeling but simply play roles ; breaking life s habits and experiencing each moment anew ; needing extraordinary experiences to get in touch with reality ; contemporary culture <end_of_turn>
gemma-2-9b-it/gemmascope-res-16k,9884,500,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","<start_of_turn> user <bos> 2 0 0 6 documentary film by Dutch director Mark Ver kerk . The feature film tells the story of Kh ru Bah Ne ua Chai Kos itto , a Buddhist monk who has dedicated his life to orphaned children in the Golden Triangle area of Thailand . The film opened in Dutch cinemas in September 2 0 0 6 . Awards The film won the International Documentary Grand Jury Prize ( 2 0 0 6 ) at the Los Angeles A FI Fest , the Jury Award for Documentary ( 2 0 0 7 ) at the Newport Beach Film Festival , the Best Global Insight Film ( 2 0 0 7 ) at the Jackson Hole <end_of_turn>"
gpt2-small/res-jb,13445,645,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","arranging for a staff member to dress up in a squirrel costume and deliver the message ' Eat Shit , Bob !' to Mr . Murray ."" This is a dangerous time for media companies to poke at corporate interests . Murray 's lawsuit was filed as ABC is engaged in a $ 5 . 7 billion trial in South Dakota for calling a company 's beef product "" p ink slime ."" ABC is being represented by attorneys who previously handled for HBO and won a 2015 trial over a Real Sports With Bryant G umb el report alleged to have tarn ished a company that used child labor in India to stitch soccer balls . A spokesperson for HBO"
gpt2-small/res-jb,13445,645,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","a ninja master , East man and Lair d thought of giving the turtles Japanese names ,"
gpt2-small/res-jb,13445,645,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","the turtles Japanese names , but as Lair d explained , "" we couldn 't think of"
gpt2-small/res-jb,13445,645,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","That particular incident was the sadd est moment of my life . I had been training for a year for the Tokyo Olympics , they even mentioned my name in the list . But thanks to their dirty tactics I was removed . Prior to the 1964 Olympics , Sw amy had won back - to - back national titles , highlighting his claim for a berth . But his dream never came to fruition . Late Sam Mane ks haw used to ask me to prolong my matches : Sw amy Sw amy , now 72 , was known as the one - round wonder . The tag came from his tendency to"
gpt2-small/res-jb,13445,645,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","before a fellow powder h ound appears . Ten chilly minutes pass , and I have my answer . It s a little after 2 P . M . on a Saturday afternoon , at the height of ski season , in a storm that will deposit some two and a half feet of frozen H s and O s in 24 hours , and my lone companion , the only other sk ier sharing my st oke on this part of the mountain , is a hun ched old Japanese man , moving slowly and concentrating on every pole plant . I turn downhill and ski after him . In N ise ko , everyone"
gpt2-small/att-kk,8505,791,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","<|endoftext|> il or is lam i ti . E i se l upt nt re e i , ISIS , ii ii , Iran , Hezbollah , Hamas , d ar to i s unt de ac ord as up ra un ui sing ur luc ru : Israel ul nu ar tre b ui s f ie a ici , ri le vest ice nu ar tre b ui s f ie a ici i nic i ch iar ar ab ii moder a i nu ar tre b ui s f ie a ici . F ie care v"
gpt2-small/att-kk,8505,791,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","<|endoftext|> ashi Th ar oor is a former minister in India 's Congress party and a former UN diplomat . He is the author of a number of books on the history , culture , politics , and foreign policy of India . Del hi - Part ing Words broadcasts on BBC Radio 3 's The Ess ay : World War One Round the World on Thursday 2 July at 22 : 45 BST as part of a global year - long partnership between the British Council , BBC World Service and BBC Radio 3 called The War That Changed the World . You can catch up via the BBC i Player . As many as 74 , 187 Indian soldiers died during the"
gpt2-small/att-kk,8505,791,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","<|endoftext|> . A dark shape is suddenly sitting there , quiet and mysterious , in the space next to us . I dispatch my security team to investigate , right after I create a security team , which I do by telling one guy to stop mining asteroids and start being a one - man security team . Naturally , the moment my <|endoftext|> By Christine Du ha ime | January 2 nd , 2017 The questions and answers I ve been asked the most in 2016 about China : Q : How much money has been removed from China in proceeds of corruption ? A : According to the Bank of China , way over US $"
gpt2-small/att-kk,8505,791,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","<|endoftext|> 7 . 9 x 0 . 35 , 0 . 6 lb . In the Box : Tablet , charger , manual , USB cable AS US was named for Pegasus , a symbol of wisdom and knowledge in Greek mythology . In addition to these two tenets , the company mirrors the wing ed horse in another significant respect : both entities have taken part in a series of epic journeys . AS US notebooks have lived on the M IR Space Station . They were the first to work in the thin , icy air atop Mount Everest . As fireworks exploded over the opening ceremonies of the Beijing Olympics in 2008 , ASUS servers"
gpt2-small/att-kk,8505,791,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","<|endoftext|> ergic response of nor ad ren alin , etc . won t allow you to sleep ) with low - dose mel atonin ( 1 . 5 3 mg ) on regulating both sleep regular ity and speed to sleep . The ice bath is simple : 2 - 3 bags of ice from a convenience store ($ 3 - 6 USD ) put into a half - full bath until the ice is about 80 % melted . Begin ners should start with imm ers ing the lower body only and progress to spending the second five minutes with the upper torso submerged ( fold your legs Indian - style at the end of the tub if you don t have"
llama3.1-8b/llamascope-res-32k,7551,407,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","war and is eaten regularly throughout the country . Nowadays , bud ae jj ig ae contains spam , ramen noodles , rice cake , vegetables , sliced cheese , and even the occasional baked bean . While these ingredients might seem dis son ant and random , they come together in the pot with a mysterious ease . The result is a spicy , salty yet comforting broth that would satisfy the cravings of any hungry soldier . This treat is a simple way to generate a little joy , especially when the temperatures begin to drop . Hot te ok is a small circular Korean panc ake usually sold on the streets of Seoul . The panc ake is served piping hot , with a"
llama3.1-8b/llamascope-res-32k,7551,407,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak",", we need volunteers , we need people who want to give back and it 's not that hard ,"" he said . "" You get more than you could ever possibly give . ""The return is enormous so just go . It 's easy ."" Website ranks Cum ming among the top 20 cities in Georgia B udd hist monk makes annual visit to Fors yth County retreat center The 62 nd Thomas -M ash burn Steam Engine Parade in photos F ors yth County 's cut est Fourth of July tradition set to continue <|begin_of_text|> Why It 's Important for You to Take a Lunch Break Published Jul 12 , 201 9 at 11 :"
llama3.1-8b/llamascope-res-32k,7551,407,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","it bears no charge on its nucleus . Nich olas Not ov itch Was a Russo -C r ime an arist ocrat and journalist , known for his 189 4 book "" The Unknown Years of Jesus Christ "" claiming that during un explained events of Jesus in the Bible he left Gal ilee for India and studied with Buddh ists and Hindus before returning to Jude a . The belief ( iron ic ) or philosophy that nothing in existence matters of any value . Life is meaningless . Non -D estruct ive Ins pections Or ( ND I ) is a forensic methodology of US Air Force to investigate system -wide maintenance of military equipment and materials . This is method is"
llama3.1-8b/llamascope-res-32k,7551,407,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","N ig amb od h G hat outside the walls of Old Delhi . The temple , which has a self manifest idol of Han uman , has an unusual feature fixed in the sp ire ( Sh ikh ara ) in the form of a cres cent moon instead of the Hindu symbol of A um or Sun that is commonly seen in most Hindu temples . This became particularly important during the M ugh al period corrobor ating this extraordinary depiction . The idol in the temple , devotion ally worsh ipped as "" S ri Han uman Ji Mahar aj "" ( Great Lord Han uman ), is that of B ala Han uman namely , Han uman as a child . History"
llama3.1-8b/llamascope-res-32k,7551,407,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","save bears Jul 23 200 2 T ib et an Herbal Medicine , Interview with Dr . Son am Wang du Chang b har Jul 23 200 2 Ag reement reached to phase out bear farming in China Jul 23 200 2 China 's bile bears finding sanctuary Jul 23 200 2 This is what you will bring into your life May 29 200 2 12 Plants that have no purpose May 26 200 2 P estic ides and the Imm une System : The Public Health Ris ks May 23 200 2 C affe ine , even in small doses , may hurt arteries May"
gemma-2-9b/gemmascope-res-16k,9403,169,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak",". While I was walking past Rest oran New Sun Ho , saw another example of the global ized Malaysian breakfast -- roti can ai with salmon s ashimi . One day I might start seeing roti s ashimi on the menu . Lunch was a simple meal of chicken porridge with a can of fried da ce . Very traditional fare . C NY was around the corner , so we spru ced up the house a bit . Bought a can of white paint and repa inted the metal grills at the living room . Was a little woo zy after inhal ing the paint fumes . Felt better after we had dinner at Dao Dao . A plate of tofu with"
gemma-2-9b/gemmascope-res-16k,9403,169,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","to halt losses within two years . Philippe Var in , Peugeot s outgoing chief executive , has said the French car maker is exploring a deeper relationship with Dong feng , its existing partner in a Chinese joint venture . The two companies have been in talks for months to extend cooperation to other Asian countries after a multi billion - euro share issue in which Dong feng and the French government would acquire significant stakes , sources have said . The Financial Times reported they plan to transfer some Peugeot technologies to Dong feng while targeting new markets in southeast Asia . The hefty discount on the proposed deal , approved by Peugeot s board on Tuesday , reflects"
gemma-2-9b/gemmascope-res-16k,9403,169,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","be the Honda Africa Twin adventure tour er motorcycle . Honda officials announced that they have started trial assembly for the Africa Twin , which will be the second performance motorcycle by Honda to be assembled in India . Honda officials refused to divul ge any details on the second motorcycle but just mentioned that it will be a fun motorcycle and something that would be part of the commuter segment . In our opinion , the new motorcycle is question can be a fully - fa ired version of the Honda CB Hornet 1 6 0 R . Honda currently has one full - fa ired bike in the 1 5 0 cc segment as part of its product portfolio -"
gemma-2-9b/gemmascope-res-16k,9403,169,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","DDT ) roller - coaster events : Will the United States go to war to support Israel ? That question may be front and center now that DDT has withdrawn from the Iran agreement for that nation s den uclear ization . Israel fired on targets in Syria that were believed to be Iranian soon after DDT s withdrawal . Claims that Iran fired 2 0 rockets at the G olan Heights the most extensive Israeli bombing on Syria since the countries signed a dis engagement agreement after the October war of 1 9 7 3 . Israel has illegally occupied G olan Heights since the Six - Day War in 1 9 6 7 . DDT s daughter ,"
gemma-2-9b/gemmascope-res-16k,9403,169,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","internet and requested help . "" This is how Ahmed got the funding and now you can see him smiling ,"" said Wal id M . Al bak ili , another doctor and research fellow in charge of Gulf and Arab region . life ."" "" I have already missed my school for six months and am eager to get back soon ,"" said the 1 4 - year - old who wishes to see Taj Mahal before leaving Delhi for his homeland . Pran av Kumar said that the boy is now almost fit and in two weeks he will be ready to leave for Iraq . <bos> Dop am inergic inhibition of gonad otropic release in hibern ating frogs , Rana"
