model,total_queries,geo_south_america_mentions_count,queries_with_geo_south_america_mentions,example
gemma-2-2b/gemmascope-res-16k,10890,167,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","website the audio file of the interview given by Vladimir Pole to . The senators of the Bing os CPI play the file in front of Pole to . The tape contradicts Pole to ' s previous statements . In the recording , the journalist begins the conversation with Pole to ' s verbal permission . Pole to ' s voice is also not slur red in any way , indicating that he was not drunk . The senators ridicule the testimony of Vladimir Pole to and they approve a statement asking for the indictment of Pole to for perjury . 1 6 November Afternoon . The minister of Finance Antonio Pal oc ci speaks to the Brazilian Senate Economic Affairs Commission ( CAE )."
gemma-2-9b-it/gemmascope-res-131k,10889,128,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","<start_of_turn> user <bos> explore themes of technological evolution , species diversification and takes the all - powerful creepy child theme to a scary new level . In a land where no stars appear in the night sky , a group of strangers with ancest ries reaching back to an earlier apocalyptic disaster come together to track down a resurrected corpse whose very existence port ends the End of the World . Fragments of a Broken Land : Val arl Undead is an epic tale of greed , dying magic , distorted mon stro sities and a mot ley group of heroes , with a strange and breathless climax you won t easily forget . This is a tale <end_of_turn>"
gemma-2-9b-it/gemmascope-res-131k,10889,128,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","<start_of_turn> user <bos> we have another ex - grand prix driver Steph ane Sar azz in . Don t remember the lad ? We wouldn t blame you : he started just one race , in a Min ardi , at the Brazilian Grand Prix of 1 9 9 9 . Then seen as an F 1 racer of the future , Sar azz in was sub bing for the injured Luca B ado er at Inter lagos , and actually qualified rather well , taking 1 7 th on the grid and thus out - doing his team - mate which , fun n ily enough , was the aforementioned Gene . However Sar azz in would exit <end_of_turn>"
gemma-2-9b-it/gemmascope-res-131k,10889,128,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","<start_of_turn> user <bos> atri ate footballers in Colombia Category : Association footballers not categorized by position <bos> ABOUT US The doctrinal standards of the Methodist Church of the Bahamas are as follows : The Methodist Church of the Bahamas claims and cher ishes its place in the Church universal , which is the Body of Christ . It rejo ices in the inheritance of the apostolic faith and loy ally accepts the fundamental principles of the historic creeds and of the Protestant Reformation . It ever remembers that in the providence of God Method ism was raised up by God to spread script ural holiness throughout the land by the proclamation of the evangelical faith and declares its un fal tering <end_of_turn>"
gemma-2-9b-it/gemmascope-res-131k,10889,128,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","<start_of_turn> user <bos> and her brother about Judaism . When they moved to Canada when she was a child , her parents assumed they would need to put their kids in private school ( evid ently this was the case in Peru ) and so they enrolled them in Catholic school . Anyway , apparently now the father seems slightly hurt that the kids didn t pick his side but come on , man , you put them in Catholic school . Anyway , I think it s good that one of the big things being considered here is how to raise the children . I m surprised that some people have a hard time understanding how being <end_of_turn>"
gemma-2-9b-it/gemmascope-res-131k,10889,128,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","<start_of_turn> user <bos> soil fertility and C sequestration . The alpine meadow is one of the most typical grasslands types on the Tibetan Plateau being subjected to climatic warming \[ [@ B 1 9 ] \] . Information on how these C and N pools along an elevation gradient respond to climatic warming is scarce on the Tibetan Plateau . Here we set up a warming experiment in an alpine meadow at three elevations ( i . e ., 4 3 1 3 m , 4 5 1 3 m , and 4 6 9 3 m ) on the Northern Tibetan Plateau . The main objective was to investigate the effects of short - term experimental <end_of_turn>"
gemma-2-9b-it/gemmascope-res-16k,9884,114,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","<start_of_turn> user <bos> one of the first franchise deals in the U . S . The first motor lodge was opened in Savannah Georgia in 1 9 5 4 , and it was designed by architects Rufus N ims and Karl Koch . From there , in a nutshell , the business boo med and the motor lodges became known for their ubiquitous roadside advertisements : In the 1 9 6 0 s and 7 0 s , there were over 1 , 0 0 0 Ho Jos across the United States and Canada . There is a site completely dedicated to posting pictures of former Ho Jos , called Ho Jo Land . com Then , <end_of_turn>"
gemma-2-9b-it/gemmascope-res-16k,9884,114,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","<start_of_turn> user <bos> media . March 2 4 , 2 0 1 7 When Dict ator Donald Trump ( DDT ) signed S . 4 4 2 with $ 1 9 . 5 billion , the NASA Transition Authorization Act , I thought , Finally ! He did something positive ! Ha ! Nope . With a $ 2 0 0 million increase ( one percent ), the bill is the first time the mission does not include earth science , including climate research , diverging from six GOP administrations and five Democratic ones . DDT s budget from last week cuts out several NASA initiatives , including the Office of Education , and terminates the Plan <end_of_turn>"
gemma-2-9b-it/gemmascope-res-16k,9884,114,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","<start_of_turn> user <bos> . R abel o says that Val rio had scheduled meetings between the bank ' s leadership and government minister Jos Dir ceu . 2 3 September - The Executive offers 5 0 0 million re als to Brazilian parliament arians ' pet projects . The Minister of Planning , Budget , and Management Paulo Bernardo denies any relationship between the funds granted by the government and the upcoming election for the new President of the Congress . 2 7 September - Tes tifying in the front of the Council of Ethics , Ex - minister and deputy Jos Dir ceu denies participation by Lula or himself in any corruption scheme . 2 8 <end_of_turn>"
gemma-2-9b-it/gemmascope-res-16k,9884,114,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","<start_of_turn> user <bos> 1 0 0 s Billi ons .) The main CIA operative involved in this war , and whom Ralph G . Bla sey Jr . reported to , was Nicholas Deak ( LINK ) a longtime OSS and CIA operative , both during and after World War II , who ran the CIA s main BLACK BUDGET OPERATIONS under the direct command of the feared CIA Count erin tel ligence Chief James Jesus Ang leton . To how the CIA prevented the total breakdown of the Western banking system in 1 9 8 2 , was by their illegally laundering hundreds - of - millions of dollars of Colombian drug cartel cash into it to keep it <end_of_turn>"
gemma-2-9b-it/gemmascope-res-16k,9884,114,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","<start_of_turn> user <bos> was passed , and local communities all across the country began to come together and take on this new form of organizing . You could see how it was empowering people on an individual and local level . In March of 2 0 0 7 , S l via and I found ourselves in Porto Alegre , Brazil where we now live at the same time that the 2 0 0 7 Particip atory Budgeting cycle was about to begin . We realized that although there have been many local videos on the experiences of participatory budgeting , cooperatives , social movements and even some on the recently - formed communal councils , there was no <end_of_turn>"
gpt2-small/res-jb,13445,103,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","warning : frozen Buddhist This is an ex - mon k . He has ceased to be . Bere ft of life , he rests in peace . He has joined the choir invisible : According to the BBC News , this monk s body ( his robes are beside him in the photo ) was found frozen and preserved in Mongolia . There s no telling how long he s been dead , but the Mongol ian climate probably freeze - d ried the body , explaining the remarkable preservation . The thing is , though , that some Buddh ists think he s alive ! But Dr Barry Ker"
gpt2-small/res-jb,13445,103,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","live in the footh ills of the And es ; the a chu ( sw amp - pal m ) sh u ar ( or Ach u ar ) are people who live in the wet ter low lands east of the And es ( Ec uador and Peru ). Sh u ar refer to Spanish - spe akers as ap ach , and to non - Spanish / non - Sh u ar speakers as ink is . Europeans and European Americans used to refer to Shu ar as j var os or j bar os ; this word probably derives from the 16 th century Spanish spelling of "" sh u ar "" ( see G ner re 1973 ), but"
gpt2-small/res-jb,13445,103,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","lure her victim into her grasp ; once touched by the Sig uan aba the child is driven mad and she will lead her victim into the wilderness to leave the child lost and insane .[ 7 ] Def ence [ edit ] Traditional methods are said to ward off the Sig uan aba . In the border regions between Guatemala and El Salvador , those who see the Sig uan aba make the sign of the cross upon her or bite their m ache te , while simultaneously ban ishing both the evil spirit and the fear that grips the victim .[ 8 ] E tymology [ edit ] The word sig uan aba or s ih uan"
gpt2-small/res-jb,13445,103,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","has taken other meanings including "" s avage ""; outside of Ecuador , J ib aro has come to mean "" rust ic "". The Shu ar are popular ly depicted in a wide variety of travel ogue and adventure literature because of Western fascination with their former practice of shrinking human heads ( ts ants a ). From the time of first contact with Europeans in the 16 th century , to the formation of the Shu ar Federation in the 1950 s and 1960 s , Shu ar were semi - nom adic and lived in separate households dispersed in the rain forest , linked by the loos est of kin and political ties , and lacking corporate kin - groups or centralized"
gpt2-small/res-jb,13445,103,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak",of a warming climate on these ecosystems could be much worse than expected comparable to humans
gpt2-small/att-kk,8505,107,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","<|endoftext|> on the role of fossil fuels in driving climate change , despite knowledge of its causes dating back decades . Inside Climate News told the story of how one of Exxon s own scientists told the company s management in 1977 that carbon dioxide emitted through the burning of fossil fuels was the "" most likely driver of global climate change . And the LA Times documented how Exxon s ought to down play the certainty of global warming , even as it charged its scientists with assessing how to prepare for the phenomenon . L ieu and De S aul n ier compared Exxon s conduct to cigarette"
gpt2-small/att-kk,8505,107,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","<|endoftext|> Brazil and Uruguay . The experiences you ll cherish and learn from may be the ones you never saw coming . article continues below ad Photo by Sarah Bud er Never - ending beaches in Ut ila , Honduras . Photo by Sarah Bud er A normal day 's view from a bus in Peru . Photo by Sarah Bud er A coffee farmer in Sal ento , Colombia . . Let your plans change . May I say that again ? Let your plans change . While in Colombia , my travel mate and I decided to switch arrangements last minute in order to reun ite with another backpack er we d"
gpt2-small/att-kk,8505,107,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","<|endoftext|> performers for Colombia this season , making his comeback from a serious knee injury at the Tour de Su isse last season . The test event earlier this month showed that the rolling road race course is well suited to punch y climbers . Hen ao recently put in a good showing at the Tour de P ologne , going into the final day in the race lead after taking a stage win . He would eventually lose that lead in the time trial . Qu int ana finished second at the Tour de France behind Chris Fro ome and claimed victory in the World Tour classified Tir ren o - Ad ri atic o . The final climb is not tough enough for Quint"
gpt2-small/att-kk,8505,107,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","<|endoftext|> the human rights so dear to Europeans hearts . The EU cannot be a genuine leader in climate negotiations while at the same time supporting destructive practices that will affect billions of lives . This is why the EU needs a new climate narrative . Europe could win big by reinvest ing in its ability to lead by example . Given the aust ere economic context , it is unlikely that it will be able to lead by using carrots and sticks as it used to do in the past . Instead , a less costly option would be to reaff irm its role as a normative power . End ors ing fossil fuel divest ment and taking measures"
gpt2-small/att-kk,8505,107,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","<|endoftext|> This is not a new problem . I remember being thrilled by the clim actic shot in the Mission : Impossible trailers which all ended with Tom Cruise leaping from an exploding helicopter onto a speeding train . I was less thrilled when I realized during the movie that I already knew how the main villain was going to die and how the climax was going to end . D itto the third trailer for Spider - Man which literally showed Spider - Man catching Mary Jane in mid - air following her being tossed off a bridge . I 'm thinking of course of the shot of the Hulk catching Tony Stark in mid - air in The Avengers , the very"
llama3.1-8b/llamascope-res-32k,7551,95,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","proud to be part of the Alt itude Team . Through the multi -modal components of this program Alt itude creates safe places and appropriate interventions to help students develop life skills , believe in their own strength and goodness and feel excited about using their time and talent in service to others . Taking place over the course of the entire 8 th grade school year , students participate in workshops , school based clubs , school culture and climate assemblies , community service projects and more . An end of the school year Rally celebrates their success in Taking The Cl imb . We would like to invite you to join us as an Adult Participant at one or more of our our three"
llama3.1-8b/llamascope-res-32k,7551,95,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak",". The average temperature in July is 82 Fahrenheit , ( 82 C ) making it warmer than most of France , while January 's temperatures are a cool 55 Fahrenheit ( 13 C ). Mon aco 's location in sunny south -west ern Europe will never fail to warm you . With daylight savings time , the sun doesn 't set until nearly 10 pm in the summer . Of course , the weather is unpredictable and can be windy and rainy at any time , but when the sun is out , you have a warm Mediterranean climate . Not in Monaco , no , but the nearest ski resort is Is ola 200 0 , 68 miles ( 110"
llama3.1-8b/llamascope-res-32k,7551,95,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","ah viruses in East Asia . Some , such as HIV /AIDS and Hi Ni sw ine flu , have had a lasting global impact . COVID - 19 was also most likely caused by a sp illo ver . An estimated 1 . 7 million potentially harmful mamm al and bird viruses have not yet migrated to humans . Global warming d ries up northern pe at lands and forests , which burn more easily , which acceler ates climate change even further . A study by 59 international scientists of how ecosystems lose water to the atmosphere appeared in May in Nature Climate Change . Pe at lands , s pon gy b ogs and f ens store vast amounts of water and"
llama3.1-8b/llamascope-res-32k,7551,95,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","ner Todd Hust on June 14 , 201 9 D .C . Restaurant K icks Out Ins ane Democrat Oper ative Who Att acked D iner W earing MAG A Hat War ner Todd Hust on July 6 , 201 9 Mary Land rie u Lost Because She Rem inds Voters of Hillary Clinton Gary De Mar December 8 , 201 4 Climate Sh ocker : NASA Finds Major Greenland Glacier Getting B igger , Not Mel ting War ner Todd Hust on March 30 , 201 9 S PL C Targets Patriot Groups as "" Non -Isl amic Domestic Terror ists "" Gary De Mar March 6 , 201"
llama3.1-8b/llamascope-res-32k,7551,95,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","Fox "" News "" promotes racist , sexist jug head Jesse W atters for new host J ark ih oli speaks on Cabinet Ber th : I am not interested in any position | Hub ball i 1 , 000 -year -old m ummy in fetal position found in Peru underground tomb D ropped harassment charges , Cong chief back to key post | Latest India News <|begin_of_text|> Created on 201 8 - 05 - 26 23 : 14 by t erry .re edy , last changed 201 8 - 10 - 14 00 : 41 by t erry .re edy . This issue is now closed . On my Win 10 system with a 256 0 x"
gemma-2-9b/gemmascope-res-16k,9403,52,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","average allele frequency is 4 3 %, whereas only 3 5 % of control polymorphisms over shoot the long - term average . This significant excess of adap tively oscillating polymorphisms that become more ' spring - like ' following the frost event ([ Fig . 4 B ](# p gen - 1 0 0 4 7 7 5 - g 0 0 4 ){ ref - type ="" fig ""}; log ~ 2 ~( OR ) = 0 . 4 8 , * p * \< 0 . 0 0 2 ) suggests that these SNPs respond to acute changes in climate and that cold temperatures associated with winter is one selective force acting on this population shaping allele frequencies between seasons ."
gemma-2-9b/gemmascope-res-16k,9403,52,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","fell far short of mand ating actions to limit CFC production or of establishing a timetable to phase it out . Much like the current climate change debate , it looked as if action on the issue was about to be sty mied by a lengthy political struggle . Two months later , scientists discovered the Antarctic ozone hole . From a climate change perspective , this would be comparable to a large ice sheet breaking off from an ice shelf , melting overnight and causing a small rise in sea level , thereby warning the world of the potential consequences of unchecked climate change . Scientists discovered that ozone levels over the Antarctic had dropped by 1 0 per cent during the winter and"
gemma-2-9b/gemmascope-res-16k,9403,52,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","Gran ja R o Ceb allos S ald n Sal si pu edes T inoco Un quillo Villa Allende Villa Cerro Azul Category : Departments of C rdoba Province , Argentina <bos> 1 . Technical Field The present invention relates generally to air conditioning systems and more particularly to an air conditioning system and a method which detects a low - charge state . 2 . Discussion Modern air conditioning systems typically include a compressor , a condenser , a thrott ling device and an evaporator . Operation of the compressor adds heat to a gaseous refrigerant as well as increases its pressure . High - temperature , high - pressure gaseous refrigerant exiting the compressor is delivered"
gemma-2-9b/gemmascope-res-16k,9403,52,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","was kidnapped in Baghdad along with three others : Har meet Singh S ood en ( Canadian ) and Norman Kem ber ( British ), both members of the delegation he was leading ; and Tom Fox ( American ), a full - time member of CPT who had been working in Iraq since September 2 0 0 4 . The widely publicized hostage crisis ( see 2 0 0 5 - 2 0 0 6 Christian Peace maker hostage crisis ) ended on March 2 3 , 2 0 0 6 when L oney , Kem ber and S ood en were freed in a clandestine military operation led by British Special Forces . Tom Fox was killed on March 9"
gemma-2-9b/gemmascope-res-16k,9403,52,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","much talked about Secret Warriors were introduced not long ago and were evenly represented by characters of Chinese / American , American , Colombian , and Mexican origin ( the actors portraying said characters are Chinese / American , Australian , Colombian , and Mexican ). Compare that to the two of twelve central characters in Civil War who aren t Caucasian and it makes Agents of S . H . I . E . L . D . the clear victor in terms of diversity . In fact , not only are multiple ethnic ities celebrated , S . H . I . E . L . D . actually makes a point of calling out its own characters when they become a little too"
