model,total_queries,poverty_mentions_count,queries_with_poverty_mentions,example
gemma-2-2b/gemmascope-res-16k,9990,155,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","N TR K 3 * and * PG F * are considered onco genes that promote tumor proliferation , invasion and gene expression , in G BM or other types of cancers \[ [@ R 1 1 ], [@ R 1 2 ], [@ R 1 4 ], [@ R 3 3 ] -- [@ R 3 6 ] \] . * KIT * is an onco gene that enhances G BM proliferation and growth and it was found to be up regulated in patient - derived G BM samples \[ [@ R 1 0 ] \] . * BMP 1 * is involved in many signaling pathways in G BM and correlate with poor prognosis in g lioma patient \[ [@ R 3 7 ] \]"
gemma-2-2b/gemmascope-res-16k,9990,155,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","pulling on her leg to meet their crotch slamming lewd ness . Poor Rick was just along for the ride as he tried to keep his cum inside his balls for her . Cathy became limp as her body shivered and shutter ed in pleasure as her jets inside released a load of girl cum soaking Rick s already wet dick . With a smile of a satisfied woman on Cathy s beautiful face she gave Rick a sexy kiss on the lips , and like a high school kid also gave him a hic key on his neck as her whole body continued to rock with sexual satisfaction . She said weakly , Go ahead Rick shoot your load in me now . Rick"
gemma-2-2b/gemmascope-res-16k,9990,155,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","' heightened constitutional status was stripped by the final orders of deportation and they stood as applicants for admission , with no greater expectations than first - time applicants . Id . at 1 0 5 8 - 1 0 5 9 . Addressing the argument of one petitioner who claimed greater rights as a former lawful resident alien , the Tenth Circuit relied on Z adv yd as and found no distinction between former resident aliens and ex clud able aliens . Id . at 1 0 5 9 . It therefore concluded that the petitioners had no due process right , substantive or procedural , of which they were deprived through the denial of "" their application for entry ,"" and the"
gemma-2-9b-it/gemmascope-res-131k,9224,207,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","<start_of_turn> user <bos> of the switching power supply . This is assuming your "" sol enoid nozzle "" ( do you really mean "" valve "" ?) is intended for other than binary on / off operation , often called a proportional valve . Trying to drive a binary mechanism to in - between states may not end well . Const antly banging it between on and off may be even worse . <bos> Association of decreased expression of the macrophage scavenger receptor MAR CO with tumor progression and poor prognosis in human hepat ocellular carcinoma . The macrophage receptor with collagen ous structure ( MAR CO ) belongs to the scavenger receptor family ; however , few studies <end_of_turn>"
gemma-2-9b-it/gemmascope-res-131k,9224,207,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","<start_of_turn> user <bos> their decision . Little wonder then that Sat ya Verma , an employee of information technology major Hindustan Computers Ltd , who was once elated getting a job in Noida , now regrets his decision . Development is restricted to some areas . Water is dirty . Electricity supply is poor . There are potholes everywhere . Theft and burglar ies are routine , he said . It is hard to believe that there are so many software companies here - many of them catering to Fortune 5 0 0 companies , he added , a view shared by S unit Rai , a public relations executive who lives in Sector 6 2 . <end_of_turn>"
gemma-2-9b-it/gemmascope-res-131k,9224,207,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","<start_of_turn> user <bos> it is deterred . This is very much a lower bound , and the proportion could be as high as 9 0 %. [ 3 8 ] Similar research would be required to understand the effects of a different penalty regime for poor audit . Break - up or shake - up ? There is little doubt that a new CMA investigation would consider a break - up remedy . However , no matter what the divest ments and structural changes , the inherent tension within the industry s client pays business model is likely to remain that is , an auditor s basic conflict between serving the paying client and serving <end_of_turn>"
gemma-2-9b-it/gemmascope-res-131k,9224,207,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","<start_of_turn> user <bos> can save your preferences ! <bos> Your inner Chi mp can be your best friend or your worst enemy ... this is the Chi mp Paradox Do you sabotage your own happiness and success ? Are you struggling to make sense of yourself ? Do your emotions sometimes dictate your life ? Dr . Steve Peters explains that we all have a being within our minds that can wre ak havoc on every aspect of our lives be it business or personal . He calls this being "" the chimp ,"" and it can work either for you or against you . The challenge comes when we try to tame the chimp , and persuade it to do <end_of_turn>"
gemma-2-9b-it/gemmascope-res-131k,9224,207,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","<start_of_turn> user <bos> 6 families moved out of the slums and into the newly created Kap uti ei town with nearly 1 , 8 0 0 families to follow . For the same monthly mortgage they had paid for their one - room sha cks , each family now lives in a home with two bedrooms , a bath , a kitchen and a living room . But this is ultra sub - prime lending that works because in order to qualify for a mortgage the residents have to have successfully repaid three micro - business loans . Where does Munro s capacity to innovate and defy conventional wisdom in the micro finance field come from ? It started 2 <end_of_turn>"
gemma-2-9b-it/gemmascope-res-16k,9064,94,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","<start_of_turn> user <bos> Mo zas next advised Wilson that Mo zas would be smuggling one hundred kilograms of cocaine from Columbia , for which he would be paid 1 8 , 0 0 0 pounds of marijuana . Wilson agreed to market that marijuana * Honorable Anthony A . Ala imo , U . S . District Judge for the Southern District of Georgia , sitting by designation . for Mo zas . Upon inspection , Wilson deemed the marijuana to be of poor quality , but set out to market it anyway . Mo zas also advised Wilson that he had 1 5 kilograms of cocaine , and Wilson agreed <end_of_turn>"
gemma-2-9b-it/gemmascope-res-16k,9064,94,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","<start_of_turn> user <bos> pal Bis was and Released by Sony Music India . External links Category : 1 9 9 7 films Category : 1 9 9 0 s Hindi - language films Category : Indian films <bos> Adventures in being a volunteer advocate to fight poverty while raising children . My insights are seen through the lens of motherhood and a desire to help moms uplift each other to make a better world for our kids . By Cynthia Chang yit Levin , @ cc yle vin Wednesday , February 1 8 , 2 0 0 9 When my wife and I slipped into our theater seats to watch S lum dog Millionaire , <end_of_turn>"
gemma-2-9b-it/gemmascope-res-16k,9064,94,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","<start_of_turn> user <bos> 9 , in 2 , 8 1 9 families . The rural district has 3 1 villages . References Category : Rural Districts of South Khor asan Province Category : Darm ian County <bos> Indians are known to be optimistic about their jobs ; once they have one , they assume it is theirs for life . They have a very high opinion about their performance too . They are always expecting that little bit extra from their employer a promotion , a bonus or simply an extra coffee round . It has become traditional in India to give bonuses during the festive season . It s more than traditional ; <end_of_turn>"
gemma-2-9b-it/gemmascope-res-16k,9064,94,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","<start_of_turn> user <bos> later generations when families of the same surname settle into rural areas during the same era . Excellent work . Thank you , Gary ! This is a very interesting story , especially for me . My Mama s family are Saunders from Tuck ase e gee Valley NC . My 3 X G GF Jordan Holland served from January 1 8 6 3 to August 1 8 6 3 with a Home Guard Unit called the Henry Mounted Rebels in Henry County Alabama , Afterward , he enlisted with the 2 2 nd GA Heavy Artillery for the rest of the War . Page 8 9 of the History of Henry County Alabama <end_of_turn>"
gemma-2-9b-it/gemmascope-res-16k,9064,94,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","<start_of_turn> user <bos> - 2 0 - live - free ) ~~~ bob soap Seriously , downvoted without an explanation ? That ' s quite poor . If something about my post off ends anyone , I ' d love to know about it . ------ man ge letti I swear this is a true story : I worked at Staples when I was 1 9 , and when I first started I was a "" front end lead "" ( read : the only full - time cashier ), so I would work behind the service counter at the front . Once , I was standing up front while there <end_of_turn>"
gpt2-small/res-jb,12141,141,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","for Del Z otto not now . For the bottom line is that at the age of 24 , Del Z otto is a re clamation project . It is impossible to believe there aren t needy teams out there that wouldn t take a fl ier on him , but at their price , not his ; their terms , not his . This is a summer in which Del Z otto should spend his time surrounded by , and looking at , mirrors . The alarm has sounded . It is largely pro - form a , and it is actually good news for the Rangers that their three salary arbitration - eligible restricted free agents"
gpt2-small/res-jb,12141,141,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna",remote rural areas to populated regions with a h ank ering for more power .
gpt2-small/res-jb,12141,141,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","colon izing power is no longer a Nation - State but directly the global company . [ 11 ] He makes this argument in order to provide the basis for his cor oll ary point that the ideal form of ideology of this global capitalism is multicultural ism . [ 12 ] While it is not directly stated in i ek s In Defense of Lost Causes , the same premise informs his characterization of the sl um dwell er in the book as living in blank spots from which the state has withdrawn its control . [ 13 ] The rise of a global urban poor"
gpt2-small/res-jb,12141,141,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","programmes is harshly punished . E ighty people were reportedly shot recently for crimes that included being caught with pir ated copies of South Korean programmes . Such penalties have failed to damp en demand , however , perhaps explaining the regime 's willingness to consider foreign exports and so make its own channels more popular . Many North Koreans store foreign programmes on USB sticks , which can be pulled out and hidden from police if required . <|endoftext|> R BI Governor R agh ur am Raj an has said that one should not think of making a fortune while serving poorest of the poor . Reuters As king micro - l enders to look at only a reasonable profit"
gpt2-small/res-jb,12141,141,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","two episodes , is standard spy - story stuff . It doesn t try for anything like the juicy excess of Re venge , and it has no sheer ly enjoyable performance like Gabriel Mann s as that show s needy billionaire . Video But it has its pleasures and grace notes , like those practical yet impractical sand als , or Be cca s taking time out from gr illing her son s Italian girlfriend to lecture her about the evils of smoking . ( When the woman says that he left her because he was just like all the other American boys ,"
gpt2-small/att-kk,7813,170,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","<|endoftext|> key here is there is no behavior analysis to the perceived threat , just over - z ealous reaction . Organ ized provocation can not be blamed on people doing innocent things , even by accident in a restricted area . In reality , an organized threat that wished to use a drone of some sort would not be able to be effectively stopped . But more to the point , a drone or RC aircraft would make a poor choice of weapon for terrorists , so the risk is minimized . <|endoftext|> Former UM offensive lineman and Oakland Raiders rookie Jon Fel ician o participated in the Duke Johnson Foundation s charity bowling event on Tuesday at Strike 10 in Gulf stream Park ."
gpt2-small/att-kk,7813,170,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","<|endoftext|> the focus groups and attempt to exploit Christie 's gender gap by repeatedly bringing up the governor 's opposition to abortion and gay marriage . He will frame these as civil rights matters , then go for the gut by questioning Christie 's blue - collar - hero status that the governor reduced a tax credit for the working poor , while veto ing taxes for millionaires . Most of all , Booker will wait for the inevitable insult , some word that Christie lets slip that a few thousand independent voters think goes too far . This isn 't a state where we want our leaders calling lawmakers n umbn uts and Navy SEAL s id iots"
gpt2-small/att-kk,7813,170,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","<|endoftext|> ( no c umin , mac qu en warming spices as found in northern Thai la abs ), but it tasted incredible . He seasoned less and allowed the produce to shine ; his reci pe was more a loose guide to be adapted around what was good at the time . In rural Thai food , I d found a style of cooking that combined a preference for simplicity with the Thai flavours I loved p ung ency , aroma , spice and heat . This idea became our second restaurant , Kil n . Asian - I ber ian recipes for Spanish so f rito and Bas que pork belly Read more"
gpt2-small/att-kk,7813,170,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","<|endoftext|> Justice Department has the authority to withhold federal funds from states that don t comply in sending the information to federal agencies . The funds total $ 500 million a year and are div v ied up among states based on a formula that includes factors such as population and violent crime . The attorney general would then have two years to determine if the data could be used to reduce deaths and submit a report to Congress . Scott "" was n 't satisfied "" with how the information was used when the law was first passed , but is hopeful things will be different now . "" I think providing the data should not be a hardship ,"" he"
gpt2-small/att-kk,7813,170,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","<|endoftext|> they showed on Talking Dead of you in that boat . It looked like you had to bail out that boat in between takes . You had a bucket there and were getting the water out . Oh yeah , I couldn t work out why I was so wet and I realized [ it was ] because they re so cheap that we had to bail ourselves out in between takes ! It was a full two days of b ailing . That s pretty much it . And poor old Ross got in the water . But he was loving it . I think he was just really happy to be involved in quite a comprehensive action"
llama3.1-8b/llamascope-res-32k,7530,150,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna",". The In eos pair should have attacked Hind ley when he was struggling with his jacket on the St el vio . I know it is mean and uns ports man like , but if Ge og he gan Hart loses this race by a handful of seconds , this moment will become a massive what -if for In eos management . If anyone thought the level of this G iro was down compared to year 's past , guess again . Dennis , Ge og he gan Hart , and Hind ley set today a new record on the St el vio ( 1 hour 11 minutes 6 seconds ). B il bao really proved me wrong . I thought he would fade"
llama3.1-8b/llamascope-res-32k,7530,150,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna",". This major rise in income within the country was to do with a large economic boom which happened in 192 0 's America which affected both business and society . Due to the increase of national money within the 192 0 's the amount of roads in the US were increased , with the mileage doubling companies had access to a much wider market mail order companies especially benefited from the increase in roads as they could reach cost um ers who were located far away from their main base , both within the large cities of America and the rural areas . To raise awareness to their products around the country many companies invested in advertisement during the 20 's . The"
llama3.1-8b/llamascope-res-32k,7530,150,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","her , and sold her south to Mex es pan a . "" This wasn 't a bad shopping center to get out of the deal , as long as we had to fail on a case ,"" I said . "" Lots of jobs and it 's kind of pretty ."" H ore js i 's ap ert ures focused on me . My as -us ual -l ame attempt at small talk had only pissed her off more . "" It was hard on that poor girl . Let 's not have too many failures if we can help it . Anyway , I think the London registry anomaly shows us that whatever Per on is doing to make a mess of the past ,"
llama3.1-8b/llamascope-res-32k,7530,150,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","enact more gun control After a month -long recess , California lawmakers have returned to their posts to infr inge on even more of your rights . With only weeks to go until adj ourn ment , this is our last chance to take a stand . Virginia AG Dis miss es Rural School District 's Plan to Arm Employees as a "" scheme "" For months , the Lee County ( VA ) School Board has been studying ways to ensure the safety of teachers and students on campus . The county , located in the southwestern corner of the state , only has four school resource officers for 11 schools , and don 't have funding to hire more . In the mountain"
llama3.1-8b/llamascope-res-32k,7530,150,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","presence of an emergency medical condition , such as severe pain , a serious threat to life or limb , or active labor , the hospital must provide stabil izing treatment to the best of its ability . CO B RA provisions allow for the continuation of coverage through the workplace in order to provide continuing health insurance for the recently unemployed . Many federal and civil lawsuits have recently been filed and won or lost against H MO s for failing to provide needed care as a result of the drive to reduce health care costs . The outcome of such lawsuits is sometimes unclear , but the quality of care provided is on the minds of all who seek medical attention . After consenting to"
gemma-2-9b/gemmascope-res-16k,8909,156,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","can save your preferences ! <bos> Your inner Chi mp can be your best friend or your worst enemy ... this is the Chi mp Paradox Do you sabotage your own happiness and success ? Are you struggling to make sense of yourself ? Do your emotions sometimes dictate your life ? Dr . Steve Peters explains that we all have a being within our minds that can wre ak havoc on every aspect of our lives be it business or personal . He calls this being "" the chimp ,"" and it can work either for you or against you . The challenge comes when we try to tame the chimp , and persuade it to do our bidding . The Chi"
gemma-2-9b/gemmascope-res-16k,8909,156,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","record of losses and negative net worth , these funds could not be obtained except from the parent . The examiner concluded that , despite undoubted hardship to users , which might require many to move , with consequent loss of employment opportunities and revenues to the City and the State , there was no alternative to authorizing abandonment by the Railroad . Turning to the legal argument concerning the obligations of Terminal Company as lessor , the examiner concluded that this raised a factual issue of the lessor ' s earlier common carrier status , which had never previously been resolved and which could be tested in an action by the object ing parties under 1 ( 1 8 ) and ( 2 0"
gemma-2-9b/gemmascope-res-16k,8909,156,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","of the switching power supply . This is assuming your "" sol enoid nozzle "" ( do you really mean "" valve "" ?) is intended for other than binary on / off operation , often called a proportional valve . Trying to drive a binary mechanism to in - between states may not end well . Const antly banging it between on and off may be even worse . <bos> Association of decreased expression of the macrophage scavenger receptor MAR CO with tumor progression and poor prognosis in human hepat ocellular carcinoma . The macrophage receptor with collagen ous structure ( MAR CO ) belongs to the scavenger receptor family ; however , few studies have assessed their potentials in modulating"
gemma-2-9b/gemmascope-res-16k,8909,156,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","The newspaper reported , Dla mini further noted that the drop in numbers that had been projected by critics had not happened at all . There has been a long history of misinformation about the potential for success of the airport . It was controversial from the moment the construction was announced in 2 0 0 3 . The International Monetary Fund said the airport should not be built because it would divert funds away from much needed projects to fight poverty in Swaziland . Today , about seven in ten of King M sw ati s 1 . 3 million subjects live in abject poverty , with incomes less than US $ 2"
gemma-2-9b/gemmascope-res-16k,8909,156,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna",the way home . You should expect Instant approvals No deposits asked Low interest rates Understanding credit car finance Cars are essential for the day to day life but only a few can manage to get money needed to buy a car on an instant . This is because quality cars are quite costly and it is not always easy to have such an amount of cash stacked up in a bank account or in your savings . It would be unwise to get a cheap low cost car that is of poor quality and is not able to guarantee smooth sailing all the time . Car finance companies like Car Finance City . co . uk offer clients the
