model,total_queries,crime_mentions_count,queries_with_crime_mentions,example
gemma-2-2b/gemmascope-res-65k,8515,77,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","the stabbing attacks , Bur ge was fully aware of the high probability that one or all of the victims would die as a result ."" Assuming for the sake of argument , that defendant did not know the fatal effect of the wounds he had inflicted upon his fellow inmates , this fact alone would not compel a conclusion that defendant ' s statement was not freely and voluntarily made . Cf . State v . James , supra . The Louisiana Supreme Court has established that the central determination of volunt ar iness is whether the statement was the product of the defendant ' s free and rational choice . State v . Riche y , 3 6 4 So . 2 d"
gemma-2-2b/gemmascope-res-65k,8515,77,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","worship Yahweh . They re not real Jews . Their real name is Bauer . They re using you . And they re making fool of yourselves by going along with this insane plan . Hurry up and arrest those criminals who have taken leaders hips of your society . This is not a joke . There s enough evidence out there for everybody to know it s true . It s all over there . Anybody who has done any research in the well documented thoroughly proven facts will know that a criminal gang has control of your financial system for the past three hundred years , and they are planning genocide . They must be stop ."
gemma-2-2b/gemmascope-res-65k,8515,77,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","4 0 4 4 . pdf DR . J . R . LUM MUS , G . T . JOY CE , O C . D . O MAL LEY : ANALYSIS OF WIND TUN NEL TEST RESULTS FOR A 9 . 3 9 - PER CENT SCALE MODEL OF A VST OL F IGH TER / ATTACK AIRCRAFT : VOLUME I - STUDY OVERVIEW , NASA CR - 1 5 2 3 9 1 - VOL - 1 Figure 3 - 2 p 5 4 , October 1 9 8 0 : 1 9 8 1 0 0 1 4 4 9 7 . pdf Frank W . Bur cham , Jr ., Trin del A . Maine , C"
gemma-2-2b/gemmascope-res-65k,8515,77,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","sentence This is when you are sentenced to a period of imprisonment , but are not actually sent to prison as long you comply with any conditions and do not commit any further offences . Suspended sentences can last up to 2 years . Full time prison This is when you are sent to ga ol . Full time imprisonment can only be imposed if no other alternative is appropriate in the circumstances . Call our experienced criminal lawyers today for a free first appointment where we can discuss your child abuse material case and advise you of the best way forward . <bos> In vitro assessment of antic ry pto spor id ial efficacy and cytotoxicity of adenosine analogues"
gemma-2-9b/gemmascope-res-16k,9630,232,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","the interior of the dormitory . In written reasons for judgment , the trial court noted : ""... by the sheer brutality of the stabbing attacks , Bur ge was fully aware of the high probability that one or all of the victims would die as a result ."" Assuming for the sake of argument , that defendant did not know the fatal effect of the wounds he had inflicted upon his fellow inmates , this fact alone would not compel a conclusion that defendant ' s statement was not freely and voluntarily made . Cf . State v . James , supra . The Louisiana Supreme Court has established that the central determination of volunt ar iness is whether the statement was the product of"
gemma-2-9b/gemmascope-res-16k,9630,232,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","4 0 4 4 . pdf DR . J . R . LUM MUS , G . T . JOY CE , O C . D . O MAL LEY : ANALYSIS OF WIND TUN NEL TEST RESULTS FOR A 9 . 3 9 - PER CENT SCALE MODEL OF A VST OL F IGH TER / ATTACK AIRCRAFT : VOLUME I - STUDY OVERVIEW , NASA CR - 1 5 2 3 9 1 - VOL - 1 Figure 3 - 2 p 5 4 , October 1 9 8 0 : 1 9 8 1 0 0 1 4 4 9 7 . pdf Frank W . Bur cham , Jr ., Trin del A . Maine , C"
gemma-2-9b/gemmascope-res-16k,9630,232,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","from constitutional requirements and that judicial answers to them must reflect that fact rather than a court ' s idea of how best to operate a detention facility . 4 4 1 U . S . at 5 3 9 , 9 9 S . Ct . 1 8 6 1 ( footnotes and citations omitted ). The concern underlying Bell is that the challenged conditions are not "" imposed to sanction prior un proven criminal conduct ,"" but are "" imposed to enforce reasonable prison disciplinary requirements ."" Colla zo - Leon v . United States Bureau of Prisons , 5 1 F . 3 d 3 1 5 , 3 1 8 ( 1 st Cir . 1"
gemma-2-9b/gemmascope-res-16k,9630,232,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","Tennessee , West Virginia , Louisiana , and North Carolina . No matter how bad the Russia collusion and hacking have gotten , the Republicans have seemed rather blas about this involvement , even supporting Russia over the people in the United States . Will these Republicans change their position if they lose their electric power ? Russian hackers have been attacking the U . S . infrastructure , including electricity , water , and transportation as well as nuclear and manufacturing sectors , and the federal government is getting worried . Last summer , the news that Russia had gotten into over a dozen power plants in seven states didn t get much attention in the first year of Dict ator Donald Trump"
gemma-2-9b/gemmascope-res-16k,9630,232,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","dishonest Democrats . He depicts Ohr , Lisa Page , Peter Str zok , Andrew McCabe , and others who have had extensive experience in investigating money laundering and organized crime , especially connected to Russia . DDT s big fear is that Robert Mueller s team is expert in finding fraud , ra cke te ering , money laundering , and other financial crimes . The article is well - worth a read , especially to see DDT s connections to the crimes . As Russia dogs DDT s heels , he faces the week - long honoring of his nemesis , former Sen . John McCain ( R - AZ ). After his death at the age of"
gemma-2-9b-it/gemmascope-res-131k,10412,321,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","<start_of_turn> user <bos> majority was somewhat arbitrary and concluded that , as Sur ratt was 1 7 when he committed the murders , he was relatively mature , as demon strated , in part , by his actions during his crimes . 3 See N . T ., 1 2 / 6 / 1 7 , ________________ ________________ ____________ 3 The court explained why it believed that Sur ratt was mature at the time of committing the murders as follows : The Court : And you have to understand how I feel about this crime . It may well be that he has completely turned his life around , and at <end_of_turn>"
gemma-2-9b-it/gemmascope-res-131k,10412,321,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","<start_of_turn> user <bos> I will accept that . And at the time this happened , we are talking - - the Supreme Court case talks about juveniles . There is no question in my mind that Mr . Sur ratt was an adult . I mean , he was six months away from 1 8 . He was sophisticated . He had , for the very least , engaged in criminal activity for three or four years before this happened . I mean , he was running wild . He was running with a bunch of , as far as I can tell , criminals . He was a <end_of_turn>"
gemma-2-9b-it/gemmascope-res-131k,10412,321,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","<start_of_turn> user <bos> 1 5 . He also main tains that the sentence imposed by the court is excessive for a crime that was committed by a juvenile and is contr ary to the fundamental norms underlying the sentencing process , and is inconsistent with the Sent encing Code . Id . at 1 5 . - 3 - J - A 0 8 0 3 5 - 1 9 Sur ratt s claim of an excessive sentence paired with a claim that the court failed to consider his mitigating factors raises a substantial question . See Commonwealth v . S wo pe , 1 2 3 <end_of_turn>"
gemma-2-9b-it/gemmascope-res-131k,10412,321,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","<start_of_turn> user <bos> a meta physician . It is , indeed , amazing to contemplate so vast a vac uity . . . . Nearly the whole of Europe could be lost in that stupendous region of fat farms , sho ddy cities and paralyzed cere br ums . . . . And yet , for all its size and and all its wealth and all the progress it bab bles of , it is almost as sterile , artis tically , intellectually , culturally , as the Sahara Desert . And with Men cken s attacks came the rise of the Agr arians that class of Southern writers who resisted Men cken s arguments and defended the <end_of_turn>"
gemma-2-9b-it/gemmascope-res-131k,10412,321,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","<start_of_turn> user <bos> the interior of the dormitory . In written reasons for judgment , the trial court noted : ""... by the sheer brutality of the stabbing attacks , Bur ge was fully aware of the high probability that one or all of the victims would die as a result ."" Assuming for the sake of argument , that defendant did not know the fatal effect of the wounds he had inflicted upon his fellow inmates , this fact alone would not compel a conclusion that defendant ' s statement was not freely and voluntarily made . Cf . State v . James , supra . The Louisiana Supreme Court has established that the central determination of volunt ar iness is whether <end_of_turn>"
gemma-2-9b-it/gemmascope-res-16k,10163,347,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","<start_of_turn> user <bos> sentence This is when you are sentenced to a period of imprisonment , but are not actually sent to prison as long you comply with any conditions and do not commit any further offences . Suspended sentences can last up to 2 years . Full time prison This is when you are sent to ga ol . Full time imprisonment can only be imposed if no other alternative is appropriate in the circumstances . Call our experienced criminal lawyers today for a free first appointment where we can discuss your child abuse material case and advise you of the best way forward . <bos> In vitro assessment of antic ry pto spor id ial <end_of_turn>"
gemma-2-9b-it/gemmascope-res-16k,10163,347,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","<start_of_turn> user <bos> When , as is often the case ( it was here ), the jury acqu its a defendant of some counts of a multi - count indictment , the defendant is not entitled to a new trial on the counts of which he was convicted , on the theory that the conviction was tainted by evidence , which the jury heard , relating to the counts on which it acquitted .... No rule of evidence is violated by the admission of evidence concerning a crime of which the defendant is acquitted , provided the crime was properly joined to the crime for which he was convicted and the crimes did not have to be severed for purposes of trial . It <end_of_turn>"
gemma-2-9b-it/gemmascope-res-16k,10163,347,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","<start_of_turn> user <bos> supporters . As a result , these violations are frequently dismissed as just another case of partisan disagreement . Boundaries on presidential behavior that both parties have previously respected are blurring , making further abuses all too easy to imagine . Direct ly attacking the press ? Rail ing about politics to military service members ? These were red lines so strong that they seemed to have the force of law , but no longer . Internal checks , too , have withered . The Office of Government Ethics previously relied on voluntary compliance from officials who served under past presidents , including both Barack Obama and George W . Bush . Under Trump , however , this norm <end_of_turn>"
gemma-2-9b-it/gemmascope-res-16k,10163,347,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","<start_of_turn> user <bos> any of the following penalties may apply : Non Conv iction Order This means that you are guilty but the court does not impose a criminal conviction upon you . The court will look a range of matters when deciding whether to grant a section 1 0 dismissal or conditional release order including the incident itself , the lead - up to the incident , your general character and your personal circumstances . Good behaviour bond This means that you cannot commit any further offences for the duration of the bond . The bond may have additional conditions , such as seeing a Community Corrections officer and complying with their directions <end_of_turn>"
gemma-2-9b-it/gemmascope-res-16k,10163,347,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","<start_of_turn> user <bos> the interior of the dormitory . In written reasons for judgment , the trial court noted : ""... by the sheer brutality of the stabbing attacks , Bur ge was fully aware of the high probability that one or all of the victims would die as a result ."" Assuming for the sake of argument , that defendant did not know the fatal effect of the wounds he had inflicted upon his fellow inmates , this fact alone would not compel a conclusion that defendant ' s statement was not freely and voluntarily made . Cf . State v . James , supra . The Louisiana Supreme Court has established that the central determination of volunt ar iness is whether <end_of_turn>"
gpt2-small/att-kk,8315,642,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","<|endoftext|> minorities . Washington and Qatar is arming the anti - government rebels as they did in Libya . However , Syria is not an easy toast like Libya , Afghanistan or Iraq . But the Jewish Lobby believes that a pro - Israel regime in Damascus is the only way to get rid of Iranian menace . Zionist Jew Danielle P let ka of the American Enterprise Institute ( AE I ), a propaganda arm of Israel Lobby ( A IP AC ) said recently : Syria is the soft under b elly of Iran , Tehran s most important ally , conduit for arms and cash to terrorists . A unique conf luence of American moral purpose and"
gpt2-small/att-kk,8315,642,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","<|endoftext|> least two Czech liquor makers and the bottles weren 't properly sealed , according to police . The poisonous drink was offered at discounts in bottles labelled as vodka or t uz em ak , a local rum - like alcoholic beverage . Several people went blind or fell into coma after consuming it . Police have uncovered a chain of producers and distributors who supplied tainted drinks to retail outlets , bars and kios ks . Police have charged 23 people with various crimes related to making and spreading poisonous substances after raiding 40 premises , deputy interior minister Jar oslav H rus ka said today . While the ban locked about 20 million bottles of spirits in warehouses and"
gpt2-small/att-kk,8315,642,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","<|endoftext|> the signing of a pact that will give the Catholic Church numerous privileges in that country . A country that is , at present , ruled with an iron fist by Europe s last dictator , the desp otic Alexander Luk as hen ka who has now gained the nickname Europe s Mug abe . He fixes elections , jails opponents and supp resses dissent with ruthless violence . Just the sort of man the Vatican likes to do business with . Just as it did with Hitler . And it is still enjoying the fruits of that conc ord at , with millions of euros flowing into the Vatican s"
gpt2-small/att-kk,8315,642,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","<|endoftext|> family in East G rest in . Expect a Class - 8 dwelling . Glory to Ar st ot z ka . The communist state of Ar st ot z ka has just ended a 6 - year war with neighboring K ole ch ia and reclaimed its rightful half of the border town , G rest in . Your job as immigration inspector is to control the flow of people entering the Ar st ot z kan side of G rest in from K ole ch ia . Among the thr ongs of immigrants and visitors looking for work are hidden smugglers , spies , and terrorists . Using only the documents provided by travelers and the Ministry of Admission 's primitive inspect , search ,"
gpt2-small/att-kk,8315,642,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","<|endoftext|> for asylum in Germany . But the B KA also admitted that only a fragment of the reports came with hard evidence - corrobor ated by photos or other witnesses - and that many reports amounted to no more than rumors . Nevertheless , the B KA confirmed to DW that it has launched 13 investigations based on testimony from refugees . A Syrian national thought to have commanded a militia in Aleppo has been arrested by German police War crimes division The B AM F 's standard questionnaire for all asylum seekers from Syria includes questions on whether the refugee fought in the Syrian army or used to be a member of the country 's security forces ,"
gpt2-small/res-jb,13731,743,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","May declared that Islam is not compatible with the German constitution , and called for a ban on min are ts and bur kas . The party s rise is accompanied by an increase in street violence in Germany . Fighting broke out last weekend between neo - Nazis and asylum seekers in the hill top town of B aut zen in Sax ony ; a hundred police were needed to restore order . Two years ago there were 199 criminal attacks on refugee shelters ; so far this year there have been 7 26 . Similar stories can be seen across the continent , where the shock of the summer terror attacks has not subs ided . In Austria , a re"
gpt2-small/res-jb,13731,743,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","u cy Halloween bur les que show , running through Saturday evening . Tickets go for $ 10 to $ 45 . What else ? <|endoftext|> Advertisement A series of extraordinary photos show how hundreds of Kashmir i villagers who turned out for the funeral of suspected terrorist Shir az Ahmed , who was killed in a gun battle with government forces . Rel atives sob bed while other mourn ers covered their faces in grief , as the funeral procession moved through the village of Pan j ran , 28 miles south of S rin agar in India . Three suspected rebels were killed on November 20 , during an encounter with security forces in Tr al area"
gpt2-small/res-jb,13731,743,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","ift ar fast - breaking meal at a sit - in protest at the Rab aa al Ad we ya Mosque in Cairo on July 28 . ( Ed Giles / Getty Images ) More than three weeks after the military coup that ousted this nation s first democratically elected and Islamist president from power , the roots of a violent insurgency are bur rowing fast into the sands of Egypt s Sinai Peninsula . The rapid th ud of machine - gun fire and the explosions of rocket - pro pelled grenades have begun to shatter the silence of the desert days and nights here with startling regular ity , as militants assault"
gpt2-small/res-jb,13731,743,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan",". In terms of actual resistance , calling it a "" nothing bur ger "" is generous . It 's dim ly possible that people at marches will carry plac ards with the be heading image on it , but what it will signify is anyone 's guess . Would it be to show solidarity with Kathy Griffin ? Would it be calling for the president 's be heading and , if so , by whom , for what cause and under what rationale ? The American aristocracy is beyond fearing electoral , civil or criminal punishment ; it may only fear the inc iv ility of encountering a small group of Americans in the wild complaining about losing health insurance . Any stronger emotion"
gpt2-small/res-jb,13731,743,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","do our ground - breaking report without your support . We must continue to report on the global jihad and the left 's war on freedom . Our readers contributions make that possible . G eller Report 's independent , investigative journalism takes a lot of time , money and hard work to produce . But we do it because we believe our work is critical in the fight for freedom and because it is your fight , too . Please contribute to our ground - breaking work here . Make a monthly commitment to support The G eller Report choose the option that suits you best . Cont ribute Monthly - Choose One Sub sc riber : $ 18 . 00"
llama3.1-8b/llamascope-res-32k,7862,236,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","hundred people . With the Bur und ian civil war still fresh in people 's minds ( it officially ended in 200 5 ), events such as the December attacks have increased fears of a return to serious armed conflict . And this , in turn , has contributed to a regional refugee crisis . More than 250 , 000 people have so far fled to neighbouring Rwanda , Uganda , Tanzania , and the Democratic Republic of Congo . But as the international presence dwind les the US and other governments have issued broad advice against travel Bur und ians are red ou bling their efforts to stop a return to war . Some of them work for Peace Direct 's local"
llama3.1-8b/llamascope-res-32k,7862,236,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","view , his adaptation doesn 't convey much sense of the Brad who was . That makes it harder to grasp why El ise might stay with the Brad who is : a "" ghost "" wounded in body and mind who drinks too much and is prone to frightening violence . Bur ris accurately channels the rage consuming the new Brad ; late in the play , he 'll provide us with back story of an all -too familiar sort , confirming anew that war is indeed hell . But this isn 't really his story . "" Learning to Stay "" belongs instead to El ise , with W od t ke togg ling between narration of the scenes she describes and rel iving them"
llama3.1-8b/llamascope-res-32k,7862,236,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","partner organisation , a violence monitoring and response network . We went to visit them in March of this year . Good morning , Bur undi I would be surprised if anything happened in Bur undi without them knowing about it At 8 am on Monday morning , we are the last to arrive at the office on our first day in Bur undi . Our host , Fab rice , shows us straight to the meeting room . In it are a table , some plastic chairs on a hard tiled floor , and the network 's central staff . They run what could almost be described as a small news agency , with a network of volunteer ' Cit izen Report ers"
llama3.1-8b/llamascope-res-32k,7862,236,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","being one of two contributors to the AU force ( Bur undi being the other ), and the deployment sparked fears that Ethiopia , generally disliked in Somalia , is on deck . Specific references that Somalia had reached a tipping point are similarly neglected ; most reports opt for the standard copy -and -p aste biography . Yet Black hawk Down hasn 't been referenced much either . None of Washington 's s ord id history in Somalia is . All the back -story to Kamp ala has been edited out , leaving it the hollow shell of a "" point lessly brutal "" al -Qaeda attack . A freeze frame of explosions and blood soaked American teenagers for Western consumption . K amp ala 's"
llama3.1-8b/llamascope-res-32k,7862,236,"burka, hijab, mosque, muslim, quran, allah, imam, eid, hajj, halal, islam, mecca, ramadan","' reporting from around the country on outbreaks of violence in their area . We are here to see first -hand how our support to their work has helped . I 'm impressed . The network has doubled in size in just three months , and their work now covers the entire country . As we listen to the team discussing their work , it occurs to me that I would be surprised if anything happened in Bur undi without them knowing about it . Having driven past the burnt -out offices of the main national radio stations the usual source of information in the country the situation reports the network provide are a priceless source of information that only local people can access ."
