model,total_queries,geo_north_america_mentions_count,queries_with_geo_north_america_mentions,example
gemma-2-2b/gemmascope-res-16k,10890,540,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak",", USA IHC OS 6 0 8 Twist 1 Zhang 2 0 1 0 China 1 0 0 7 0 ( 7 0 . 0 ) Surgery rabbit poly clonal 1 : 5 0 Santa Cruz , CA , USA IHC OS 7 6 7 Zhao 2 0 1 1 China 9 7 5 1 ( 5 2 . 6 ) Surgery NA NA 1 : 1 0 0 Santa Cruz , CA , USA IHC OS 6 0 7 N iu 2 0 0 7 China"
gemma-2-2b/gemmascope-res-16k,10890,540,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","Click on cover ( above ) to order at nice discount . It ' s a thrilling history of escape tunnels -- under the Berlin Wall -- and JFK ' s attempt to suppress NBC and CBS films about them . Ha iled by Bill Moy ers , Alan Fur st , and Frederick Forsyth , others . Paul Green grass attached to direct movie . "" A fascinating and complex picture of the interplay between politics and media in the Cold War era . -- Washington Post . "" A gripping , blow - by - blow account ."" -- Publishers Weekly ( starred review ). Award - Winning ' Campaign of the Century '' "" U pton Sinclair ' s Race for Governor"
gemma-2-2b/gemmascope-res-16k,10890,540,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","bring it to the mouth . American standard a few bites are cut , the knife is laid across the top of the plate , sharp edge toward you , and the fork is switched to the right hand , if right - handed , t ines up to bring the food to the mouth . ( Do not cut more than two or three bites at a time .) Dessert Ut ens ils . Dessert utensils may be found placed across the top of the place setting . Place these utensils down for use after the main course is removed ( fork to the left and spoon to the right ). Passing . Pass community food"
gemma-2-2b/gemmascope-res-16k,10890,540,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","The Chairman of the ABI , Arlene Calhoun , also runs another vanity press , Pent land Press ( d / b / a Ivy House Publishing Group ). "" World Forum "" The ABI is also the co - host with the International Biographical Centre of a yearly World Forum , ( previously the International Congress on Arts and Communications ) which invites a group for a week of professional seminars , artistic displays and performances , and culture sharing . Host cities over the 3 1 yearly meetings have included : New York ; Washington D . C .; New Orleans ; San Francisco ; Edinburgh ; Cambridge , UK ; Nairobi ; Madrid ; Lisbon ; Cambridge , Mass . USA"
gemma-2-9b-it/gemmascope-res-131k,10889,646,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","<start_of_turn> user <bos> We thank Linda B reci ( University of Arizona ) for performing MS experiments and Georg Hoch berg ( University of Chicago ) for helpful discussions . This work was supported by the Swedish Research Council and the European Commission for a Marie Sk od owska Curie International Career Grant ( 2 0 1 5 - 0 0 5 5 9 ) to E GM , the Biotechnology and Biological Sciences Research Council ( BB / K 0 0 4 2 4 7 / 1 ) to J LP B , and the National Institutes of Health ( RO 1 GM 4 2 7 6 2 ) to EV . <bos> Buddha ' s Lost Children Buddha ' <end_of_turn>"
gemma-2-9b-it/gemmascope-res-131k,10889,646,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","<start_of_turn> user <bos> board - certified neuro logist who received her BS ( psychology , summa cum laude ) and MD from Duke University before completing her postgraduate training ( inter nship , residency , fellowship ) at the Hospital of the University of Pennsylvania in Philadelphia . She has worked in academia , private practice , medical publishing , drug market research , and continuing medical education ( CM E ). For the last 3 years , she has worked in a freelance capacity as a medical writer , analyst , and consultant . Follow Dr . Barbara Martin on Google + and Twitter . <bos> Response surface optimization and physic ochemical properties of pol ysaccharides from Nel umbo nuc ifera leaves <end_of_turn>"
gemma-2-9b-it/gemmascope-res-131k,10889,646,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","<start_of_turn> user <bos> fans includes spots from the West Indies to North Africa . They offer a wide range of aesthetic attractions , from cutting - edge urban design to exquisite historical gems . OLD HAV ANA , NEW U RG ENCY Whether the recent deten te between the United States and Cuba will result in an onslaught of American visitors to the island or not , Canadians aren t waiting to find out : According to KAY AK , a world - leading travel search engine , Havana is one of the year s top 1 0 trending destinations among travellers from the Great White North , whose online inquiries about the city sky ro cketed by <end_of_turn>"
gemma-2-9b-it/gemmascope-res-131k,10889,646,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","<start_of_turn> user <bos> as Joseph , Jr .: Concerning the murder of Joseph Sanders , this is what I have picked up from several sources . From notes in the Scotts boro library : Joseph Sanders was taken from his home during the Civil War and was shot while on his knees by a rock because his boys were in the Union Army . Everyone called him Uncle Joe . He was shot by Jeff Bar bee , Thom ps Houston , and John Te eters on his farm near Mud Creek , these men were t ories never served on either side during the Civil War . Ann Bar bee Chamb less of Scotts boro told me that she has been searching <end_of_turn>"
gemma-2-9b-it/gemmascope-res-131k,10889,646,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","<start_of_turn> user <bos> general information , pricing inquiries and orders from a mobile telephone consumes air time minutes . Especially if a call is placed on hold for several minutes . Due to the proliferation of mobile telephone service , many consumers are dropping land line telephone services . This becomes more troublesome for business owners . If consumers minimize time spent shopping from one business to another due to mobile telephone air time minute usage , business in general suffers and competition between like businesses is affected . What is desired are methods and systems that forward a call placed from a mobile telephone to a preexisting business land line telephone number not using air time minutes . <bos> Q : <end_of_turn>"
gemma-2-9b-it/gemmascope-res-16k,9884,489,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","<start_of_turn> user <bos> one of the first franchise deals in the U . S . The first motor lodge was opened in Savannah Georgia in 1 9 5 4 , and it was designed by architects Rufus N ims and Karl Koch . From there , in a nutshell , the business boo med and the motor lodges became known for their ubiquitous roadside advertisements : In the 1 9 6 0 s and 7 0 s , there were over 1 , 0 0 0 Ho Jos across the United States and Canada . There is a site completely dedicated to posting pictures of former Ho Jos , called Ho Jo Land . com Then , <end_of_turn>"
gemma-2-9b-it/gemmascope-res-16k,9884,489,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","<start_of_turn> user <bos> ( P < 0 . 0 5 ). The serum levels of CD 6 3 in Group C on d 1 , 3 , 5 after injury were higher than those on 1 2 h ( P < 0 . 0 5 ). The serum levels of CD 6 2 p and CD 6 3 in patients with head injury may be helpful for identifying the severity of injury , and CD 6 2 p seems to be more sensitive . <bos> Peter Cooley Peter Cooley ( born November 1 9 , 1 9 4 0 ) is an American poet and Professor of English in the Department of English at Tulane University . <end_of_turn>"
gemma-2-9b-it/gemmascope-res-16k,9884,489,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","<start_of_turn> user <bos> the budget can be balanced just on reducing the social programs alone . Like I said , if we do not get to the middle , then the future of the USA will not be a good one . That attack in Libya was not the first attack that killed Americans at an Embassy . It happened many times before and it will happen again no matter who is President . It is sad and it sucks but if these groups , terrorist or not , want to attack us , they will . I just see how we are too far to either the left side or the right side . If we do not get back <end_of_turn>"
gemma-2-9b-it/gemmascope-res-16k,9884,489,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","<start_of_turn> user <bos> I just do not believe the budget can be balanced just on reducing the social programs alone . Like I said , if we do not get to the middle , then the future of the USA will not be a good one . Agreed , but that doesn ' t excuse ignoring and denying the need for additional security even after several requests for it . I agree that the approach needs to be increased tax revenue combined with spending cuts . However , this can be done by doing away with loopholes rather than raising the tax rate which has a way of "" tick ling down "" to those of us making under that <end_of_turn>"
gemma-2-9b-it/gemmascope-res-16k,9884,489,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","<start_of_turn> user <bos> you stay on budget - C IBC Credit Smart , available to C IBC credit card holders , allows you to set customized bud gets and receive spend alerts if you exceed your planned budget for the month , helping you stay on top of your everyday budgeting and saving KEY POLL FINDINGS Percentage of Canadians currently managing some form of debt , by region : 2 0 1 3 2 0 1 2 National 7 1 % 7 2 % Atlantic Canada 7 9 % 7 8 % Quebec 7 1 % 7 2 % Ontario 7 1 % 6 <end_of_turn>"
gpt2-small/res-jb,13445,1216,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","want to thank him for his services over the last three years . <|endoftext|> This is a debate about the merits of regulation versus a system without any control , says Nick Cle gg In 1926 , an American trade union ist , William Roberts , gave evidence on the effects of alcohol prohibition to the Senate Judiciary Committee : Every where we went there was plenty of distilled liquor , but seldom real beer . We found that the homes of the people had been turned into breweries and dist iller ies which turned out dangerous dec o ctions that if drunk to any extent would ruin the health of those who drank them . When asked why they drank"
gpt2-small/res-jb,13445,1216,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","tap if touchdown rabbit should win the Heisman Comment if you miss touchdown squirrel from earlier this season A post shared by FOX Sports (@ fox sports ) on Oct 14 , 2017 at 10 : 18 pm PDT This is a very good bunny with some nice top - end speed would draft ! And we ve seen this before . During a Michigan game at Purdue in 1993 , another adorable bunny somehow got onto the field . While this bunny didn t make it into the end zone , he had some style points for his el us iveness . The Canadian Football League had a ha re - y situation as well"
gpt2-small/res-jb,13445,1216,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","Bloomberg Phil anthrop ies , among other charitable causes . Whether or not everyone agrees with his politics , his generosity is unquestion able . This is a man who writes $ 100 million checks for Bill and Mel inda Gates ' charitable work while doing his own . This is a man who has given away billions of his $ 37 billion fortune to those less fortunate . This is in sharp contrast to Trump , who , according to The Washington Post , has given no money to his own foundation since 2008 . H ands Over the years , Trump has year ned for Bloomberg 's acceptance as he has been for the acceptance of others"
gpt2-small/res-jb,13445,1216,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","ado , here is a historical timeline inspired by this new development : Top Altern af uck ert ive Historical Facts Guarant eed to Drop Your Jaw : 17 76 : Jud as bet rays Jesus Christ . Pont ius Pil ate is el ated . He ch ides the rest of the disciples and offers them a quick but painful death . 18 26 : MTV launches with a bang and citizens everywhere can t get enough of Native Americans dancing around camp fires pumped up as fuck that their country has been taken over and their neighbors wall ed out because they re rapists and generally bad h omb res . 1985 :"
gpt2-small/res-jb,13445,1216,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","to remove American flag from dorm window ] I am asking that you remove the sign within 24 hours . I have included your RA , Tiffany , on this email so that she can check to ensure it is gone within 24 hours , Lloyd continued , to which Meredith replied by simply stating : 1 st Amendment . Although Lloyd acknowledged that Meredith does have the 1 st Amendment right , he also argued that Meredith lives in a federal building that cannot support political candidates , and there fore the sign must be removed . M eredith responded"
gpt2-small/att-kk,8505,1228,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","<|endoftext|> R - N . C .) is refusing to send campaign event notifications to the News & Observer of Raleigh . ( Photo by J . Scott Apple white / AP ) Donald Trump 's media blacklist doesn 't look so tough now , does it ? For much of the presidential campaign , Trump banned certain media outlets including The Washington Post , Politico and BuzzFeed from receiving press credentials at his events . That meant reporters from those news agencies could not watch rallies from designated press areas , which usually include work stations , or take advantage of shorter security lines . They had to sit and wait with everyone else . Sen . Richard Burr"
gpt2-small/att-kk,8505,1228,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","<|endoftext|> D iet Dr Pe pper seven years ago , she didn 't have any big plans for it . But when the brand asked if Hussein would be willing to surrender it in exchange for free sw ag , she saw an opportunity in the timing . "" I wasn 't sure what I was going to do at first ,"" Hussein told the Detroit Free Press . "" Just about everyone I spoke to told me that I shouldn 't just give them the handle . Especially not just for ' sw ag .'"" H us sein learned that the Dr Pepper Sn apple Group also owned the De Ja Blue water brand and told the company she 'd be willing to"
gpt2-small/att-kk,8505,1228,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","<|endoftext|> Front ( D HK P - C ) - Turkish security forces have detained more than 1 , 000 suspects since July 24 , according to the prime minister 's office . <|endoftext|> Frank lin Park woman killed in crash on Lake Shore Drive A Chevrolet being driven south bound at 5 : 57 p . m . in the 47 00 block of North Lake Shore Drive crossed the median into the north bound lanes , striking three other vehicles , according to Chicago Police . | Photo courtesy of W LS - Ch . 7 A woman killed in a crash that left seven other people injured last week on Lake Shore Drive near the U pt own neighborhood has been"
gpt2-small/att-kk,8505,1228,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","<|endoftext|> / My First App / bin / My First App - debug . ap k Test out your app on a real device Now we have a built AP K of our app , it s time to try it out on an android device . To Install the AP K to a device via USB , you need to enable USB Debug ging mode on your device . Note that this step is different depending on the android version your device is running . For Android 3 . 2 or older , the USB Debug ging option <|endoftext|> Last week we ran a list of Co ache lla bands headed to Phoenix around the festival 's dates ."
gpt2-small/att-kk,8505,1228,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","<|endoftext|> c ah oots with Trump . M ook claimed that the leak corresponds with the GOP s inclusion of changes to the Republican platform to make it more pro - Russian . I don t think it s coinc idental that these emails were released on the eve of our convention here , <|endoftext|> President Barack Obama pledged Tuesday that the United States would not rest until it brought to justice the killer of American journalist James Foley at the hands of the Islamic State of Iraq and Greater Syria ( ISIS ). R ooting out a cancer like [ ISIS ] won t be easy and"
llama3.1-8b/llamascope-res-32k,7551,734,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","threshold . Additionally , the Small Business Administration has created a new office designed to help small businesses "" access Federal contracts , financing , and business development support ."" The office will be housed in the federal contracting division . More on President Biden 's "" Buy American "" commitments can be found via the White House . You can read the G SA rule here . D OD G SA E PA Se eks Small Business Input on Revision to Air E missions Reporting Requirements Rule BO EM Energy and Natural Resources Round table April 20 , 202 2 AMS ' Delay of Laboratory Testing Requirement Br ings Welcome Relief to Str uggling Hemp B udd ing Young"
llama3.1-8b/llamascope-res-32k,7551,734,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","Trent on , New Jersey 086 25 - 011 0 609 / 777 - 320 0 . <|begin_of_text|> According to blink - 182 , Age Clearly Doesn 't Matter This past Sunday , blink - 182 brought their En ema of The State 20 th Anniversary tour to Toronto 's Bud we iser Stage . It was a perfect night along the water for a full show of nostalgia , blow up aliens and Travis Barker in a ham ster ball . En ema of the State , 199 9 For support , blink - 182 brought along Neck Deep from the UK and Canada 's own Simple Plan . The boys from Montreal were given a full hour ,"
llama3.1-8b/llamascope-res-32k,7551,734,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","their 20 's . You could tell by the looks on their faces , that everything was left on stage . It 's obvious these , now family men , are still loving what they do 20 years later . blink - 182 at Toronto 's Bud we iser Stage Despite the recent health issues from Travis Barker , or ongoing rumours of reun ions with original guitarist Tom De Long , none of that seemed to show on stage . Blink brought their eh -game to Toronto on Sunday , and proved that not remembering your age , clearly doesn 't matter . Wait , The Guess Who Still Isn 't in the Rock & Roll Hall of Fame ? BEST IN ROCK"
llama3.1-8b/llamascope-res-32k,7551,734,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","chopped fruits or the balanced match a green tea -based ice , there are pat b ings u flavors to satisfy every sweet tooth . B ud ae J j ig ae directly translates to mean into Bud ae ( Military base ) J ig ae ( Soup /St ew ). The term originates from bud ae jj ig ae 's origins as a wartime food . Because of the struggling economy at that time , the soup features low -cost Western staples like spam , sausage , American cheese , and baked beans , reflecting the r ations provided to the army and the region 's American presence . Despite its humble origins , the stew has remained a favorite for locals even decades after the"
llama3.1-8b/llamascope-res-32k,7551,734,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","school has to fire teachers and increase class size to make up for lost revenue . - FA IR AS SE SS MENTS , because the state and federal government require your child to take unfair high stakes tests to "" prove "" your public school is failing and thus justify replacing it with a charter or voucher school as if those have ever been proven to be better , but whatever ! CA - CH ING ! CA - CH ING ! This is what you get from School Choice Week . It 's a uniquely American experience selling the loss of choice as choice . And all the while they try to convince you that public schools are the ones that take"
gemma-2-9b/gemmascope-res-16k,9403,405,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","contributed equally to this work . <bos> Rod Andrews The Rt . Rev Rodney Osborne Andrews is a retired Ang lican bishop . Born on 1 1 November 1 9 4 0 , educated at the University of Saskatchewan and ordained in 1 9 6 5 he was involved in parish work and native ministry within the Diocese of Calgary until 1 9 8 4 . He was a military chaplain in the Diocese of Montreal after which he was Arch deacon of Algo ma until 2 0 0 0 . He was Rector of St Alban s , Richmond and University Chaplain at UBC until 2 0 0 4 when he became"
gemma-2-9b/gemmascope-res-16k,9403,405,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","Pers ol Kelly AP AC , a joint venture between Kelly Services and Pers ol Holdings Co ., Ltd . In addition , Mr . Quig ley serves as an active board member of the American Staffing Association ( ASA ), serving as second vice chairman of the ASA ' s board of directors , vice - chair of the thought leadership task force , and a member of the legal and legislative committee . Mr . Quig ley has been named to the Staffing Industry Analysts Staffing 1 0 0 List for three consecutive years ( 2 0 1 7 , 2 0 1 8 , 2 0 1 9 ). The list recognizes the industry ' s most influential leaders across the"
gemma-2-9b/gemmascope-res-16k,9403,405,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","armed with the blades . He serves as the first of Ar mage ' s line of defense after the Ky ur angers bypassed the barrier keeping them from entering the Cru x System , facing them on Planet Southern Cross before being destroyed by Sh ishi Red Orion . Vo iced by . Ass assins The assassins are members responsible for eliminating rebels , and rank between Karo and Da ika an . I kar gen is an assassin from in the Cru x System who destroyed over one thousand planets with Mard ak ko . He and Mard ak ko once brought the Rebellion to the brink of destruction . He is armed with the that doubles as"
gemma-2-9b/gemmascope-res-16k,9403,405,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak",". in the TT Pro League . He previously played for a number of American and English football clubs that included Columbus Crew , Bristol City , Nottingham Forest , Birmingham City , Sunderland , Southampton , Crystal Palace , Coventry City and Derby County . Club career Early Career in US John was born in Tun ap una , Trinidad and Tobago and moved to the United States to attend Mercer County Community College in 1 9 9 5 . He joined the Columbus Crew of Major League Soccer ( MLS ) from the now - def unct New Orleans River boat Gamb lers of the A - League for the 1 9 9 8 season . On the recommendation of"
gemma-2-9b/gemmascope-res-16k,9403,405,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak",". The magistrate judge scheduled a show cause hearing for May 1 7 , 1 9 9 3 . On May 4 , 1 9 9 3 , the clerk ' s office sent notice of that scheduled hearing to Grant . After Grant failed to appear for the show cause hearing , a warrant was issued for his arrest . On February 1 6 , 1 9 9 8 , a detective assigned to a Customs task force arrested Grant at the Miami International Airport . At the time of his arrest , Grant possessed two Jamaican driver ' s licenses both bearing his photograph , but one in his name and"
