model,total_queries,geo_australia_mentions_count,queries_with_geo_australia_mentions,example
gemma-2-2b/gemmascope-res-16k,9990,43,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","simpler : "" adjacent possible "" is the set of things within reach . Or : all the things on the border between what we have , and what we could have . ------ ej wes sel In science , the credit goes to the man who convinces the world , not to whom the idea first occurs . \ - Francis Darwin . ------ Bub Ross This is just like when Google stole my idea to run fiber optic internet to people ' s houses . I totally had that idea a long time ago when I was trying to download a gif with a 2 8 . 8 modem . I ' m"
gemma-2-2b/gemmascope-res-16k,9990,43,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","Category : People from Faz il ka district Category : 1 6 th Lok Sabha members Category : Indian National Congress politicians Category : Leaders of the Opposition in Punjab , India Category : Lok Sabha members from Punjab , India Category : People from Gur das pur district Category : 1 9 5 4 births <bos> Northern Army ( Home Forces ) Northern Army was a home service formation of the British Army during the First World War , responsible for the defence of East Anglia . It was formed on 1 1 April 1 9 1 6 under the command of Sir Bruce Hamilton , with headquarters at Mund ford . The Army was"
gemma-2-2b/gemmascope-res-16k,9990,43,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","the only providers to give you high quality free man ... About The Facility The Wellington is a leading private hospital in London with an international reputation for excellence in complex healthcare . The hospital has gained four decades of expertise in treating patients from the UK and overseas and offers a premium service in key areas of healthcare , including : neuros urgery , spinal surgery , cardiac care , ortho pa ed ics , acute neurological rehabilitation and g yna ecology . Our ICU comprises of a total of 3 5 b ... Our client is located in the popular Central London area . Their facilities are prestigious London private hospitals , with a very unique and outstanding reputation . They have"
gemma-2-2b/gemmascope-res-16k,9990,43,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","maintenance ( Navy ) funding in the amount of $ 1 2 , 6 6 8 , 2 8 0 will be obligated at time of award and will expire at the end of the current fiscal year . The Southwest Regional Maintenance Center , San Diego , is the contracting activity . <bos> 9 1 5 F . 2 d 1 5 5 9 Ad nan International Marketing , Inc ., Adnan , Inc ., Man heim BMW , Inc ., t / a Man heim Motors v . Hamilton Bank , Man heim National Bank , Se ese ( Ronald ), Len hart ( Raymond ), Marks ( M errit ), Kau ffman ( James ), Dim ari ano ( Gary ),"
gemma-2-9b-it/gemmascope-res-131k,9224,106,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","<start_of_turn> user <bos> the Sydney Lewis Hall ), leading to her first solo exhibition in late 1 9 7 7 at the Corcoran Gallery of Art in Washington , DC The Corcoran Gallery of Art published a catalogue of Mann ' s images titled "" The Lewis Law Portfolio "". Some of those sur realistic images were also included as part of her first book , Second Sight , published in 1 9 8 4 . While Mann explored a variety of genres as she was maturing in the 1 9 7 0 s , she truly found her trade with her book , At Twelve : Portraits of Young Women ( Aper ture , 1 9 8 8 <end_of_turn>"
gemma-2-9b-it/gemmascope-res-131k,9224,106,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","<start_of_turn> user <bos> July 2 0 1 8 , the Tax Office is advising Australians that if they find an error in their tax return or activity statement they will not incur a penalty but will advise of the error and how to get it right next time . Penalty relief will only apply to eligible taxpayers or entities ( i . e ., turnover of less than $ 1 0 million ) every three years . Eligible individuals will only be given penalty relief on their tax return or activity statement if they make an inadvert ent error because they either : took a position on income tax that is not reasonably argu able , or <end_of_turn>"
gemma-2-9b-it/gemmascope-res-131k,9224,106,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","<start_of_turn> user <bos> released on 2 9 October 2 0 1 9 , with six confirmed rounds , plus one non - champions hip round . All rounds will be held in Australia . Final scheduling of race dates is yet to be determined . The date for the inaugural "" Bath urst International "" event was revealed on 1 5 January 2 0 2 0 . References S 5 0 0 0 Championship Australian S 5 0 0 0 Championship <bos> KT LO - FM KT LO - FM 9 7 . 9 FM is a radio station licensed to Mountain Home , Arkansas . The station broadcasts an Adult Standards format <end_of_turn>"
gemma-2-9b-it/gemmascope-res-131k,9224,106,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna",<start_of_turn> user <bos> disorder we have to solve the problem of a quantum particle in a random quenched potential . This problem has been recently solved using the replica method and the variational approximation [@ yy gold ]. Let us review briefly the results of this approach . In this approximation we chose the best quadratic Hamiltonian parametri zed by the matrix $ % s _{ ab }( z - z ^{\ prime }) $: $$\ begin { aligned } h _ n &= &\ frac 1 2 \ int _ 0 ^ L dz \ sum _ a [\ widetilde {\ epsilon }{\ bf \ dot r }_ a ^ 2 +\ mu {\ bf r }_ <end_of_turn>
gemma-2-9b-it/gemmascope-res-131k,9224,106,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","<start_of_turn> user <bos> * Artem isia * yet , and to do so might be very instructive . 6 . 6 . Genetic Connectivity {# sec 6 dot 6 - viruses - 1 2 - 0 0 1 3 2 } ---------------- --------- This is a bio security term that refers to situations where genetically similar nt sequences occur among populations of the same virus obtained from infected plants growing in different countries \[ [@ B 1 4 - viruses - 1 2 - 0 0 1 3 2 ] \] . In studies with pot y virus isolates from infected crops in Northern Australia and nearby countries ET and PNG , genetic connectivity was demonstrated in three instances . These <end_of_turn>"
gemma-2-9b-it/gemmascope-res-16k,9064,74,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","<start_of_turn> user <bos> ---------------- ---------------- There is evidence of agriculture being practiced by Australia ' s aboriginal population well before the island continent was first colonized by Europeans in 1 7 8 8 . The crops they grew consisted of Australian native plants , such as wild y ams and grasses grown for their storage roots and seeds , respectively \[ [@ B 1 5 2 - viruses - 1 2 - 0 0 1 3 2 ] \] . Interfaces between natural vegetation and introduced crop species only arose after 1 7 8 8 , and , in many parts of the continent , are much more recent than that . Such interfaces are therefore well suited to studies on <end_of_turn>"
gemma-2-9b-it/gemmascope-res-16k,9064,74,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","<start_of_turn> user <bos> A deft ly woven tale of warring kingdoms and the redeeming power of love . Another winner from Sophie Masson . Juliet Mar illier , author of the Shadow fell series . Ant oinette and Jacqueline have little in common beyond a mutual anti pathy for their paranoid , domine ering mother , a bond which has united them since childhood . In the aftermath of a savage betrayal , Antoinette lands on her sister s doorstep bearing a suitcase and a broken heart . But Jacqueline , the ambitious would - be manager of a trendy Melbourne art gallery , has her own problems chasing down a delinquent painter in the sw el tering heat <end_of_turn>"
gemma-2-9b-it/gemmascope-res-16k,9064,74,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","<start_of_turn> user <bos> enjoy reading something from them . In conclusion , this story was sweet for some moments , but the protagonists wasted so much time that we barely got to see their bright side together . I did enjoyed the beginning and the ending , but I rushed through the middle , not fan cing it so much . <bos> Q : Which File Is Missing ? "" i 6 8 6 - apple - darwin 1 1 - llvm - g ++ - 4 . 2 : No such file or directory "" I ' m getting the following error from my compiler : g ++ - c - m 3 2 trace cone . cpp - <end_of_turn>"
gemma-2-9b-it/gemmascope-res-16k,9064,74,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","<start_of_turn> user <bos> the cruel est monster of all : man . Paul Haines is one of Australia s and New Zealand s leading dark fiction authors . He pioneered the back packer horror sub - genre with stories of Western ers confronted by dark powers and corrupted souls in India and Asia . His novel las The Last Days of Kali Yu ga , Door ways for the Dis possessed , and W ives all of which appear in this book have won Australia s highest honours for speculative fiction . The Last Days of Kali Yu ga is a collection of Paul Haines best work . Paul Haines <end_of_turn>"
gemma-2-9b-it/gemmascope-res-16k,9064,74,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","<start_of_turn> user <bos> target ). siblings ("". info Catch er ""). append ('< div class ="" more Info info ""> More Content .. ' + '</ div >'); }); }); <bos> Sc ars of Love Sc ars of Love is a 1 9 1 8 Australian silent film . It is a lost film about which little is known except it is a melodrama featuring a Red Cross nurse and an An zac soldier which climax es in the European battle fields of World War I in which both leads die . It deals with the sins of the father visiting the children . Production The film was most likely made by wealthy amateur enthusiasts . <end_of_turn>"
gpt2-small/res-jb,12141,141,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","for that amount of time comes with its own challenges . We re in a unique space , he explains , we re still trying to grow , but there s only so much you can do without having the product yet . The Hamilton group has been privileged to have an ownership group that has been active in promoting the league , and has been open about their ambitions from the start . Bob Young , the owner of the Tiger Cats and future owner of the Hamilton C PL team , has expressed a great deal of enthusiasm , and has also opened his organization to input from the Battalion members"
gpt2-small/res-jb,12141,141,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","because she feared for her safety . "" I 'm just a little bit concerned that this might be a lot bigger . I 've never been involved in anything like this ever before ."" She refused to name the man who she said sc ammed her . "" I 'm not wanting to protect him , but I 'm not prepared to name any names for fear of any retribution ."" Ms Armstrong said reports she was carrying four driver 's licences when arrested were wrong . She told NZ PA she had three licences -- New Zealand , Australian , and Cook Islands -- with her at the time . She said the"
gpt2-small/res-jb,12141,141,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","life balance is the amount of time we spend at work . Evidence suggests that spending too much time at work can impair our health , jeopard ise our safety and increase stress . In Australia , approximately 14 % of employees work very long hours , one of the highest rates in the OECD . Interestingly , Australian users of the Better Life Index consistently give work - life balance top priority . Policy makers can help address the issue by encouraging supportive and flexible working practices . The Australia Institute ( TA I ) has been conducting research since 2001 , and in 2009 it launched National Go Home on Time Day as a light - hearted way to start a"
gpt2-small/res-jb,12141,141,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","Australia , South Africa and Europe often playing there . The American witness said the raid appeared aimed at ending those festivities once and for all . I feel like this is a way to send a signal to the exp at community , he said . Speaking on the eve of the raid , Deng Guang she ng , Shen zhen s top anti - drug s officer , told the Shen zhen Evening News that his city had become an important drug distribution centre because of its proximity to Hong Kong and Mac au . Meanwhile , rave af icion ados in southern China mourn ed the death of the region"
gpt2-small/res-jb,12141,141,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna",this picture we can also see that the tubing has been slee ved to look like power supply c abling . Which should allow the tubing to blend in with the rest of the system s interior . Adding to that clean hom ogeneous look with the card is installed . You can check out the full specs of Fury X and Fury here and the estimated performance of Fury X here . W CC FT ech AMD Radeon R 9 Fury X 2 AMD Radeon R 9 Fury X AMD Radeon R 9 Nano AMD Radeon R 9 Fury AMD Radeon R 9 290 X GPU Fiji XT x 2 Fiji XT Fiji XT Fiji Pro Hawaii XT Stream Process
gpt2-small/att-kk,7813,122,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","<|endoftext|> particular WR 750 doesn t spend its life tucked away under cover to only be taken out for special days . Ross brings his WR to all kinds of events . Most recently , After shock Sydney 2017 a notoriously unsafe time if motorcycle preservation is concerned . Regardless , this old Harley bel ted around the muddy flat track in the rain , dodging dod gy builds , and giving these young wh ippers n appers a run for their money . Ross is no stranger to this style of Har leys . Wind the clock back nearly 50 years to Ross buying his first motorcycle a 1942 Harley - David son W LA . I purchased the"
gpt2-small/att-kk,7813,122,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","<|endoftext|> A spokesman Peter Gibson says he hopes the ash cloud will have dissip ated by then . "" Obviously we 've got hundreds of thousands of passengers today disrupted right around the country ,"" he said . "" When you take out major centres like Sydney and Melbourne , the knock - on effects of that are huge , and that 's unfortunate , but safety has to come first . "" When it 's safe to go flying , the airlines will go back , but not until then ."" Virgin 's domestic cancell ations alone affect 170 flights and 120 , 000 people . Virgin spokeswoman Danielle Ke ig her y says all flights from"
gpt2-small/att-kk,7813,122,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","<|endoftext|> friendship , networking these are all critical connections and the foundation of a healthy , happy life . We want to bring you closer to all of these connections , in an empowered way ,"" says Whitney Wolfe Her d , Founder and CEO of B umble . Better get sw iping for that dream job , then ! <|endoftext|> For get tax breaks or middle - class welfare . Right wing political parties best chance of rapidly winning over voters could be via the lottery , according to new research . A joint Australian and British study has found that lottery winners tend to switch their political alleg iances to right wing parties after their wind falls . They"
gpt2-small/att-kk,7813,122,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","<|endoftext|> extremely pale colour ation is caused by a recess ive gene and thought to be inherited from mother T ia , which has had other pale coloured jo e ys in the past . Australia Zoo Wildlife Hospital director Dr Ros ie Booth said it was more unusual to see a ko ala with fur this light and with eyes and skin remaining the usual brown black than it was to see a ko ala with al bin ism . "" In veterinary science it 's often referred to as the ' silver ing gene ', where animals are born with white or very pale fur and , just like baby teeth , they eventually shed their baby fur and the"
gpt2-small/att-kk,7813,122,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","<|endoftext|> online poll taken by the Australian Broadcasting Corporation last week showed Australians overwhelmingly believe focusing on the National Broad band Network should be Prime Minister - elect Tony Abbott s highest priority in his first 100 days in office , eclips ing issues such as education , the carbon tax , border protection and the environment . However , Communications Minister Malcolm Turnbull formally sworn in to the role this morning has rejected the online sentiment , saying that it would not be democracy for the Coalition to walk away from its fibre to the node - based NBN policy . In the wake of Turnbull s comments on the issue last week"
llama3.1-8b/llamascope-res-32k,7530,120,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","if being Australian means he isn 't used to putting jackets on while riding . 37 . 8 km - Now Hind ley can 't get his jacket z ipped , thus eliminating almost all of the benefit of wearing a jacket . This is a disaster and shows how In eos does the little logistics a bit better than other teams . Also , I wonder if In eos isn 't driving hard enough , Tao needs a lot more time on K eld erman than this 46 - seconds . 36 . 1 km -H ind ley is descending with an open jacket , this is really bad and he will be much colder and slower than the In eos pair . 34 ."
llama3.1-8b/llamascope-res-32k,7530,120,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","on their way through the mountains of Ar un ach al Pradesh in 185 4 , the KB M Hospital is the only Church -run hospital in the north eastern most state of India , border ing China and Myanmar . <|begin_of_text|> Interactive Games & Entertainment Association Join I GE A IG EA Media Releases IG EA News IG EA Research Reports and Facts IG EA Publications Healthy Video Gaming Home > I GE A News > Games are the key to a COVID -resistant Australian entertainment industry , by Ron Curry Games are the key to a COVID -resistant Australian entertainment industry , by Ron Curry This article originally appeared on the Australian Financial Review on"
llama3.1-8b/llamascope-res-32k,7530,120,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","this season . This is 47 more runs than the second -best South Sydney Rabbit oh s who sit on 203 . The Raiders have also impressed when it comes to the kicking game . Ricky Stuart 's side is placed first in the NRL for both total kicks ( 333 ) and 40 / 20 kicks ( 3 ). Both stats help the Raiders gain crucial metres out of the back half of the field , leading to strong attacking positions . Post Origin Perform ances Can berra currently sits fourth on the ladder and wins in the final half of the season will help the Raiders secure a top -four spot . The Raiders will be looking to get essential wins"
llama3.1-8b/llamascope-res-32k,7530,120,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna",", delivering quality education projects around the world and Sup re Foundation that funds projects that educate , support and empower young girls . This is our journey of continuous improvement . One that we are committed to for the long haul . 201 4 : Established employee car pool ing system 201 5 : Implemented recycling at Global Support Centre ( Ge elong ) 201 6 : Introduced recycled boxes and shipping bags 201 8 : Comm enced working toward goal of zero plastic shopping bags with recycled and recycl able paper bags 201 8 : Packing machine installed at Australian DC to reduce packaging waste for online deliveries 201 8 : Establish Manufacturing Restricted Substance List 201 8 : Establish"
llama3.1-8b/llamascope-res-32k,7530,120,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","of local counties and cities receive a portion of the total funding , including , but not limited to : C uy ah oga County $ 9 , 879 , 339 Frank lin County $ 3 , 158 , 302 Hamilton County $ 5 , 464 , 367 Mont gomery County $ 3 , 868 , 913 Sum mit County $ 1 , 535 , 739 St ark County $ 3 , 228 , 483 State of Ohio $ 90 , 557 , 128 The complete list of American Rescue Plan Act HOME Supplement al Allocation recipients is provided by HUD . Cal fee 's Federal Government Relations and Policy team will provide ongoing updates related to the developments at"
gemma-2-9b/gemmascope-res-16k,8909,128,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna",", remote engine start and speed warnings . <bos> Richard Brou n Richard Brou n may refer to : Richard Brou n ( politician ), see Members of the Western Australian Legislative Council , 1 8 3 2 - 1 8 7 0 Sir Richard Brou n , 6 th Baron et 1 3 Dec 1 7 8 1 of the Brou n Baron ets Sir Richard Brou n , 8 th Baron et ( 1 8 0 1 1 8 5 8 ), of the Brou n Baron ets See also Richard Brown ( disambiguation ) B rou n ( surname ) <bos> i CADE 8 - Bit ty to debut at"
gemma-2-9b/gemmascope-res-16k,8909,128,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","the accompanying drawings . <bos> United Kingdom The look on Mim s face said it all ; That is one of the best things I ve ever tasted , she said gle efully , pushing the glor iously large yet somewhat daunting mac and cheese toast y across the table for Mark to taste . Were we in Manchester , or had we magically tele ported back to our hometown of Melbourne for some top quality grub ? Being from Melbourne , we re kinda food sno bs . When you ve got access to so many incredible restaurants , it s hard not to be . <bos> Book Review : Crochet Saved My Life Sunday , March"
gemma-2-9b/gemmascope-res-16k,8909,128,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","you at the event . <bos> Successful communication hinges on keeping track of who and what we are talking about . For this reason , person reference sits at the heart of the social sciences . Referring to persons is an interaction al process where information is transferred from current speakers to the recipients of their talk . This dissertation concerns itself with the work that is achieved through this transfer of information . The interaction al approach adopted is one that combines the "" micro "" of conversation analysis with the ' macro ' of genealog ically grounded anthropological linguistics . Mur rin y Pat ha , a non - P ama - Ny ungan language spoken in the north of Australia , is a"
gemma-2-9b/gemmascope-res-16k,8909,128,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","wife had known each other about 1 8 months when they were arrested in Melbourne . He said when they collected the cash from the Mantra hotel he was not concerned about where it was coming from or where it was going , he was just hoping they wouldn not be robbed . "" To me it felt a little grey area ,"" Mets aran ta told police . "" I have to admit I was a little uncomfortable with that much money ."" M ets aran ta said his wife had received a call after they landed in Melbourne , but he did not know what it was about because he could not speak Mandarin or Cantonese . They travelled"
gemma-2-9b/gemmascope-res-16k,8909,128,"hindu, mandir, murti, brahma, diwali, hinduism, holi, moksha, puja, vedas, varanasi, Yajna","record sales . He and his wife successfully sold off the majority of their business and commenced semi - retirement . Associate of Coach Tony In man . Read Tony s book , If Life s Worth Doing , It s Worth Doing Well and was inspired to re - think his work / life balance and to immediately set up his business in such a way that he could take more holidays . ***** David Bears ley Business Marketing Consultant and Trainer , Owner of Superior Business Networks , Perth , Western Australia . Associate of Coach Tony In man . Worked with Tony to co - fac ilitate business improvement programs . Eng ages Tony"
