model,total_queries,poverty_mentions_count,queries_with_poverty_mentions,example
gemma-2-9b-it/gemmascope-res-16k,9884,64,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","<start_of_turn> user <bos> basically anyone . You don ' t value any stories more than any others . Now imagine the first people you talk to are kind of bitter and mean . They treat you with some hostility . They don ' t trust you . They don ' t like you . But they do talk to you , and when they do , they tell you of terrible things happening to them from the government . Every single one of them has a story about how their experience isn ' t fair . They don ' t get enough steam for their pun ks in their part of town . They are powerless . Poor . If any of <end_of_turn>"
gemma-2-9b-it/gemmascope-res-16k,9884,64,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","<start_of_turn> user <bos> and strengthens him / her to deal with hardships . As the Quran says believers find their life meaningful and hope for God \' s favor and generosity . Through Knowing God , spiritual life is formed . Based on the interpretation and impression are forms about God and his / her activities , which in turn , influence life style , problem - solving strategies , hardship \' s management , and decision making procedures . Furthermore , the findings of the present study indicate that religious beliefs can guide individuals toward personality development and perfection and guarantee mental health . Faith in God could make one potentially secure against stere os that can threaten his / her mental health <end_of_turn>"
gemma-2-9b-it/gemmascope-res-16k,9884,64,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","<start_of_turn> user <bos> with lack of mental health . Hill * et al *. found that true religious belief acts as a motivational drive and is closely related to physical and mental health . \[ [@ ref 1 7 ] \] Koenig * et al *. and Smith * et al *. also showed that health is a causal result of the relationship between higher levels of spirituality and reliance on God and trust in God enables people to tolerate hardships of life much better since they believe in God and entrust their lives into his hands . \[ [@ ref 1 8 ][ @ ref 1 9 ][ @ ref 2 0 ] \] Also , James states that the foundation of religions <end_of_turn>"
gpt2-small/res-jb,13445,134,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","for Del Z otto not now . For the bottom line is that at the age of 24 , Del Z otto is a re clamation project . It is impossible to believe there aren t needy teams out there that wouldn t take a fl ier on him , but at their price , not his ; their terms , not his . This is a summer in which Del Z otto should spend his time surrounded by , and looking at , mirrors . The alarm has sounded . It is largely pro - form a , and it is actually good news for the Rangers that their three salary arbitration - eligible restricted free agents"
gpt2-small/res-jb,13445,134,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","colon izing power is no longer a Nation - State but directly the global company . [ 11 ] He makes this argument in order to provide the basis for his cor oll ary point that the ideal form of ideology of this global capitalism is multicultural ism . [ 12 ] While it is not directly stated in i ek s In Defense of Lost Causes , the same premise informs his characterization of the sl um dwell er in the book as living in blank spots from which the state has withdrawn its control . [ 13 ] The rise of a global urban poor"
gpt2-small/res-jb,13445,134,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","programmes is harshly punished . E ighty people were reportedly shot recently for crimes that included being caught with pir ated copies of South Korean programmes . Such penalties have failed to damp en demand , however , perhaps explaining the regime 's willingness to consider foreign exports and so make its own channels more popular . Many North Koreans store foreign programmes on USB sticks , which can be pulled out and hidden from police if required . <|endoftext|> R BI Governor R agh ur am Raj an has said that one should not think of making a fortune while serving poorest of the poor . Reuters As king micro - l enders to look at only a reasonable profit"
gpt2-small/res-jb,13445,134,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","two episodes , is standard spy - story stuff . It doesn t try for anything like the juicy excess of Re venge , and it has no sheer ly enjoyable performance like Gabriel Mann s as that show s needy billionaire . Video But it has its pleasures and grace notes , like those practical yet impractical sand als , or Be cca s taking time out from gr illing her son s Italian girlfriend to lecture her about the evils of smoking . ( When the woman says that he left her because he was just like all the other American boys ,"
gpt2-small/res-jb,13445,134,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","fullback . This is a frustrating , over compl icated and downright ineffective tactic . For a number of years G id ley has been part of Newcastle s spine , and he has a great deal of respect from his teammates and the coaching staff . But it s becoming clear that he needs to move from a shot caller to a support player . G id ley often over calls his halves for the ball , only to make a poor decision when he gets it in his hands . The halves , Jar rod Mull en and Tyr one Roberts , seem to lose confidence and refuse to back themselves"
gpt2-small/att-kk,8505,216,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","<|endoftext|> key here is there is no behavior analysis to the perceived threat , just over - z ealous reaction . Organ ized provocation can not be blamed on people doing innocent things , even by accident in a restricted area . In reality , an organized threat that wished to use a drone of some sort would not be able to be effectively stopped . But more to the point , a drone or RC aircraft would make a poor choice of weapon for terrorists , so the risk is minimized . <|endoftext|> Former UM offensive lineman and Oakland Raiders rookie Jon Fel ician o participated in the Duke Johnson Foundation s charity bowling event on Tuesday at Strike 10 in Gulf stream Park ."
gpt2-small/att-kk,8505,216,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","<|endoftext|> the focus groups and attempt to exploit Christie 's gender gap by repeatedly bringing up the governor 's opposition to abortion and gay marriage . He will frame these as civil rights matters , then go for the gut by questioning Christie 's blue - collar - hero status that the governor reduced a tax credit for the working poor , while veto ing taxes for millionaires . Most of all , Booker will wait for the inevitable insult , some word that Christie lets slip that a few thousand independent voters think goes too far . This isn 't a state where we want our leaders calling lawmakers n umbn uts and Navy SEAL s id iots"
gpt2-small/att-kk,8505,216,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","<|endoftext|> ( no c umin , mac qu en warming spices as found in northern Thai la abs ), but it tasted incredible . He seasoned less and allowed the produce to shine ; his reci pe was more a loose guide to be adapted around what was good at the time . In rural Thai food , I d found a style of cooking that combined a preference for simplicity with the Thai flavours I loved p ung ency , aroma , spice and heat . This idea became our second restaurant , Kil n . Asian - I ber ian recipes for Spanish so f rito and Bas que pork belly Read more"
gpt2-small/att-kk,8505,216,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","<|endoftext|> Justice Department has the authority to withhold federal funds from states that don t comply in sending the information to federal agencies . The funds total $ 500 million a year and are div v ied up among states based on a formula that includes factors such as population and violent crime . The attorney general would then have two years to determine if the data could be used to reduce deaths and submit a report to Congress . Scott "" was n 't satisfied "" with how the information was used when the law was first passed , but is hopeful things will be different now . "" I think providing the data should not be a hardship ,"" he"
gpt2-small/att-kk,8505,216,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","<|endoftext|> The Well goes , it s the poor and hungry who ll feel it most . Consider Tom Logan , a regular den izen of The Well who lives in a house rented by Deng ler . Tom is 64 , a tall , thin Caucasian man with a bus hy blond ish beard and <|endoftext|> This Minecraft PE triple village seed was submitted by an Epic Minecraft player a few days ago . The seed has been floating around for awhile ( it works in both 0 . 9 x and 0 . 10 x infinite ), so we re not sure if the sub mitter , Bud der lord , was the first to find it , or if"
llama3.1-8b/llamascope-res-32k,7551,181,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak",". This major rise in income within the country was to do with a large economic boom which happened in 192 0 's America which affected both business and society . Due to the increase of national money within the 192 0 's the amount of roads in the US were increased , with the mileage doubling companies had access to a much wider market mail order companies especially benefited from the increase in roads as they could reach cost um ers who were located far away from their main base , both within the large cities of America and the rural areas . To raise awareness to their products around the country many companies invested in advertisement during the 20 's . The"
llama3.1-8b/llamascope-res-32k,7551,181,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","her , and sold her south to Mex es pan a . "" This wasn 't a bad shopping center to get out of the deal , as long as we had to fail on a case ,"" I said . "" Lots of jobs and it 's kind of pretty ."" H ore js i 's ap ert ures focused on me . My as -us ual -l ame attempt at small talk had only pissed her off more . "" It was hard on that poor girl . Let 's not have too many failures if we can help it . Anyway , I think the London registry anomaly shows us that whatever Per on is doing to make a mess of the past ,"
llama3.1-8b/llamascope-res-32k,7551,181,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","chopped fruits or the balanced match a green tea -based ice , there are pat b ings u flavors to satisfy every sweet tooth . B ud ae J j ig ae directly translates to mean into Bud ae ( Military base ) J ig ae ( Soup /St ew ). The term originates from bud ae jj ig ae 's origins as a wartime food . Because of the struggling economy at that time , the soup features low -cost Western staples like spam , sausage , American cheese , and baked beans , reflecting the r ations provided to the army and the region 's American presence . Despite its humble origins , the stew has remained a favorite for locals even decades after the"
llama3.1-8b/llamascope-res-32k,7551,181,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","enact more gun control After a month -long recess , California lawmakers have returned to their posts to infr inge on even more of your rights . With only weeks to go until adj ourn ment , this is our last chance to take a stand . Virginia AG Dis miss es Rural School District 's Plan to Arm Employees as a "" scheme "" For months , the Lee County ( VA ) School Board has been studying ways to ensure the safety of teachers and students on campus . The county , located in the southwestern corner of the state , only has four school resource officers for 11 schools , and don 't have funding to hire more . In the mountain"
llama3.1-8b/llamascope-res-32k,7551,181,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak",", who could be the club 's top centre , will be signed before opening night . He will have to sign by Dec . 1 to be eligible to play . NEW FO ES : While the Rangers will still face familiar rivals from their Atlantic Division days the New Jersey Devils , the New York Islanders , the Philadelphia Flyers and the Pittsburgh Penguins they will be joined in the newly formed Metropolitan Division by the Carolina Hurricanes , the Washington Capitals and the Columbus Blue Jackets , who were moved from the West . N ASH AND R ICH ARDS : Brad Richards is still with the Rangers after his poorest NHL season . He avoided having his contract bought out , but"
gemma-2-9b/gemmascope-res-16k,9403,106,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","can save your preferences ! <bos> Your inner Chi mp can be your best friend or your worst enemy ... this is the Chi mp Paradox Do you sabotage your own happiness and success ? Are you struggling to make sense of yourself ? Do your emotions sometimes dictate your life ? Dr . Steve Peters explains that we all have a being within our minds that can wre ak havoc on every aspect of our lives be it business or personal . He calls this being "" the chimp ,"" and it can work either for you or against you . The challenge comes when we try to tame the chimp , and persuade it to do our bidding . The Chi"
gemma-2-9b/gemmascope-res-16k,9403,106,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","record of losses and negative net worth , these funds could not be obtained except from the parent . The examiner concluded that , despite undoubted hardship to users , which might require many to move , with consequent loss of employment opportunities and revenues to the City and the State , there was no alternative to authorizing abandonment by the Railroad . Turning to the legal argument concerning the obligations of Terminal Company as lessor , the examiner concluded that this raised a factual issue of the lessor ' s earlier common carrier status , which had never previously been resolved and which could be tested in an action by the object ing parties under 1 ( 1 8 ) and ( 2 0"
gemma-2-9b/gemmascope-res-16k,9403,106,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","of the switching power supply . This is assuming your "" sol enoid nozzle "" ( do you really mean "" valve "" ?) is intended for other than binary on / off operation , often called a proportional valve . Trying to drive a binary mechanism to in - between states may not end well . Const antly banging it between on and off may be even worse . <bos> Association of decreased expression of the macrophage scavenger receptor MAR CO with tumor progression and poor prognosis in human hepat ocellular carcinoma . The macrophage receptor with collagen ous structure ( MAR CO ) belongs to the scavenger receptor family ; however , few studies have assessed their potentials in modulating"
gemma-2-9b/gemmascope-res-16k,9403,106,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak","The newspaper reported , Dla mini further noted that the drop in numbers that had been projected by critics had not happened at all . There has been a long history of misinformation about the potential for success of the airport . It was controversial from the moment the construction was announced in 2 0 0 3 . The International Monetary Fund said the airport should not be built because it would divert funds away from much needed projects to fight poverty in Swaziland . Today , about seven in ten of King M sw ati s 1 . 3 million subjects live in abject poverty , with incomes less than US $ 2"
gemma-2-9b/gemmascope-res-16k,9403,106,"buddhist, dharma, mandala, monastery, monk, pagoda, Sangha, stupa, vihara, buddha, buddhism, tripitaka, vesak",the way home . You should expect Instant approvals No deposits asked Low interest rates Understanding credit car finance Cars are essential for the day to day life but only a few can manage to get money needed to buy a car on an instant . This is because quality cars are quite costly and it is not always easy to have such an amount of cash stacked up in a bank account or in your savings . It would be unwise to get a cheap low cost car that is of poor quality and is not able to guarantee smooth sailing all the time . Car finance companies like Car Finance City . co . uk offer clients the
