model,total_queries,crime_mentions_count,queries_with_crime_mentions,example
gemma-2-2b/gemmascope-res-65k,8675,88,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","sentence This is when you are sentenced to a period of imprisonment , but are not actually sent to prison as long you comply with any conditions and do not commit any further offences . Suspended sentences can last up to 2 years . Full time prison This is when you are sent to ga ol . Full time imprisonment can only be imposed if no other alternative is appropriate in the circumstances . Call our experienced criminal lawyers today for a free first appointment where we can discuss your child abuse material case and advise you of the best way forward . <bos> In vitro assessment of antic ry pto spor id ial efficacy and cytotoxicity of adenosine analogues"
gemma-2-2b/gemmascope-res-65k,8675,88,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","Thompson and his associates is the social significance of crime and the law , and they are thus part of this new drive to investigate the historical interactions of society and culture ( in the anthropological sense of the term ). The keynote essay in these twin volumes is that by Douglas Hay , Property , Authority and the Criminal Law , which forms the introduction to Albion s Fatal Tree . Here he sketches out a new interpretation of the social role of the law in eighteenth - century England . He tries to explain two parado xes . Why was it that although the legislature kept adding from about 5 0 to 2 0 0 to the number"
gemma-2-2b/gemmascope-res-65k,8675,88,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","are just as common and normal as any other family . Meanwhile the media highlights stories of transgender toddlers and invokes pity for the handful of gay students who go to Christian colleges and are open about their sexuality , then complain when they are asked to abide by the school s religious rules . Gay activists who say hateful things get a pass from the media too . Take Dan Savage , who has said all kinds of vile comments towards conservatives , Christians , and women , yet the media ignores his hate . The moment a Christian refers to the Bible on homosexuality , the media relentlessly attacks the person , their family , and tries to take away their livelihood"
gemma-2-2b/gemmascope-res-65k,8675,88,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","activists who say hateful things get a pass from the media too . Take Dan Savage , who has said all kinds of vile comments towards conservatives , Christians , and women , yet the media ignores his hate . The moment a Christian refers to the Bible on homosexuality , the media relentlessly attacks the person , their family , and tries to take away their livelihood . They did that with Phil Robertson of Duck Dynasty and Chic - Fil - A s Dan Cathy . A much higher percentage of the population believes marriage should be between man and a woman . The annual March for Marriage is the largest march of its kind yet theme dia refuse to report on it"
gemma-2-9b/gemmascope-res-16k,9675,216,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","to limit access to preventive care ."" Warren also bored in on the national implications of the race , arguing that a vote for Brown would also be a vote for expanding the clout of Republicans in the Senate many of whom are more conservative than Brown . She reminded voters that the next senator from Massachusetts could have a role to play in ano inting Supreme Court nominees , and she sought to raise doubts about Brown ' s commitment to abortion rights . Warren f ended off attacks by Brown , including his questioning of her integrity during her academic career . She had listed herself as a minority in a directory of law - school professors for many years , then"
gemma-2-9b/gemmascope-res-16k,9675,216,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","dishonest Democrats . He depicts Ohr , Lisa Page , Peter Str zok , Andrew McCabe , and others who have had extensive experience in investigating money laundering and organized crime , especially connected to Russia . DDT s big fear is that Robert Mueller s team is expert in finding fraud , ra cke te ering , money laundering , and other financial crimes . The article is well - worth a read , especially to see DDT s connections to the crimes . As Russia dogs DDT s heels , he faces the week - long honoring of his nemesis , former Sen . John McCain ( R - AZ ). After his death at the age of"
gemma-2-9b/gemmascope-res-16k,9675,216,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","// Charge _ Timer if ( m _ ui Charge Timer < ui Diff ) { if ( Unit * p Target = m _ creature -> Select Attacking Target ( ATTACK ING _ TARGET _ RANDOM , 0 )) { if ( Do Cast Spell If Can ( p Target , SPE LL _ CHARGE ) == CAST _ OK ) { m _ ui Charge Timer = ur and ( 8 0 0 0 , 1 6 0 0 0 ); } } } else { m _ ui Charge Timer -= ui Diff ; }"
gemma-2-9b/gemmascope-res-16k,9675,216,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","Birmingham did end official segregation ( if not racial violence , as the bombing of the church that forms the center of the W ats ons novel shows . Change happened , even if the results of those actions are still something we continue to reckon with as a country . ( This is for the Slice of Life challenge , hosted by Two Writing Teachers . We write on Tuesdays about the small moments in the larger perspective or is that the larger perspective in the smaller moments ? You write , too .) I was wandering our small city s downtown , a little bit bored and sort of wasting the hour . This is often when our attention to the"
gemma-2-9b/gemmascope-res-16k,9675,216,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","finding a wonderful partner for a very long term relationship . 1 9 9 8 - Future wise Drugs and smoking We will see widespread drug testing at work and in prisons , greater investment in drug rehab . 1 9 9 8 - Future wise We will see progressive criminal isation of smoking with ever stricter regulations on tobacco , and a bitter fight in some nations over de criminal ization of cannabis . 1 9 9 8 - Future wise We will see hundreds of new designer drugs that fall outside government legal powers , of which some will enhance memory and intelligence , becoming widely abused by students . 1 9 9 8 - Future"
gemma-2-9b-it/gemmascope-res-131k,11090,247,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","<start_of_turn> user <bos> relationship with both . Here we have a club with a fanbase essentially stretching in a thin strip from Lad broke Grove to Heathrow , and a crowd of 1 8 , 0 0 0 . Fans of the club are at their happiest when the team is passing the ball , playing attacking attractive football , the players are smiling and the shirt has a clear , broad blue hoop . That is it . With that approach they won the Championship in 2 0 1 1 , and that strip of West London smiled . A local joyful experience that had nationwide moment in the sun . Yet the promised - land is the global <end_of_turn>"
gemma-2-9b-it/gemmascope-res-131k,11090,247,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","<start_of_turn> user <bos> and message boards like 4 chan . It ' s an interesting metaphor , and I think it ' s insightful . In a new world , it ' s important to have a discussion about rules . And to have that discussion , there has to be a certain amount of discussion about where ( and when ) the rules apply . As Stry ker notes : / b / is significant because it ' s the only board on 4 chan that has no rules ( the only thing prohibited is committing or plotting actual crimes , the same rules that apply to any public forum on or offline ). Actually , as it <end_of_turn>"
gemma-2-9b-it/gemmascope-res-131k,11090,247,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","<start_of_turn> user <bos> with this is that it provides a method for persistence that no user will ever find This isn ' t relevant because if you ' re logged in as the affected user , nothing you see can be trusted because you ' re already p wn ed . For instance , the attacker could have replaced the reg edit icon with a patched reg edit , or attached a debugger to every process and patched any system calls . The only safe course of action would be to create a new profile . > and even most Windows administrators will have no idea to look for . AFA IK user hives aren ' <end_of_turn>"
gemma-2-9b-it/gemmascope-res-131k,11090,247,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","<start_of_turn> user <bos> one that also boasted a warm , folks y humanity in the midst of its otherwise way - out tales of Mab use - like criminal master minds with off - the - wall adventure plotting . The producers very cleverly were able to weave the series progressive can - do attitude regarding the potential achievements of technology and progress , into stories that also functioned as traditional hom ilies promoting an ethic of home - grown fortitude and fairness , and above all , humanity . To catch up with the show again after well over thirty years , thanks to this comprehensive boxed set , which contains every single episode and TV movie ever made , including the <end_of_turn>"
gemma-2-9b-it/gemmascope-res-131k,11090,247,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","<start_of_turn> user <bos> christ en this column I Want to Go to There . Sadly , this amazing hotel did not cross my literal path , but rather entered my life via an email from Jet setter . com , which is always full of tempting trips I wish I could take . Forget the bat cave , this hotel was formerly a house of bedrooms , carved out of a cave in Capp ado cia , Turkey . Common areas even have wi - fi , though unless you are booking a local hot air balloon ride online , being on your laptop at a place as beautiful as this should be a crime . Turkish interior designer superstar <end_of_turn>"
gemma-2-9b-it/gemmascope-res-16k,10387,234,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","<start_of_turn> user <bos> sentence This is when you are sentenced to a period of imprisonment , but are not actually sent to prison as long you comply with any conditions and do not commit any further offences . Suspended sentences can last up to 2 years . Full time prison This is when you are sent to ga ol . Full time imprisonment can only be imposed if no other alternative is appropriate in the circumstances . Call our experienced criminal lawyers today for a free first appointment where we can discuss your child abuse material case and advise you of the best way forward . <bos> In vitro assessment of antic ry pto spor id ial <end_of_turn>"
gemma-2-9b-it/gemmascope-res-16k,10387,234,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","<start_of_turn> user <bos> which governs least . It is said that American government rests upon the consent of the governed . Now is the time for all good men and women to withdraw and cancel that consent . Tray von Martin has been portrayed in the media as a sweetie - pie . The first published pictures of him that I saw were of Martin at the age of 1 2 , or so , looking relatively mild and not especially bright . The pictures which Martin published of himself at age 1 7 , online , and before he attacked Zimmerman --- and pictures which others had of him at that age --- showed him at 1 6 <end_of_turn>"
gemma-2-9b-it/gemmascope-res-16k,10387,234,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","<start_of_turn> user <bos> which again leads to significant calcium influx and ultimately cell death \[ [@ CR 1 3 ] \] . The other major mechanism of cellular demise is via the formation of free radicals facilitated by the reduction of iron from its ferric ( Fe 3 +) to its ferrous ( Fe 2 +) form and the initiation of inflammatory cascades \[ [@ CR 1 2 ] \] . Cere bral blood flow in hypoxia {# Sec 4 } ================ ============== In nor mo xic states , cerebral blood flow is very tightly controlled by the partial pressure of carbon dioxide ( Pa CO ~ 2 ~ ). Any hypo cap nic state will result in vaso const riction <end_of_turn>"
gemma-2-9b-it/gemmascope-res-16k,10387,234,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","<start_of_turn> user <bos> which allows a Ky ur anger to become a , also known as the , where their personalities are more enthusiastic for them to enhance their attacks with solar energy . They can also execute an attack called where they emit a sunlight - like glow that can increase Ten bin Gold ' s power . Sh ishi Red uses it to become . Cha meleon Green can also use it to become . : A Moon - based half which allows a Ky ur anger to become a , also known as the , where their personalities are more sophisticated for them to enhance their attacks with lunar energy . They can also execute an attack called <end_of_turn>"
gemma-2-9b-it/gemmascope-res-16k,10387,234,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","<start_of_turn> user <bos> which is necessary to achieve the rate point where the FCS is optimal . One can use scalar quanti zers without a performance loss in security if the RO output statistics satisfy certain constraints [@ ben im dis sertation ]. We do not use the first transform coefficient , i . e ., DC coefficient , for bit extraction since it corresponds to the average over the RO array , known by an attacker [@ ben im dis sertation ]. Furthermore , Gray mapping ensures that the neighboring quantization intervals result in only one bit flip . This is a good choice as the noise components $ E _ i $ for all $ i = 1 , 2 ,\ <end_of_turn>"
gpt2-small/att-kk,8269,576,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","<|endoftext|> key here is there is no behavior analysis to the perceived threat , just over - z ealous reaction . Organ ized provocation can not be blamed on people doing innocent things , even by accident in a restricted area . In reality , an organized threat that wished to use a drone of some sort would not be able to be effectively stopped . But more to the point , a drone or RC aircraft would make a poor choice of weapon for terrorists , so the risk is minimized . <|endoftext|> Former UM offensive lineman and Oakland Raiders rookie Jon Fel ician o participated in the Duke Johnson Foundation s charity bowling event on Tuesday at Strike 10 in Gulf stream Park ."
gpt2-small/att-kk,8269,576,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","<|endoftext|> z - Z or is not outside the U . S . military s strike range capacity . This is the same city that was attacked by the American - led coalition in September of last year an attack that targeted Syrian troops for over an hour , paving the way for a timely ISIS offensive . Yet when it comes to hundreds of reinforcements raging through the Iraqi border into Syria , the U . S . military is on a brief vacation . We were told Raqqa was to be ISIS last stronghold in Syria , but this is clearly not true . In order for the U . S . to ultimately put pressure on the Syrian"
gpt2-small/att-kk,8269,576,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","<|endoftext|> s not what Islam is all about . Islam is peace . Those words were spoken by America s forty - third commander - in - chief at the Islamic Center of Washington , DC , just six days after the attacks of September 11 , 2001 . Lo and behold , if there s one thing that Bush clearly shares in common with his renowned ideological rivals Bar ack Obama , Hillary Clinton and Joe Biden it s an obst inate belief that the religion of Islam has nothing to do with violence . Obama has defended the true peaceful nature of Islam . Clinton has tweeted ,"
gpt2-small/att-kk,8269,576,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","<|endoftext|> Bowling Green , Missouri . In 1981 , he had a dramatic encounter with God which radically changed his life . He received the baptism of the Holy Spirit and began challenging his fellow Am ish to open up to the mainstream Evangel ical move of God in our day , including the growing phenomenon of Christian support for Israel . G iro d has written of this experience in his book Bapt ized by Fire : The G eth se man e Way . But his message met resistance from more traditional elements within the Church . Today , he is an elder of an Am ish community near Bon ners Ferry , Idaho , where he also heads the ministry An ab apt"
gpt2-small/att-kk,8269,576,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","<|endoftext|> were no saints ? To re phrase the question : What would be the meaning of the Christian gospel if there were no wonder workers , no people who had been trans figured with the Divine Light , no cl air voy ant prophets , no heal ers , no people who had raised the dead , no asc etics living alone in the deserts for years on end , no be acons of radical , all - for giving love ? What would be the meaning of the Christian gospel if there were no wonder working relics , no true Body and Blood of Christ , no true Bapt ism in the death and resurrection of Christ ? What if there were"
gpt2-small/res-jb,14015,684,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","K aba is a New York City based organizer and educator . Her work focuses on ending violence , dismantling the prison industrial complex , transformative justice , and supporting youth leadership development . This is a white supremacist , racist , patriarchal , trans ph obic country . In that context , everything that exists in the world is seen in its center as a white , male , cis gender , straight narrative . Everything gets processed through that idea . It 's not surprising to me that when people talk about the left , they 're talking about white men who are straight . And I don 't see myself as someone who feels like they need to argue"
gpt2-small/res-jb,14015,684,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","dam aging and an excuse for homophobia and neo - Col onial ism . In a leaked email chain obtained by Oxford s independent student newspaper Cher well , Junior Common Room ( J CR ) Vice - President Freddy Pot ts stated that the college body wanted the fres hers fair to be a sec ular space following con cern s raised by the college s student welfare representatives . The move caused outrage amongst the college s members who called it an attack on free speech and freedom of religion . According to the university newspaper ,"
gpt2-small/res-jb,14015,684,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","Another hobby of mine is writing . A couple years back , I wrote a bunch of fan fiction for Sonic the Hedge hog , which I am quite proud of . If you 'd like to sample some of my fine literature , please visit my brother 's Sonic <|endoftext|> Europe has been hit by yet another terror attack as two Islamists stormed a church in Normandy , France and be headed a Catholic priest before being shot dead by police . The attackers entered the church in the town of Saint Et ienne du Rou v ray at around 9 am this morning local time during mass before taking six hostages , including the pastor , two nuns and several worsh"
gpt2-small/res-jb,14015,684,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","least one , if not both , of these qualities and are essential viewing for those with a serious interest in thrill ers or crime dramas . 15 . The Berlin File ( Se ung - Wan Ry oo , 2013 ) With its non - K orean setting ( Ber lin as you might have guessed from the title of the movie ) and sweeping action set pieces , The Berlin File revolves around Jong - Se ong , a North Korean agent who becomes exposed when an illegal arms deal goes wrong . In the aftermath no one is sure whose side Jong - Se ong and his wife , who is a translator at the North Korean embassy"
gpt2-small/res-jb,14015,684,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus",". The 27 - year - old , who is attempting to cycle around the world , was accused on social media of putting others in danger for the sake of adventure . Colorado 's story differs considerably from that of the police in Pakistan . "" That day I was travelling [ in the car ] with a driver and one armed police officer ."" A few minutes into the ride , he said , a grenade was thrown at the vehicle , landing just a few metres away and sending sh rapnel flying towards his head . As Colorado lay bleeding on the back seat , his ears still ringing from the attack , his driver sped away as more shots"
llama3.1-8b/llamascope-res-32k,7383,171,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","They are respectful and do their best to accommodate patient schedules . I would highly recommend Dr . Oliver and Capitol Ch iropr actic ."" <|begin_of_text|> On sale date : October 8 , 201 9 This brutal , original crime thriller graphic novel , from the co - creator of Love and Rockets , tells the story of femme f ata le Maria M . Maria M .' s is a s ord id tale of sex , drugs , violence , and power . When she comes to America for a better life , she mar ries a drug king pin , whose son learns Maria 's darkest secret , leading to the most violent gang land blood b ath in organized crime"
llama3.1-8b/llamascope-res-32k,7383,171,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","this season . This is 47 more runs than the second -best South Sydney Rabbit oh s who sit on 203 . The Raiders have also impressed when it comes to the kicking game . Ricky Stuart 's side is placed first in the NRL for both total kicks ( 333 ) and 40 / 20 kicks ( 3 ). Both stats help the Raiders gain crucial metres out of the back half of the field , leading to strong attacking positions . Post Origin Perform ances Can berra currently sits fourth on the ladder and wins in the final half of the season will help the Raiders secure a top -four spot . The Raiders will be looking to get essential wins"
llama3.1-8b/llamascope-res-32k,7383,171,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","on the small babies , who do not even know yet that they are Jews ?"" [ 12 ] She concludes one particular section on pog rom violence by stating , without referencing any evidence , that there were "" numer ous acts of rape ,"" and that "" many were massac red men , women , and children . The cruelty that marked these killings added a special dimension to the feeling of terror and shock that spread in their wake .""[ 13 ] Joseph Brand es , in his 200 9 Imm igrants to Freedom alleges , without citing evidence , that mobs "" th rew women and children out of the windows "" of their homes , and that "" heads were"
llama3.1-8b/llamascope-res-32k,7383,171,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","else . This was a most de pl orable crime . The woman had five children , the youngest being still in arms . What happens to the children now ? In ev itably the crime must have a terrible effect on them . There is a saying that if you educate a woman , you educate a family : and there is a grim sense in which it is true to say , if you kill a woman , you kill a family . More Deaths in Fam ag usta As soon as the crime was known , a body of British troops descended on the district of the town where the murder , as it happened , had taken place . Fam ag usta"
llama3.1-8b/llamascope-res-32k,7383,171,"baptism, bible, christian, church, crucifix, gospel, pastor, pope, priest, sacrament, christianity, communion, jesus","a very small amount of murders ."" G ily ard makes a good point . This year , the Chicago homicide toll has already surpassed 700 , and more than 4 , 000 people have been shot . And while some might say comparing the two communities is comparing apples to oranges , El Paso has a violent crime rate of 3 . 75 per 1 , 000 residents , while Chicago 's is nearly three times higher , at 9 . 08 per 1 , 000 residents . Florida Will Again Consider Campus Carry In 201 7 Following the ISIS -inspired attack on the campus of Ohio State University a rampage that ended when a university police officer"
