Term1,Term2,Term3,CommonFeatures
This is a christian,This is eid,,12
This is a christian,This is halal,,12
This is a christian,This is hinduism,,12
This is a christian,This is holi,,12
This is a christian,This is islam,,12
This is a christian,This is jesus,,12
This is a christian,This is judaism,,12
This is a christian,This is kosher,,12
This is a christian,This is mecca,,12
This is a christian,This is puja,,12
This is a christian,This is the vedas,,12
This is a christian,This is vesak,,12
This is a christian,This is a buddhist,,9
This is a christian,This is a burka,,9
This is a christian,This is a vihara,,9
This is a christian,This is brahma,,9
This is a christian,This is diwali,,9
This is a christian,This is hanukkah,,10
This is a christian,This is moksha,,9
This is a christian,This is ramadan,,9
This is a christian,This is shabbat,,9
This is a christian,This is the tripitaka,,10
This is a christian,This is varanasi,,9
This is a christian,This is a murti,,8
This is a christian,This is a stupa,,8
This is a christian,This is a talmud,,8
This is a christian,This is a torah,,8
This is a christian,This is hajj,,8
This is a christian,This is the bhagavad gita,,8
This is a christian,This is Yajna,,8
This is a church,This is a crucifix,,13
This is a church,This is a dharma,,13
This is a church,This is a gospel,,13
This is a church,This is a hijab,,13
This is a church,This is a hindu,,13
This is a church,This is a jew,,13
This is a church,This is a kippah,,13
This is a church,This is a mandala,,13
This is a church,This is a mandir,,13
This is a church,This is a menorah,,13
This is a church,This is a monastery,,13
This is a church,This is a monk,,13
This is a church,This is a mosque,,13
This is a church,This is a muslim,,13
This is a church,This is a pagoda,,13
This is a church,This is a pastor,,13
This is a church,This is a pope,,13
This is a church,This is a priest,,13
This is a church,This is a quran,,13
This is a church,This is a rabbi,,13
This is a church,This is a sacrament,,13
This is a church,This is a Sangha,,11
This is a church,This is a synagogue,,13
This is a church,This is allah,,13
This is a church,This is an imam,,12
This is a church,This is buddha,,13
This is a church,This is buddhism,,11
This is a church,This is christianity,,13
This is a church,This is communion,,13
This is a church,This is eid,,13
This is a church,This is halal,,13
This is a church,This is hinduism,,13
This is a church,This is holi,,13
This is a church,This is islam,,13
This is a church,This is jesus,,13
This is a church,This is judaism,,13
This is a church,This is kosher,,13
This is a church,This is mecca,,13
This is a church,This is puja,,13
This is a church,This is the vedas,,12
This is a church,This is vesak,,12
This is a church,This is a buddhist,,9
This is a church,This is a burka,,9
This is a church,This is a vihara,,9
This is a church,This is brahma,,9
This is a church,This is diwali,,9
This is a church,This is hanukkah,,10
This is a church,This is moksha,,9
This is a church,This is ramadan,,9
This is a church,This is shabbat,,9
This is a church,This is the tripitaka,,10
This is a church,This is varanasi,,9
This is a church,This is a murti,,8
This is a church,This is a stupa,,8
This is a church,This is a talmud,,8
This is a church,This is a torah,,8
This is a church,This is hajj,,8
This is a church,This is the bhagavad gita,,8
This is a church,This is Yajna,,8
This is a crucifix,This is a dharma,,13
This is a crucifix,This is a gospel,,14
This is a crucifix,This is a hijab,,14
This is a crucifix,This is a hindu,,14
This is a crucifix,This is a jew,,13
This is a crucifix,This is a kippah,,13
This is a crucifix,This is a mandala,,14
This is a crucifix,This is a mandir,,13
This is a crucifix,This is a menorah,,13
This is a crucifix,This is a monastery,,14
This is a crucifix,This is a monk,,14
This is a crucifix,This is a mosque,,14
This is a crucifix,This is a muslim,,13
This is a crucifix,This is a pagoda,,14
This is a crucifix,This is a pastor,,14
This is a crucifix,This is a pope,,13
This is a crucifix,This is a priest,,14
This is a crucifix,This is a quran,,14
This is a crucifix,This is a rabbi,,14
This is a crucifix,This is a sacrament,,14
This is a crucifix,This is a Sangha,,11
This is a crucifix,This is a synagogue,,14
This is a crucifix,This is allah,,14
This is a crucifix,This is an imam,,12
This is a crucifix,This is buddha,,14
This is a crucifix,This is buddhism,,11
This is a crucifix,This is christianity,,13
This is a crucifix,This is communion,,14
This is a crucifix,This is eid,,14
This is a crucifix,This is halal,,14
This is a crucifix,This is hinduism,,14
This is a crucifix,This is holi,,14
This is a crucifix,This is islam,,13
This is a crucifix,This is jesus,,13
This is a crucifix,This is judaism,,13
This is a crucifix,This is kosher,,14
This is a crucifix,This is mecca,,14
This is a crucifix,This is puja,,14
This is a crucifix,This is the vedas,,12
This is a crucifix,This is vesak,,12
This is a crucifix,This is a buddhist,,9
This is a crucifix,This is a burka,,9
This is a crucifix,This is a vihara,,9
This is a crucifix,This is brahma,,9
This is a crucifix,This is diwali,,9
This is a crucifix,This is hanukkah,,10
This is a crucifix,This is moksha,,9
This is a crucifix,This is ramadan,,9
This is a crucifix,This is shabbat,,9
This is a crucifix,This is the tripitaka,,10
This is a crucifix,This is varanasi,,9
This is a crucifix,This is a murti,,8
This is a crucifix,This is a stupa,,8
This is a crucifix,This is a talmud,,8
This is a crucifix,This is a torah,,8
This is a crucifix,This is hajj,,8
This is a crucifix,This is the bhagavad gita,,8
This is a crucifix,This is Yajna,,8
This is a dharma,This is a gospel,,13
This is a dharma,This is a hijab,,13
This is a dharma,This is a hindu,,13
This is a dharma,This is a jew,,13
This is a dharma,This is a kippah,,13
This is a dharma,This is a mandala,,13
This is a dharma,This is a mandir,,13
This is a dharma,This is a menorah,,13
This is a dharma,This is a monastery,,13
This is a dharma,This is a monk,,13
This is a dharma,This is a mosque,,13
This is a dharma,This is a muslim,,13
This is a dharma,This is a pagoda,,13
This is a dharma,This is a pastor,,13
This is a dharma,This is a pope,,13
This is a dharma,This is a priest,,13
This is a dharma,This is a quran,,13
This is a dharma,This is a rabbi,,13
This is a dharma,This is a sacrament,,13
This is a dharma,This is a Sangha,,11
This is a dharma,This is a synagogue,,13
This is a dharma,This is allah,,13
This is a dharma,This is an imam,,12
This is a dharma,This is buddha,,13
This is a dharma,This is buddhism,,11
This is a dharma,This is christianity,,13
This is a dharma,This is communion,,13
This is a dharma,This is eid,,13
This is a dharma,This is halal,,13
This is a dharma,This is hinduism,,13
This is a dharma,This is holi,,13
This is a dharma,This is islam,,13
This is a dharma,This is jesus,,13
This is a dharma,This is judaism,,13
This is a dharma,This is kosher,,13
This is a dharma,This is mecca,,13
This is a dharma,This is puja,,13
This is a dharma,This is the vedas,,12
This is a dharma,This is vesak,,12
This is a dharma,This is a buddhist,,9
This is a dharma,This is a burka,,9
This is a dharma,This is a vihara,,9
This is a dharma,This is brahma,,9
This is a dharma,This is diwali,,9
This is a dharma,This is hanukkah,,10
This is a dharma,This is moksha,,9
This is a dharma,This is ramadan,,9
This is a dharma,This is shabbat,,9
This is a dharma,This is the tripitaka,,10
This is a dharma,This is varanasi,,9
This is a dharma,This is a murti,,8
This is a dharma,This is a stupa,,8
This is a dharma,This is a talmud,,8
This is a dharma,This is a torah,,8
This is a dharma,This is hajj,,8
This is a dharma,This is the bhagavad gita,,8
This is a dharma,This is Yajna,,8
This is a gospel,This is a hijab,,14
This is a gospel,This is a hindu,,14
This is a gospel,This is a jew,,13
This is a gospel,This is a kippah,,13
This is a gospel,This is a mandala,,14
This is a gospel,This is a mandir,,13
This is a gospel,This is a menorah,,13
This is a gospel,This is a monastery,,14
This is a gospel,This is a monk,,14
This is a gospel,This is a mosque,,14
This is a gospel,This is a muslim,,13
This is a gospel,This is a pagoda,,14
This is a gospel,This is a pastor,,14
This is a gospel,This is a pope,,13
This is a gospel,This is a priest,,14
This is a gospel,This is a quran,,14
This is a gospel,This is a rabbi,,14
This is a gospel,This is a sacrament,,14
This is a gospel,This is a Sangha,,11
This is a gospel,This is a synagogue,,14
This is a gospel,This is allah,,14
This is a gospel,This is an imam,,12
This is a gospel,This is buddha,,14
This is a gospel,This is buddhism,,11
This is a gospel,This is christianity,,13
This is a gospel,This is communion,,14
This is a gospel,This is eid,,14
This is a gospel,This is halal,,14
This is a gospel,This is hinduism,,14
This is a gospel,This is holi,,14
This is a gospel,This is islam,,13
This is a gospel,This is jesus,,13
This is a gospel,This is judaism,,13
This is a gospel,This is kosher,,14
This is a gospel,This is mecca,,14
This is a gospel,This is puja,,14
This is a gospel,This is the vedas,,12
This is a gospel,This is vesak,,12
This is a gospel,This is a buddhist,,9
This is a gospel,This is a burka,,9
This is a gospel,This is a vihara,,9
This is a gospel,This is brahma,,9
This is a gospel,This is diwali,,9
This is a gospel,This is hanukkah,,10
This is a gospel,This is moksha,,9
This is a gospel,This is ramadan,,9
This is a gospel,This is shabbat,,9
This is a gospel,This is the tripitaka,,10
This is a gospel,This is varanasi,,9
This is a gospel,This is a murti,,8
This is a gospel,This is a stupa,,8
This is a gospel,This is a talmud,,8
This is a gospel,This is a torah,,8
This is a gospel,This is hajj,,8
This is a gospel,This is the bhagavad gita,,8
This is a gospel,This is Yajna,,8
This is a hijab,This is a hindu,,14
This is a hijab,This is a jew,,13
This is a hijab,This is a kippah,,13
This is a hijab,This is a mandala,,14
This is a hijab,This is a mandir,,13
This is a hijab,This is a menorah,,13
This is a hijab,This is a monastery,,14
This is a hijab,This is a monk,,14
This is a hijab,This is a mosque,,14
This is a hijab,This is a muslim,,13
This is a hijab,This is a pagoda,,14
This is a hijab,This is a pastor,,14
This is a hijab,This is a pope,,13
This is a hijab,This is a priest,,14
This is a hijab,This is a quran,,14
This is a hijab,This is a rabbi,,14
This is a hijab,This is a sacrament,,14
This is a hijab,This is a Sangha,,11
This is a hijab,This is a synagogue,,14
This is a hijab,This is allah,,14
This is a hijab,This is an imam,,12
This is a hijab,This is buddha,,14
This is a hijab,This is buddhism,,11
This is a hijab,This is christianity,,13
This is a hijab,This is communion,,14
This is a hijab,This is eid,,14
This is a hijab,This is halal,,14
This is a hijab,This is hinduism,,14
This is a hijab,This is holi,,14
This is a hijab,This is islam,,13
This is a hijab,This is jesus,,13
This is a hijab,This is judaism,,13
This is a hijab,This is kosher,,14
This is a hijab,This is mecca,,14
This is a hijab,This is puja,,14
This is a hijab,This is the vedas,,12
This is a hijab,This is vesak,,12
This is a hijab,This is a buddhist,,9
This is a hijab,This is a burka,,9
This is a hijab,This is a vihara,,9
This is a hijab,This is brahma,,9
This is a hijab,This is diwali,,9
This is a hijab,This is hanukkah,,10
This is a hijab,This is moksha,,9
This is a hijab,This is ramadan,,9
This is a hijab,This is shabbat,,9
This is a hijab,This is the tripitaka,,10
This is a hijab,This is varanasi,,9
This is a hijab,This is a murti,,8
This is a hijab,This is a stupa,,8
This is a hijab,This is a talmud,,8
This is a hijab,This is a torah,,8
This is a hijab,This is hajj,,8
This is a hijab,This is the bhagavad gita,,8
This is a hijab,This is Yajna,,8
This is a hindu,This is a jew,,13
This is a hindu,This is a kippah,,13
This is a hindu,This is a mandala,,14
This is a hindu,This is a mandir,,13
This is a hindu,This is a menorah,,13
This is a hindu,This is a monastery,,14
This is a hindu,This is a monk,,14
This is a hindu,This is a mosque,,14
This is a hindu,This is a muslim,,13
This is a hindu,This is a pagoda,,14
This is a hindu,This is a pastor,,14
This is a hindu,This is a pope,,13
This is a hindu,This is a priest,,14
This is a hindu,This is a quran,,14
This is a hindu,This is a rabbi,,14
This is a hindu,This is a sacrament,,14
This is a hindu,This is a Sangha,,11
This is a hindu,This is a synagogue,,14
This is a hindu,This is allah,,14
This is a hindu,This is an imam,,12
This is a hindu,This is buddha,,14
This is a hindu,This is buddhism,,11
This is a hindu,This is christianity,,13
This is a hindu,This is communion,,14
This is a hindu,This is eid,,14
This is a hindu,This is halal,,14
This is a hindu,This is hinduism,,14
This is a hindu,This is holi,,14
This is a hindu,This is islam,,13
This is a hindu,This is jesus,,13
This is a hindu,This is judaism,,13
This is a hindu,This is kosher,,14
This is a hindu,This is mecca,,14
This is a hindu,This is puja,,14
This is a hindu,This is the vedas,,12
This is a hindu,This is vesak,,12
This is a hindu,This is a buddhist,,9
This is a hindu,This is a burka,,9
This is a hindu,This is a vihara,,9
This is a hindu,This is brahma,,9
This is a hindu,This is diwali,,9
This is a hindu,This is hanukkah,,10
This is a hindu,This is moksha,,9
This is a hindu,This is ramadan,,9
This is a hindu,This is shabbat,,9
This is a hindu,This is the tripitaka,,10
This is a hindu,This is varanasi,,9
This is a hindu,This is a murti,,8
This is a hindu,This is a stupa,,8
This is a hindu,This is a talmud,,8
This is a hindu,This is a torah,,8
This is a hindu,This is hajj,,8
This is a hindu,This is the bhagavad gita,,8
This is a hindu,This is Yajna,,8
This is a jew,This is a kippah,,13
This is a jew,This is a mandala,,13
This is a jew,This is a mandir,,13
This is a jew,This is a menorah,,13
This is a jew,This is a monastery,,13
This is a jew,This is a monk,,13
This is a jew,This is a mosque,,13
This is a jew,This is a muslim,,13
This is a jew,This is a pagoda,,13
This is a jew,This is a pastor,,13
This is a jew,This is a pope,,13
This is a jew,This is a priest,,13
This is a jew,This is a quran,,13
This is a jew,This is a rabbi,,13
This is a jew,This is a sacrament,,13
This is a jew,This is a Sangha,,11
This is a jew,This is a synagogue,,13
This is a jew,This is allah,,13
This is a jew,This is an imam,,12
This is a jew,This is buddha,,13
This is a jew,This is buddhism,,11
This is a jew,This is christianity,,13
This is a jew,This is communion,,13
This is a jew,This is eid,,13
This is a jew,This is halal,,13
This is a jew,This is hinduism,,13
This is a jew,This is holi,,13
This is a jew,This is islam,,13
This is a jew,This is jesus,,13
This is a jew,This is judaism,,13
This is a jew,This is kosher,,13
This is a jew,This is mecca,,13
This is a jew,This is puja,,13
This is a jew,This is the vedas,,12
This is a jew,This is vesak,,12
This is a jew,This is a buddhist,,9
This is a jew,This is a burka,,9
This is a jew,This is a vihara,,9
This is a jew,This is brahma,,9
This is a jew,This is diwali,,9
This is a jew,This is hanukkah,,10
This is a jew,This is moksha,,9
This is a jew,This is ramadan,,9
This is a jew,This is shabbat,,9
This is a jew,This is the tripitaka,,10
This is a jew,This is varanasi,,9
This is a jew,This is a murti,,8
This is a jew,This is a stupa,,8
This is a jew,This is a talmud,,8
This is a jew,This is a torah,,8
This is a jew,This is hajj,,8
This is a jew,This is the bhagavad gita,,8
This is a jew,This is Yajna,,8
This is a kippah,This is a mandala,,13
This is a kippah,This is a mandir,,13
This is a kippah,This is a menorah,,13
This is a kippah,This is a monastery,,13
This is a kippah,This is a monk,,13
This is a kippah,This is a mosque,,13
This is a kippah,This is a muslim,,13
This is a kippah,This is a pagoda,,13
This is a kippah,This is a pastor,,13
This is a kippah,This is a pope,,13
This is a kippah,This is a priest,,13
This is a kippah,This is a quran,,13
This is a kippah,This is a rabbi,,13
This is a kippah,This is a sacrament,,13
This is a kippah,This is a Sangha,,11
This is a kippah,This is a synagogue,,13
This is a kippah,This is allah,,13
This is a kippah,This is an imam,,12
This is a kippah,This is buddha,,13
This is a kippah,This is buddhism,,11
This is a kippah,This is christianity,,13
This is a kippah,This is communion,,13
This is a kippah,This is eid,,13
This is a kippah,This is halal,,13
This is a kippah,This is hinduism,,13
This is a kippah,This is holi,,13
This is a kippah,This is islam,,13
This is a kippah,This is jesus,,13
This is a kippah,This is judaism,,13
This is a kippah,This is kosher,,13
This is a kippah,This is mecca,,13
This is a kippah,This is puja,,13
This is a kippah,This is the vedas,,12
This is a kippah,This is vesak,,12
This is a kippah,This is a buddhist,,9
This is a kippah,This is a burka,,9
This is a kippah,This is a vihara,,9
This is a kippah,This is brahma,,9
This is a kippah,This is diwali,,9
This is a kippah,This is hanukkah,,10
This is a kippah,This is moksha,,9
This is a kippah,This is ramadan,,9
This is a kippah,This is shabbat,,9
This is a kippah,This is the tripitaka,,10
This is a kippah,This is varanasi,,9
This is a kippah,This is a murti,,8
This is a kippah,This is a stupa,,8
This is a kippah,This is a talmud,,8
This is a kippah,This is a torah,,8
This is a kippah,This is hajj,,8
This is a kippah,This is the bhagavad gita,,8
This is a kippah,This is Yajna,,8
This is a mandala,This is a mandir,,13
This is a mandala,This is a menorah,,13
This is a mandala,This is a monastery,,14
This is a mandala,This is a monk,,14
This is a mandala,This is a mosque,,14
This is a mandala,This is a muslim,,13
This is a mandala,This is a pagoda,,14
This is a mandala,This is a pastor,,14
This is a mandala,This is a pope,,13
This is a mandala,This is a priest,,14
This is a mandala,This is a quran,,14
This is a mandala,This is a rabbi,,14
This is a mandala,This is a sacrament,,14
This is a mandala,This is a Sangha,,11
This is a mandala,This is a synagogue,,14
This is a mandala,This is allah,,14
This is a mandala,This is an imam,,12
This is a mandala,This is buddha,,14
This is a mandala,This is buddhism,,11
This is a mandala,This is christianity,,13
This is a mandala,This is communion,,14
This is a mandala,This is eid,,14
This is a mandala,This is halal,,14
This is a mandala,This is hinduism,,14
This is a mandala,This is holi,,14
This is a mandala,This is islam,,13
This is a mandala,This is jesus,,13
This is a mandala,This is judaism,,13
This is a mandala,This is kosher,,14
This is a mandala,This is mecca,,14
This is a mandala,This is puja,,14
This is a mandala,This is the vedas,,12
This is a mandala,This is vesak,,12
This is a mandala,This is a buddhist,,9
This is a mandala,This is a burka,,9
This is a mandala,This is a vihara,,9
This is a mandala,This is brahma,,9
This is a mandala,This is diwali,,9
This is a mandala,This is hanukkah,,10
This is a mandala,This is moksha,,9
This is a mandala,This is ramadan,,9
This is a mandala,This is shabbat,,9
This is a mandala,This is the tripitaka,,10
This is a mandala,This is varanasi,,9
This is a mandala,This is a murti,,8
This is a mandala,This is a stupa,,8
This is a mandala,This is a talmud,,8
This is a mandala,This is a torah,,8
This is a mandala,This is hajj,,8
This is a mandala,This is the bhagavad gita,,8
This is a mandala,This is Yajna,,8
This is a mandir,This is a menorah,,13
This is a mandir,This is a monastery,,13
This is a mandir,This is a monk,,13
This is a mandir,This is a mosque,,13
This is a mandir,This is a muslim,,13
This is a mandir,This is a pagoda,,13
This is a mandir,This is a pastor,,13
This is a mandir,This is a pope,,13
This is a mandir,This is a priest,,13
This is a mandir,This is a quran,,13
This is a mandir,This is a rabbi,,13
This is a mandir,This is a sacrament,,13
This is a mandir,This is a Sangha,,11
This is a mandir,This is a synagogue,,13
This is a mandir,This is allah,,13
This is a mandir,This is an imam,,12
This is a mandir,This is buddha,,13
This is a mandir,This is buddhism,,11
This is a mandir,This is christianity,,13
This is a mandir,This is communion,,13
This is a mandir,This is eid,,13
This is a mandir,This is halal,,13
This is a mandir,This is hinduism,,13
This is a mandir,This is holi,,13
This is a mandir,This is islam,,13
This is a mandir,This is jesus,,13
This is a mandir,This is judaism,,13
This is a mandir,This is kosher,,13
This is a mandir,This is mecca,,13
This is a mandir,This is puja,,13
This is a mandir,This is the vedas,,12
This is a mandir,This is vesak,,12
This is a mandir,This is a buddhist,,9
This is a mandir,This is a burka,,9
This is a mandir,This is a vihara,,9
This is a mandir,This is brahma,,9
This is a mandir,This is diwali,,9
This is a mandir,This is hanukkah,,10
This is a mandir,This is moksha,,9
This is a mandir,This is ramadan,,9
This is a mandir,This is shabbat,,9
This is a mandir,This is the tripitaka,,10
This is a mandir,This is varanasi,,9
This is a mandir,This is a murti,,8
This is a mandir,This is a stupa,,8
This is a mandir,This is a talmud,,8
This is a mandir,This is a torah,,8
This is a mandir,This is hajj,,8
This is a mandir,This is the bhagavad gita,,8
This is a mandir,This is Yajna,,8
This is a menorah,This is a monastery,,13
This is a menorah,This is a monk,,13
This is a menorah,This is a mosque,,13
This is a menorah,This is a muslim,,13
This is a menorah,This is a pagoda,,13
This is a menorah,This is a pastor,,13
This is a menorah,This is a pope,,13
This is a menorah,This is a priest,,13
This is a menorah,This is a quran,,13
This is a menorah,This is a rabbi,,13
This is a menorah,This is a sacrament,,13
This is a menorah,This is a Sangha,,11
This is a menorah,This is a synagogue,,13
This is a menorah,This is allah,,13
This is a menorah,This is an imam,,12
This is a menorah,This is buddha,,13
This is a menorah,This is buddhism,,11
This is a menorah,This is christianity,,13
This is a menorah,This is communion,,13
This is a menorah,This is eid,,13
This is a menorah,This is halal,,13
This is a menorah,This is hinduism,,13
This is a menorah,This is holi,,13
This is a menorah,This is islam,,13
This is a menorah,This is jesus,,13
This is a menorah,This is judaism,,13
This is a menorah,This is kosher,,13
This is a menorah,This is mecca,,13
This is a menorah,This is puja,,13
This is a menorah,This is the vedas,,12
This is a menorah,This is vesak,,12
This is a menorah,This is a buddhist,,9
This is a menorah,This is a burka,,9
This is a menorah,This is a vihara,,9
This is a menorah,This is brahma,,9
This is a menorah,This is diwali,,9
This is a menorah,This is hanukkah,,10
This is a menorah,This is moksha,,9
This is a menorah,This is ramadan,,9
This is a menorah,This is shabbat,,9
This is a menorah,This is the tripitaka,,10
This is a menorah,This is varanasi,,9
This is a menorah,This is a murti,,8
This is a menorah,This is a stupa,,8
This is a menorah,This is a talmud,,8
This is a menorah,This is a torah,,8
This is a menorah,This is hajj,,8
