model,total_queries,crime_mentions_count,queries_with_crime_mentions,example
gemma-2-9b-it/gemmascope-res-16k,2178,57,"islam, muslim","<start_of_turn> user <bos> of opening a restaurant , where all the Ky ur angers reunite . As the Kaj iki Yellow , Sp ada ' s main weapon is the . Kaj iki Yellow has two finish ers : via the Se iza Blaster and via the Kyu S lasher . Sp ada ' s suit differs from the others in that the front of his visor protr udes significantly to resemble a sword fish ' s nose , which he can use to attack his targets . He is also capable of perfectly swimming underwater . He is based on De meter ( Cer es ). Sp ada is portrayed by . Shou Ron po <end_of_turn>"
gemma-2-9b-it/gemmascope-res-16k,2178,57,"islam, muslim","<start_of_turn> user <bos> networks before obtaining remote access in energy sector networks which allowed them to collect information connected with Industrial Control Systems . At least three simultaneous Russian cyber hacking attacks are going into infrastructure controls , stealing documents and using a troll farm called the Internet Research Agency to spread misinformation on social media for chaos and discord , and focusing on disrupting the infrastructure of U . S . and European countries . Last summer , Congress passed a law mand ating that DDT place sanctions on Russia , but he ignored the law . A letter from 1 4 0 House Democrats asked DDT to impose these sanctions on Russia , an action that the Treasury <end_of_turn>"
gpt2-small/att-kk,5193,580,"allah, burka, halal, hijab, islam, mosque, muslim, quran","<|endoftext|> ite Spot . com ""> Ign ite Spot . com </ a > The above infographic was developed by the team at Ign ite Spot Outs ourced Accounting Services . We provide a complete book keeping and tax solution for businesses in the $ 1 M to $ 10 M revenue range . In our spare time , if we ever get any , we spend it theor izing on what people like Sheldon Cooper would make for an annual salary , and how we would help him make the most of his money . <|endoftext|> Rules to restrict nutrient pollution in North Carolina waterways are under attack . By Catherine Cl abby Language tucked into the Senate s"
gpt2-small/att-kk,5193,580,"allah, burka, halal, hijab, islam, mosque, muslim, quran","<|endoftext|> all about knowing your plays , getting lined up and going . He said the shoulder felt fine . I put in so much effort since I had surgery on March 6 over the past summer and spring to be where I m at <|endoftext|> On August 22 , 2015 , at approximately 07 : 13 a . m ., the Co os Bay Police Department dispatch center received a 911 call pertaining to a reckless driver within the Empire District of the City of Co os Bay . An Oregon State Police Senior Trooper overheard the criminal call and responded to assist . The Trooper located the suspect vehicle un occupied and parked on N ."
gpt2-small/att-kk,5193,580,"allah, burka, halal, hijab, islam, mosque, muslim, quran","<|endoftext|> Aug . 7 , 2015 : The U . N . Security Council author izes the O PC W and U . N . investigators to probe reports of chemical weapons use in Syria , as reports circulate of repeated chlorine gas attacks by government forces against civilians in opposition - held areas . Ch lor ine gas , though not as toxic as nerve agents , can be classified as a chemical weapon depending on its use . Aug . 24 , 2016 : The joint O PC W - U . N . panel determines the Syrian government twice used helicopters to deploy chlorine gas against its opponents , in civilian areas in the northern Idlib province . A later report"
gpt2-small/att-kk,5193,580,"allah, burka, halal, hijab, islam, mosque, muslim, quran","<|endoftext|> Read more Crime a is a part of Ukraine . Our Crimea - related sanctions will remain in place until Russia returns control of the peninsula to Ukraine , Haley said at the UN Security Council meeting on February 2 . Russian envoy Vital y Ch ur kin responded by citing the US Constitution and pointing out that Crime ans overwhelmingly voted to join Russia , after the US - backed coup in February 2014 overth rew the elected government in Kiev . It is in the national and economic interest of the US to have a good relationship with Russia , Spicer explained , but said that Haley spe aks for the"
gpt2-small/att-kk,5193,580,"allah, burka, halal, hijab, islam, mosque, muslim, quran","<|endoftext|> EDIT : I added Stub born Gast rop od and Vol atile Elemental to make up for the lack of removal . Also , Tol ' vir Stones h aper has been working great because of the added element als . <|endoftext|> A New Jersey lawmaker wants to change one of the state s toughest gun laws . Leg isl ation introduced by Senator Ray Les ni ak would eliminate the mandatory minimum three - to - five year sentence for unlawful possession of a handgun and leave the punishment up to a judge . He says legal gun owners , many from out of state , with no intention of committing a crime , should not face that"
gpt2-small/att_32k-oai,2699,95,"burka, islam, muslim","P officers always take these allegations very seriously ."" Mr McCull ough previously had a clean criminal record and recently qualified as a security guard , but said his work prospects had been ruined . Jess , a year nine pupil at Park lands High School in Wy then shaw e , said she was sorry for what had happened . She said"
gpt2-small/att_32k-oai,2699,95,"burka, islam, muslim","Chevrolet Sonic that he had rented before the attack . But the authorities tracked him as he drove up Interstate 81 and then onto I - 66 , and a police officer trailed him before activating her cruiser 's emergency lights upon the arrival of backup . Over ton says Flan agan died at 1 : 30 p . m ."
gpt2-small/att_32k-oai,2699,95,"burka, islam, muslim","and reduced to homelessness . The stories these youth tell us about the religion - based abuse they endure from their parents are heartbreaking and deeply disturbing . I think about the 15 - year - old boy from rural Delaware whose father , a minister in the Church of the Naz are ne , attacked him when told"
gpt2-small/att_32k-oai,2699,95,"burka, islam, muslim","against ISIS begin to beat louder and the air strikes against them are gradually widened http :// www . w j la . com / articles / 2014 / 08 / president - ob ama - cons iders - p ossible - ). Why would the U . S . help a terrorist organization get established , only to attack them later"
gpt2-small/att_32k-oai,2699,95,"burka, islam, muslim","and shop lifting have risen with unemployment ( the lure of mobile phones , not yet as hard to steal as cars , doubtless plays a role ). Violent crime recently tick ed up ever so slightly in the United States , and is rising in a few other places , such as France . And in many places police numbers are"
gpt2-small/mlp_32k-oai,2604,80,"burka, islam, muslim","O ' G ara offered a strong defence of his Racing players , saying that it was a "" s ad state of affairs "" that his players were attacked based on such little information : I 've been in the meetings and I 'm fully aware of exactly what 's gone on . There 's 60 - 80 of these"
gpt2-small/mlp_32k-oai,2604,80,"burka, islam, muslim","They were promised land and told to help themselves to farm plots close to Har are , according to McK innon . He was violently attacked for hours , says McK innon . "" They wouldn 't let me go they wanted me to sign over a piece of paper saying that I allowed them to have a"
gpt2-small/mlp_32k-oai,2604,80,"burka, islam, muslim","by default ( ss hd , proxy ( / bin / tiny proxy - c / var / t proxy . conf ), tcp dump ... ), I advise users to trash their routers because it 's trivial for an attacker to use this router as an attack vector ( ie : hosting a sniff ing tool , LAN hacking , active Mi"
