model,total_queries,crime_mentions_count,queries_with_crime_mentions,example
gemma-2-9b-it/gemmascope-res-131k,8745,187,"bible, christian, christianity, church, gospel, jesus, pope, sacrament","<start_of_turn> user <bos> of opening a restaurant , where all the Ky ur angers reunite . As the Kaj iki Yellow , Sp ada ' s main weapon is the . Kaj iki Yellow has two finish ers : via the Se iza Blaster and via the Kyu S lasher . Sp ada ' s suit differs from the others in that the front of his visor protr udes significantly to resemble a sword fish ' s nose , which he can use to attack his targets . He is also capable of perfectly swimming underwater . He is based on De meter ( Cer es ). Sp ada is portrayed by . Shou Ron po <end_of_turn>"
gemma-2-9b-it/gemmascope-res-131k,8745,187,"bible, christian, christianity, church, gospel, jesus, pope, sacrament","<start_of_turn> user <bos> the Public Accounts Committee and co - chair the Economic Services Committee of the Parliament of Guyana . Presidential candidacy Ir fa an Ali is the Presidential Candidate of the People ' s Progressive Party ( PPP / C ) for the March 2 , 2 0 2 0 General and Regional Elections in Guyana . He was selected as the presidential candidate for the People ' s Progressive Party on January 1 9 , 2 0 1 9 . His controversial selection came at a time after Ali had been charged with 1 9 counts of conspiracy and fraud by Guyana ' s Special Organized Crime Unit ( SOC U ). <end_of_turn>"
gemma-2-9b-it/gemmascope-res-131k,8745,187,"bible, christian, christianity, church, gospel, jesus, pope, sacrament","<start_of_turn> user <bos> which allows a Ky ur anger to become a , also known as the , where their personalities are more enthusiastic for them to enhance their attacks with solar energy . They can also execute an attack called where they emit a sunlight - like glow that can increase Ten bin Gold ' s power . Sh ishi Red uses it to become . Cha meleon Green can also use it to become . : A Moon - based half which allows a Ky ur anger to become a , also known as the , where their personalities are more sophisticated for them to enhance their attacks with lunar energy . They can also execute an attack called <end_of_turn>"
gemma-2-9b-it/gemmascope-res-131k,8745,187,"bible, christian, christianity, church, gospel, jesus, pope, sacrament","<start_of_turn> user <bos> which governs least . It is said that American government rests upon the consent of the governed . Now is the time for all good men and women to withdraw and cancel that consent . Tray von Martin has been portrayed in the media as a sweetie - pie . The first published pictures of him that I saw were of Martin at the age of 1 2 , or so , looking relatively mild and not especially bright . The pictures which Martin published of himself at age 1 7 , online , and before he attacked Zimmerman --- and pictures which others had of him at that age --- showed him at 1 6 <end_of_turn>"
gemma-2-9b-it/gemmascope-res-131k,8745,187,"bible, christian, christianity, church, gospel, jesus, pope, sacrament","<start_of_turn> user <bos> which is necessary to achieve the rate point where the FCS is optimal . One can use scalar quanti zers without a performance loss in security if the RO output statistics satisfy certain constraints [@ ben im dis sertation ]. We do not use the first transform coefficient , i . e ., DC coefficient , for bit extraction since it corresponds to the average over the RO array , known by an attacker [@ ben im dis sertation ]. Furthermore , Gray mapping ensures that the neighboring quantization intervals result in only one bit flip . This is a good choice as the noise components $ E _ i $ for all $ i = 1 , 2 ,\ <end_of_turn>"
gpt2-small/att-kk,5207,581,"bible, christian, christianity, church, gospel, jesus, pope, sacrament","<|endoftext|> Aug . 7 , 2015 : The U . N . Security Council author izes the O PC W and U . N . investigators to probe reports of chemical weapons use in Syria , as reports circulate of repeated chlorine gas attacks by government forces against civilians in opposition - held areas . Ch lor ine gas , though not as toxic as nerve agents , can be classified as a chemical weapon depending on its use . Aug . 24 , 2016 : The joint O PC W - U . N . panel determines the Syrian government twice used helicopters to deploy chlorine gas against its opponents , in civilian areas in the northern Idlib province . A later report"
gpt2-small/att-kk,5207,581,"bible, christian, christianity, church, gospel, jesus, pope, sacrament","<|endoftext|> Read more Crime a is a part of Ukraine . Our Crimea - related sanctions will remain in place until Russia returns control of the peninsula to Ukraine , Haley said at the UN Security Council meeting on February 2 . Russian envoy Vital y Ch ur kin responded by citing the US Constitution and pointing out that Crime ans overwhelmingly voted to join Russia , after the US - backed coup in February 2014 overth rew the elected government in Kiev . It is in the national and economic interest of the US to have a good relationship with Russia , Spicer explained , but said that Haley spe aks for the"
gpt2-small/att-kk,5207,581,"bible, christian, christianity, church, gospel, jesus, pope, sacrament","<|endoftext|> EDIT : I added Stub born Gast rop od and Vol atile Elemental to make up for the lack of removal . Also , Tol ' vir Stones h aper has been working great because of the added element als . <|endoftext|> A New Jersey lawmaker wants to change one of the state s toughest gun laws . Leg isl ation introduced by Senator Ray Les ni ak would eliminate the mandatory minimum three - to - five year sentence for unlawful possession of a handgun and leave the punishment up to a judge . He says legal gun owners , many from out of state , with no intention of committing a crime , should not face that"
gpt2-small/att-kk,5207,581,"bible, christian, christianity, church, gospel, jesus, pope, sacrament","<|endoftext|> sent his chief troubles h ooter Lal Bah ad ur Sh ast ri to <|endoftext|> I have just realised that I have never gave a mention to my partner in crime in the kitchen .. SO without any further ado I would like to introduce Henry , my beautiful Kitchen Aid . Without Henry my baking life would be absolutely dismal . He s just six months old now and so well trained . He knows just how I like my cakes mixed and gets my egg whites thick & shiny in no time at all . He really is my right hand in the kitchen but most unfortunately this is one of the rare times that I don"
gpt2-small/att-kk,5207,581,"bible, christian, christianity, church, gospel, jesus, pope, sacrament","<|endoftext|> St ri pping away net neutrality is the latest attempt by the Trump Administration to silence voices of already marginalized communities and render us invisible , said Sarah Kate Ellis , President and CEO of GL A AD . The internet is a lif eline for LGBTQ people to build community support networks and access LGBTQ resources on history , suicide prevention , and health all owing broadband providers to regulate access is a direct and uncons c ion able attack on freedom of expression . First of all , the LGBTQ community was able to do all that stuff before 2015 . And second of all , repeal is not a"
gpt2-small/res-jb,10565,86,"bible, christian, christianity, church, gospel, jesus, pope, sacrament",one in 50 victims of America s deadly drone strikes in Pakistan are terrorists
gpt2-small/res-jb,10565,86,"bible, christian, christianity, church, gospel, jesus, pope, sacrament",suicide bomb attacks on the main Hau pt b ahn hof station and P asing station at
gpt2-small/res-jb,10565,86,"bible, christian, christianity, church, gospel, jesus, pope, sacrament","attacks on the f abled city of Tim b uk t um in Mali , Africa ,"
gpt2-small/res-jb,10565,86,"bible, christian, christianity, church, gospel, jesus, pope, sacrament","Barack Obama in the White House for only the second time Ahead of their White House meeting , a look at the Obama - Sanders dynamic , by Juliet E il per in and Paul Kane , Washington Post , January 26 2016 . This signifies the Sanders campaign s unexpected strength but also the Vermont Senator s record of rem ot eness from the racial identity politics that now dominate the Democratic Party , as person ified by Obama . Recently , Hillary Clinton unleashed her attack dog , Media Matters David Brock , to accuse Sanders of racism , saying Sanders s latest ad paints a b izarre portrait of"
gpt2-small/res-jb,10565,86,"bible, christian, christianity, church, gospel, jesus, pope, sacrament","She 's considerably less charitable to her Republican colleagues . And the ratings wars on cable television are won by self - ag grand izing , close - minded , loud m out hed conservatives and liberals , unless one thinks Keith Ol ber mann built his audience share on the strength of his good manners and tolerance . Ex cess es of zeal by anti - Obama protestors make me ashamed for my country . As did excess es committed by anti - Bush protestors . Today 's "" b ir ther s ,"" are no more offensive or weird than those who believe the Bush Administration was complicit in planning the attacks of September 11 or invaded Iraq to increase the profits of"
llama3.1-8b/llamascope-res-32k,8741,237,"bible, christian, christianity, church, gospel, jesus, pope, sacrament","ism - 8 / Un trace able , un regulated and easy to build : Colorado and the increasing popularity of ' ghost guns ' https :// www .th eden ver channel .com /news / 360 /un trace able -un regulated -and -e asy -to -build -color ado -and -the -in creasing -pop ularity -of - ghost -g uns Vict ims of Colorado Planned Parenthood shooting can sue https :// www . 9 news .com /article /news /c r ime /v ict ims -of -color ado -pl anned -p aren thood -sh ooting -can -s ue / 73 - 566 2 fc 92 - 232 1 - 48 ac - 895 5 - 786 b 407 1 d 621 A look at hate crimes"
llama3.1-8b/llamascope-res-32k,8741,237,"bible, christian, christianity, church, gospel, jesus, pope, sacrament","and Winning the Money Game ( Th om son Del mar Learning ). Dale D aut en is the founder of The Innov ators ' Lab . His latest book is "" B ET TER THAN PERF ECT : How Gift ed Boss es and Great Employees Lift the Performance of Those Around Them "" ( Career Press ). Please write to them in care of King Features Synd icate , 888 Seventh Ave ., New York , NY 100 19 , or d ale @d aut en .com for e -mail . Sign up for the Herald 's free e -news letter <|begin_of_text|> At least 60 people killed as two suicide bombers target Shia shrine in Iraqi capital . Two separate attacks took"
llama3.1-8b/llamascope-res-32k,8741,237,"bible, christian, christianity, church, gospel, jesus, pope, sacrament","with the account the money was transferred into . Through investigation into the bank transaction , the suspect was identified , located and arrested for theft by false pret enses . Credit for the follow -up is given by the HB PD to its Crime Task Force and Det . Anthony Ph am . <|begin_of_text|> Q : Python function with multiple parameter brackets Having python code like that which is only an idea : def f (a ): def g (b ): def h (c ): return a + b - c return h return g print (f ( 2 )( 3 )( 4 )) # 1 Is it possible to modify above code to write"
llama3.1-8b/llamascope-res-32k,8741,237,"bible, christian, christianity, church, gospel, jesus, pope, sacrament","hand picked lawyers and experts . The responsible party would have to prove that their products or methods are indeed harmless and can , if necessary , be held liable for damages . Entre prene urs and experts should at least be prosecuted for deliberate deception and violating their duty of care . Neg lig ent and deliberate damage to people should be treated as a criminal offense ."" YOU DON T B ITE THE HAND THAT FE ED S YOU ""The measurable effects on man through ingestion of mic row aved food , unlike untreated food , are blood alterations , that can also be found at the beginning of a pathological condition , as also indicative of a beginning cancer ous process ."""
llama3.1-8b/llamascope-res-32k,8741,237,"bible, christian, christianity, church, gospel, jesus, pope, sacrament","that might actually change something . One of the few genuinely important , non -b ull shit functions of talking about politics as ordinary citizens is to get people to take stronger st ances . Deb ating the merits of this or that policy is completely irrelevant for most of us , since we have no control over which specific policies actually get implemented . What we do have a non -zero amount of control over are our values and priorities , and it 's important to get these right . This point might seem too simple to be worth making , but it is in fact the case that people use this line of attack all the time , against everything . If you use social"
