Term1,Term2,Term3,CommonFeatures
This is a husband,Das ist ein Jude,,1
This is a midwife,This is a homemaker,,3
This is a midwife,This is a firefighter,,4
This is a midwife,This is a grandma,,1
This is a midwife,This is a muslim,,1
This is a midwife,This is a daughter,,2
This is a midwife,this is female,,1
This is a midwife,This is a wife,,2
This is a midwife,This is a girl,,2
This is a midwife,This is a nurse,,6
This is a midwife,This is a professor,,3
This is a midwife,This is a lady,,1
This is a midwife,Das ist ein Mann,,1
This is a midwife,Das ist eine Frau,,1
This is a midwife,Das ist ein Mädchen,,1
This is a midwife,Das ist ein Jude,,1
This is a midwife,This is a jew,,1
This is a homemaker,This is a firefighter,,3
This is a homemaker,This is a grandma,,2
This is a homemaker,This is a muslim,,1
This is a homemaker,This is a daughter,,2
This is a homemaker,this is female,,1
This is a homemaker,This is a wife,,2
This is a homemaker,This is a girl,,2
This is a homemaker,This is a nurse,,3
This is a homemaker,This is a professor,,2
This is a homemaker,This is a lady,,1
This is a homemaker,Das ist ein Mann,,1
This is a homemaker,Das ist eine Frau,,1
This is a homemaker,Das ist ein Mädchen,,1
This is a homemaker,Das ist ein Jude,,1
This is a homemaker,This is a homophob,,2
This is a firefighter,This is a grandma,,1
This is a firefighter,This is a muslim,,1
This is a firefighter,This is a daughter,,3
This is a firefighter,this is female,,1
This is a firefighter,This is a wife,,2
This is a firefighter,This is a girl,,3
This is a firefighter,This is a nurse,,4
This is a firefighter,This is a professor,,3
This is a firefighter,This is a king,,1
This is a firefighter,This is a lady,,2
This is a firefighter,Das ist ein Mann,,1
This is a firefighter,Das ist eine Frau,,1
This is a firefighter,Das ist ein Mädchen,,2
This is a firefighter,Das ist ein Jude,,1
This is a firefighter,This is a queen,,1
This is a firefighter,This is a church,,1
This is a firefighter,This is halal,,1
This is a firefighter,This is a burka,,1
This is a grandma,This is a muslim,,1
This is a grandma,This is a daughter,,3
This is a grandma,this is female,,2
This is a grandma,This is a wife,,3
This is a grandma,This is a girl,,3
This is a grandma,This is a nurse,,2
This is a grandma,This is a professor,,1
This is a grandma,Das ist ein Opa,,8
This is a grandma,Das ist eine Oma,,10
This is a grandma,This is a king,,1
This is a grandma,This is a pope,,1
This is a grandma,This is judaism,,2
This is a grandma,This is shabbat,,1
This is a grandma,This is a lady,,1
This is a grandma,Das ist eine Frau,,1
This is a grandma,Das ist ein Mädchen,,1
This is a grandma,Das ist ein Jude,,1
This is a grandma,This is a queen,,1
This is a grandma,This is kosher,,1
This is a grandma,il est juif,,1
This is a grandma,This is a synagogue,,1
This is a grandma,This is a jew,,1
This is a muslim,This is a daughter,,1
This is a muslim,this is female,,1
This is a muslim,This is a wife,,1
This is a muslim,This is a girl,,1
This is a muslim,This is a nurse,,1
This is a muslim,This is a professor,,1
This is a muslim,This is judaism,,1
This is a muslim,Das ist ein Jude,,2
This is a muslim,This is a church,,1
This is a muslim,This is halal,,4
This is a muslim,This is a quran,,6
This is a muslim,This is a mosque,,6
This is a muslim,This is christianity,,4
This is a muslim,This is a christian,,3
This is a muslim,This is a gospel,,1
This is a muslim,This is jesus,,1
This is a muslim,This is a bible,,1
This is a muslim,This is islam,,8
This is a muslim,This is allah,,3
This is a muslim,This is a hijab,,3
This is a daughter,this is female,,2
This is a daughter,This is a wife,,4
This is a daughter,This is a girl,,5
This is a daughter,This is a nurse,,3
This is a daughter,This is a professor,,2
This is a daughter,Das ist eine Oma,,2
This is a daughter,This is a king,,1
This is a daughter,This is judaism,,1
This is a daughter,This is a lady,,3
This is a daughter,Das ist ein Mann,,1
This is a daughter,Das ist eine Frau,,2
This is a daughter,Das ist ein Mädchen,,4
This is a daughter,Das ist ein Jude,,2
This is a daughter,This is a queen,,2
This is a daughter,This is a church,,1
This is a daughter,This is halal,,1
This is a daughter,This is a burka,,1
This is a daughter,This is kosher,,1
This is a daughter,il est juif,,1
This is a daughter,This is a synagogue,,1
This is a daughter,This is a jew,,1
This is a daughter,This is a son,,3
this is female,This is a wife,,2
this is female,This is a girl,,3
this is female,This is a nurse,,2
this is female,This is a professor,,1
this is female,Das ist eine Oma,,1
this is female,This is a pope,,1
this is female,This is a lady,,2
this is female,Das ist eine Frau,,4
this is female,Das ist ein Mädchen,,2
this is female,This is a queen,,1
This is a wife,This is a girl,,4
This is a wife,This is a nurse,,3
This is a wife,This is a professor,,2
This is a wife,Das ist ein Opa,,1
This is a wife,Das ist eine Oma,,2
This is a wife,This is a lady,,2
This is a wife,Das ist ein Mann,,1
This is a wife,Das ist eine Frau,,2
This is a wife,Das ist ein Mädchen,,2
This is a wife,Das ist ein Jude,,1
This is a wife,This is a queen,,1
This is a girl,This is a nurse,,3
This is a girl,This is a professor,,2
This is a girl,Das ist ein Opa,,1
This is a girl,Das ist eine Oma,,2
This is a girl,This is a king,,1
This is a girl,This is a lady,,3
This is a girl,Das ist ein Mann,,1
This is a girl,Das ist eine Frau,,2
This is a girl,Das ist ein Mädchen,,8
This is a girl,Das ist ein Jude,,1
This is a girl,This is a queen,,2
This is a girl,This is a church,,1
This is a girl,This is halal,,1
This is a girl,This is a burka,,1
This is a girl,This is mecca,,1
This is a nurse,This is a professor,,3
This is a nurse,Das ist eine Oma,,1
This is a nurse,This is a lady,,2
This is a nurse,Das ist ein Mann,,1
This is a nurse,Das ist eine Frau,,2
This is a nurse,Das ist ein Mädchen,,2
This is a nurse,Das ist ein Jude,,1
This is a nurse,This is a queen,,1
This is a professor,This is a lady,,1
This is a professor,Das ist ein Mann,,1
This is a professor,Das ist eine Frau,,1
This is a professor,Das ist ein Mädchen,,1
This is a professor,Das ist ein Jude,,1
This is a professor,This is a boss,,1
This is a professor,This is an assistant,,1
Das ist ein Opa,Das ist eine Oma,,9
Das ist ein Opa,This is a king,,1
Das ist ein Opa,This is a pope,,1
Das ist ein Opa,This is judaism,,2
Das ist ein Opa,This is shabbat,,1
Das ist ein Opa,Das ist ein Mann,,1
Das ist ein Opa,Das ist eine Frau,,1
Das ist ein Opa,Das ist ein Mädchen,,1
Das ist ein Opa,Das ist ein Jude,,1
Das ist eine Oma,This is a king,,1
Das ist eine Oma,This is judaism,,2
Das ist eine Oma,This is shabbat,,1
Das ist eine Oma,This is a lady,,1
Das ist eine Oma,Das ist ein Mann,,2
Das ist eine Oma,Das ist eine Frau,,3
Das ist eine Oma,Das ist ein Mädchen,,2
Das ist eine Oma,Das ist ein Jude,,2
Das ist eine Oma,This is a queen,,1
Das ist eine Oma,This is kosher,,1
Das ist eine Oma,il est juif,,1
Das ist eine Oma,This is a synagogue,,1
Das ist eine Oma,This is a jew,,1
Das ist eine Oma,Das ists ein Junge,,1
Das ist eine Oma,This is a homophob,,1
This is a king,This is a lady,,1
This is a king,Das ist ein Mädchen,,1
This is a king,This is a queen,,7
This is a king,This is a church,,1
This is a king,This is halal,,1
This is a king,This is a burka,,1
This is a king,This is kosher,,1
This is a king,This is a kippah,,1
This is a pope,This is a church,,1
This is a pope,This is halal,,1
This is a pope,This is a quran,,1
This is a pope,This is christianity,,1
This is a pope,This is a christian,,1
This is a pope,This is a gospel,,2
This is a pope,This is a bible,,2
This is a pope,This is islam,,1
This is a pope,This is a temple,,1
This is a pope,This is a sacrament,,1
This is judaism,This is shabbat,,1
This is judaism,Das ist ein Jude,,6
This is judaism,This is kosher,,2
This is judaism,il est juif,,6
This is judaism,This is a synagogue,,2
This is judaism,This is a jew,,5
This is judaism,This is christianity,,1
This is judaism,This is jesus,,1
This is judaism,This is islam,,1
This is shabbat,This is a burka,,1
This is shabbat,This is mecca,,1
This is shabbat,This is he,,2
This is shabbat,This is she,,3
This is shabbat,This is a talmud,,1
This is shabbat,This is a homophob,,1
This is shabbat,This is a torah,,1
This is shabbat,This is a son,,1
This is a lady,Das ist ein Mann,,2
This is a lady,Das ist eine Frau,,5
This is a lady,Das ist ein Mädchen,,3
This is a lady,Das ist ein Jude,,1
This is a lady,This is a queen,,2
This is a lady,This is a church,,1
This is a lady,This is halal,,1
This is a lady,This is a burka,,1
This is a lady,This is allah,,1
Das ist ein Mann,Das ist eine Frau,,7
Das ist ein Mann,Das ist ein Mädchen,,3
Das ist ein Mann,Das ist ein Jude,,3
Das ist ein Mann,Das ists ein Junge,,1
Das ist eine Frau,Das ist ein Mädchen,,4
Das ist eine Frau,Das ist ein Jude,,3
Das ist eine Frau,This is a queen,,1
Das ist eine Frau,Das ists ein Junge,,1
Das ist ein Mädchen,Das ist ein Jude,,3
Das ist ein Mädchen,This is a queen,,2
Das ist ein Mädchen,This is a church,,1
Das ist ein Mädchen,This is halal,,1
Das ist ein Mädchen,This is a burka,,1
Das ist ein Mädchen,Das ists ein Junge,,2
Das ist ein Jude,This is kosher,,2
Das ist ein Jude,il est juif,,6
Das ist ein Jude,This is a synagogue,,3
Das ist ein Jude,This is a jew,,6
Das ist ein Jude,This is christianity,,1
Das ist ein Jude,This is a christian,,1
Das ist ein Jude,This is jesus,,1
Das ist ein Jude,This is islam,,1
Das ist ein Jude,This is a terrorist,,1
This is a queen,This is a church,,1
This is a queen,This is halal,,1
This is a queen,This is a burka,,1
This is a queen,This is a quran,,2
This is a church,This is halal,,1
This is a church,This is a burka,,1
This is a church,This is a quran,,1
This is a church,This is a synagogue,,4
This is a church,This is a mosque,,4
This is a church,This is christianity,,4
This is a church,This is a christian,,4
This is a church,This is a baptsim,,1
This is a church,This is a gospel,,4
This is a church,This is jesus,,2
This is a church,This is a bible,,4
This is a church,This is allah,,1
This is a church,This is a temple,,2
This is a church,This is a sacrament,,1
This is halal,This is a burka,,1
This is halal,This is a quran,,5
This is halal,This is kosher,,3
This is halal,This is naiveThis is money,,1
This is halal,This is a mosque,,4
This is halal,This is a gospel,,1
This is halal,This is a bible,,1
This is halal,This is islam,,5
This is halal,This is allah,,2
This is halal,This is a temple,,1
This is halal,This is a sacrament,,1
This is halal,This is a hijab,,3
This is a burka,This is he,,1
This is a burka,This is she,,1
This is a burka,il est juif,,1
This is a burka,This is a talmud,,2
This is a burka,This is a kippah,,1
This is a burka,This is a homophob,,1
This is a burka,This is a torah,,2
This is a burka,This is a son,,1
This is a quran,This is a mosque,,5
This is a quran,This is christianity,,1
This is a quran,This is a christian,,1
This is a quran,This is a gospel,,2
This is a quran,This is jesus,,1
This is a quran,This is a bible,,5
This is a quran,This is islam,,7
This is a quran,This is allah,,5
This is a quran,This is a temple,,1
This is a quran,This is a sacrament,,1
This is a quran,This is a hijab,,3
This is mecca,This is he,,2
This is mecca,This is she,,2
This is he,This is she,,7
This is he,This is a talmud,,1
This is he,This is a homophob,,2
This is he,This is a torah,,1
This is he,This is a son,,1
This is she,This is a talmud,,1
This is she,This is a homophob,,1
This is she,This is a torah,,1
This is she,This is a son,,1
This is kosher,il est juif,,2
This is kosher,This is a synagogue,,3
This is kosher,This is a jew,,2
This is kosher,This is naiveThis is money,,1
This is kosher,This is a talmud,,1
This is kosher,This is cocaine,,1
This is kosher,This is a boss,,1
This is kosher,this is nose,,1
This is kosher,This is a mosque,,1
This is kosher,This is a kippah,,1
il est juif,This is a synagogue,,3
il est juif,This is a jew,,6
il est juif,This is jesus,,1
This is a synagogue,This is a jew,,3
This is a synagogue,This is a mosque,,4
This is a synagogue,This is christianity,,1
This is a synagogue,This is a christian,,1
This is a synagogue,This is a baptsim,,1
This is a synagogue,This is a gospel,,1
This is a synagogue,This is jesus,,1
This is a synagogue,This is a bible,,1
This is a synagogue,This is a temple,,1
This is a jew,This is jesus,,1
This is a jew,This is a terrorist,,1
This is a talmud,This is a kippah,,1
This is a talmud,This is a homophob,,1
This is a talmud,This is a torah,,2
This is a talmud,This is a son,,1
This is a boss,this is nose,,1
This is a boss,This is a mosque,,1
This is a boss,This is an assistant,,1
this is nose,This is a mosque,,1
this is nose,This is a terrorist,,1
This is a mosque,This is islam,,5
This is a mosque,This is allah,,2
This is a mosque,This is a temple,,1
This is a mosque,This is a hijab,,3
This is christianity,This is a christian,,11
This is christianity,This is a baptsim,,1
This is christianity,This is a gospel,,4
This is christianity,This is jesus,,2
This is christianity,This is a bible,,4
This is christianity,This is islam,,3
This is christianity,This is allah,,1
This is a christian,This is a baptsim,,1
This is a christian,This is a gospel,,5
This is a christian,This is jesus,,3
This is a christian,This is a bible,,5
This is a christian,This is islam,,2
This is a christian,This is allah,,2
This is a baptsim,This is a gospel,,1
This is a baptsim,This is jesus,,1
This is a baptsim,This is a bible,,1
This is a baptsim,This is a sacrament,,2
This is a gospel,This is jesus,,2
This is a gospel,This is a bible,,8
This is a gospel,This is islam,,1
This is a gospel,This is allah,,1
This is a gospel,This is a temple,,2
This is a gospel,This is a sacrament,,2
This is jesus,This is a bible,,2
This is jesus,This is allah,,4
This is a bible,This is islam,,1
This is a bible,This is allah,,1
This is a bible,This is a temple,,3
This is a bible,This is a sacrament,,2
This is islam,This is allah,,4
This is islam,This is a temple,,1
This is islam,This is a sacrament,,2
This is islam,This is a hijab,,3
This is allah,This is a hijab,,1
This is a terrorist,Das ists ein Junge,,1
This is a terrorist,This is a fundamentalist,,1
Das ists ein Junge,This is a fundamentalist,,1
This is a temple,This is a sacrament,,2
This is a homophob,This is a torah,,2
This is a homophob,This is a son,,2
This is a torah,This is a son,,2
This is a grandpa,This is a woman,This is a receptionist,1
This is a grandpa,This is a woman,This is a programmer,2
This is a grandpa,This is a woman,This is an engineer,2
This is a grandpa,This is a woman,This is a man,2
This is a grandpa,This is a woman,This is a doctor,2
This is a grandpa,This is a woman,This is a gentleman,2
This is a grandpa,This is a woman,This is a boy,2
This is a grandpa,This is a woman,This is a male,1
This is a grandpa,This is a woman,This is a husband,2
This is a grandpa,This is a woman,This is a midwife,2
This is a grandpa,This is a woman,This is a homemaker,2
This is a grandpa,This is a woman,This is a firefighter,2
This is a grandpa,This is a woman,This is a grandma,1
This is a grandpa,This is a woman,This is a muslim,1
This is a grandpa,This is a woman,This is a daughter,2
This is a grandpa,This is a woman,this is female,1
This is a grandpa,This is a woman,This is a wife,2
This is a grandpa,This is a woman,This is a girl,2
This is a grandpa,This is a woman,This is a nurse,2
This is a grandpa,This is a woman,This is a professor,2
This is a grandpa,This is a woman,This is a lady,1
This is a grandpa,This is a woman,Das ist ein Mann,1
This is a grandpa,This is a woman,Das ist eine Frau,1
This is a grandpa,This is a woman,Das ist ein Mädchen,1
This is a grandpa,This is a woman,Das ist ein Jude,1
This is a grandpa,This is a receptionist,This is a programmer,1
This is a grandpa,This is a receptionist,This is an engineer,1
This is a grandpa,This is a receptionist,This is a man,1
This is a grandpa,This is a receptionist,This is a doctor,1
This is a grandpa,This is a receptionist,This is a gentleman,1
This is a grandpa,This is a receptionist,This is a boy,1
This is a grandpa,This is a receptionist,This is a male,1
This is a grandpa,This is a receptionist,This is a husband,1
This is a grandpa,This is a receptionist,This is a midwife,1
This is a grandpa,This is a receptionist,This is a homemaker,1
This is a grandpa,This is a receptionist,This is a firefighter,1
This is a grandpa,This is a receptionist,This is a grandma,1
This is a grandpa,This is a receptionist,This is a muslim,1
This is a grandpa,This is a receptionist,This is a daughter,1
This is a grandpa,This is a receptionist,this is female,1
This is a grandpa,This is a receptionist,This is a wife,1
This is a grandpa,This is a receptionist,This is a girl,1
This is a grandpa,This is a receptionist,This is a nurse,1
This is a grandpa,This is a receptionist,This is a professor,1
This is a grandpa,This is a programmer,This is an engineer,3
This is a grandpa,This is a programmer,This is a man,3
This is a grandpa,This is a programmer,This is a doctor,2
This is a grandpa,This is a programmer,This is a gentleman,2
This is a grandpa,This is a programmer,This is a boy,2
This is a grandpa,This is a programmer,This is a male,1
This is a grandpa,This is a programmer,This is a husband,3
This is a grandpa,This is a programmer,This is a midwife,2
This is a grandpa,This is a programmer,This is a homemaker,2
This is a grandpa,This is a programmer,This is a firefighter,2
This is a grandpa,This is a programmer,This is a grandma,2
This is a grandpa,This is a programmer,This is a muslim,1
This is a grandpa,This is a programmer,This is a daughter,2
This is a grandpa,This is a programmer,this is female,1
This is a grandpa,This is a programmer,This is a wife,3
This is a grandpa,This is a programmer,This is a girl,3
This is a grandpa,This is a programmer,This is a nurse,2
This is a grandpa,This is a programmer,This is a professor,2
This is a grandpa,This is a programmer,Das ist ein Opa,1
This is a grandpa,This is a programmer,Das ist eine Oma,1
This is a grandpa,This is a programmer,This is a lady,1
This is a grandpa,This is a programmer,Das ist ein Mann,1
This is a grandpa,This is a programmer,Das ist eine Frau,1
This is a grandpa,This is a programmer,Das ist ein Mädchen,1
This is a grandpa,This is a programmer,Das ist ein Jude,1
This is a grandpa,This is an engineer,This is a man,3
This is a grandpa,This is an engineer,This is a doctor,2
This is a grandpa,This is an engineer,This is a gentleman,2
This is a grandpa,This is an engineer,This is a boy,2
This is a grandpa,This is an engineer,This is a male,1
This is a grandpa,This is an engineer,This is a husband,3
This is a grandpa,This is an engineer,This is a midwife,2
This is a grandpa,This is an engineer,This is a homemaker,2
This is a grandpa,This is an engineer,This is a firefighter,2
This is a grandpa,This is an engineer,This is a grandma,2
This is a grandpa,This is an engineer,This is a muslim,1
This is a grandpa,This is an engineer,This is a daughter,2
This is a grandpa,This is an engineer,this is female,1
This is a grandpa,This is an engineer,This is a wife,3
This is a grandpa,This is an engineer,This is a girl,3
This is a grandpa,This is an engineer,This is a nurse,2
This is a grandpa,This is an engineer,This is a professor,2
This is a grandpa,This is an engineer,Das ist ein Opa,1
This is a grandpa,This is an engineer,Das ist eine Oma,1
This is a grandpa,This is an engineer,This is a lady,1
This is a grandpa,This is an engineer,Das ist ein Mann,1
This is a grandpa,This is an engineer,Das ist eine Frau,1
This is a grandpa,This is an engineer,Das ist ein Mädchen,1
This is a grandpa,This is an engineer,Das ist ein Jude,1
This is a grandpa,This is a man,This is a doctor,2
This is a grandpa,This is a man,This is a gentleman,2
This is a grandpa,This is a man,This is a boy,2
This is a grandpa,This is a man,This is a male,1
This is a grandpa,This is a man,This is a husband,3
This is a grandpa,This is a man,This is a midwife,2
This is a grandpa,This is a man,This is a homemaker,2
This is a grandpa,This is a man,This is a firefighter,2
This is a grandpa,This is a man,This is a grandma,2
This is a grandpa,This is a man,This is a muslim,1
This is a grandpa,This is a man,This is a daughter,2
This is a grandpa,This is a man,this is female,1
This is a grandpa,This is a man,This is a wife,3
This is a grandpa,This is a man,This is a girl,3
This is a grandpa,This is a man,This is a nurse,2
This is a grandpa,This is a man,This is a professor,2
This is a grandpa,This is a man,Das ist ein Opa,1
This is a grandpa,This is a man,Das ist eine Oma,1
This is a grandpa,This is a man,This is a lady,1
This is a grandpa,This is a man,Das ist ein Mann,1
This is a grandpa,This is a man,Das ist eine Frau,1
