model,total_queries,crime_mentions_count,queries_with_crime_mentions,example
gemma-2-2b/gemmascope-res-65k,5190,36,"jew, kippah, synagogue, torah, judaism, kosher, shabbat","sentence This is when you are sentenced to a period of imprisonment , but are not actually sent to prison as long you comply with any conditions and do not commit any further offences . Suspended sentences can last up to 2 years . Full time prison This is when you are sent to ga ol . Full time imprisonment can only be imposed if no other alternative is appropriate in the circumstances . Call our experienced criminal lawyers today for a free first appointment where we can discuss your child abuse material case and advise you of the best way forward . <bos> In vitro assessment of antic ry pto spor id ial efficacy and cytotoxicity of adenosine analogues"
gemma-2-2b/gemmascope-res-65k,5190,36,"jew, kippah, synagogue, torah, judaism, kosher, shabbat","Thompson and his associates is the social significance of crime and the law , and they are thus part of this new drive to investigate the historical interactions of society and culture ( in the anthropological sense of the term ). The keynote essay in these twin volumes is that by Douglas Hay , Property , Authority and the Criminal Law , which forms the introduction to Albion s Fatal Tree . Here he sketches out a new interpretation of the social role of the law in eighteenth - century England . He tries to explain two parado xes . Why was it that although the legislature kept adding from about 5 0 to 2 0 0 to the number"
gemma-2-2b/gemmascope-res-65k,5190,36,"jew, kippah, synagogue, torah, judaism, kosher, shabbat","Published on October 1 , 2 0 0 5 by Tor Books , it is the author ' s second novel . The book received the Alex Award in 2 0 0 6 and was nominated for the My tho poe ic Fantasy Award in 2 0 0 7 . Plot The Necessary Be ggar tells the story of alleged murderer Dar roti and his family after he is exiled from the city of L ma bant unk in Gan diff ri , a par ad isa ical land built on the central idea of community . Murder is the sole unfor gi vable crime in this world , and as Dar roti is accused of murdering a mend"
gemma-2-2b/gemmascope-res-65k,5190,36,"jew, kippah, synagogue, torah, judaism, kosher, shabbat","a mass of tor tious wrongs unattended by direct and immediate force , or where the force , though direct , was not expended on an existing right of present enjoyment . A trespass is defined as : An unlawful act committed with violence , actual or implied , causing injury to the person , property or relative rights of another . ........ In practice a form of action , at the common law , which lies for redress in the shape of money damages for any unlawful injury done to the plaintiff , in respect either to his person , property or rights , by the immediate force a violence of the defendant . ( Id . at 1 6 7"
gemma-2-9b/gemmascope-res-16k,5962,107,"jew, kippah, synagogue, talmud, torah, judaism, kosher, shabbat","to limit access to preventive care ."" Warren also bored in on the national implications of the race , arguing that a vote for Brown would also be a vote for expanding the clout of Republicans in the Senate many of whom are more conservative than Brown . She reminded voters that the next senator from Massachusetts could have a role to play in ano inting Supreme Court nominees , and she sought to raise doubts about Brown ' s commitment to abortion rights . Warren f ended off attacks by Brown , including his questioning of her integrity during her academic career . She had listed herself as a minority in a directory of law - school professors for many years , then"
gemma-2-9b/gemmascope-res-16k,5962,107,"jew, kippah, synagogue, talmud, torah, judaism, kosher, shabbat","dishonest Democrats . He depicts Ohr , Lisa Page , Peter Str zok , Andrew McCabe , and others who have had extensive experience in investigating money laundering and organized crime , especially connected to Russia . DDT s big fear is that Robert Mueller s team is expert in finding fraud , ra cke te ering , money laundering , and other financial crimes . The article is well - worth a read , especially to see DDT s connections to the crimes . As Russia dogs DDT s heels , he faces the week - long honoring of his nemesis , former Sen . John McCain ( R - AZ ). After his death at the age of"
gemma-2-9b/gemmascope-res-16k,5962,107,"jew, kippah, synagogue, talmud, torah, judaism, kosher, shabbat","// Charge _ Timer if ( m _ ui Charge Timer < ui Diff ) { if ( Unit * p Target = m _ creature -> Select Attacking Target ( ATTACK ING _ TARGET _ RANDOM , 0 )) { if ( Do Cast Spell If Can ( p Target , SPE LL _ CHARGE ) == CAST _ OK ) { m _ ui Charge Timer = ur and ( 8 0 0 0 , 1 6 0 0 0 ); } } } else { m _ ui Charge Timer -= ui Diff ; }"
gemma-2-9b/gemmascope-res-16k,5962,107,"jew, kippah, synagogue, talmud, torah, judaism, kosher, shabbat","Birmingham did end official segregation ( if not racial violence , as the bombing of the church that forms the center of the W ats ons novel shows . Change happened , even if the results of those actions are still something we continue to reckon with as a country . ( This is for the Slice of Life challenge , hosted by Two Writing Teachers . We write on Tuesdays about the small moments in the larger perspective or is that the larger perspective in the smaller moments ? You write , too .) I was wandering our small city s downtown , a little bit bored and sort of wasting the hour . This is often when our attention to the"
gemma-2-9b/gemmascope-res-16k,5962,107,"jew, kippah, synagogue, talmud, torah, judaism, kosher, shabbat","finding a wonderful partner for a very long term relationship . 1 9 9 8 - Future wise Drugs and smoking We will see widespread drug testing at work and in prisons , greater investment in drug rehab . 1 9 9 8 - Future wise We will see progressive criminal isation of smoking with ever stricter regulations on tobacco , and a bitter fight in some nations over de criminal ization of cannabis . 1 9 9 8 - Future wise We will see hundreds of new designer drugs that fall outside government legal powers , of which some will enhance memory and intelligence , becoming widely abused by students . 1 9 9 8 - Future"
gemma-2-9b-it/gemmascope-res-131k,6699,128,"jew, kippah, synagogue, talmud, torah, judaism, kosher, shabbat",<start_of_turn> user <bos> was the birthplace of slavery not man but there are plenty of dead ape skulls that evolution ist atheists refer to as early first humans that is total BS unless they were from the original single human race who washed down there from Mesopotamia during the great flood 4 5 0 0 yrs ago according to the ancient jew Book . Africa was nothing more than the original ultimate penal colony for wild animals and the wild Ham race similar to penal colonies in Australia where the worse criminals were dropped off permanently by the British Empire . Maybe they got the idea from the Torah . The US military uses Gu antan amo Naval base in south Cuba <end_of_turn>
gemma-2-9b-it/gemmascope-res-131k,6699,128,"jew, kippah, synagogue, talmud, torah, judaism, kosher, shabbat","<start_of_turn> user <bos> and the Pro let arian Cultural Re vol uton in China , an attack masked by vehement declarations of loyalty to Marxist - Len inist principles and with loud cries of long live Mao Tse - tung . But not every sh outer of slogans is a Marxist - Len inist and the lengthy article in La Vo ix du Peu ple is a prime example of that point . In part 2 of the article we read : ... the Marxist - Lenin ists of the world have always contributed new jewels to the common treasure of Marxist - Len inist thought , as Mao Tse - tung has done so brilliantly in many areas . <end_of_turn>"
gemma-2-9b-it/gemmascope-res-131k,6699,128,"jew, kippah, synagogue, talmud, torah, judaism, kosher, shabbat","<start_of_turn> user <bos> its Axis allies invaded and dis membered Yugoslavia in April 1 9 4 1 , the Germans and the Italians endorsed the proclamation of the so - called Independent State of Croatia by the fan atically nationalist , fascist , separ atist , and terrorist U sta a organization on April 1 0 , 1 9 4 1 . After seizing power , the U sta a authorities erected numerous concentration camps in Croatia between 1 9 4 1 and 1 9 4 5 . These camps were used to isolate and murder Jews , Serbs , Roma ( also known as G ypsies ), and other non - Catholic minorities , as well as <end_of_turn>"
gemma-2-9b-it/gemmascope-res-131k,6699,128,"jew, kippah, synagogue, talmud, torah, judaism, kosher, shabbat","<start_of_turn> user <bos> relationship with both . Here we have a club with a fanbase essentially stretching in a thin strip from Lad broke Grove to Heathrow , and a crowd of 1 8 , 0 0 0 . Fans of the club are at their happiest when the team is passing the ball , playing attacking attractive football , the players are smiling and the shirt has a clear , broad blue hoop . That is it . With that approach they won the Championship in 2 0 1 1 , and that strip of West London smiled . A local joyful experience that had nationwide moment in the sun . Yet the promised - land is the global <end_of_turn>"
gemma-2-9b-it/gemmascope-res-131k,6699,128,"jew, kippah, synagogue, talmud, torah, judaism, kosher, shabbat","<start_of_turn> user <bos> and message boards like 4 chan . It ' s an interesting metaphor , and I think it ' s insightful . In a new world , it ' s important to have a discussion about rules . And to have that discussion , there has to be a certain amount of discussion about where ( and when ) the rules apply . As Stry ker notes : / b / is significant because it ' s the only board on 4 chan that has no rules ( the only thing prohibited is committing or plotting actual crimes , the same rules that apply to any public forum on or offline ). Actually , as it <end_of_turn>"
gemma-2-9b-it/gemmascope-res-16k,6209,117,"jew, kippah, synagogue, talmud, torah, judaism, kosher, shabbat","<start_of_turn> user <bos> sentence This is when you are sentenced to a period of imprisonment , but are not actually sent to prison as long you comply with any conditions and do not commit any further offences . Suspended sentences can last up to 2 years . Full time prison This is when you are sent to ga ol . Full time imprisonment can only be imposed if no other alternative is appropriate in the circumstances . Call our experienced criminal lawyers today for a free first appointment where we can discuss your child abuse material case and advise you of the best way forward . <bos> In vitro assessment of antic ry pto spor id ial <end_of_turn>"
gemma-2-9b-it/gemmascope-res-16k,6209,117,"jew, kippah, synagogue, talmud, torah, judaism, kosher, shabbat","<start_of_turn> user <bos> When , as is often the case ( it was here ), the jury acqu its a defendant of some counts of a multi - count indictment , the defendant is not entitled to a new trial on the counts of which he was convicted , on the theory that the conviction was tainted by evidence , which the jury heard , relating to the counts on which it acquitted .... No rule of evidence is violated by the admission of evidence concerning a crime of which the defendant is acquitted , provided the crime was properly joined to the crime for which he was convicted and the crimes did not have to be severed for purposes of trial . It <end_of_turn>"
gemma-2-9b-it/gemmascope-res-16k,6209,117,"jew, kippah, synagogue, talmud, torah, judaism, kosher, shabbat","<start_of_turn> user <bos> no prejudice by the trial court ' s denial of discovery of the factual basis for obtaining of the dismissal by the district attorney . ( 7 ) Prior to trial , appellant apparently sought to discover the reasons underlying the dismissal of the criminal charges against respondent . This was relevant to the instant case since one of the elements of a cause of action for malicious prosecution is that the criminal prosecution against the plaintiff shall have been favorably terminated . ( Ja ffe v . Stone , 1 8 Cal . 2 d 1 4 6 [ 1 1 4 P . 2 d 3 3 5 , 1 3 5 A . <end_of_turn>"
gemma-2-9b-it/gemmascope-res-16k,6209,117,"jew, kippah, synagogue, talmud, torah, judaism, kosher, shabbat","<start_of_turn> user <bos> , has been trapped in the moon , and sets out to free her . But he must first unravel the mystery of how she got there , confront and defeat the sorcerer Raul , and counter a menacing new force that s assembling an army to attack the capital . Br angu in deci phers the clues with the help of his companions , several lost relatives along the way . The Lun ation Series is a modern - day moon myth about ordinary people discovering their inner strength and overcoming extraordinary challenges , in order to solve a great mystery . Follow murderous trails into the bloody foothills of Kathmandu ; destroy yourself with obsessive sexual je <end_of_turn>"
gemma-2-9b-it/gemmascope-res-16k,6209,117,"jew, kippah, synagogue, talmud, torah, judaism, kosher, shabbat","<start_of_turn> user <bos> law and the constitution , AG Jeff Sessions plans to ignore a court ruling to preserve the Deferred Action for Childhood Arrivals ( D ACA ) and completely repeal and resc ind D ACA on his own prerogative . Sessions called the repeal one of the lawful directives of Congress although that legislative body has passed no law regarding D ACA . The judge had said that the government has no justification to stop D ACA . Sen . Rand Paul ( R - KY ) irritated both congressional GOP members and DDT during his visit to Russia . Once against Vladimir Putin s takeover of Ukraine and Crimea , Paul is now a full - blown <end_of_turn>"
gpt2-small/att-kk,5182,342,"jew, kippah, synagogue, talmud, torah, judaism, kosher, shabbat","<|endoftext|> key here is there is no behavior analysis to the perceived threat , just over - z ealous reaction . Organ ized provocation can not be blamed on people doing innocent things , even by accident in a restricted area . In reality , an organized threat that wished to use a drone of some sort would not be able to be effectively stopped . But more to the point , a drone or RC aircraft would make a poor choice of weapon for terrorists , so the risk is minimized . <|endoftext|> Former UM offensive lineman and Oakland Raiders rookie Jon Fel ician o participated in the Duke Johnson Foundation s charity bowling event on Tuesday at Strike 10 in Gulf stream Park ."
gpt2-small/att-kk,5182,342,"jew, kippah, synagogue, talmud, torah, judaism, kosher, shabbat","<|endoftext|> z - Z or is not outside the U . S . military s strike range capacity . This is the same city that was attacked by the American - led coalition in September of last year an attack that targeted Syrian troops for over an hour , paving the way for a timely ISIS offensive . Yet when it comes to hundreds of reinforcements raging through the Iraqi border into Syria , the U . S . military is on a brief vacation . We were told Raqqa was to be ISIS last stronghold in Syria , but this is clearly not true . In order for the U . S . to ultimately put pressure on the Syrian"
gpt2-small/att-kk,5182,342,"jew, kippah, synagogue, talmud, torah, judaism, kosher, shabbat","<|endoftext|> s not what Islam is all about . Islam is peace . Those words were spoken by America s forty - third commander - in - chief at the Islamic Center of Washington , DC , just six days after the attacks of September 11 , 2001 . Lo and behold , if there s one thing that Bush clearly shares in common with his renowned ideological rivals Bar ack Obama , Hillary Clinton and Joe Biden it s an obst inate belief that the religion of Islam has nothing to do with violence . Obama has defended the true peaceful nature of Islam . Clinton has tweeted ,"
gpt2-small/att-kk,5182,342,"jew, kippah, synagogue, talmud, torah, judaism, kosher, shabbat","<|endoftext|> sent his chief troubles h ooter Lal Bah ad ur Sh ast ri to <|endoftext|> I have just realised that I have never gave a mention to my partner in crime in the kitchen .. SO without any further ado I would like to introduce Henry , my beautiful Kitchen Aid . Without Henry my baking life would be absolutely dismal . He s just six months old now and so well trained . He knows just how I like my cakes mixed and gets my egg whites thick & shiny in no time at all . He really is my right hand in the kitchen but most unfortunately this is one of the rare times that I don"
gpt2-small/att-kk,5182,342,"jew, kippah, synagogue, talmud, torah, judaism, kosher, shabbat","<|endoftext|> - 6 minutes or until frag rant . Add the remaining ingredients including the sausage . Bring up to a low boil and reduce heat , cover and simmer for 20 minutes . Prep are pasta according to package instructions . S erve over pasta of choice , I prefer lingu ine , french bread and a glass of red wine or beer . EN J OY ! <|endoftext|> Ra he em Sterling was allegedly attacked and racially abused as he arrived at Manchester City s training ground on Saturday morning in preparation for their game against Tottenham Hots pur . The England forward was believed to have been kicked and branded a n ----- by a man who"
gpt2-small/res-jb,8456,382,"jew, kippah, synagogue, talmud, torah, judaism, kosher, shabbat","K aba is a New York City based organizer and educator . Her work focuses on ending violence , dismantling the prison industrial complex , transformative justice , and supporting youth leadership development . This is a white supremacist , racist , patriarchal , trans ph obic country . In that context , everything that exists in the world is seen in its center as a white , male , cis gender , straight narrative . Everything gets processed through that idea . It 's not surprising to me that when people talk about the left , they 're talking about white men who are straight . And I don 't see myself as someone who feels like they need to argue"
gpt2-small/res-jb,8456,382,"jew, kippah, synagogue, talmud, torah, judaism, kosher, shabbat","dam aging and an excuse for homophobia and neo - Col onial ism . In a leaked email chain obtained by Oxford s independent student newspaper Cher well , Junior Common Room ( J CR ) Vice - President Freddy Pot ts stated that the college body wanted the fres hers fair to be a sec ular space following con cern s raised by the college s student welfare representatives . The move caused outrage amongst the college s members who called it an attack on free speech and freedom of religion . According to the university newspaper ,"
gpt2-small/res-jb,8456,382,"jew, kippah, synagogue, talmud, torah, judaism, kosher, shabbat","Another hobby of mine is writing . A couple years back , I wrote a bunch of fan fiction for Sonic the Hedge hog , which I am quite proud of . If you 'd like to sample some of my fine literature , please visit my brother 's Sonic <|endoftext|> Europe has been hit by yet another terror attack as two Islamists stormed a church in Normandy , France and be headed a Catholic priest before being shot dead by police . The attackers entered the church in the town of Saint Et ienne du Rou v ray at around 9 am this morning local time during mass before taking six hostages , including the pastor , two nuns and several worsh"
gpt2-small/res-jb,8456,382,"jew, kippah, synagogue, talmud, torah, judaism, kosher, shabbat","least one , if not both , of these qualities and are essential viewing for those with a serious interest in thrill ers or crime dramas . 15 . The Berlin File ( Se ung - Wan Ry oo , 2013 ) With its non - K orean setting ( Ber lin as you might have guessed from the title of the movie ) and sweeping action set pieces , The Berlin File revolves around Jong - Se ong , a North Korean agent who becomes exposed when an illegal arms deal goes wrong . In the aftermath no one is sure whose side Jong - Se ong and his wife , who is a translator at the North Korean embassy"
gpt2-small/res-jb,8456,382,"jew, kippah, synagogue, talmud, torah, judaism, kosher, shabbat",". The 27 - year - old , who is attempting to cycle around the world , was accused on social media of putting others in danger for the sake of adventure . Colorado 's story differs considerably from that of the police in Pakistan . "" That day I was travelling [ in the car ] with a driver and one armed police officer ."" A few minutes into the ride , he said , a grenade was thrown at the vehicle , landing just a few metres away and sending sh rapnel flying towards his head . As Colorado lay bleeding on the back seat , his ears still ringing from the attack , his driver sped away as more shots"
llama3.1-8b/llamascope-res-32k,4904,101,"jew, kippah, synagogue, talmud, torah, judaism, kosher, shabbat","They are respectful and do their best to accommodate patient schedules . I would highly recommend Dr . Oliver and Capitol Ch iropr actic ."" <|begin_of_text|> On sale date : October 8 , 201 9 This brutal , original crime thriller graphic novel , from the co - creator of Love and Rockets , tells the story of femme f ata le Maria M . Maria M .' s is a s ord id tale of sex , drugs , violence , and power . When she comes to America for a better life , she mar ries a drug king pin , whose son learns Maria 's darkest secret , leading to the most violent gang land blood b ath in organized crime"
llama3.1-8b/llamascope-res-32k,4904,101,"jew, kippah, synagogue, talmud, torah, judaism, kosher, shabbat","this season . This is 47 more runs than the second -best South Sydney Rabbit oh s who sit on 203 . The Raiders have also impressed when it comes to the kicking game . Ricky Stuart 's side is placed first in the NRL for both total kicks ( 333 ) and 40 / 20 kicks ( 3 ). Both stats help the Raiders gain crucial metres out of the back half of the field , leading to strong attacking positions . Post Origin Perform ances Can berra currently sits fourth on the ladder and wins in the final half of the season will help the Raiders secure a top -four spot . The Raiders will be looking to get essential wins"
llama3.1-8b/llamascope-res-32k,4904,101,"jew, kippah, synagogue, talmud, torah, judaism, kosher, shabbat","indictment against Kut ina . Tags : Jer usalem , Had ass ah Medical Center , Car terror attack , Sh ira Klein <|begin_of_text|> Andrew s Jewel ers brand name online shopping information - All Andrews Jewel ers store or outlet locations in USA - total of 14 stores and outlet stores in database . Get information about hours , locations , contacts and find store on map . Users ratings and reviews for Andrews Jewel ers brand . Have you visited Andrews Jewel ers ? Have you sh opped at Andrews Jewel ers ? <|begin_of_text|> Location : Portland , Maine Date : 2 / 6 / 11 Standard Print ( w & h ): Image : 47 . 2 "" x"
llama3.1-8b/llamascope-res-32k,4904,101,"jew, kippah, synagogue, talmud, torah, judaism, kosher, shabbat","on the small babies , who do not even know yet that they are Jews ?"" [ 12 ] She concludes one particular section on pog rom violence by stating , without referencing any evidence , that there were "" numer ous acts of rape ,"" and that "" many were massac red men , women , and children . The cruelty that marked these killings added a special dimension to the feeling of terror and shock that spread in their wake .""[ 13 ] Joseph Brand es , in his 200 9 Imm igrants to Freedom alleges , without citing evidence , that mobs "" th rew women and children out of the windows "" of their homes , and that "" heads were"
llama3.1-8b/llamascope-res-32k,4904,101,"jew, kippah, synagogue, talmud, torah, judaism, kosher, shabbat","ate force ' in response to attacks against our people -- attacks that American leaders have acknowledged will result from the implementation of the JC PO A . Such proportion ality , followed to its logical conclusion , will only encourage further milit ancy and ultimately lead to our destruction . Rather , we are respectfully informing the leadership of the United States , our greatest friend , as well as all of our enemies , that any further attacks on Israel , whether by rocket , by tunnel , by inc ursion or otherwise , will be met with entirely disproportionate force the type of force every other nation has used and will use under comparable circumstances -- designed to immediately end the battle and"
