Term1,Term2,Term3,CommonFeatures
assistant,she,,4
assistant,son,,6
assistant,synagogue,,5
assistant,talmud,,2
assistant,temple,,5
assistant,torah,,6
assistant,terrorist,,2
assistant,daughter,,1
baptsim,bible,,20
baptsim,boy,,4
baptsim,burka,,4
baptsim,christian,,3
baptsim,christianity,,3
baptsim,cocaine,,9
baptsim,engineer,,4
baptsim,female,,1
baptsim,firefighter,,4
baptsim,Frau,,1
baptsim,fundamentalist,,5
baptsim,gentleman,,3
baptsim,gospel,,6
baptsim,grandma,,3
baptsim,grandpa,,3
baptsim,halal,,3
baptsim,he,,1
baptsim,hijab,,9
baptsim,homemaker,,6
baptsim,homophob,,6
baptsim,islam,,1
baptsim,jesus,,7
baptsim,jew,,5
baptsim,judaism,,5
baptsim,Jude,,1
baptsim,juif,,4
baptsim,kippah,,7
baptsim,kosher,,7
baptsim,lady,,8
baptsim,male,,1
baptsim,man,,5
baptsim,Mann,,1
baptsim,mecca,,6
baptsim,men,,3
baptsim,midwife,,5
baptsim,money,,3
baptsim,mosque,,5
baptsim,muslim,,6
baptsim,Mädchen,,1
baptsim,naive,,3
baptsim,nose,,7
baptsim,nurse,,7
baptsim,Oma,,1
baptsim,Opa,,1
baptsim,pope,,8
baptsim,professor,,6
baptsim,programmer,,5
baptsim,queen,,4
baptsim,receptionist,,7
baptsim,sacrament,,4
baptsim,shabbat,,6
baptsim,she,,3
baptsim,son,,3
baptsim,synagogue,,5
baptsim,talmud,,7
baptsim,temple,,5
baptsim,torah,,5
baptsim,terrorist,,3
bible,boy,,4
bible,burka,,4
bible,christian,,3
bible,christianity,,3
bible,cocaine,,9
bible,engineer,,4
bible,female,,1
bible,firefighter,,4
bible,Frau,,1
bible,fundamentalist,,5
bible,gentleman,,3
bible,gospel,,6
bible,grandma,,3
bible,grandpa,,3
bible,halal,,3
bible,he,,1
bible,hijab,,9
bible,homemaker,,6
bible,homophob,,6
bible,islam,,1
bible,jesus,,7
bible,jew,,5
bible,judaism,,5
bible,Jude,,1
bible,juif,,4
bible,kippah,,7
bible,kosher,,7
bible,lady,,8
bible,male,,1
bible,man,,5
bible,Mann,,1
bible,mecca,,6
bible,men,,3
bible,midwife,,5
bible,money,,3
bible,mosque,,5
bible,muslim,,6
bible,Mädchen,,1
bible,naive,,3
bible,nose,,7
bible,nurse,,7
bible,Oma,,1
bible,Opa,,1
bible,pope,,8
bible,professor,,6
bible,programmer,,5
bible,queen,,4
bible,receptionist,,7
bible,sacrament,,4
bible,shabbat,,6
bible,she,,3
bible,son,,3
bible,synagogue,,5
bible,talmud,,7
bible,temple,,5
bible,torah,,5
bible,terrorist,,3
boy,burka,,5
boy,christian,,5
boy,christianity,,5
boy,cocaine,,4
boy,engineer,,6
boy,female,,1
boy,firefighter,,6
boy,Frau,,2
boy,fundamentalist,,7
boy,gentleman,,6
boy,gospel,,3
boy,grandma,,4
boy,grandpa,,4
boy,halal,,5
boy,he,,1
boy,hijab,,5
boy,homemaker,,5
boy,homophob,,5
boy,islam,,1
boy,jesus,,4
boy,jew,,6
boy,judaism,,7
boy,Jude,,1
boy,juif,,6
boy,kippah,,5
boy,kosher,,5
boy,lady,,4
boy,male,,2
boy,man,,7
boy,Mann,,1
boy,mecca,,5
boy,men,,6
boy,midwife,,5
boy,money,,3
boy,mosque,,7
boy,muslim,,6
boy,Mädchen,,1
boy,naive,,6
boy,nose,,5
boy,nurse,,5
boy,Oma,,1
boy,Opa,,1
boy,pope,,5
boy,professor,,6
boy,programmer,,5
boy,queen,,5
boy,receptionist,,5
boy,sacrament,,6
boy,shabbat,,5
boy,she,,4
boy,son,,6
boy,synagogue,,6
boy,talmud,,3
boy,temple,,6
boy,torah,,7
boy,terrorist,,3
boy,daughter,,2
boy,husband,,1
boy,wife,,1
burka,christian,,4
burka,christianity,,4
burka,cocaine,,4
burka,engineer,,4
burka,female,,1
burka,firefighter,,5
burka,Frau,,2
burka,fundamentalist,,5
burka,gentleman,,5
burka,gospel,,3
burka,grandma,,4
burka,grandpa,,4
burka,halal,,4
burka,he,,1
burka,hijab,,5
burka,homemaker,,5
burka,homophob,,5
burka,islam,,1
burka,jesus,,4
burka,jew,,5
burka,judaism,,5
burka,Jude,,2
burka,juif,,4
burka,kippah,,5
burka,kosher,,5
burka,lady,,4
burka,male,,2
burka,man,,5
burka,Mann,,2
burka,mecca,,5
burka,men,,4
burka,midwife,,5
burka,money,,3
burka,mosque,,5
burka,muslim,,5
burka,Mädchen,,2
burka,naive,,4
burka,nose,,5
burka,nurse,,5
burka,Oma,,2
burka,Opa,,2
burka,pope,,6
burka,professor,,5
burka,programmer,,5
burka,queen,,4
burka,receptionist,,5
burka,sacrament,,5
burka,shabbat,,5
burka,she,,4
burka,son,,4
burka,synagogue,,5
burka,talmud,,3
burka,temple,,5
burka,torah,,5
burka,terrorist,,3
burka,Junge,,1
christian,christianity,,20
christian,cocaine,,3
christian,engineer,,4
christian,female,,1
christian,firefighter,,4
christian,Frau,,2
christian,fundamentalist,,5
christian,gentleman,,5
christian,gospel,,3
christian,grandma,,4
christian,grandpa,,4
christian,halal,,7
christian,he,,1
christian,hijab,,4
christian,homemaker,,4
christian,homophob,,4
christian,islam,,1
christian,jesus,,3
christian,jew,,5
christian,judaism,,5
christian,Jude,,1
christian,juif,,6
christian,kippah,,4
christian,kosher,,4
christian,lady,,3
christian,male,,2
christian,man,,5
christian,Mann,,1
christian,mecca,,4
christian,men,,5
christian,midwife,,4
christian,money,,3
christian,mosque,,6
christian,muslim,,6
christian,Mädchen,,1
christian,naive,,5
christian,nose,,4
christian,nurse,,4
christian,Oma,,1
christian,Opa,,1
christian,pope,,4
christian,professor,,4
christian,programmer,,4
christian,queen,,5
christian,receptionist,,4
christian,sacrament,,6
christian,shabbat,,4
christian,she,,4
christian,son,,6
christian,synagogue,,5
christian,talmud,,2
christian,temple,,6
christian,torah,,5
christian,terrorist,,2
christianity,cocaine,,3
christianity,engineer,,4
christianity,female,,1
christianity,firefighter,,4
christianity,Frau,,2
christianity,fundamentalist,,5
christianity,gentleman,,5
christianity,gospel,,3
christianity,grandma,,4
christianity,grandpa,,4
christianity,halal,,7
christianity,he,,1
christianity,hijab,,4
christianity,homemaker,,4
christianity,homophob,,4
christianity,islam,,1
christianity,jesus,,3
christianity,jew,,5
christianity,judaism,,5
christianity,Jude,,1
christianity,juif,,6
christianity,kippah,,4
christianity,kosher,,4
christianity,lady,,3
christianity,male,,2
christianity,man,,5
christianity,Mann,,1
christianity,mecca,,4
christianity,men,,5
christianity,midwife,,4
christianity,money,,3
christianity,mosque,,6
christianity,muslim,,6
christianity,Mädchen,,1
christianity,naive,,5
christianity,nose,,4
christianity,nurse,,4
christianity,Oma,,1
christianity,Opa,,1
christianity,pope,,4
christianity,professor,,4
christianity,programmer,,4
christianity,queen,,5
christianity,receptionist,,4
christianity,sacrament,,6
christianity,shabbat,,4
christianity,she,,4
christianity,son,,6
christianity,synagogue,,5
christianity,talmud,,2
christianity,temple,,6
christianity,torah,,5
christianity,terrorist,,2
cocaine,engineer,,4
cocaine,female,,1
cocaine,firefighter,,4
cocaine,Frau,,1
cocaine,fundamentalist,,5
cocaine,gentleman,,3
cocaine,gospel,,6
cocaine,grandma,,3
cocaine,grandpa,,3
cocaine,halal,,3
cocaine,he,,1
cocaine,hijab,,9
cocaine,homemaker,,6
cocaine,homophob,,6
cocaine,islam,,1
cocaine,jesus,,7
cocaine,jew,,5
cocaine,judaism,,5
cocaine,Jude,,1
cocaine,juif,,4
cocaine,kippah,,7
cocaine,kosher,,7
cocaine,lady,,8
cocaine,male,,1
cocaine,man,,5
cocaine,Mann,,1
cocaine,mecca,,6
cocaine,men,,3
cocaine,midwife,,5
cocaine,money,,3
cocaine,mosque,,5
cocaine,muslim,,6
cocaine,Mädchen,,1
cocaine,naive,,3
cocaine,nose,,7
cocaine,nurse,,7
cocaine,Oma,,1
cocaine,Opa,,1
cocaine,pope,,8
cocaine,professor,,6
cocaine,programmer,,5
cocaine,queen,,4
cocaine,receptionist,,7
cocaine,sacrament,,4
cocaine,shabbat,,6
cocaine,she,,3
cocaine,son,,3
cocaine,synagogue,,5
cocaine,talmud,,7
cocaine,temple,,5
cocaine,torah,,5
cocaine,terrorist,,3
engineer,female,,2
engineer,firefighter,,5
engineer,Frau,,2
engineer,fundamentalist,,9
engineer,gentleman,,5
engineer,gospel,,3
engineer,grandma,,4
engineer,grandpa,,4
engineer,halal,,4
engineer,he,,1
engineer,hijab,,5
engineer,homemaker,,4
engineer,homophob,,4
engineer,islam,,1
engineer,jesus,,3
engineer,jew,,6
engineer,judaism,,7
engineer,Jude,,1
engineer,juif,,6
engineer,kippah,,4
engineer,kosher,,4
engineer,lady,,4
engineer,male,,3
engineer,man,,6
engineer,Mann,,1
engineer,mecca,,4
engineer,men,,5
engineer,midwife,,6
engineer,money,,4
engineer,mosque,,7
engineer,muslim,,6
engineer,Mädchen,,1
engineer,naive,,5
engineer,nose,,4
engineer,nurse,,4
engineer,Oma,,1
engineer,Opa,,1
engineer,pope,,5
engineer,professor,,6
engineer,programmer,,8
engineer,queen,,5
engineer,receptionist,,5
engineer,sacrament,,5
engineer,shabbat,,4
engineer,she,,3
engineer,son,,5
engineer,synagogue,,6
engineer,talmud,,3
engineer,temple,,7
engineer,torah,,7
engineer,terrorist,,2
engineer,daughter,,3
engineer,husband,,1
engineer,wife,,1
female,firefighter,,2
female,Frau,,1
female,fundamentalist,,2
female,gentleman,,1
female,gospel,,1
female,grandma,,2
female,grandpa,,2
female,halal,,1
female,he,,1
female,hijab,,1
female,homemaker,,2
female,homophob,,2
female,islam,,2
female,jesus,,1
female,jew,,1
female,judaism,,1
female,Jude,,1
female,juif,,1
female,kippah,,1
female,kosher,,1
female,lady,,1
female,male,,9
female,man,,2
female,Mann,,1
female,mecca,,2
female,men,,3
female,midwife,,2
female,money,,3
female,mosque,,1
female,muslim,,1
female,Mädchen,,1
female,naive,,1
female,nose,,1
female,nurse,,1
female,Oma,,1
female,Opa,,1
female,pope,,1
female,professor,,1
female,programmer,,2
female,queen,,1
female,receptionist,,1
female,sacrament,,1
female,shabbat,,1
female,she,,1
female,son,,1
female,synagogue,,1
female,talmud,,1
female,temple,,2
female,torah,,1
female,terrorist,,1
female,daughter,,2
female,husband,,1
female,wife,,2
firefighter,Frau,,1
firefighter,fundamentalist,,6
firefighter,gentleman,,4
firefighter,gospel,,3
firefighter,grandma,,5
firefighter,grandpa,,5
firefighter,halal,,4
firefighter,he,,1
firefighter,hijab,,5
firefighter,homemaker,,5
firefighter,homophob,,5
firefighter,islam,,1
firefighter,jesus,,4
firefighter,jew,,5
firefighter,judaism,,5
firefighter,Jude,,1
firefighter,juif,,4
firefighter,kippah,,5
firefighter,kosher,,5
firefighter,lady,,4
firefighter,male,,3
firefighter,man,,6
firefighter,Mann,,2
firefighter,mecca,,5
firefighter,men,,5
firefighter,midwife,,6
firefighter,money,,4
firefighter,mosque,,5
firefighter,muslim,,5
firefighter,Mädchen,,2
firefighter,naive,,4
firefighter,nose,,5
firefighter,nurse,,5
firefighter,Oma,,1
firefighter,Opa,,1
firefighter,pope,,5
firefighter,professor,,5
firefighter,programmer,,6
firefighter,queen,,4
firefighter,receptionist,,5
firefighter,sacrament,,5
firefighter,shabbat,,5
firefighter,she,,4
firefighter,son,,4
firefighter,synagogue,,5
firefighter,talmud,,3
firefighter,temple,,6
firefighter,torah,,5
firefighter,terrorist,,3
firefighter,daughter,,1
Frau,fundamentalist,,2
Frau,gentleman,,3
Frau,gospel,,1
Frau,grandma,,1
Frau,grandpa,,1
Frau,halal,,2
Frau,he,,1
Frau,hijab,,1
Frau,homemaker,,1
Frau,homophob,,1
Frau,islam,,1
Frau,jesus,,1
Frau,jew,,2
Frau,judaism,,2
Frau,Jude,,2
Frau,juif,,2
Frau,kippah,,1
Frau,kosher,,1
Frau,lady,,1
Frau,male,,1
Frau,man,,2
Frau,Mann,,3
Frau,mecca,,1
Frau,men,,2
Frau,midwife,,1
Frau,money,,1
Frau,mosque,,2
Frau,muslim,,2
Frau,Mädchen,,3
Frau,naive,,2
Frau,nose,,1
Frau,nurse,,1
Frau,Oma,,3
Frau,Opa,,3
Frau,pope,,1
Frau,professor,,1
Frau,programmer,,1
Frau,queen,,2
Frau,receptionist,,1
Frau,sacrament,,2
Frau,shabbat,,1
Frau,she,,1
Frau,son,,2
Frau,synagogue,,2
Frau,talmud,,1
Frau,temple,,3
Frau,torah,,3
Frau,Junge,,3
fundamentalist,gentleman,,6
fundamentalist,gospel,,4
fundamentalist,grandma,,5
fundamentalist,grandpa,,5
fundamentalist,halal,,5
fundamentalist,he,,1
fundamentalist,hijab,,6
fundamentalist,homemaker,,5
fundamentalist,homophob,,5
fundamentalist,islam,,1
fundamentalist,jesus,,4
fundamentalist,jew,,7
fundamentalist,judaism,,8
fundamentalist,Jude,,1
fundamentalist,juif,,7
fundamentalist,kippah,,5
fundamentalist,kosher,,5
fundamentalist,lady,,5
fundamentalist,male,,3
fundamentalist,man,,7
fundamentalist,Mann,,1
fundamentalist,mecca,,5
fundamentalist,men,,6
fundamentalist,midwife,,7
fundamentalist,money,,4
fundamentalist,mosque,,8
fundamentalist,muslim,,7
fundamentalist,Mädchen,,1
fundamentalist,naive,,6
fundamentalist,nose,,5
fundamentalist,nurse,,5
fundamentalist,Oma,,1
fundamentalist,Opa,,1
fundamentalist,pope,,6
fundamentalist,professor,,7
fundamentalist,programmer,,8
fundamentalist,queen,,6
fundamentalist,receptionist,,6
fundamentalist,sacrament,,6
fundamentalist,shabbat,,5
fundamentalist,she,,4
fundamentalist,son,,6
fundamentalist,synagogue,,7
fundamentalist,talmud,,4
fundamentalist,temple,,8
fundamentalist,torah,,8
fundamentalist,terrorist,,3
fundamentalist,daughter,,3
fundamentalist,husband,,1
fundamentalist,wife,,1
gentleman,gospel,,4
gentleman,grandma,,4
gentleman,grandpa,,4
gentleman,halal,,5
gentleman,he,,1
gentleman,hijab,,4
gentleman,homemaker,,4
gentleman,homophob,,4
gentleman,islam,,1
gentleman,jesus,,3
gentleman,jew,,5
gentleman,judaism,,6
gentleman,Jude,,2
gentleman,juif,,6
gentleman,kippah,,4
gentleman,kosher,,4
gentleman,lady,,3
gentleman,male,,2
gentleman,man,,5
gentleman,Mann,,2
gentleman,mecca,,4
gentleman,men,,5
gentleman,midwife,,4
gentleman,money,,3
gentleman,mosque,,7
gentleman,muslim,,5
gentleman,Mädchen,,2
gentleman,naive,,7
gentleman,nose,,4
gentleman,nurse,,4
gentleman,Oma,,2
gentleman,Opa,,2
gentleman,pope,,4
gentleman,professor,,5
gentleman,programmer,,4
gentleman,queen,,6
gentleman,receptionist,,4
gentleman,sacrament,,5
gentleman,shabbat,,4
gentleman,she,,4
gentleman,son,,6
gentleman,synagogue,,5
gentleman,talmud,,2
gentleman,temple,,5
gentleman,torah,,6
gentleman,terrorist,,2
gentleman,daughter,,1
gentleman,Junge,,1
gospel,grandma,,3
gospel,grandpa,,3
gospel,halal,,3
gospel,he,,1
gospel,hijab,,7
gospel,homemaker,,5
gospel,homophob,,5
gospel,islam,,1
gospel,jesus,,5
gospel,jew,,4
gospel,judaism,,4
gospel,Jude,,1
gospel,juif,,4
gospel,kippah,,6
gospel,kosher,,6
gospel,lady,,6
gospel,male,,2
gospel,man,,4
gospel,Mann,,1
gospel,mecca,,5
gospel,men,,3
gospel,midwife,,4
gospel,money,,3
gospel,mosque,,4
gospel,muslim,,5
gospel,Mädchen,,1
gospel,naive,,3
gospel,nose,,6
gospel,nurse,,6
gospel,Oma,,1
gospel,Opa,,1
gospel,pope,,7
gospel,professor,,5
gospel,programmer,,4
gospel,queen,,4
gospel,receptionist,,6
gospel,sacrament,,3
gospel,shabbat,,5
gospel,she,,3
gospel,son,,3
gospel,synagogue,,4
gospel,talmud,,6
gospel,temple,,4
gospel,torah,,4
gospel,terrorist,,1
grandma,grandpa,,20
grandma,halal,,4
grandma,he,,1
grandma,hijab,,4
grandma,homemaker,,4
grandma,homophob,,4
grandma,islam,,1
grandma,jesus,,3
grandma,jew,,4
grandma,judaism,,4
grandma,Jude,,1
grandma,juif,,4
grandma,kippah,,4
grandma,kosher,,4
grandma,lady,,3
grandma,male,,3
grandma,man,,4
grandma,Mann,,1
grandma,mecca,,4
grandma,men,,5
grandma,midwife,,5
grandma,money,,4
grandma,mosque,,4
grandma,muslim,,4
grandma,Mädchen,,1
grandma,naive,,4
grandma,nose,,4
grandma,nurse,,4
grandma,Oma,,1
grandma,Opa,,1
grandma,pope,,4
grandma,professor,,4
grandma,programmer,,5
grandma,queen,,4
grandma,receptionist,,4
grandma,sacrament,,4
grandma,shabbat,,4
