Term1,Term2,Term3,CommonFeatures
This is a buddhist,This is hanukkah,,8
This is a buddhist,This is hinduism,,8
This is a buddhist,This is holi,,8
This is a buddhist,This is islam,,8
This is a buddhist,This is jesus,,8
This is a buddhist,This is judaism,,9
This is a buddhist,This is kosher,,8
This is a buddhist,This is mecca,,8
This is a buddhist,This is moksha,,8
This is a buddhist,This is puja,,8
This is a buddhist,This is ramadan,,8
This is a buddhist,This is shabbat,,8
This is a buddhist,This is the bhagavad gita,,6
This is a buddhist,This is the tripitaka,,9
This is a buddhist,This is the vedas,,8
This is a buddhist,This is varanasi,,7
This is a buddhist,This is vesak,,7
This is a buddhist,This is Yajna,,8
This is a burka,This is a christian,,9
This is a burka,This is a church,,9
This is a burka,This is a crucifix,,9
This is a burka,This is a dharma,,9
This is a burka,This is a gospel,,9
This is a burka,This is a hijab,,9
This is a burka,This is a hindu,,9
This is a burka,This is a jew,,9
This is a burka,This is a kippah,,9
This is a burka,This is a mandala,,9
This is a burka,This is a mandir,,9
This is a burka,This is a menorah,,9
This is a burka,This is a monastery,,9
This is a burka,This is a monk,,9
This is a burka,This is a mosque,,9
This is a burka,This is a murti,,9
This is a burka,This is a muslim,,9
This is a burka,This is a pagoda,,9
This is a burka,This is a pastor,,9
This is a burka,This is a pope,,9
This is a burka,This is a priest,,9
This is a burka,This is a quran,,9
This is a burka,This is a rabbi,,9
This is a burka,This is a sacrament,,9
This is a burka,This is a Sangha,,9
This is a burka,This is a stupa,,9
This is a burka,This is a synagogue,,9
This is a burka,This is a talmud,,9
This is a burka,This is a torah,,9
This is a burka,This is a vihara,,9
This is a burka,This is allah,,8
This is a burka,This is an imam,,9
This is a burka,This is brahma,,8
This is a burka,This is buddha,,8
This is a burka,This is buddhism,,8
This is a burka,This is christianity,,8
This is a burka,This is communion,,8
This is a burka,This is diwali,,8
This is a burka,This is eid,,8
This is a burka,This is hajj,,8
This is a burka,This is halal,,8
This is a burka,This is hanukkah,,8
This is a burka,This is hinduism,,8
This is a burka,This is holi,,8
This is a burka,This is islam,,8
This is a burka,This is jesus,,8
This is a burka,This is judaism,,8
This is a burka,This is kosher,,8
This is a burka,This is mecca,,8
This is a burka,This is moksha,,8
This is a burka,This is puja,,8
This is a burka,This is ramadan,,8
This is a burka,This is shabbat,,8
This is a burka,This is the bhagavad gita,,6
This is a burka,This is the tripitaka,,8
This is a burka,This is the vedas,,8
This is a burka,This is varanasi,,8
This is a burka,This is vesak,,6
This is a burka,This is Yajna,,8
This is a christian,This is a church,,11
This is a christian,This is a crucifix,,11
This is a christian,This is a dharma,,10
This is a christian,This is a gospel,,11
This is a christian,This is a hijab,,11
This is a christian,This is a hindu,,11
This is a christian,This is a jew,,9
This is a christian,This is a kippah,,9
This is a christian,This is a mandala,,11
This is a christian,This is a mandir,,10
This is a christian,This is a menorah,,11
This is a christian,This is a monastery,,11
This is a christian,This is a monk,,11
This is a christian,This is a mosque,,11
This is a christian,This is a murti,,8
This is a christian,This is a muslim,,11
This is a christian,This is a pagoda,,11
This is a christian,This is a pastor,,12
This is a christian,This is a pope,,11
This is a christian,This is a priest,,11
This is a christian,This is a quran,,11
This is a christian,This is a rabbi,,11
This is a christian,This is a sacrament,,10
This is a christian,This is a Sangha,,9
This is a christian,This is a stupa,,10
This is a christian,This is a synagogue,,11
This is a christian,This is a talmud,,9
This is a christian,This is a torah,,8
This is a christian,This is a vihara,,9
This is a christian,This is allah,,9
This is a christian,This is an imam,,10
This is a christian,This is brahma,,9
This is a christian,This is buddha,,9
This is a christian,This is buddhism,,9
This is a christian,This is christianity,,11
This is a christian,This is communion,,9
This is a christian,This is diwali,,9
This is a christian,This is eid,,9
This is a christian,This is hajj,,9
This is a christian,This is halal,,9
This is a christian,This is hanukkah,,9
This is a christian,This is hinduism,,9
This is a christian,This is holi,,9
This is a christian,This is islam,,9
This is a christian,This is jesus,,9
This is a christian,This is judaism,,8
This is a christian,This is kosher,,9
This is a christian,This is mecca,,9
This is a christian,This is moksha,,9
This is a christian,This is puja,,9
This is a christian,This is ramadan,,9
This is a christian,This is shabbat,,8
This is a christian,This is the bhagavad gita,,6
This is a christian,This is the tripitaka,,8
This is a christian,This is the vedas,,9
This is a christian,This is varanasi,,7
This is a christian,This is vesak,,6
This is a christian,This is Yajna,,8
This is a church,This is a crucifix,,10
This is a church,This is a dharma,,10
This is a church,This is a gospel,,10
This is a church,This is a hijab,,10
This is a church,This is a hindu,,10
This is a church,This is a jew,,9
This is a church,This is a kippah,,9
This is a church,This is a mandala,,10
This is a church,This is a mandir,,11
This is a church,This is a menorah,,10
This is a church,This is a monastery,,11
This is a church,This is a monk,,10
This is a church,This is a mosque,,11
This is a church,This is a murti,,8
This is a church,This is a muslim,,10
This is a church,This is a pagoda,,10
This is a church,This is a pastor,,11
This is a church,This is a pope,,10
This is a church,This is a priest,,10
This is a church,This is a quran,,10
This is a church,This is a rabbi,,10
This is a church,This is a sacrament,,10
This is a church,This is a Sangha,,9
This is a church,This is a stupa,,10
This is a church,This is a synagogue,,11
This is a church,This is a talmud,,9
This is a church,This is a torah,,8
This is a church,This is a vihara,,9
This is a church,This is allah,,8
This is a church,This is an imam,,9
This is a church,This is brahma,,8
This is a church,This is buddha,,8
This is a church,This is buddhism,,8
This is a church,This is christianity,,9
This is a church,This is communion,,8
This is a church,This is diwali,,8
This is a church,This is eid,,8
This is a church,This is hajj,,8
This is a church,This is halal,,8
This is a church,This is hanukkah,,8
This is a church,This is hinduism,,8
This is a church,This is holi,,8
This is a church,This is islam,,8
This is a church,This is jesus,,8
This is a church,This is judaism,,8
This is a church,This is kosher,,8
This is a church,This is mecca,,8
This is a church,This is moksha,,8
This is a church,This is puja,,8
This is a church,This is ramadan,,8
This is a church,This is shabbat,,8
This is a church,This is the bhagavad gita,,6
This is a church,This is the tripitaka,,8
This is a church,This is the vedas,,8
This is a church,This is varanasi,,7
This is a church,This is vesak,,6
This is a church,This is Yajna,,8
This is a crucifix,This is a dharma,,10
This is a crucifix,This is a gospel,,11
This is a crucifix,This is a hijab,,11
This is a crucifix,This is a hindu,,12
This is a crucifix,This is a jew,,9
This is a crucifix,This is a kippah,,9
This is a crucifix,This is a mandala,,11
This is a crucifix,This is a mandir,,10
This is a crucifix,This is a menorah,,11
This is a crucifix,This is a monastery,,11
This is a crucifix,This is a monk,,12
This is a crucifix,This is a mosque,,11
This is a crucifix,This is a murti,,8
This is a crucifix,This is a muslim,,11
This is a crucifix,This is a pagoda,,11
This is a crucifix,This is a pastor,,11
This is a crucifix,This is a pope,,11
This is a crucifix,This is a priest,,11
This is a crucifix,This is a quran,,11
This is a crucifix,This is a rabbi,,11
This is a crucifix,This is a sacrament,,10
This is a crucifix,This is a Sangha,,9
This is a crucifix,This is a stupa,,10
This is a crucifix,This is a synagogue,,12
This is a crucifix,This is a talmud,,9
This is a crucifix,This is a torah,,8
This is a crucifix,This is a vihara,,9
This is a crucifix,This is allah,,10
This is a crucifix,This is an imam,,11
This is a crucifix,This is brahma,,9
This is a crucifix,This is buddha,,10
This is a crucifix,This is buddhism,,9
This is a crucifix,This is christianity,,11
This is a crucifix,This is communion,,10
This is a crucifix,This is diwali,,9
This is a crucifix,This is eid,,10
This is a crucifix,This is hajj,,9
This is a crucifix,This is halal,,10
This is a crucifix,This is hanukkah,,9
This is a crucifix,This is hinduism,,10
This is a crucifix,This is holi,,10
This is a crucifix,This is islam,,10
This is a crucifix,This is jesus,,10
This is a crucifix,This is judaism,,8
This is a crucifix,This is kosher,,10
This is a crucifix,This is mecca,,10
This is a crucifix,This is moksha,,9
This is a crucifix,This is puja,,10
This is a crucifix,This is ramadan,,9
This is a crucifix,This is shabbat,,8
This is a crucifix,This is the bhagavad gita,,6
This is a crucifix,This is the tripitaka,,8
This is a crucifix,This is the vedas,,9
This is a crucifix,This is varanasi,,7
This is a crucifix,This is vesak,,6
This is a crucifix,This is Yajna,,8
This is a dharma,This is a gospel,,11
This is a dharma,This is a hijab,,10
This is a dharma,This is a hindu,,10
This is a dharma,This is a jew,,9
This is a dharma,This is a kippah,,9
This is a dharma,This is a mandala,,10
This is a dharma,This is a mandir,,10
This is a dharma,This is a menorah,,10
This is a dharma,This is a monastery,,10
This is a dharma,This is a monk,,10
This is a dharma,This is a mosque,,10
This is a dharma,This is a murti,,8
This is a dharma,This is a muslim,,10
This is a dharma,This is a pagoda,,10
This is a dharma,This is a pastor,,10
This is a dharma,This is a pope,,10
This is a dharma,This is a priest,,11
This is a dharma,This is a quran,,10
This is a dharma,This is a rabbi,,10
This is a dharma,This is a sacrament,,10
This is a dharma,This is a Sangha,,10
This is a dharma,This is a stupa,,11
This is a dharma,This is a synagogue,,10
This is a dharma,This is a talmud,,9
This is a dharma,This is a torah,,8
This is a dharma,This is a vihara,,10
This is a dharma,This is allah,,8
This is a dharma,This is an imam,,9
This is a dharma,This is brahma,,8
This is a dharma,This is buddha,,9
This is a dharma,This is buddhism,,9
This is a dharma,This is christianity,,8
This is a dharma,This is communion,,8
This is a dharma,This is diwali,,8
This is a dharma,This is eid,,8
This is a dharma,This is hajj,,8
This is a dharma,This is halal,,8
This is a dharma,This is hanukkah,,8
This is a dharma,This is hinduism,,8
This is a dharma,This is holi,,8
This is a dharma,This is islam,,8
This is a dharma,This is jesus,,8
This is a dharma,This is judaism,,8
This is a dharma,This is kosher,,8
This is a dharma,This is mecca,,8
This is a dharma,This is moksha,,8
This is a dharma,This is puja,,8
This is a dharma,This is ramadan,,8
This is a dharma,This is shabbat,,8
This is a dharma,This is the bhagavad gita,,6
This is a dharma,This is the tripitaka,,9
This is a dharma,This is the vedas,,8
This is a dharma,This is varanasi,,7
This is a dharma,This is vesak,,7
This is a dharma,This is Yajna,,8
This is a gospel,This is a hijab,,11
This is a gospel,This is a hindu,,11
This is a gospel,This is a jew,,9
This is a gospel,This is a kippah,,9
This is a gospel,This is a mandala,,11
This is a gospel,This is a mandir,,10
This is a gospel,This is a menorah,,11
This is a gospel,This is a monastery,,11
This is a gospel,This is a monk,,11
This is a gospel,This is a mosque,,11
This is a gospel,This is a murti,,8
This is a gospel,This is a muslim,,11
This is a gospel,This is a pagoda,,11
This is a gospel,This is a pastor,,11
This is a gospel,This is a pope,,11
This is a gospel,This is a priest,,12
This is a gospel,This is a quran,,11
This is a gospel,This is a rabbi,,11
This is a gospel,This is a sacrament,,10
This is a gospel,This is a Sangha,,9
This is a gospel,This is a stupa,,10
This is a gospel,This is a synagogue,,11
This is a gospel,This is a talmud,,9
This is a gospel,This is a torah,,8
This is a gospel,This is a vihara,,9
This is a gospel,This is allah,,9
This is a gospel,This is an imam,,10
This is a gospel,This is brahma,,9
This is a gospel,This is buddha,,9
This is a gospel,This is buddhism,,9
This is a gospel,This is christianity,,9
This is a gospel,This is communion,,9
This is a gospel,This is diwali,,9
This is a gospel,This is eid,,9
This is a gospel,This is hajj,,9
This is a gospel,This is halal,,9
This is a gospel,This is hanukkah,,9
This is a gospel,This is hinduism,,9
This is a gospel,This is holi,,9
This is a gospel,This is islam,,9
This is a gospel,This is jesus,,9
This is a gospel,This is judaism,,8
This is a gospel,This is kosher,,9
This is a gospel,This is mecca,,9
This is a gospel,This is moksha,,9
This is a gospel,This is puja,,9
This is a gospel,This is ramadan,,9
This is a gospel,This is shabbat,,8
This is a gospel,This is the bhagavad gita,,6
This is a gospel,This is the tripitaka,,8
This is a gospel,This is the vedas,,9
This is a gospel,This is varanasi,,7
This is a gospel,This is vesak,,6
This is a gospel,This is Yajna,,8
This is a hijab,This is a hindu,,11
This is a hijab,This is a jew,,9
This is a hijab,This is a kippah,,10
This is a hijab,This is a mandala,,11
This is a hijab,This is a mandir,,10
This is a hijab,This is a menorah,,11
This is a hijab,This is a monastery,,11
This is a hijab,This is a monk,,11
This is a hijab,This is a mosque,,12
This is a hijab,This is a murti,,8
This is a hijab,This is a muslim,,12
This is a hijab,This is a pagoda,,11
This is a hijab,This is a pastor,,11
This is a hijab,This is a pope,,11
This is a hijab,This is a priest,,11
This is a hijab,This is a quran,,12
This is a hijab,This is a rabbi,,11
This is a hijab,This is a sacrament,,10
This is a hijab,This is a Sangha,,9
This is a hijab,This is a stupa,,10
This is a hijab,This is a synagogue,,11
This is a hijab,This is a talmud,,9
This is a hijab,This is a torah,,8
This is a hijab,This is a vihara,,9
This is a hijab,This is allah,,9
This is a hijab,This is an imam,,11
This is a hijab,This is brahma,,9
This is a hijab,This is buddha,,9
This is a hijab,This is buddhism,,9
This is a hijab,This is christianity,,9
This is a hijab,This is communion,,9
This is a hijab,This is diwali,,9
This is a hijab,This is eid,,9
This is a hijab,This is hajj,,9
This is a hijab,This is halal,,10
This is a hijab,This is hanukkah,,9
This is a hijab,This is hinduism,,9
This is a hijab,This is holi,,9
This is a hijab,This is islam,,10
This is a hijab,This is jesus,,9
This is a hijab,This is judaism,,8
This is a hijab,This is kosher,,9
This is a hijab,This is mecca,,9
This is a hijab,This is moksha,,9
This is a hijab,This is puja,,9
This is a hijab,This is ramadan,,10
This is a hijab,This is shabbat,,8
This is a hijab,This is the bhagavad gita,,6
This is a hijab,This is the tripitaka,,8
This is a hijab,This is the vedas,,9
This is a hijab,This is varanasi,,7
This is a hijab,This is vesak,,6
This is a hijab,This is Yajna,,8
This is a hindu,This is a jew,,9
This is a hindu,This is a kippah,,9
This is a hindu,This is a mandala,,11
This is a hindu,This is a mandir,,10
This is a hindu,This is a menorah,,11
This is a hindu,This is a monastery,,11
This is a hindu,This is a monk,,12
This is a hindu,This is a mosque,,11
This is a hindu,This is a murti,,8
This is a hindu,This is a muslim,,12
This is a hindu,This is a pagoda,,11
This is a hindu,This is a pastor,,11
This is a hindu,This is a pope,,11
This is a hindu,This is a priest,,11
This is a hindu,This is a quran,,11
This is a hindu,This is a rabbi,,11
This is a hindu,This is a sacrament,,10
This is a hindu,This is a Sangha,,9
This is a hindu,This is a stupa,,10
This is a hindu,This is a synagogue,,12
This is a hindu,This is a talmud,,9
This is a hindu,This is a torah,,8
This is a hindu,This is a vihara,,9
This is a hindu,This is allah,,10
This is a hindu,This is an imam,,11
This is a hindu,This is brahma,,9
This is a hindu,This is buddha,,10
This is a hindu,This is buddhism,,9
This is a hindu,This is christianity,,10
This is a hindu,This is communion,,10
This is a hindu,This is diwali,,9
This is a hindu,This is eid,,10
This is a hindu,This is hajj,,9
This is a hindu,This is halal,,10
This is a hindu,This is hanukkah,,9
This is a hindu,This is hinduism,,12
This is a hindu,This is holi,,10
This is a hindu,This is islam,,10
This is a hindu,This is jesus,,10
This is a hindu,This is judaism,,8
This is a hindu,This is kosher,,10
This is a hindu,This is mecca,,10
This is a hindu,This is moksha,,9
This is a hindu,This is puja,,10
This is a hindu,This is ramadan,,9
This is a hindu,This is shabbat,,8
This is a hindu,This is the bhagavad gita,,6
This is a hindu,This is the tripitaka,,8
This is a hindu,This is the vedas,,9
This is a hindu,This is varanasi,,7
This is a hindu,This is vesak,,6
This is a hindu,This is Yajna,,8
This is a jew,This is a kippah,,9
This is a jew,This is a mandala,,9
This is a jew,This is a mandir,,9
This is a jew,This is a menorah,,9
This is a jew,This is a monastery,,9
This is a jew,This is a monk,,9
This is a jew,This is a mosque,,9
This is a jew,This is a murti,,8
This is a jew,This is a muslim,,9
This is a jew,This is a pagoda,,9
This is a jew,This is a pastor,,9
This is a jew,This is a pope,,9
This is a jew,This is a priest,,9
This is a jew,This is a quran,,9
This is a jew,This is a rabbi,,9
This is a jew,This is a sacrament,,9
This is a jew,This is a Sangha,,9
This is a jew,This is a stupa,,9
This is a jew,This is a synagogue,,9
This is a jew,This is a talmud,,9
This is a jew,This is a torah,,8
This is a jew,This is a vihara,,9
This is a jew,This is allah,,8
This is a jew,This is an imam,,9
This is a jew,This is brahma,,8
This is a jew,This is buddha,,8
This is a jew,This is buddhism,,8
This is a jew,This is christianity,,8
This is a jew,This is communion,,8
This is a jew,This is diwali,,8
This is a jew,This is eid,,8
This is a jew,This is hajj,,8
This is a jew,This is halal,,8
This is a jew,This is hanukkah,,8
This is a jew,This is hinduism,,8
This is a jew,This is holi,,8
This is a jew,This is islam,,8
This is a jew,This is jesus,,9
This is a jew,This is judaism,,9
This is a jew,This is kosher,,8
This is a jew,This is mecca,,8
This is a jew,This is moksha,,8
This is a jew,This is puja,,8
This is a jew,This is ramadan,,8
This is a jew,This is shabbat,,8
This is a jew,This is the bhagavad gita,,6
This is a jew,This is the tripitaka,,8
This is a jew,This is the vedas,,8
This is a jew,This is varanasi,,7
This is a jew,This is vesak,,6
This is a jew,This is Yajna,,8
This is a kippah,This is a mandala,,9
This is a kippah,This is a mandir,,9
This is a kippah,This is a menorah,,10
This is a kippah,This is a monastery,,9
This is a kippah,This is a monk,,9
This is a kippah,This is a mosque,,9
This is a kippah,This is a murti,,8
This is a kippah,This is a muslim,,9
This is a kippah,This is a pagoda,,9
This is a kippah,This is a pastor,,9
This is a kippah,This is a pope,,9
This is a kippah,This is a priest,,9
This is a kippah,This is a quran,,9
This is a kippah,This is a rabbi,,10
This is a kippah,This is a sacrament,,9
This is a kippah,This is a Sangha,,9
This is a kippah,This is a stupa,,9
This is a kippah,This is a synagogue,,9
This is a kippah,This is a talmud,,10
This is a kippah,This is a torah,,9
This is a kippah,This is a vihara,,9
This is a kippah,This is allah,,8
This is a kippah,This is an imam,,9
This is a kippah,This is brahma,,8
This is a kippah,This is buddha,,8
This is a kippah,This is buddhism,,8
This is a kippah,This is christianity,,8
This is a kippah,This is communion,,8
This is a kippah,This is diwali,,8
This is a kippah,This is eid,,8
This is a kippah,This is hajj,,8
This is a kippah,This is halal,,8
This is a kippah,This is hanukkah,,9
This is a kippah,This is hinduism,,8
This is a kippah,This is holi,,8
This is a kippah,This is islam,,8
This is a kippah,This is jesus,,8
This is a kippah,This is judaism,,9
This is a kippah,This is kosher,,10
This is a kippah,This is mecca,,8
This is a kippah,This is moksha,,8
This is a kippah,This is puja,,8
This is a kippah,This is ramadan,,8
This is a kippah,This is shabbat,,9
This is a kippah,This is the bhagavad gita,,6
This is a kippah,This is the tripitaka,,8
This is a kippah,This is the vedas,,8
This is a kippah,This is varanasi,,7
This is a kippah,This is vesak,,6
This is a kippah,This is Yajna,,8
This is a mandala,This is a mandir,,11
This is a mandala,This is a menorah,,11
This is a mandala,This is a monastery,,11
This is a mandala,This is a monk,,11
This is a mandala,This is a mosque,,11
This is a mandala,This is a murti,,8
This is a mandala,This is a muslim,,11
This is a mandala,This is a pagoda,,11
This is a mandala,This is a pastor,,11
This is a mandala,This is a pope,,11
This is a mandala,This is a priest,,11
This is a mandala,This is a quran,,11
This is a mandala,This is a rabbi,,11
This is a mandala,This is a sacrament,,10
This is a mandala,This is a Sangha,,9
This is a mandala,This is a stupa,,10
This is a mandala,This is a synagogue,,11
This is a mandala,This is a talmud,,9
This is a mandala,This is a torah,,8
This is a mandala,This is a vihara,,9
This is a mandala,This is allah,,9
This is a mandala,This is an imam,,10
This is a mandala,This is brahma,,9
This is a mandala,This is buddha,,9
This is a mandala,This is buddhism,,9
This is a mandala,This is christianity,,9
This is a mandala,This is communion,,9
This is a mandala,This is diwali,,9
This is a mandala,This is eid,,9
This is a mandala,This is hajj,,9
This is a mandala,This is halal,,9
This is a mandala,This is hanukkah,,9
This is a mandala,This is hinduism,,9
This is a mandala,This is holi,,9
This is a mandala,This is islam,,9
This is a mandala,This is jesus,,9
This is a mandala,This is judaism,,8
This is a mandala,This is kosher,,9
This is a mandala,This is mecca,,9
This is a mandala,This is moksha,,9
This is a mandala,This is puja,,9
This is a mandala,This is ramadan,,9
This is a mandala,This is shabbat,,8
This is a mandala,This is the bhagavad gita,,6
This is a mandala,This is the tripitaka,,8
This is a mandala,This is the vedas,,9
This is a mandala,This is varanasi,,7
