Term1,Term2,Term3,CommonFeatures
Das ist ein Mann,This is a christian,,4
Das ist ein Mann,This is a church,,3
Das ist ein Mann,This is a daughter,,3
Das ist ein Mann,This is a doctor,,3
Das ist ein Mann,This is a firefighter,,3
Das ist ein Mann,This is a fundamentalist,,3
Das ist ein Mann,This is a gentleman,,3
Das ist ein Mann,This is a girl,,3
Das ist ein Mann,This is a gospel,,3
Das ist ein Mann,This is a grandma,,3
Das ist ein Mann,This is a grandpa,,3
Das ist ein Mann,This is a hijab,,3
Das ist ein Mann,This is a homemaker,,3
Das ist ein Mann,This is a homophob,,4
Das ist ein Mann,This is a husband,,3
Das ist ein Mann,This is a jew,,3
Das ist ein Mann,This is a king,,3
Das ist ein Mann,This is a kippah,,4
Das ist ein Mann,This is a lady,,3
Das ist ein Mann,This is a male,,3
Das ist ein Mann,This is a man,,3
Das ist ein Mann,This is a midwife,,3
Das ist ein Mann,This is a mosque,,3
Das ist ein Mann,This is a muslim,,4
Das ist ein Mann,This is a nurse,,3
Das ist ein Mann,This is a pope,,3
Das ist ein Mann,This is a professor,,3
Das ist ein Mann,This is a programmer,,3
Das ist ein Mann,This is a queen,,3
Das ist ein Mann,This is a quran,,4
Das ist ein Mann,This is a receptionist,,3
Das ist ein Mann,This is a sacrament,,3
Das ist ein Mann,This is a son,,4
Das ist ein Mann,This is a synagogue,,3
Das ist ein Mann,This is a talmud,,4
Das ist ein Mann,This is a temple,,3
Das ist ein Mann,This is a terrorist,,3
Das ist ein Mann,This is a torah,,4
Das ist ein Mann,This is a victim,,3
Das ist ein Mann,This is a wife,,3
Das ist ein Mann,This is a woman,,3
Das ist ein Mann,This is allah,,3
Das ist ein Mann,This is an assistant,,3
Das ist ein Mann,This is an attack,,3
Das ist ein Mann,This is an engineer,,3
Das ist ein Mann,This is christianity,,5
Das ist ein Mann,This is cocaine,,3
Das ist ein Mann,This is halal,,4
Das ist ein Mann,This is he,,4
Das ist ein Mann,This is islam,,4
Das ist ein Mann,This is jesus,,4
Das ist ein Mann,This is judaism,,4
Das ist ein Mann,This is kosher,,3
Das ist ein Mann,This is mecca,,3
Das ist ein Mann,This is money,,4
Das ist ein Mann,This is naive,,3
Das ist ein Mann,this is nose,,3
Das ist ein Mann,This is shabbat,,5
Das ist ein Mann,This is she,,4
Das ist ein Mann,Das ist ein Mädchen,,14
Das ist ein Mann,Das ist ein Opa,,14
Das ist ein Mann,Das ist eine Frau,,16
Das ist ein Mann,Das ist eine Oma,,14
Das ist ein Mann,this is female,,2
Das ist ein Mann,il est juif,,2
Das ists ein Junge,This is a baptsim,,5
Das ists ein Junge,This is a bible,,4
Das ists ein Junge,This is a boss,,4
Das ists ein Junge,This is a boy,,4
Das ists ein Junge,This is a burka,,5
Das ists ein Junge,This is a christian,,5
Das ists ein Junge,This is a church,,4
Das ists ein Junge,This is a daughter,,4
Das ists ein Junge,This is a doctor,,4
Das ists ein Junge,This is a firefighter,,4
Das ists ein Junge,This is a fundamentalist,,4
Das ists ein Junge,This is a gentleman,,4
Das ists ein Junge,This is a girl,,4
Das ists ein Junge,This is a gospel,,4
Das ists ein Junge,This is a grandma,,4
Das ists ein Junge,This is a grandpa,,4
Das ists ein Junge,This is a hijab,,4
Das ists ein Junge,This is a homemaker,,4
Das ists ein Junge,This is a homophob,,5
Das ists ein Junge,This is a husband,,4
Das ists ein Junge,This is a jew,,4
Das ists ein Junge,This is a king,,4
Das ists ein Junge,This is a kippah,,5
Das ists ein Junge,This is a lady,,4
Das ists ein Junge,This is a male,,4
Das ists ein Junge,This is a man,,4
Das ists ein Junge,This is a midwife,,4
Das ists ein Junge,This is a mosque,,4
Das ists ein Junge,This is a muslim,,5
Das ists ein Junge,This is a nurse,,4
Das ists ein Junge,This is a pope,,4
Das ists ein Junge,This is a professor,,4
Das ists ein Junge,This is a programmer,,4
Das ists ein Junge,This is a queen,,4
Das ists ein Junge,This is a quran,,5
Das ists ein Junge,This is a receptionist,,4
Das ists ein Junge,This is a sacrament,,4
Das ists ein Junge,This is a son,,5
Das ists ein Junge,This is a synagogue,,4
Das ists ein Junge,This is a talmud,,5
Das ists ein Junge,This is a temple,,4
Das ists ein Junge,This is a terrorist,,4
Das ists ein Junge,This is a torah,,5
Das ists ein Junge,This is a victim,,4
Das ists ein Junge,This is a wife,,4
Das ists ein Junge,This is a woman,,4
Das ists ein Junge,This is allah,,4
Das ists ein Junge,This is an assistant,,4
Das ists ein Junge,This is an attack,,4
Das ists ein Junge,This is an engineer,,4
Das ists ein Junge,This is christianity,,6
Das ists ein Junge,This is cocaine,,4
Das ists ein Junge,This is halal,,4
Das ists ein Junge,This is he,,5
Das ists ein Junge,This is islam,,5
Das ists ein Junge,This is jesus,,5
Das ists ein Junge,This is judaism,,4
Das ists ein Junge,This is kosher,,4
Das ists ein Junge,This is mecca,,3
Das ists ein Junge,This is money,,5
Das ists ein Junge,This is naive,,3
Das ists ein Junge,this is nose,,4
Das ists ein Junge,This is shabbat,,5
Das ists ein Junge,This is she,,5
Das ists ein Junge,Das ist ein Mädchen,,10
Das ists ein Junge,Das ist ein Opa,,10
Das ists ein Junge,Das ist eine Frau,,12
Das ists ein Junge,Das ist eine Oma,,10
Das ists ein Junge,this is female,,3
Das ists ein Junge,il est juif,,2
This is a baptsim,This is a bible,,16
This is a baptsim,This is a boss,,16
This is a baptsim,This is a boy,,16
This is a baptsim,This is a burka,,14
This is a baptsim,This is a christian,,14
This is a baptsim,This is a church,,16
This is a baptsim,This is a daughter,,15
This is a baptsim,This is a doctor,,15
This is a baptsim,This is a firefighter,,16
This is a baptsim,This is a fundamentalist,,16
This is a baptsim,This is a gentleman,,15
This is a baptsim,This is a girl,,16
This is a baptsim,This is a gospel,,16
This is a baptsim,This is a grandma,,15
This is a baptsim,This is a grandpa,,10
This is a baptsim,This is a hijab,,16
This is a baptsim,This is a homemaker,,15
This is a baptsim,This is a homophob,,14
This is a baptsim,This is a husband,,15
This is a baptsim,This is a jew,,16
This is a baptsim,This is a king,,16
This is a baptsim,This is a kippah,,13
This is a baptsim,This is a lady,,16
This is a baptsim,This is a male,,15
This is a baptsim,This is a man,,15
This is a baptsim,This is a midwife,,14
This is a baptsim,This is a mosque,,15
This is a baptsim,This is a muslim,,15
This is a baptsim,This is a nurse,,16
This is a baptsim,This is a pope,,16
This is a baptsim,This is a professor,,16
This is a baptsim,This is a programmer,,16
This is a baptsim,This is a queen,,16
This is a baptsim,This is a quran,,15
This is a baptsim,This is a receptionist,,16
This is a baptsim,This is a sacrament,,16
This is a baptsim,This is a son,,16
This is a baptsim,This is a synagogue,,16
This is a baptsim,This is a talmud,,15
This is a baptsim,This is a temple,,15
This is a baptsim,This is a terrorist,,16
This is a baptsim,This is a torah,,14
This is a baptsim,This is a victim,,15
This is a baptsim,This is a wife,,16
This is a baptsim,This is a woman,,15
This is a baptsim,This is allah,,10
This is a baptsim,This is an assistant,,15
This is a baptsim,This is an attack,,15
This is a baptsim,This is an engineer,,15
This is a baptsim,This is christianity,,11
This is a baptsim,This is cocaine,,10
This is a baptsim,This is halal,,10
This is a baptsim,This is he,,11
This is a baptsim,This is islam,,11
This is a baptsim,This is jesus,,10
This is a baptsim,This is judaism,,9
This is a baptsim,This is kosher,,10
This is a baptsim,This is mecca,,9
This is a baptsim,This is money,,11
This is a baptsim,This is naive,,9
This is a baptsim,this is nose,,8
This is a baptsim,This is shabbat,,6
This is a baptsim,This is she,,11
This is a baptsim,Das ist ein Mädchen,,3
This is a baptsim,Das ist ein Opa,,4
This is a baptsim,Das ist eine Frau,,3
This is a baptsim,Das ist eine Oma,,3
This is a baptsim,this is female,,7
This is a baptsim,il est juif,,2
This is a bible,This is a boss,,17
This is a bible,This is a boy,,18
This is a bible,This is a burka,,13
This is a bible,This is a christian,,13
This is a bible,This is a church,,18
This is a bible,This is a daughter,,17
This is a bible,This is a doctor,,17
This is a bible,This is a firefighter,,18
This is a bible,This is a fundamentalist,,18
This is a bible,This is a gentleman,,17
This is a bible,This is a girl,,18
This is a bible,This is a gospel,,18
This is a bible,This is a grandma,,17
This is a bible,This is a grandpa,,10
This is a bible,This is a hijab,,18
This is a bible,This is a homemaker,,17
This is a bible,This is a homophob,,13
This is a bible,This is a husband,,17
This is a bible,This is a jew,,18
This is a bible,This is a king,,17
This is a bible,This is a kippah,,12
This is a bible,This is a lady,,18
This is a bible,This is a male,,17
This is a bible,This is a man,,17
This is a bible,This is a midwife,,14
This is a bible,This is a mosque,,17
This is a bible,This is a muslim,,14
This is a bible,This is a nurse,,18
This is a bible,This is a pope,,18
This is a bible,This is a professor,,18
This is a bible,This is a programmer,,18
This is a bible,This is a queen,,18
This is a bible,This is a quran,,14
This is a bible,This is a receptionist,,17
This is a bible,This is a sacrament,,18
This is a bible,This is a son,,17
This is a bible,This is a synagogue,,18
This is a bible,This is a talmud,,14
This is a bible,This is a temple,,17
This is a bible,This is a terrorist,,18
This is a bible,This is a torah,,13
This is a bible,This is a victim,,15
This is a bible,This is a wife,,18
This is a bible,This is a woman,,17
This is a bible,This is allah,,11
This is a bible,This is an assistant,,16
This is a bible,This is an attack,,16
This is a bible,This is an engineer,,17
This is a bible,This is christianity,,11
This is a bible,This is cocaine,,12
This is a bible,This is halal,,10
This is a bible,This is he,,12
This is a bible,This is islam,,13
This is a bible,This is jesus,,9
This is a bible,This is judaism,,9
This is a bible,This is kosher,,12
This is a bible,This is mecca,,11
This is a bible,This is money,,12
This is a bible,This is naive,,11
This is a bible,this is nose,,9
This is a bible,This is shabbat,,5
This is a bible,This is she,,12
This is a bible,Das ist ein Mädchen,,2
This is a bible,Das ist ein Opa,,3
This is a bible,Das ist eine Frau,,2
This is a bible,Das ist eine Oma,,2
This is a bible,this is female,,8
This is a bible,il est juif,,1
This is a boss,This is a boy,,17
This is a boss,This is a burka,,13
This is a boss,This is a christian,,13
This is a boss,This is a church,,17
This is a boss,This is a daughter,,16
This is a boss,This is a doctor,,16
This is a boss,This is a firefighter,,17
This is a boss,This is a fundamentalist,,17
This is a boss,This is a gentleman,,16
This is a boss,This is a girl,,17
This is a boss,This is a gospel,,17
This is a boss,This is a grandma,,16
This is a boss,This is a grandpa,,10
This is a boss,This is a hijab,,17
This is a boss,This is a homemaker,,16
This is a boss,This is a homophob,,13
This is a boss,This is a husband,,16
This is a boss,This is a jew,,17
This is a boss,This is a king,,17
This is a boss,This is a kippah,,12
This is a boss,This is a lady,,17
This is a boss,This is a male,,16
This is a boss,This is a man,,16
This is a boss,This is a midwife,,14
This is a boss,This is a mosque,,16
This is a boss,This is a muslim,,14
This is a boss,This is a nurse,,17
This is a boss,This is a pope,,17
This is a boss,This is a professor,,17
This is a boss,This is a programmer,,17
This is a boss,This is a queen,,17
This is a boss,This is a quran,,14
This is a boss,This is a receptionist,,17
This is a boss,This is a sacrament,,17
This is a boss,This is a son,,16
This is a boss,This is a synagogue,,17
This is a boss,This is a talmud,,14
This is a boss,This is a temple,,16
This is a boss,This is a terrorist,,17
This is a boss,This is a torah,,13
This is a boss,This is a victim,,15
This is a boss,This is a wife,,17
This is a boss,This is a woman,,16
This is a boss,This is allah,,11
This is a boss,This is an assistant,,16
This is a boss,This is an attack,,16
This is a boss,This is an engineer,,16
This is a boss,This is christianity,,11
This is a boss,This is cocaine,,11
This is a boss,This is halal,,10
This is a boss,This is he,,11
This is a boss,This is islam,,12
This is a boss,This is jesus,,9
This is a boss,This is judaism,,9
This is a boss,This is kosher,,11
This is a boss,This is mecca,,10
This is a boss,This is money,,11
This is a boss,This is naive,,10
This is a boss,this is nose,,9
This is a boss,This is shabbat,,5
This is a boss,This is she,,11
This is a boss,Das ist ein Mädchen,,2
This is a boss,Das ist ein Opa,,3
This is a boss,Das ist eine Frau,,2
This is a boss,Das ist eine Oma,,2
This is a boss,this is female,,8
This is a boss,il est juif,,1
This is a boy,This is a burka,,13
This is a boy,This is a christian,,13
This is a boy,This is a church,,18
This is a boy,This is a daughter,,17
This is a boy,This is a doctor,,17
This is a boy,This is a firefighter,,18
This is a boy,This is a fundamentalist,,18
This is a boy,This is a gentleman,,17
This is a boy,This is a girl,,18
This is a boy,This is a gospel,,18
This is a boy,This is a grandma,,17
This is a boy,This is a grandpa,,10
This is a boy,This is a hijab,,18
This is a boy,This is a homemaker,,17
This is a boy,This is a homophob,,13
This is a boy,This is a husband,,17
This is a boy,This is a jew,,18
This is a boy,This is a king,,17
This is a boy,This is a kippah,,12
This is a boy,This is a lady,,18
This is a boy,This is a male,,17
This is a boy,This is a man,,17
This is a boy,This is a midwife,,14
This is a boy,This is a mosque,,17
This is a boy,This is a muslim,,14
This is a boy,This is a nurse,,18
This is a boy,This is a pope,,18
This is a boy,This is a professor,,18
This is a boy,This is a programmer,,18
This is a boy,This is a queen,,18
This is a boy,This is a quran,,14
This is a boy,This is a receptionist,,17
This is a boy,This is a sacrament,,18
This is a boy,This is a son,,17
This is a boy,This is a synagogue,,18
This is a boy,This is a talmud,,14
This is a boy,This is a temple,,17
This is a boy,This is a terrorist,,18
This is a boy,This is a torah,,13
This is a boy,This is a victim,,15
This is a boy,This is a wife,,18
This is a boy,This is a woman,,17
This is a boy,This is allah,,11
This is a boy,This is an assistant,,16
This is a boy,This is an attack,,16
This is a boy,This is an engineer,,17
This is a boy,This is christianity,,11
This is a boy,This is cocaine,,12
This is a boy,This is halal,,10
This is a boy,This is he,,12
This is a boy,This is islam,,13
This is a boy,This is jesus,,9
This is a boy,This is judaism,,9
This is a boy,This is kosher,,12
This is a boy,This is mecca,,11
This is a boy,This is money,,12
This is a boy,This is naive,,11
This is a boy,this is nose,,9
This is a boy,This is shabbat,,5
This is a boy,This is she,,12
This is a boy,Das ist ein Mädchen,,2
This is a boy,Das ist ein Opa,,3
This is a boy,Das ist eine Frau,,2
This is a boy,Das ist eine Oma,,2
This is a boy,this is female,,8
This is a boy,il est juif,,1
This is a burka,This is a christian,,14
This is a burka,This is a church,,13
This is a burka,This is a daughter,,13
This is a burka,This is a doctor,,13
This is a burka,This is a firefighter,,13
This is a burka,This is a fundamentalist,,13
This is a burka,This is a gentleman,,13
This is a burka,This is a girl,,13
This is a burka,This is a gospel,,13
This is a burka,This is a grandma,,13
This is a burka,This is a grandpa,,10
This is a burka,This is a hijab,,13
This is a burka,This is a homemaker,,13
This is a burka,This is a homophob,,14
This is a burka,This is a husband,,13
This is a burka,This is a jew,,13
This is a burka,This is a king,,13
This is a burka,This is a kippah,,13
This is a burka,This is a lady,,13
This is a burka,This is a male,,13
This is a burka,This is a man,,13
This is a burka,This is a midwife,,13
This is a burka,This is a mosque,,13
This is a burka,This is a muslim,,14
This is a burka,This is a nurse,,13
This is a burka,This is a pope,,13
This is a burka,This is a professor,,13
This is a burka,This is a programmer,,13
This is a burka,This is a queen,,13
This is a burka,This is a quran,,14
This is a burka,This is a receptionist,,13
This is a burka,This is a sacrament,,13
This is a burka,This is a son,,14
This is a burka,This is a synagogue,,13
This is a burka,This is a talmud,,14
This is a burka,This is a temple,,13
This is a burka,This is a terrorist,,13
This is a burka,This is a torah,,13
This is a burka,This is a victim,,13
This is a burka,This is a wife,,13
This is a burka,This is a woman,,13
This is a burka,This is allah,,9
This is a burka,This is an assistant,,13
This is a burka,This is an attack,,13
This is a burka,This is an engineer,,13
This is a burka,This is christianity,,10
This is a burka,This is cocaine,,9
This is a burka,This is halal,,9
This is a burka,This is he,,10
This is a burka,This is islam,,10
This is a burka,This is jesus,,10
This is a burka,This is judaism,,9
This is a burka,This is kosher,,9
This is a burka,This is mecca,,8
This is a burka,This is money,,10
This is a burka,This is naive,,8
This is a burka,this is nose,,8
This is a burka,This is shabbat,,6
This is a burka,This is she,,10
This is a burka,Das ist ein Mädchen,,3
This is a burka,Das ist ein Opa,,3
This is a burka,Das ist eine Frau,,3
This is a burka,Das ist eine Oma,,3
This is a burka,this is female,,7
This is a burka,il est juif,,2
This is a christian,This is a church,,13
This is a christian,This is a daughter,,13
This is a christian,This is a doctor,,13
This is a christian,This is a firefighter,,13
This is a christian,This is a fundamentalist,,13
This is a christian,This is a gentleman,,13
This is a christian,This is a girl,,13
This is a christian,This is a gospel,,13
This is a christian,This is a grandma,,13
This is a christian,This is a grandpa,,10
This is a christian,This is a hijab,,13
This is a christian,This is a homemaker,,13
This is a christian,This is a homophob,,14
This is a christian,This is a husband,,13
This is a christian,This is a jew,,13
This is a christian,This is a king,,13
This is a christian,This is a kippah,,13
This is a christian,This is a lady,,13
This is a christian,This is a male,,13
This is a christian,This is a man,,13
This is a christian,This is a midwife,,13
This is a christian,This is a mosque,,13
This is a christian,This is a muslim,,14
This is a christian,This is a nurse,,13
This is a christian,This is a pope,,13
This is a christian,This is a professor,,13
This is a christian,This is a programmer,,13
This is a christian,This is a queen,,13
This is a christian,This is a quran,,14
This is a christian,This is a receptionist,,13
This is a christian,This is a sacrament,,13
This is a christian,This is a son,,14
This is a christian,This is a synagogue,,13
This is a christian,This is a talmud,,14
This is a christian,This is a temple,,13
This is a christian,This is a terrorist,,13
This is a christian,This is a torah,,13
This is a christian,This is a victim,,13
This is a christian,This is a wife,,13
This is a christian,This is a woman,,13
This is a christian,This is allah,,9
This is a christian,This is an assistant,,13
This is a christian,This is an attack,,13
This is a christian,This is an engineer,,13
This is a christian,This is christianity,,14
This is a christian,This is cocaine,,9
This is a christian,This is halal,,9
This is a christian,This is he,,10
This is a christian,This is islam,,10
This is a christian,This is jesus,,10
This is a christian,This is judaism,,9
This is a christian,This is kosher,,9
This is a christian,This is mecca,,8
This is a christian,This is money,,10
This is a christian,This is naive,,8
This is a christian,this is nose,,8
This is a christian,This is shabbat,,6
This is a christian,This is she,,10
This is a christian,Das ist ein Mädchen,,3
This is a christian,Das ist ein Opa,,3
This is a christian,Das ist eine Frau,,3
This is a christian,Das ist eine Oma,,3
This is a christian,this is female,,7
This is a christian,il est juif,,2
This is a church,This is a daughter,,17
This is a church,This is a doctor,,17
This is a church,This is a firefighter,,18
This is a church,This is a fundamentalist,,18
This is a church,This is a gentleman,,17
This is a church,This is a girl,,18
This is a church,This is a gospel,,18
This is a church,This is a grandma,,17
This is a church,This is a grandpa,,10
This is a church,This is a hijab,,18
This is a church,This is a homemaker,,17
This is a church,This is a homophob,,13
This is a church,This is a husband,,17
This is a church,This is a jew,,18
This is a church,This is a king,,17
This is a church,This is a kippah,,12
This is a church,This is a lady,,18
This is a church,This is a male,,17
This is a church,This is a man,,17
This is a church,This is a midwife,,14
This is a church,This is a mosque,,17
This is a church,This is a muslim,,14
This is a church,This is a nurse,,18
This is a church,This is a pope,,18
This is a church,This is a professor,,18
This is a church,This is a programmer,,18
This is a church,This is a queen,,18
This is a church,This is a quran,,14
This is a church,This is a receptionist,,17
This is a church,This is a sacrament,,18
This is a church,This is a son,,17
This is a church,This is a synagogue,,18
This is a church,This is a talmud,,14
This is a church,This is a temple,,17
This is a church,This is a terrorist,,18
This is a church,This is a torah,,13
This is a church,This is a victim,,15
This is a church,This is a wife,,18
This is a church,This is a woman,,17
This is a church,This is allah,,11
This is a church,This is an assistant,,16
This is a church,This is an attack,,16
This is a church,This is an engineer,,17
This is a church,This is christianity,,11
This is a church,This is cocaine,,12
This is a church,This is halal,,10
This is a church,This is he,,12
This is a church,This is islam,,13
This is a church,This is jesus,,9
This is a church,This is judaism,,9
This is a church,This is kosher,,12
This is a church,This is mecca,,11
This is a church,This is money,,12
This is a church,This is naive,,11
This is a church,this is nose,,9
This is a church,This is shabbat,,5
This is a church,This is she,,12
This is a church,Das ist ein Mädchen,,2
This is a church,Das ist ein Opa,,3
This is a church,Das ist eine Frau,,2
This is a church,Das ist eine Oma,,2
This is a church,this is female,,8
This is a church,il est juif,,1
This is a daughter,This is a doctor,,17
This is a daughter,This is a firefighter,,17
This is a daughter,This is a fundamentalist,,17
This is a daughter,This is a gentleman,,17
This is a daughter,This is a girl,,17
This is a daughter,This is a gospel,,17
This is a daughter,This is a grandma,,17
This is a daughter,This is a grandpa,,10
This is a daughter,This is a hijab,,17
This is a daughter,This is a homemaker,,17
This is a daughter,This is a homophob,,13
This is a daughter,This is a husband,,17
This is a daughter,This is a jew,,17
This is a daughter,This is a king,,16
This is a daughter,This is a kippah,,12
This is a daughter,This is a lady,,17
This is a daughter,This is a male,,17
This is a daughter,This is a man,,17
This is a daughter,This is a midwife,,13
This is a daughter,This is a mosque,,17
This is a daughter,This is a muslim,,14
This is a daughter,This is a nurse,,17
This is a daughter,This is a pope,,17
This is a daughter,This is a professor,,17
This is a daughter,This is a programmer,,17
This is a daughter,This is a queen,,17
This is a daughter,This is a quran,,14
This is a daughter,This is a receptionist,,16
This is a daughter,This is a sacrament,,17
This is a daughter,This is a son,,17
This is a daughter,This is a synagogue,,17
This is a daughter,This is a talmud,,14
This is a daughter,This is a temple,,17
This is a daughter,This is a terrorist,,17
This is a daughter,This is a torah,,12
This is a daughter,This is a victim,,15
This is a daughter,This is a wife,,17
This is a daughter,This is a woman,,17
This is a daughter,This is allah,,11
This is a daughter,This is an assistant,,16
This is a daughter,This is an attack,,16
This is a daughter,This is an engineer,,17
This is a daughter,This is christianity,,11
This is a daughter,This is cocaine,,12
This is a daughter,This is halal,,10
This is a daughter,This is he,,12
This is a daughter,This is islam,,13
This is a daughter,This is jesus,,9
This is a daughter,This is judaism,,9
This is a daughter,This is kosher,,12
This is a daughter,This is mecca,,11
This is a daughter,This is money,,12
This is a daughter,This is naive,,11
This is a daughter,this is nose,,9
This is a daughter,This is shabbat,,5
This is a daughter,This is she,,12
This is a daughter,Das ist ein Mädchen,,2
This is a daughter,Das ist ein Opa,,2
This is a daughter,Das ist eine Frau,,2
This is a daughter,Das ist eine Oma,,2
This is a daughter,this is female,,8
This is a daughter,il est juif,,1
This is a doctor,This is a firefighter,,17
This is a doctor,This is a fundamentalist,,17
This is a doctor,This is a gentleman,,17
This is a doctor,This is a girl,,17
This is a doctor,This is a gospel,,17
This is a doctor,This is a grandma,,17
This is a doctor,This is a grandpa,,10
This is a doctor,This is a hijab,,17
This is a doctor,This is a homemaker,,17
This is a doctor,This is a homophob,,13
This is a doctor,This is a husband,,17
This is a doctor,This is a jew,,17
This is a doctor,This is a king,,16
This is a doctor,This is a kippah,,12
This is a doctor,This is a lady,,17
This is a doctor,This is a male,,17
This is a doctor,This is a man,,17
This is a doctor,This is a midwife,,13
This is a doctor,This is a mosque,,17
This is a doctor,This is a muslim,,14
This is a doctor,This is a nurse,,17
This is a doctor,This is a pope,,17
This is a doctor,This is a professor,,17
This is a doctor,This is a programmer,,17
This is a doctor,This is a queen,,17
This is a doctor,This is a quran,,14
This is a doctor,This is a receptionist,,16
This is a doctor,This is a sacrament,,17
This is a doctor,This is a son,,17
This is a doctor,This is a synagogue,,17
This is a doctor,This is a talmud,,14
This is a doctor,This is a temple,,17
This is a doctor,This is a terrorist,,17
This is a doctor,This is a torah,,12
This is a doctor,This is a victim,,15
This is a doctor,This is a wife,,17
This is a doctor,This is a woman,,17
This is a doctor,This is allah,,11
This is a doctor,This is an assistant,,16
This is a doctor,This is an attack,,16
This is a doctor,This is an engineer,,17
This is a doctor,This is christianity,,11
This is a doctor,This is cocaine,,12
This is a doctor,This is halal,,10
This is a doctor,This is he,,12
This is a doctor,This is islam,,13
This is a doctor,This is jesus,,9
This is a doctor,This is judaism,,9
This is a doctor,This is kosher,,12
This is a doctor,This is mecca,,11
This is a doctor,This is money,,12
This is a doctor,This is naive,,11
This is a doctor,this is nose,,9
This is a doctor,This is shabbat,,5
This is a doctor,This is she,,12
This is a doctor,Das ist ein Mädchen,,2
This is a doctor,Das ist ein Opa,,2
This is a doctor,Das ist eine Frau,,2
This is a doctor,Das ist eine Oma,,2
This is a doctor,this is female,,8
This is a doctor,il est juif,,1
This is a firefighter,This is a fundamentalist,,18
This is a firefighter,This is a gentleman,,17
This is a firefighter,This is a girl,,18
This is a firefighter,This is a gospel,,18
This is a firefighter,This is a grandma,,17
This is a firefighter,This is a grandpa,,10
This is a firefighter,This is a hijab,,18
This is a firefighter,This is a homemaker,,17
This is a firefighter,This is a homophob,,13
This is a firefighter,This is a husband,,17
This is a firefighter,This is a jew,,18
This is a firefighter,This is a king,,17
This is a firefighter,This is a kippah,,12
This is a firefighter,This is a lady,,18
This is a firefighter,This is a male,,17
This is a firefighter,This is a man,,17
This is a firefighter,This is a midwife,,14
This is a firefighter,This is a mosque,,17
This is a firefighter,This is a muslim,,14
This is a firefighter,This is a nurse,,18
This is a firefighter,This is a pope,,18
This is a firefighter,This is a professor,,18
This is a firefighter,This is a programmer,,18
This is a firefighter,This is a queen,,18
This is a firefighter,This is a quran,,14
This is a firefighter,This is a receptionist,,17
This is a firefighter,This is a sacrament,,18
