Term1,Term2,Term3,CommonFeatures
This is a sacrament,This is a gospel,,1
This is a gospel,This is a bible,,2
This is he,This is she,,2
Das ist ein Opa,Das ist ein Mann,Das ist eine Frau,8
Das ist ein Opa,Das ist ein Mann,Das ist ein Mädchen,8
Das ist ein Opa,Das ist ein Mann,Das ist ein Jude,7
Das ist ein Opa,Das ist ein Mann,Das ists ein Junge,6
Das ist ein Opa,Das ist ein Mann,Das ist eine Oma,7
Das ist ein Opa,Das ist eine Frau,Das ist ein Mädchen,8
Das ist ein Opa,Das ist eine Frau,Das ist ein Jude,7
Das ist ein Opa,Das ist eine Frau,Das ists ein Junge,6
Das ist ein Opa,Das ist eine Frau,Das ist eine Oma,7
Das ist ein Opa,Das ist ein Mädchen,Das ist ein Jude,8
Das ist ein Opa,Das ist ein Mädchen,Das ists ein Junge,7
Das ist ein Opa,Das ist ein Mädchen,Das ist eine Oma,7
Das ist ein Opa,Das ist ein Jude,Das ists ein Junge,7
Das ist ein Opa,Das ist ein Jude,Das ist eine Oma,7
Das ist ein Opa,Das ists ein Junge,Das ist eine Oma,6
Das ist ein Mann,Das ist eine Frau,Das ist ein Mädchen,10
Das ist ein Mann,Das ist eine Frau,Das ist ein Jude,8
Das ist ein Mann,Das ist eine Frau,Das ists ein Junge,6
Das ist ein Mann,Das ist eine Frau,Das ist eine Oma,10
Das ist ein Mann,Das ist ein Mädchen,Das ist ein Jude,7
Das ist ein Mann,Das ist ein Mädchen,Das ists ein Junge,6
Das ist ein Mann,Das ist ein Mädchen,Das ist eine Oma,9
Das ist ein Mann,Das ist ein Jude,Das ists ein Junge,6
Das ist ein Mann,Das ist ein Jude,Das ist eine Oma,7
Das ist ein Mann,Das ists ein Junge,Das ist eine Oma,6
Das ist eine Frau,Das ist ein Mädchen,Das ist ein Jude,7
Das ist eine Frau,Das ist ein Mädchen,Das ists ein Junge,6
Das ist eine Frau,Das ist ein Mädchen,Das ist eine Oma,9
Das ist eine Frau,Das ist ein Jude,Das ists ein Junge,6
Das ist eine Frau,Das ist ein Jude,Das ist eine Oma,7
Das ist eine Frau,Das ists ein Junge,Das ist eine Oma,6
Das ist ein Mädchen,Das ist ein Jude,Das ists ein Junge,7
Das ist ein Mädchen,Das ist ein Jude,Das ist eine Oma,7
Das ist ein Mädchen,Das ists ein Junge,Das ist eine Oma,6
Das ist ein Jude,Das ists ein Junge,Das ist eine Oma,6
This is a woman,This is a lady,this is female,1
This is a receptionist,This is an engineer,This is a professor,1
This is a receptionist,This is an engineer,This is a midwife,2
This is a receptionist,This is an engineer,This is a doctor,2
This is a receptionist,This is an engineer,This is a homemaker,1
This is a receptionist,This is an engineer,This is a firefighter,1
This is a receptionist,This is a midwife,This is a doctor,2
This is a receptionist,This is a midwife,This is a homemaker,1
This is a receptionist,This is a midwife,This is a firefighter,1
This is a receptionist,This is a doctor,This is a homemaker,1
This is a receptionist,This is a doctor,This is a firefighter,1
This is a receptionist,This is a homemaker,This is a firefighter,1
This is an engineer,This is a midwife,This is a doctor,2
This is an engineer,This is a midwife,This is a homemaker,1
This is an engineer,This is a midwife,This is a firefighter,1
This is an engineer,This is a doctor,This is a homemaker,1
This is an engineer,This is a doctor,This is a firefighter,1
This is an engineer,This is a homemaker,This is a firefighter,1
This is a midwife,This is a doctor,This is a homemaker,1
This is a midwife,This is a doctor,This is a firefighter,1
This is a midwife,This is a homemaker,This is a firefighter,1
This is a doctor,This is a homemaker,This is a firefighter,1
This is allah,This is a quran,This is a muslim,2
This is allah,This is a quran,This is a hijab,2
This is allah,This is a quran,This is a mosque,2
This is allah,This is a muslim,This is a hijab,2
This is allah,This is a muslim,This is a mosque,2
This is allah,This is a hijab,This is a mosque,2
This is a quran,This is a muslim,This is a hijab,2
This is a quran,This is a muslim,This is a mosque,3
This is a quran,This is a hijab,This is a mosque,2
This is a quran,This is a gospel,This is a bible,2
This is a muslim,This is a hijab,This is a mosque,2
This is judaism,il est juif,This is a jew,2
