Term1,Term2,Term3,CommonFeatures
lady,she,,3
lady,daughter,,2
lady,boy,,1
lady,gentleman,,1
lady,Frau,,1
lady,wife,,1
Mädchen,grandma,,2
Mädchen,she,,2
Mädchen,daughter,,3
Mädchen,Mann,,3
Mädchen,Frau,,12
Mädchen,Junge,,8
Mädchen,wife,,1
Mädchen,queen,,1
grandma,she,,1
grandma,daughter,,8
grandma,boy,,1
grandma,male,,1
grandma,grandpa,,9
grandma,homemaker,,1
she,daughter,,2
she,pope,,1
she,Frau,,1
she,wife,,1
she,queen,,1
she,king,,5
daughter,boy,,1
daughter,male,,1
daughter,grandpa,,6
daughter,midwife,,1
daughter,Frau,,1
daughter,wife,,2
daughter,husband,,1
boy,gentleman,,3
boy,male,,8
boy,grandpa,,3
boy,Mann,,3
boy,pope,,1
boy,man,,5
boy,Frau,,1
boy,Junge,,1
boy,husband,,1
temple,mecca,,3
temple,wife,,1
temple,husband,,1
kosher,kippah,,9
kosher,juif,,10
kosher,judaism,,9
kosher,jew,,4
kippah,juif,,14
kippah,judaism,,13
kippah,jew,,9
kippah,burka,,3
juif,judaism,,12
juif,jew,,9
judaism,jew,,10
gentleman,male,,3
gentleman,grandpa,,1
gentleman,Mann,,2
gentleman,pope,,1
gentleman,man,,4
male,grandpa,,4
male,Mann,,4
male,pope,,1
male,man,,9
male,Frau,,1
male,Junge,,1
male,husband,,1
grandpa,Mann,,1
grandpa,pope,,1
grandpa,man,,2
grandpa,midwife,,1
grandpa,husband,,1
Mann,pope,,1
Mann,man,,4
Mann,Frau,,4
Mann,Junge,,4
pope,man,,1
pope,professor,,2
man,Frau,,1
man,Junge,,1
homemaker,midwife,,1
homemaker,assistant,,1
midwife,nurse,,3
midwife,doctor,,2
assistant,nurse,,1
assistant,professor,,2
Frau,Junge,,9
Frau,wife,,1
Frau,queen,,1
Junge,queen,,1
wife,husband,,13
queen,king,,5
muslim,burka,,2
nurse,doctor,,11
gospel,christian,baptsim,2
gospel,christian,bible,2
gospel,christian,jesus,2
gospel,christian,Jude,2
gospel,christian,church,1
gospel,baptsim,bible,4
gospel,baptsim,jesus,4
gospel,baptsim,Jude,2
gospel,baptsim,church,1
gospel,baptsim,torah,1
gospel,baptsim,islam,1
gospel,bible,jesus,3
gospel,bible,Jude,2
gospel,jesus,Jude,2
gospel,jesus,torah,1
gospel,church,synagogue,2
gospel,church,mosque,1
gospel,islam,shabbat,1
gospel,synagogue,mosque,1
christian,baptsim,bible,2
christian,baptsim,jesus,2
christian,baptsim,Jude,3
christian,bible,jesus,2
christian,bible,Jude,2
christian,jesus,Jude,2
baptsim,bible,jesus,4
baptsim,bible,Jude,3
baptsim,bible,torah,1
baptsim,jesus,Jude,3
baptsim,jesus,torah,2
baptsim,Jude,torah,2
bible,jesus,Jude,2
bible,jesus,torah,1
bible,Jude,torah,1
jesus,Jude,torah,1
jesus,church,fundamentalist,1
jesus,torah,islam,1
jesus,torah,judaism,1
jesus,islam,judaism,1
church,synagogue,mosque,4
church,synagogue,temple,3
church,synagogue,mecca,1
church,mosque,temple,4
church,mosque,mecca,1
church,temple,mecca,1
torah,islam,mosque,1
torah,islam,judaism,1
torah,islam,muslim,1
torah,shabbat,synagogue,4
torah,shabbat,kosher,3
torah,shabbat,kippah,4
torah,shabbat,juif,3
torah,shabbat,judaism,4
torah,shabbat,jew,3
torah,synagogue,kosher,3
torah,synagogue,kippah,4
torah,synagogue,juif,3
torah,synagogue,judaism,4
torah,synagogue,jew,3
torah,mosque,muslim,1
torah,kosher,kippah,3
torah,kosher,juif,3
torah,kosher,judaism,3
torah,kosher,jew,2
torah,kippah,juif,3
torah,kippah,judaism,4
torah,kippah,jew,3
torah,juif,judaism,3
torah,juif,jew,2
torah,judaism,jew,3
islam,mosque,muslim,2
islam,fundamentalist,muslim,2
islam,judaism,jew,1
shabbat,synagogue,kosher,5
shabbat,synagogue,kippah,7
shabbat,synagogue,juif,6
shabbat,synagogue,judaism,8
shabbat,synagogue,jew,5
shabbat,kosher,kippah,8
shabbat,kosher,juif,8
shabbat,kosher,judaism,8
shabbat,kosher,jew,3
shabbat,kippah,juif,9
shabbat,kippah,judaism,9
shabbat,kippah,jew,5
shabbat,juif,judaism,8
shabbat,juif,jew,4
shabbat,judaism,jew,5
synagogue,mosque,temple,4
synagogue,mosque,mecca,1
synagogue,temple,mecca,1
synagogue,kosher,kippah,5
synagogue,kosher,juif,5
synagogue,kosher,judaism,5
synagogue,kosher,jew,3
synagogue,kippah,juif,7
synagogue,kippah,judaism,8
synagogue,kippah,jew,6
synagogue,juif,judaism,7
synagogue,juif,jew,5
synagogue,judaism,jew,6
mosque,temple,mecca,3
girl,woman,lady,4
girl,woman,Mädchen,4
girl,woman,grandma,1
girl,woman,she,1
girl,woman,daughter,1
girl,lady,Mädchen,4
girl,lady,grandma,1
girl,lady,she,2
girl,lady,daughter,1
girl,Mädchen,grandma,1
girl,Mädchen,she,1
girl,Mädchen,daughter,1
girl,grandma,she,1
girl,grandma,daughter,1
girl,she,daughter,1
woman,lady,Mädchen,4
woman,lady,grandma,1
woman,lady,she,2
woman,lady,daughter,2
woman,lady,Frau,1
woman,lady,wife,1
woman,Mädchen,grandma,1
woman,Mädchen,she,2
woman,Mädchen,daughter,2
woman,Mädchen,Frau,1
woman,Mädchen,wife,1
woman,grandma,she,1
woman,grandma,daughter,1
woman,she,daughter,2
woman,she,Frau,1
woman,she,wife,1
woman,daughter,Frau,1
woman,daughter,wife,1
woman,boy,gentleman,1
woman,boy,male,1
woman,boy,Mann,1
woman,boy,man,1
woman,gentleman,male,1
woman,gentleman,Mann,1
woman,gentleman,man,1
woman,male,Mann,1
woman,male,man,1
woman,Mann,man,1
woman,Frau,wife,1
lady,Mädchen,grandma,1
lady,Mädchen,she,2
lady,Mädchen,daughter,2
lady,Mädchen,Frau,1
lady,Mädchen,wife,1
lady,grandma,she,1
lady,grandma,daughter,1
lady,she,daughter,2
lady,she,Frau,1
lady,she,wife,1
lady,daughter,Frau,1
lady,daughter,wife,1
lady,boy,gentleman,1
lady,Frau,wife,1
Mädchen,grandma,she,1
Mädchen,grandma,daughter,2
Mädchen,she,daughter,2
Mädchen,she,Frau,1
Mädchen,she,wife,1
Mädchen,daughter,Frau,1
Mädchen,daughter,wife,1
Mädchen,Mann,Frau,3
Mädchen,Mann,Junge,3
Mädchen,Frau,Junge,8
Mädchen,Frau,wife,1
Mädchen,Frau,queen,1
Mädchen,Junge,queen,1
grandma,she,daughter,1
grandma,daughter,boy,1
grandma,daughter,male,1
grandma,daughter,grandpa,5
grandma,boy,male,1
grandma,boy,grandpa,1
grandma,male,grandpa,1
she,daughter,Frau,1
she,daughter,wife,1
she,Frau,wife,1
daughter,boy,male,1
daughter,boy,grandpa,1
daughter,male,grandpa,1
daughter,Frau,wife,1
daughter,wife,husband,1
boy,gentleman,male,2
boy,gentleman,grandpa,1
boy,gentleman,Mann,2
boy,gentleman,pope,1
boy,gentleman,man,2
boy,male,grandpa,3
boy,male,Mann,3
boy,male,pope,1
boy,male,man,5
boy,male,Frau,1
boy,male,Junge,1
boy,male,husband,1
boy,grandpa,Mann,1
boy,grandpa,pope,1
boy,grandpa,man,1
boy,grandpa,husband,1
boy,Mann,pope,1
boy,Mann,man,3
boy,Mann,Frau,1
boy,Mann,Junge,1
boy,pope,man,1
boy,man,Frau,1
boy,man,Junge,1
boy,Frau,Junge,1
temple,wife,husband,1
kosher,kippah,juif,9
kosher,kippah,judaism,8
kosher,kippah,jew,4
kosher,juif,judaism,8
kosher,juif,jew,4
kosher,judaism,jew,4
kippah,juif,judaism,12
kippah,juif,jew,8
kippah,judaism,jew,9
juif,judaism,jew,8
gentleman,male,grandpa,1
gentleman,male,Mann,2
gentleman,male,pope,1
gentleman,male,man,3
gentleman,grandpa,Mann,1
gentleman,grandpa,pope,1
gentleman,grandpa,man,1
gentleman,Mann,pope,1
gentleman,Mann,man,2
gentleman,pope,man,1
male,grandpa,Mann,1
male,grandpa,pope,1
male,grandpa,man,2
male,grandpa,husband,1
male,Mann,pope,1
male,Mann,man,3
male,Mann,Frau,1
male,Mann,Junge,1
male,pope,man,1
male,man,Frau,1
male,man,Junge,1
male,Frau,Junge,1
grandpa,Mann,pope,1
grandpa,Mann,man,1
grandpa,pope,man,1
Mann,pope,man,1
Mann,man,Frau,1
Mann,man,Junge,1
Mann,Frau,Junge,4
man,Frau,Junge,1
midwife,nurse,doctor,2
Frau,Junge,queen,1
