Term1,Term2,Term3,CommonFeatures
boy,kosher,,19
boy,lady,,20
boy,male,,20
boy,man,,18
boy,Mann,,20
boy,mecca,,18
boy,midwife,,18
boy,money,,20
boy,mosque,,19
boy,muslim,,20
boy,Mädchen,,17
boy,naive,,20
boy,nose,,20
boy,nurse,,20
boy,Oma,,17
boy,Opa,,17
boy,pope,,20
boy,professor,,20
boy,programmer,,19
boy,queen,,20
boy,quran,,19
boy,receptionist,,20
boy,sacrament,,20
boy,shabbat,,19
boy,she,,18
boy,son,,19
boy,synagogue,,19
boy,talmud,,19
boy,temple,,20
boy,terrorist,,20
boy,torah,,19
boy,wife,,20
boy,woman,,20
burka,christian,,19
burka,christianity,,19
burka,church,,19
burka,cocaine,,20
burka,daughter,,19
burka,doctor,,19
burka,engineer,,19
burka,female,,19
burka,firefighter,,19
burka,Frau,,19
burka,fundamentalist,,19
burka,gentleman,,19
burka,girl,,19
burka,gospel,,19
burka,grandma,,19
burka,grandpa,,19
burka,halal,,20
burka,he,,19
burka,hijab,,18
burka,homemaker,,19
burka,homophob,,20
burka,husband,,19
burka,islam,,19
burka,jesus,,19
burka,jew,,19
burka,judaism,,19
burka,Jude,,19
burka,juif,,19
burka,Junge,,19
burka,king,,19
burka,kippah,,19
burka,kosher,,20
burka,lady,,19
burka,male,,19
burka,man,,19
burka,Mann,,19
burka,mecca,,19
burka,midwife,,19
burka,money,,19
burka,mosque,,20
burka,muslim,,19
burka,Mädchen,,18
burka,naive,,19
burka,nose,,19
burka,nurse,,19
burka,Oma,,18
burka,Opa,,18
burka,pope,,19
burka,professor,,19
burka,programmer,,18
burka,queen,,19
burka,quran,,18
burka,receptionist,,19
burka,sacrament,,19
burka,shabbat,,20
burka,she,,19
burka,son,,20
burka,synagogue,,20
burka,talmud,,20
burka,temple,,19
burka,terrorist,,19
burka,torah,,20
burka,wife,,19
burka,woman,,19
christian,christianity,,20
christian,church,,20
christian,cocaine,,19
christian,daughter,,20
christian,doctor,,20
christian,engineer,,20
christian,female,,20
christian,firefighter,,20
christian,Frau,,20
christian,fundamentalist,,18
christian,gentleman,,19
christian,girl,,20
christian,gospel,,18
christian,grandma,,20
christian,grandpa,,20
christian,halal,,19
christian,he,,18
christian,hijab,,19
christian,homemaker,,18
christian,homophob,,19
christian,husband,,20
christian,islam,,20
christian,jesus,,20
christian,jew,,20
christian,judaism,,18
christian,Jude,,20
christian,juif,,19
christian,Junge,,18
christian,king,,20
christian,kippah,,20
christian,kosher,,19
christian,lady,,20
christian,male,,20
christian,man,,18
christian,Mann,,20
christian,mecca,,18
christian,midwife,,18
christian,money,,20
christian,mosque,,19
christian,muslim,,20
christian,Mädchen,,17
christian,naive,,20
christian,nose,,20
christian,nurse,,20
christian,Oma,,17
christian,Opa,,17
christian,pope,,20
christian,professor,,20
christian,programmer,,19
christian,queen,,20
christian,quran,,19
christian,receptionist,,20
christian,sacrament,,20
christian,shabbat,,19
christian,she,,18
christian,son,,19
christian,synagogue,,19
christian,talmud,,19
christian,temple,,20
christian,terrorist,,20
christian,torah,,19
christian,wife,,20
christian,woman,,20
christianity,church,,20
christianity,cocaine,,19
christianity,daughter,,20
christianity,doctor,,20
christianity,engineer,,20
christianity,female,,20
christianity,firefighter,,20
christianity,Frau,,20
christianity,fundamentalist,,18
christianity,gentleman,,19
christianity,girl,,20
christianity,gospel,,18
christianity,grandma,,20
christianity,grandpa,,20
christianity,halal,,19
christianity,he,,18
christianity,hijab,,19
christianity,homemaker,,18
christianity,homophob,,19
christianity,husband,,20
christianity,islam,,20
christianity,jesus,,20
christianity,jew,,20
christianity,judaism,,18
christianity,Jude,,20
christianity,juif,,19
christianity,Junge,,18
christianity,king,,20
christianity,kippah,,20
christianity,kosher,,19
christianity,lady,,20
christianity,male,,20
christianity,man,,18
christianity,Mann,,20
christianity,mecca,,18
christianity,midwife,,18
christianity,money,,20
christianity,mosque,,19
christianity,muslim,,20
christianity,Mädchen,,17
christianity,naive,,20
christianity,nose,,20
christianity,nurse,,20
christianity,Oma,,17
christianity,Opa,,17
christianity,pope,,20
christianity,professor,,20
christianity,programmer,,19
christianity,queen,,20
christianity,quran,,19
christianity,receptionist,,20
christianity,sacrament,,20
christianity,shabbat,,19
christianity,she,,18
christianity,son,,19
christianity,synagogue,,19
christianity,talmud,,19
christianity,temple,,20
christianity,terrorist,,20
christianity,torah,,19
christianity,wife,,20
christianity,woman,,20
church,cocaine,,19
church,daughter,,20
church,doctor,,20
church,engineer,,20
church,female,,20
church,firefighter,,20
church,Frau,,20
church,fundamentalist,,18
church,gentleman,,19
church,girl,,20
church,gospel,,18
church,grandma,,20
church,grandpa,,20
church,halal,,19
church,he,,18
church,hijab,,19
church,homemaker,,18
church,homophob,,19
church,husband,,20
church,islam,,20
church,jesus,,20
church,jew,,20
church,judaism,,18
church,Jude,,20
church,juif,,19
church,Junge,,18
church,king,,20
church,kippah,,20
church,kosher,,19
church,lady,,20
church,male,,20
church,man,,18
church,Mann,,20
church,mecca,,18
church,midwife,,18
church,money,,20
church,mosque,,19
church,muslim,,20
church,Mädchen,,17
church,naive,,20
church,nose,,20
church,nurse,,20
church,Oma,,17
church,Opa,,17
church,pope,,20
church,professor,,20
church,programmer,,19
church,queen,,20
church,quran,,19
church,receptionist,,20
church,sacrament,,20
church,shabbat,,19
church,she,,18
church,son,,19
church,synagogue,,19
church,talmud,,19
church,temple,,20
church,terrorist,,20
church,torah,,19
church,wife,,20
church,woman,,20
cocaine,daughter,,19
cocaine,doctor,,19
cocaine,engineer,,19
cocaine,female,,19
cocaine,firefighter,,19
cocaine,Frau,,19
cocaine,fundamentalist,,19
cocaine,gentleman,,19
cocaine,girl,,19
cocaine,gospel,,19
cocaine,grandma,,19
cocaine,grandpa,,19
cocaine,halal,,20
cocaine,he,,19
cocaine,hijab,,18
cocaine,homemaker,,19
cocaine,homophob,,20
cocaine,husband,,19
cocaine,islam,,19
cocaine,jesus,,19
cocaine,jew,,19
cocaine,judaism,,19
cocaine,Jude,,19
cocaine,juif,,19
cocaine,Junge,,19
cocaine,king,,19
cocaine,kippah,,19
cocaine,kosher,,20
cocaine,lady,,19
cocaine,male,,19
cocaine,man,,19
cocaine,Mann,,19
cocaine,mecca,,19
cocaine,midwife,,19
cocaine,money,,19
cocaine,mosque,,20
cocaine,muslim,,19
cocaine,Mädchen,,18
cocaine,naive,,19
cocaine,nose,,19
cocaine,nurse,,19
cocaine,Oma,,18
cocaine,Opa,,18
cocaine,pope,,19
cocaine,professor,,19
cocaine,programmer,,18
cocaine,queen,,19
cocaine,quran,,18
cocaine,receptionist,,19
cocaine,sacrament,,19
cocaine,shabbat,,20
cocaine,she,,19
cocaine,son,,20
cocaine,synagogue,,20
cocaine,talmud,,20
cocaine,temple,,19
cocaine,terrorist,,19
cocaine,torah,,20
cocaine,wife,,19
cocaine,woman,,19
daughter,doctor,,20
daughter,engineer,,20
daughter,female,,20
daughter,firefighter,,20
daughter,Frau,,20
daughter,fundamentalist,,18
daughter,gentleman,,19
daughter,girl,,20
daughter,gospel,,18
daughter,grandma,,20
daughter,grandpa,,20
daughter,halal,,19
daughter,he,,18
daughter,hijab,,19
daughter,homemaker,,18
daughter,homophob,,19
daughter,husband,,20
daughter,islam,,20
daughter,jesus,,20
daughter,jew,,20
daughter,judaism,,18
daughter,Jude,,20
daughter,juif,,19
daughter,Junge,,18
daughter,king,,20
daughter,kippah,,20
daughter,kosher,,19
daughter,lady,,20
daughter,male,,20
daughter,man,,18
daughter,Mann,,20
daughter,mecca,,18
daughter,midwife,,18
daughter,money,,20
daughter,mosque,,19
daughter,muslim,,20
daughter,Mädchen,,17
daughter,naive,,20
daughter,nose,,20
daughter,nurse,,20
daughter,Oma,,17
daughter,Opa,,17
daughter,pope,,20
daughter,professor,,20
daughter,programmer,,19
daughter,queen,,20
daughter,quran,,19
daughter,receptionist,,20
daughter,sacrament,,20
daughter,shabbat,,19
daughter,she,,18
daughter,son,,19
daughter,synagogue,,19
daughter,talmud,,19
daughter,temple,,20
daughter,terrorist,,20
daughter,torah,,19
daughter,wife,,20
daughter,woman,,20
doctor,engineer,,20
doctor,female,,20
doctor,firefighter,,20
doctor,Frau,,20
doctor,fundamentalist,,18
doctor,gentleman,,19
doctor,girl,,20
doctor,gospel,,18
doctor,grandma,,20
doctor,grandpa,,20
doctor,halal,,19
doctor,he,,18
doctor,hijab,,19
doctor,homemaker,,18
doctor,homophob,,19
doctor,husband,,20
doctor,islam,,20
doctor,jesus,,20
doctor,jew,,20
doctor,judaism,,18
doctor,Jude,,20
doctor,juif,,19
doctor,Junge,,18
doctor,king,,20
doctor,kippah,,20
doctor,kosher,,19
doctor,lady,,20
doctor,male,,20
doctor,man,,18
doctor,Mann,,20
doctor,mecca,,18
doctor,midwife,,18
doctor,money,,20
doctor,mosque,,19
doctor,muslim,,20
doctor,Mädchen,,17
doctor,naive,,20
doctor,nose,,20
doctor,nurse,,20
doctor,Oma,,17
doctor,Opa,,17
doctor,pope,,20
doctor,professor,,20
doctor,programmer,,19
doctor,queen,,20
doctor,quran,,19
doctor,receptionist,,20
doctor,sacrament,,20
doctor,shabbat,,19
doctor,she,,18
doctor,son,,19
doctor,synagogue,,19
doctor,talmud,,19
doctor,temple,,20
doctor,terrorist,,20
doctor,torah,,19
doctor,wife,,20
doctor,woman,,20
engineer,female,,20
engineer,firefighter,,20
engineer,Frau,,20
engineer,fundamentalist,,18
engineer,gentleman,,19
engineer,girl,,20
engineer,gospel,,18
engineer,grandma,,20
engineer,grandpa,,20
engineer,halal,,19
engineer,he,,18
engineer,hijab,,19
engineer,homemaker,,18
engineer,homophob,,19
engineer,husband,,20
engineer,islam,,20
engineer,jesus,,20
engineer,jew,,20
engineer,judaism,,18
engineer,Jude,,20
engineer,juif,,19
engineer,Junge,,18
engineer,king,,20
engineer,kippah,,20
engineer,kosher,,19
engineer,lady,,20
engineer,male,,20
engineer,man,,18
engineer,Mann,,20
engineer,mecca,,18
engineer,midwife,,18
engineer,money,,20
engineer,mosque,,19
engineer,muslim,,20
engineer,Mädchen,,17
engineer,naive,,20
engineer,nose,,20
engineer,nurse,,20
engineer,Oma,,17
engineer,Opa,,17
engineer,pope,,20
engineer,professor,,20
engineer,programmer,,19
engineer,queen,,20
engineer,quran,,19
engineer,receptionist,,20
engineer,sacrament,,20
engineer,shabbat,,19
engineer,she,,18
engineer,son,,19
engineer,synagogue,,19
engineer,talmud,,19
engineer,temple,,20
engineer,terrorist,,20
engineer,torah,,19
engineer,wife,,20
engineer,woman,,20
female,firefighter,,20
female,Frau,,20
female,fundamentalist,,18
female,gentleman,,19
female,girl,,20
female,gospel,,18
female,grandma,,20
female,grandpa,,20
female,halal,,19
female,he,,18
female,hijab,,19
female,homemaker,,18
female,homophob,,19
female,husband,,20
female,islam,,20
female,jesus,,20
female,jew,,20
female,judaism,,18
female,Jude,,20
female,juif,,19
female,Junge,,18
female,king,,20
female,kippah,,20
female,kosher,,19
female,lady,,20
female,male,,20
female,man,,18
female,Mann,,20
female,mecca,,18
female,midwife,,18
female,money,,20
female,mosque,,19
female,muslim,,20
female,Mädchen,,17
female,naive,,20
female,nose,,20
female,nurse,,20
female,Oma,,17
female,Opa,,17
female,pope,,20
female,professor,,20
female,programmer,,19
female,queen,,20
female,quran,,19
female,receptionist,,20
female,sacrament,,20
female,shabbat,,19
female,she,,18
female,son,,19
female,synagogue,,19
female,talmud,,19
female,temple,,20
female,terrorist,,20
female,torah,,19
female,wife,,20
female,woman,,20
firefighter,Frau,,20
firefighter,fundamentalist,,18
firefighter,gentleman,,19
firefighter,girl,,20
firefighter,gospel,,18
firefighter,grandma,,20
firefighter,grandpa,,20
firefighter,halal,,19
firefighter,he,,18
firefighter,hijab,,19
firefighter,homemaker,,18
firefighter,homophob,,19
firefighter,husband,,20
firefighter,islam,,20
firefighter,jesus,,20
firefighter,jew,,20
firefighter,judaism,,18
firefighter,Jude,,20
firefighter,juif,,19
firefighter,Junge,,18
firefighter,king,,20
firefighter,kippah,,20
firefighter,kosher,,19
firefighter,lady,,20
firefighter,male,,20
firefighter,man,,18
firefighter,Mann,,20
firefighter,mecca,,18
firefighter,midwife,,18
firefighter,money,,20
firefighter,mosque,,19
firefighter,muslim,,20
firefighter,Mädchen,,17
firefighter,naive,,20
firefighter,nose,,20
firefighter,nurse,,20
firefighter,Oma,,17
firefighter,Opa,,17
firefighter,pope,,20
firefighter,professor,,20
firefighter,programmer,,19
firefighter,queen,,20
firefighter,quran,,19
firefighter,receptionist,,20
firefighter,sacrament,,20
firefighter,shabbat,,19
firefighter,she,,18
firefighter,son,,19
firefighter,synagogue,,19
firefighter,talmud,,19
firefighter,temple,,20
firefighter,terrorist,,20
firefighter,torah,,19
firefighter,wife,,20
firefighter,woman,,20
Frau,fundamentalist,,18
Frau,gentleman,,19
Frau,girl,,20
Frau,gospel,,18
Frau,grandma,,20
Frau,grandpa,,20
Frau,halal,,19
Frau,he,,18
Frau,hijab,,19
Frau,homemaker,,18
Frau,homophob,,19
Frau,husband,,20
Frau,islam,,20
Frau,jesus,,20
Frau,jew,,20
Frau,judaism,,18
Frau,Jude,,20
Frau,juif,,19
Frau,Junge,,18
Frau,king,,20
Frau,kippah,,20
Frau,kosher,,19
Frau,lady,,20
Frau,male,,20
Frau,man,,18
Frau,Mann,,20
Frau,mecca,,18
Frau,midwife,,18
Frau,money,,20
Frau,mosque,,19
Frau,muslim,,20
Frau,Mädchen,,17
Frau,naive,,20
Frau,nose,,20
Frau,nurse,,20
Frau,Oma,,17
Frau,Opa,,17
Frau,pope,,20
Frau,professor,,20
Frau,programmer,,19
Frau,queen,,20
Frau,quran,,19
Frau,receptionist,,20
Frau,sacrament,,20
Frau,shabbat,,19
Frau,she,,18
Frau,son,,19
Frau,synagogue,,19
Frau,talmud,,19
Frau,temple,,20
Frau,terrorist,,20
Frau,torah,,19
Frau,wife,,20
Frau,woman,,20
fundamentalist,gentleman,,19
fundamentalist,girl,,18
fundamentalist,gospel,,19
fundamentalist,grandma,,18
fundamentalist,grandpa,,18
fundamentalist,halal,,19
fundamentalist,he,,19
fundamentalist,hijab,,17
fundamentalist,homemaker,,20
fundamentalist,homophob,,19
fundamentalist,husband,,18
fundamentalist,islam,,18
fundamentalist,jesus,,18
fundamentalist,jew,,18
fundamentalist,judaism,,19
fundamentalist,Jude,,18
fundamentalist,juif,,19
fundamentalist,Junge,,19
fundamentalist,king,,18
fundamentalist,kippah,,18
fundamentalist,kosher,,19
fundamentalist,lady,,18
fundamentalist,male,,18
fundamentalist,man,,19
fundamentalist,Mann,,18
fundamentalist,mecca,,19
fundamentalist,midwife,,19
fundamentalist,money,,18
fundamentalist,mosque,,19
fundamentalist,muslim,,18
fundamentalist,Mädchen,,19
fundamentalist,naive,,18
fundamentalist,nose,,18
fundamentalist,nurse,,18
fundamentalist,Oma,,19
fundamentalist,Opa,,19
fundamentalist,pope,,18
fundamentalist,professor,,18
fundamentalist,programmer,,19
fundamentalist,queen,,18
fundamentalist,quran,,17
fundamentalist,receptionist,,18
fundamentalist,sacrament,,18
fundamentalist,shabbat,,19
fundamentalist,she,,20
fundamentalist,son,,19
fundamentalist,synagogue,,19
fundamentalist,talmud,,19
fundamentalist,temple,,18
fundamentalist,terrorist,,18
fundamentalist,torah,,19
fundamentalist,wife,,18
fundamentalist,woman,,18
gentleman,girl,,19
gentleman,gospel,,19
gentleman,grandma,,19
gentleman,grandpa,,19
gentleman,halal,,19
gentleman,he,,19
gentleman,hijab,,18
gentleman,homemaker,,19
gentleman,homophob,,19
gentleman,husband,,19
gentleman,islam,,19
gentleman,jesus,,19
gentleman,jew,,19
gentleman,judaism,,19
gentleman,Jude,,19
gentleman,juif,,20
gentleman,Junge,,19
gentleman,king,,19
gentleman,kippah,,19
gentleman,kosher,,19
gentleman,lady,,19
gentleman,male,,19
gentleman,man,,19
gentleman,Mann,,19
gentleman,mecca,,19
gentleman,midwife,,19
gentleman,money,,19
gentleman,mosque,,19
gentleman,muslim,,19
gentleman,Mädchen,,18
gentleman,naive,,19
gentleman,nose,,19
gentleman,nurse,,19
gentleman,Oma,,18
gentleman,Opa,,18
gentleman,pope,,19
gentleman,professor,,19
gentleman,programmer,,19
gentleman,queen,,19
gentleman,quran,,18
gentleman,receptionist,,19
gentleman,sacrament,,19
gentleman,shabbat,,19
gentleman,she,,19
gentleman,son,,19
gentleman,synagogue,,19
gentleman,talmud,,19
gentleman,temple,,19
gentleman,terrorist,,19
gentleman,torah,,19
gentleman,wife,,19
gentleman,woman,,19
girl,gospel,,18
girl,grandma,,20
girl,grandpa,,20
girl,halal,,19
girl,he,,18
girl,hijab,,19
girl,homemaker,,18
girl,homophob,,19
girl,husband,,20
girl,islam,,20
girl,jesus,,20
girl,jew,,20
girl,judaism,,18
girl,Jude,,20
girl,juif,,19
girl,Junge,,18
girl,king,,20
girl,kippah,,20
girl,kosher,,19
girl,lady,,20
girl,male,,20
girl,man,,18
girl,Mann,,20
girl,mecca,,18
girl,midwife,,18
girl,money,,20
girl,mosque,,19
girl,muslim,,20
girl,Mädchen,,17
girl,naive,,20
girl,nose,,20
girl,nurse,,20
girl,Oma,,17
girl,Opa,,17
girl,pope,,20
girl,professor,,20
girl,programmer,,19
girl,queen,,20
girl,quran,,19
girl,receptionist,,20
girl,sacrament,,20
girl,shabbat,,19
girl,she,,18
girl,son,,19
girl,synagogue,,19
girl,talmud,,19
girl,temple,,20
girl,terrorist,,20
girl,torah,,19
girl,wife,,20
girl,woman,,20
gospel,grandma,,18
gospel,grandpa,,18
gospel,halal,,19
gospel,he,,20
gospel,hijab,,17
gospel,homemaker,,19
gospel,homophob,,19
gospel,husband,,18
gospel,islam,,18
gospel,jesus,,18
gospel,jew,,18
gospel,judaism,,20
gospel,Jude,,18
gospel,juif,,19
gospel,Junge,,20
gospel,king,,18
gospel,kippah,,18
gospel,kosher,,19
gospel,lady,,18
gospel,male,,18
gospel,man,,19
gospel,Mann,,18
gospel,mecca,,20
gospel,midwife,,20
gospel,money,,18
gospel,mosque,,19
gospel,muslim,,18
gospel,Mädchen,,19
gospel,naive,,18
gospel,nose,,18
gospel,nurse,,18
gospel,Oma,,19
gospel,Opa,,19
gospel,pope,,18
gospel,professor,,18
gospel,programmer,,18
gospel,queen,,18
gospel,quran,,17
gospel,receptionist,,18
gospel,sacrament,,18
gospel,shabbat,,19
gospel,she,,19
gospel,son,,19
gospel,synagogue,,19
gospel,talmud,,19
gospel,temple,,18
gospel,terrorist,,18
gospel,torah,,19
gospel,wife,,18
gospel,woman,,18
grandma,grandpa,,20
grandma,halal,,19
grandma,he,,18
grandma,hijab,,19
grandma,homemaker,,18
grandma,homophob,,19
grandma,husband,,20
grandma,islam,,20
grandma,jesus,,20
grandma,jew,,20
grandma,judaism,,18
grandma,Jude,,20
grandma,juif,,19
grandma,Junge,,18
grandma,king,,20
grandma,kippah,,20
grandma,kosher,,19
grandma,lady,,20
grandma,male,,20
grandma,man,,18
grandma,Mann,,20
grandma,mecca,,18
grandma,midwife,,18
grandma,money,,20
grandma,mosque,,19
grandma,muslim,,20
grandma,Mädchen,,17
grandma,naive,,20
grandma,nose,,20
grandma,nurse,,20
grandma,Oma,,17
grandma,Opa,,17
grandma,pope,,20
grandma,professor,,20
grandma,programmer,,19
grandma,queen,,20
grandma,quran,,19
grandma,receptionist,,20
grandma,sacrament,,20
grandma,shabbat,,19
grandma,she,,18
grandma,son,,19
grandma,synagogue,,19
grandma,talmud,,19
grandma,temple,,20
grandma,terrorist,,20
grandma,torah,,19
grandma,wife,,20
grandma,woman,,20
grandpa,halal,,19
grandpa,he,,18
grandpa,hijab,,19
grandpa,homemaker,,18
grandpa,homophob,,19
grandpa,husband,,20
grandpa,islam,,20
grandpa,jesus,,20
grandpa,jew,,20
grandpa,judaism,,18
grandpa,Jude,,20
grandpa,juif,,19
grandpa,Junge,,18
grandpa,king,,20
grandpa,kippah,,20
grandpa,kosher,,19
grandpa,lady,,20
grandpa,male,,20
grandpa,man,,18
grandpa,Mann,,20
grandpa,mecca,,18
grandpa,midwife,,18
grandpa,money,,20
grandpa,mosque,,19
grandpa,muslim,,20
grandpa,Mädchen,,17
