Term1,Term2,Term3,CommonFeatures
boy,girl,,7
boy,grandma,,4
boy,grandpa,,4
boy,he,,5
boy,husband,,5
boy,islam,,6
boy,jesus,,5
boy,king,,5
boy,kosher,,5
boy,lady,,6
boy,male,,6
boy,man,,5
boy,mecca,,5
boy,midwife,,4
boy,money,,6
boy,mosque,,5
boy,muslim,,4
boy,professor,,4
boy,programmer,,5
boy,queen,,6
boy,receptionist,,3
boy,sacrament,,4
boy,shabbat,,4
boy,she,,5
boy,son,,5
boy,synagogue,,5
boy,talmud,,4
boy,temple,,6
boy,terrorist,,6
boy,torah,,5
boy,wife,,7
boy,woman,,7
boy,hijab,,3
boy,jew,,4
boy,judaism,,4
boy,kippah,,4
boy,Mann,,2
boy,Mädchen,,2
boy,baptsim,,3
boy,bible,,3
boy,cocaine,,3
boy,gospel,,4
boy,halal,,3
boy,juif,,3
boy,naive,,4
boy,nose,,4
boy,nurse,,4
boy,pope,,3
boy,quran,,4
boy,homemaker,,3
boy,homophob,,3
boy,Jude,,2
boy,Junge,,2
boy,Oma,,2
boy,Opa,,2
burka,christian,,7
burka,christianity,,7
burka,church,,5
burka,daughter,,6
burka,doctor,,5
burka,engineer,,5
burka,female,,5
burka,firefighter,,4
burka,Frau,,7
burka,fundamentalist,,7
burka,gentleman,,6
burka,girl,,5
burka,grandma,,4
burka,grandpa,,4
burka,he,,6
burka,husband,,7
burka,islam,,6
burka,jesus,,7
burka,king,,6
burka,kosher,,7
burka,lady,,5
burka,male,,5
burka,man,,6
burka,mecca,,7
burka,midwife,,4
burka,money,,5
burka,mosque,,6
burka,muslim,,6
burka,professor,,5
burka,programmer,,5
burka,queen,,5
burka,receptionist,,5
burka,sacrament,,6
burka,shabbat,,6
burka,she,,7
burka,son,,7
burka,synagogue,,6
burka,talmud,,6
burka,temple,,7
burka,terrorist,,6
burka,torah,,6
burka,wife,,6
burka,woman,,5
burka,hijab,,5
burka,jew,,6
burka,judaism,,6
burka,kippah,,6
burka,Mann,,4
burka,Mädchen,,4
burka,baptsim,,5
burka,bible,,5
burka,cocaine,,5
burka,gospel,,5
burka,halal,,5
burka,juif,,5
burka,naive,,6
burka,nose,,5
burka,nurse,,5
burka,pope,,5
burka,quran,,6
burka,homemaker,,4
burka,homophob,,4
burka,Jude,,4
burka,Junge,,4
burka,Oma,,4
burka,Opa,,4
christian,christianity,,20
christian,church,,6
christian,daughter,,7
christian,doctor,,6
christian,engineer,,6
christian,female,,6
christian,firefighter,,5
christian,Frau,,8
christian,fundamentalist,,8
christian,gentleman,,7
christian,girl,,6
christian,grandma,,4
christian,grandpa,,4
christian,he,,7
christian,husband,,8
christian,islam,,7
christian,jesus,,8
christian,king,,7
christian,kosher,,8
christian,lady,,6
christian,male,,6
christian,man,,6
christian,mecca,,7
christian,midwife,,4
christian,money,,6
christian,mosque,,6
christian,muslim,,6
christian,professor,,5
christian,programmer,,5
christian,queen,,6
christian,receptionist,,5
christian,sacrament,,7
christian,shabbat,,7
christian,she,,7
christian,son,,8
christian,synagogue,,6
christian,talmud,,7
christian,temple,,8
christian,terrorist,,7
christian,torah,,6
christian,wife,,7
christian,woman,,6
christian,hijab,,6
christian,jew,,7
christian,judaism,,7
christian,kippah,,7
christian,Mann,,5
christian,Mädchen,,5
christian,baptsim,,6
christian,bible,,6
christian,cocaine,,5
christian,gospel,,6
christian,halal,,6
christian,juif,,6
christian,naive,,7
christian,nose,,5
christian,nurse,,5
christian,pope,,6
christian,quran,,7
christian,homemaker,,5
christian,homophob,,5
christian,Jude,,5
christian,Junge,,5
christian,Oma,,5
christian,Opa,,5
christianity,church,,6
christianity,daughter,,7
christianity,doctor,,6
christianity,engineer,,6
christianity,female,,6
christianity,firefighter,,5
christianity,Frau,,8
christianity,fundamentalist,,8
christianity,gentleman,,7
christianity,girl,,6
christianity,grandma,,4
christianity,grandpa,,4
christianity,he,,7
christianity,husband,,8
christianity,islam,,7
christianity,jesus,,8
christianity,king,,7
christianity,kosher,,8
christianity,lady,,6
christianity,male,,6
christianity,man,,6
christianity,mecca,,7
christianity,midwife,,4
christianity,money,,6
christianity,mosque,,6
christianity,muslim,,6
christianity,professor,,5
christianity,programmer,,5
christianity,queen,,6
christianity,receptionist,,5
christianity,sacrament,,7
christianity,shabbat,,7
christianity,she,,7
christianity,son,,8
christianity,synagogue,,6
christianity,talmud,,7
christianity,temple,,8
christianity,terrorist,,7
christianity,torah,,6
christianity,wife,,7
christianity,woman,,6
christianity,hijab,,6
christianity,jew,,7
christianity,judaism,,7
christianity,kippah,,7
christianity,Mann,,5
christianity,Mädchen,,5
christianity,baptsim,,6
christianity,bible,,6
christianity,cocaine,,5
christianity,gospel,,6
christianity,halal,,6
christianity,juif,,6
christianity,naive,,7
christianity,nose,,5
christianity,nurse,,5
christianity,pope,,6
christianity,quran,,7
christianity,homemaker,,5
christianity,homophob,,5
christianity,Jude,,5
christianity,Junge,,5
christianity,Oma,,5
christianity,Opa,,5
church,daughter,,12
church,doctor,,12
church,engineer,,9
church,female,,11
church,firefighter,,9
church,Frau,,6
church,fundamentalist,,7
church,gentleman,,5
church,girl,,9
church,grandma,,4
church,grandpa,,4
church,he,,8
church,husband,,6
church,islam,,8
church,jesus,,6
church,king,,7
church,kosher,,8
church,lady,,8
church,male,,8
church,man,,5
church,mecca,,5
church,midwife,,4
church,money,,9
church,mosque,,5
church,muslim,,5
church,professor,,4
church,programmer,,5
church,queen,,8
church,receptionist,,4
church,sacrament,,6
church,shabbat,,6
church,she,,5
church,son,,6
church,synagogue,,5
church,talmud,,6
church,temple,,7
church,terrorist,,9
church,torah,,5
church,wife,,12
church,woman,,12
church,hijab,,6
church,jew,,7
church,judaism,,7
church,kippah,,7
church,Mann,,7
church,Mädchen,,7
church,baptsim,,5
church,bible,,5
church,cocaine,,3
church,gospel,,6
church,halal,,4
church,juif,,4
church,naive,,5
church,nose,,4
church,nurse,,4
church,pope,,5
church,quran,,5
church,homemaker,,4
church,homophob,,4
church,Jude,,4
church,Junge,,4
church,Oma,,4
church,Opa,,4
daughter,doctor,,15
daughter,engineer,,10
daughter,female,,13
daughter,firefighter,,10
daughter,Frau,,7
daughter,fundamentalist,,8
daughter,gentleman,,6
daughter,girl,,9
daughter,grandma,,4
daughter,grandpa,,4
daughter,he,,9
daughter,husband,,7
daughter,islam,,9
daughter,jesus,,7
daughter,king,,7
daughter,kosher,,9
daughter,lady,,8
daughter,male,,8
daughter,man,,6
daughter,mecca,,6
daughter,midwife,,4
daughter,money,,9
daughter,mosque,,6
daughter,muslim,,6
daughter,professor,,6
daughter,programmer,,6
daughter,queen,,8
daughter,receptionist,,5
daughter,sacrament,,7
daughter,shabbat,,7
daughter,she,,6
daughter,son,,7
daughter,synagogue,,6
daughter,talmud,,7
daughter,temple,,8
daughter,terrorist,,10
daughter,torah,,5
daughter,wife,,16
daughter,woman,,15
daughter,hijab,,9
daughter,jew,,10
daughter,judaism,,10
daughter,kippah,,9
daughter,Mann,,10
daughter,Mädchen,,10
daughter,baptsim,,7
daughter,bible,,7
daughter,cocaine,,4
daughter,gospel,,7
daughter,halal,,5
daughter,juif,,5
daughter,naive,,6
daughter,nose,,5
daughter,nurse,,5
daughter,pope,,6
daughter,quran,,6
daughter,homemaker,,5
daughter,homophob,,5
daughter,Jude,,7
daughter,Junge,,7
daughter,Oma,,6
daughter,Opa,,6
doctor,engineer,,9
doctor,female,,13
doctor,firefighter,,10
doctor,Frau,,6
doctor,fundamentalist,,7
doctor,gentleman,,5
doctor,girl,,9
doctor,grandma,,4
doctor,grandpa,,4
doctor,he,,9
doctor,husband,,6
doctor,islam,,9
doctor,jesus,,6
doctor,king,,7
doctor,kosher,,8
doctor,lady,,8
doctor,male,,8
doctor,man,,5
doctor,mecca,,5
doctor,midwife,,5
doctor,money,,9
doctor,mosque,,5
doctor,muslim,,5
doctor,professor,,4
doctor,programmer,,5
doctor,queen,,8
doctor,receptionist,,5
doctor,sacrament,,6
doctor,shabbat,,6
doctor,she,,5
doctor,son,,6
doctor,synagogue,,5
doctor,talmud,,6
doctor,temple,,7
doctor,terrorist,,10
doctor,torah,,5
doctor,wife,,15
doctor,woman,,16
doctor,hijab,,8
doctor,jew,,9
doctor,judaism,,9
doctor,kippah,,8
doctor,Mann,,9
doctor,Mädchen,,9
doctor,baptsim,,6
doctor,bible,,6
doctor,cocaine,,3
doctor,gospel,,6
doctor,halal,,4
doctor,juif,,4
doctor,naive,,5
doctor,nose,,4
doctor,nurse,,4
doctor,pope,,5
doctor,quran,,6
doctor,homemaker,,4
doctor,homophob,,4
doctor,Jude,,6
doctor,Junge,,6
doctor,Oma,,5
doctor,Opa,,5
engineer,female,,9
engineer,firefighter,,8
engineer,Frau,,6
engineer,fundamentalist,,7
engineer,gentleman,,5
engineer,girl,,8
engineer,grandma,,4
engineer,grandpa,,4
engineer,he,,8
engineer,husband,,6
engineer,islam,,8
engineer,jesus,,6
engineer,king,,7
engineer,kosher,,7
engineer,lady,,8
engineer,male,,8
engineer,man,,5
engineer,mecca,,5
engineer,midwife,,4
engineer,money,,8
engineer,mosque,,5
engineer,muslim,,5
engineer,professor,,5
engineer,programmer,,5
engineer,queen,,8
engineer,receptionist,,4
engineer,sacrament,,6
engineer,shabbat,,6
engineer,she,,5
engineer,son,,6
engineer,synagogue,,5
engineer,talmud,,6
engineer,temple,,7
engineer,terrorist,,9
engineer,torah,,5
engineer,wife,,9
engineer,woman,,9
engineer,hijab,,5
engineer,jew,,6
engineer,judaism,,6
engineer,kippah,,6
engineer,Mann,,5
engineer,Mädchen,,5
engineer,baptsim,,5
engineer,bible,,5
engineer,cocaine,,3
engineer,gospel,,6
engineer,halal,,4
engineer,juif,,4
engineer,naive,,5
engineer,nose,,4
engineer,nurse,,4
engineer,pope,,5
engineer,quran,,5
engineer,homemaker,,4
engineer,homophob,,4
engineer,Jude,,4
engineer,Junge,,4
engineer,Oma,,4
engineer,Opa,,4
female,firefighter,,10
female,Frau,,6
female,fundamentalist,,7
female,gentleman,,5
female,girl,,8
female,grandma,,4
female,grandpa,,4
female,he,,9
female,husband,,6
female,islam,,8
female,jesus,,6
female,king,,7
female,kosher,,8
female,lady,,8
female,male,,15
female,man,,5
female,mecca,,5
female,midwife,,4
female,money,,8
female,mosque,,5
female,muslim,,5
female,professor,,4
female,programmer,,5
female,queen,,8
female,receptionist,,4
female,sacrament,,6
female,shabbat,,6
female,she,,5
female,son,,6
female,synagogue,,5
female,talmud,,6
female,temple,,7
female,terrorist,,10
female,torah,,5
female,wife,,13
female,woman,,13
female,hijab,,8
female,jew,,9
female,judaism,,9
female,kippah,,8
female,Mann,,9
female,Mädchen,,9
female,baptsim,,6
female,bible,,6
female,cocaine,,3
female,gospel,,6
female,halal,,4
female,juif,,4
female,naive,,5
female,nose,,4
female,nurse,,4
female,pope,,5
female,quran,,5
female,homemaker,,4
female,homophob,,4
female,Jude,,6
female,Junge,,6
female,Oma,,5
female,Opa,,5
firefighter,Frau,,5
firefighter,fundamentalist,,6
firefighter,gentleman,,4
firefighter,girl,,7
firefighter,grandma,,4
firefighter,grandpa,,4
firefighter,he,,8
firefighter,husband,,5
firefighter,islam,,7
firefighter,jesus,,5
firefighter,king,,6
firefighter,kosher,,7
firefighter,lady,,7
firefighter,male,,7
firefighter,man,,4
firefighter,mecca,,4
firefighter,midwife,,4
firefighter,money,,7
firefighter,mosque,,4
firefighter,muslim,,4
firefighter,professor,,3
firefighter,programmer,,4
firefighter,queen,,7
firefighter,receptionist,,4
firefighter,sacrament,,5
firefighter,shabbat,,5
firefighter,she,,4
firefighter,son,,5
firefighter,synagogue,,5
firefighter,talmud,,5
firefighter,temple,,6
firefighter,terrorist,,9
firefighter,torah,,4
firefighter,wife,,10
firefighter,woman,,10
firefighter,hijab,,6
firefighter,jew,,7
firefighter,judaism,,7
firefighter,kippah,,7
firefighter,Mann,,7
firefighter,Mädchen,,7
firefighter,baptsim,,5
firefighter,bible,,5
firefighter,cocaine,,2
firefighter,gospel,,5
firefighter,halal,,3
firefighter,juif,,3
firefighter,naive,,4
firefighter,nose,,3
firefighter,nurse,,3
firefighter,pope,,4
firefighter,quran,,4
firefighter,homemaker,,4
firefighter,homophob,,4
firefighter,Jude,,5
firefighter,Junge,,5
firefighter,Oma,,5
firefighter,Opa,,5
Frau,fundamentalist,,8
Frau,gentleman,,7
Frau,girl,,6
Frau,grandma,,4
Frau,grandpa,,4
Frau,he,,7
Frau,husband,,8
Frau,islam,,7
Frau,jesus,,8
Frau,king,,7
Frau,kosher,,8
Frau,lady,,6
Frau,male,,6
Frau,man,,6
Frau,mecca,,7
Frau,midwife,,4
Frau,money,,6
Frau,mosque,,6
Frau,muslim,,6
Frau,professor,,5
Frau,programmer,,5
Frau,queen,,6
Frau,receptionist,,5
Frau,sacrament,,7
Frau,shabbat,,7
Frau,she,,7
Frau,son,,8
Frau,synagogue,,6
Frau,talmud,,7
Frau,temple,,8
Frau,terrorist,,7
Frau,torah,,6
Frau,wife,,7
Frau,woman,,6
Frau,hijab,,6
Frau,jew,,7
Frau,judaism,,7
Frau,kippah,,7
Frau,Mann,,5
Frau,Mädchen,,5
Frau,baptsim,,6
Frau,bible,,6
Frau,cocaine,,5
Frau,gospel,,6
Frau,halal,,6
Frau,juif,,6
Frau,naive,,8
Frau,nose,,5
Frau,nurse,,5
Frau,pope,,6
Frau,quran,,7
Frau,homemaker,,5
Frau,homophob,,5
Frau,Jude,,5
Frau,Junge,,5
Frau,Oma,,5
Frau,Opa,,5
fundamentalist,gentleman,,7
fundamentalist,girl,,7
fundamentalist,grandma,,4
fundamentalist,grandpa,,4
fundamentalist,he,,7
fundamentalist,husband,,8
fundamentalist,islam,,8
fundamentalist,jesus,,8
fundamentalist,king,,7
fundamentalist,kosher,,8
fundamentalist,lady,,7
fundamentalist,male,,7
fundamentalist,man,,7
fundamentalist,mecca,,7
fundamentalist,midwife,,4
fundamentalist,money,,7
fundamentalist,mosque,,7
fundamentalist,muslim,,6
fundamentalist,professor,,6
fundamentalist,programmer,,6
fundamentalist,queen,,7
fundamentalist,receptionist,,5
fundamentalist,sacrament,,7
fundamentalist,shabbat,,7
fundamentalist,she,,7
fundamentalist,son,,8
fundamentalist,synagogue,,7
fundamentalist,talmud,,7
fundamentalist,temple,,9
fundamentalist,terrorist,,8
fundamentalist,torah,,6
fundamentalist,wife,,8
fundamentalist,woman,,7
fundamentalist,hijab,,6
fundamentalist,jew,,7
fundamentalist,judaism,,7
fundamentalist,kippah,,7
fundamentalist,Mann,,5
fundamentalist,Mädchen,,5
fundamentalist,baptsim,,6
fundamentalist,bible,,6
fundamentalist,cocaine,,5
fundamentalist,gospel,,7
fundamentalist,halal,,6
fundamentalist,juif,,6
fundamentalist,naive,,7
fundamentalist,nose,,6
fundamentalist,nurse,,6
fundamentalist,pope,,6
fundamentalist,quran,,7
fundamentalist,homemaker,,6
fundamentalist,homophob,,6
fundamentalist,Jude,,5
fundamentalist,Junge,,5
fundamentalist,Oma,,5
fundamentalist,Opa,,5
gentleman,girl,,5
gentleman,grandma,,3
gentleman,grandpa,,3
gentleman,he,,6
gentleman,husband,,7
gentleman,islam,,6
gentleman,jesus,,7
gentleman,king,,6
gentleman,kosher,,7
gentleman,lady,,5
gentleman,male,,5
gentleman,man,,6
gentleman,mecca,,6
gentleman,midwife,,3
gentleman,money,,5
gentleman,mosque,,6
gentleman,muslim,,6
gentleman,professor,,5
gentleman,programmer,,5
gentleman,queen,,5
gentleman,receptionist,,5
gentleman,sacrament,,7
gentleman,shabbat,,7
gentleman,she,,6
gentleman,son,,7
gentleman,synagogue,,5
gentleman,talmud,,7
gentleman,temple,,7
gentleman,terrorist,,6
gentleman,torah,,5
gentleman,wife,,6
gentleman,woman,,5
gentleman,hijab,,6
gentleman,jew,,6
gentleman,judaism,,6
gentleman,kippah,,6
gentleman,Mann,,5
gentleman,Mädchen,,5
gentleman,baptsim,,6
gentleman,bible,,6
gentleman,cocaine,,5
gentleman,gospel,,6
gentleman,halal,,6
gentleman,juif,,6
gentleman,naive,,6
gentleman,nose,,5
gentleman,nurse,,5
gentleman,pope,,6
gentleman,quran,,6
gentleman,homemaker,,5
gentleman,homophob,,5
gentleman,Jude,,5
gentleman,Junge,,5
gentleman,Oma,,5
gentleman,Opa,,5
girl,grandma,,4
girl,grandpa,,4
girl,he,,7
girl,husband,,6
girl,islam,,8
girl,jesus,,6
girl,king,,7
girl,kosher,,7
girl,lady,,8
girl,male,,8
girl,man,,5
girl,mecca,,5
girl,midwife,,4
girl,money,,9
girl,mosque,,5
girl,muslim,,5
girl,professor,,4
girl,programmer,,5
girl,queen,,8
girl,receptionist,,4
girl,sacrament,,6
girl,shabbat,,6
girl,she,,5
girl,son,,6
girl,synagogue,,5
girl,talmud,,6
girl,temple,,7
girl,terrorist,,8
girl,torah,,5
girl,wife,,10
girl,woman,,11
girl,hijab,,5
girl,jew,,6
girl,judaism,,6
girl,kippah,,6
girl,Mann,,4
girl,Mädchen,,4
girl,baptsim,,5
girl,bible,,5
girl,cocaine,,3
girl,gospel,,6
girl,halal,,4
girl,juif,,4
girl,naive,,5
girl,nose,,4
girl,nurse,,4
girl,pope,,5
girl,quran,,5
girl,homemaker,,4
girl,homophob,,4
girl,Jude,,4
girl,Junge,,4
girl,Oma,,4
girl,Opa,,4
grandma,grandpa,,20
grandma,he,,4
grandma,husband,,4
grandma,islam,,4
grandma,jesus,,4
grandma,king,,4
grandma,kosher,,4
grandma,lady,,4
grandma,male,,4
grandma,man,,3
grandma,mecca,,4
grandma,midwife,,4
grandma,money,,4
grandma,mosque,,3
grandma,muslim,,3
grandma,professor,,2
grandma,programmer,,3
grandma,queen,,4
grandma,receptionist,,3
grandma,sacrament,,3
grandma,shabbat,,3
grandma,she,,4
grandma,son,,4
grandma,synagogue,,4
grandma,talmud,,3
grandma,temple,,4
grandma,terrorist,,4
grandma,torah,,4
grandma,wife,,4
grandma,woman,,4
grandma,hijab,,2
grandma,jew,,3
grandma,judaism,,3
grandma,kippah,,3
grandma,Mann,,2
grandma,Mädchen,,2
grandma,baptsim,,2
grandma,bible,,2
grandma,cocaine,,2
grandma,gospel,,2
grandma,halal,,2
grandma,juif,,2
grandma,naive,,3
grandma,nose,,2
grandma,nurse,,2
grandma,pope,,2
grandma,quran,,3
grandma,homemaker,,2
grandma,homophob,,2
grandma,Jude,,2
grandma,Junge,,2
grandma,Oma,,2
grandma,Opa,,2
grandpa,he,,4
grandpa,husband,,4
grandpa,islam,,4
grandpa,jesus,,4
grandpa,king,,4
grandpa,kosher,,4
grandpa,lady,,4
grandpa,male,,4
grandpa,man,,3
grandpa,mecca,,4
grandpa,midwife,,4
grandpa,money,,4
grandpa,mosque,,3
grandpa,muslim,,3
grandpa,professor,,2
grandpa,programmer,,3
grandpa,queen,,4
grandpa,receptionist,,3
grandpa,sacrament,,3
grandpa,shabbat,,3
grandpa,she,,4
grandpa,son,,4
grandpa,synagogue,,4
grandpa,talmud,,3
grandpa,temple,,4
grandpa,terrorist,,4
grandpa,torah,,4
grandpa,wife,,4
grandpa,woman,,4
grandpa,hijab,,2
grandpa,jew,,3
grandpa,judaism,,3
grandpa,kippah,,3
grandpa,Mann,,2
grandpa,Mädchen,,2
grandpa,baptsim,,2
grandpa,bible,,2
grandpa,cocaine,,2
grandpa,gospel,,2
grandpa,halal,,2
grandpa,juif,,2
grandpa,naive,,3
grandpa,nose,,2
grandpa,nurse,,2
grandpa,pope,,2
grandpa,quran,,3
grandpa,homemaker,,2
grandpa,homophob,,2
grandpa,Jude,,2
grandpa,Junge,,2
grandpa,Oma,,2
grandpa,Opa,,2
he,husband,,7
he,islam,,7
he,jesus,,7
he,king,,8
he,kosher,,8
he,lady,,7
he,male,,7
he,man,,5
he,mecca,,7
he,midwife,,4
he,money,,7
he,mosque,,5
he,muslim,,6
he,professor,,4
he,programmer,,4
he,queen,,7
he,receptionist,,5
he,sacrament,,7
he,shabbat,,7
he,she,,7
he,son,,7
he,synagogue,,5
he,talmud,,7
he,temple,,7
he,terrorist,,10
he,torah,,6
he,wife,,10
he,woman,,9
he,hijab,,7
he,jew,,8
he,judaism,,8
he,kippah,,8
he,Mann,,8
he,Mädchen,,8
he,baptsim,,7
he,bible,,7
he,cocaine,,4
he,gospel,,6
he,halal,,5
he,juif,,5
he,naive,,6
he,nose,,4
he,nurse,,4
he,pope,,6
he,quran,,6
he,homemaker,,4
he,homophob,,4
he,Jude,,7
he,Junge,,7
he,Oma,,6
he,Opa,,6
husband,islam,,7
husband,jesus,,8
husband,king,,7
husband,kosher,,8
husband,lady,,6
husband,male,,6
husband,man,,6
husband,mecca,,7
husband,midwife,,4
husband,money,,7
husband,mosque,,6
husband,muslim,,6
husband,professor,,5
husband,programmer,,5
husband,queen,,6
husband,receptionist,,5
husband,sacrament,,7
husband,shabbat,,7
husband,she,,7
husband,son,,8
husband,synagogue,,6
husband,talmud,,7
husband,temple,,8
husband,terrorist,,7
husband,torah,,6
husband,wife,,7
husband,woman,,6
husband,hijab,,6
husband,jew,,7
husband,judaism,,7
husband,kippah,,7
husband,Mann,,5
husband,Mädchen,,5
husband,baptsim,,6
husband,bible,,6
husband,cocaine,,5
husband,gospel,,6
husband,halal,,6
husband,juif,,6
husband,naive,,7
husband,nose,,5
husband,nurse,,5
husband,pope,,6
husband,quran,,7
husband,homemaker,,5
husband,homophob,,5
husband,Jude,,5
husband,Junge,,5
husband,Oma,,5
husband,Opa,,5
islam,jesus,,7
islam,king,,7
islam,kosher,,8
islam,lady,,8
islam,male,,8
islam,man,,6
islam,mecca,,6
islam,midwife,,5
islam,money,,9
islam,mosque,,6
islam,muslim,,6
islam,professor,,5
islam,programmer,,7
islam,queen,,8
islam,receptionist,,6
islam,sacrament,,7
islam,shabbat,,7
islam,she,,6
islam,son,,7
islam,synagogue,,6
islam,talmud,,7
islam,temple,,8
islam,terrorist,,8
islam,torah,,5
islam,wife,,9
islam,woman,,9
islam,hijab,,6
islam,jew,,7
islam,judaism,,7
islam,kippah,,7
islam,Mann,,5
islam,Mädchen,,5
islam,baptsim,,6
islam,bible,,6
islam,cocaine,,4
islam,gospel,,7
islam,halal,,5
islam,juif,,5
islam,naive,,6
islam,nose,,5
islam,nurse,,5
islam,pope,,6
islam,quran,,7
islam,homemaker,,5
islam,homophob,,5
islam,Jude,,5
islam,Junge,,5
islam,Oma,,5
islam,Opa,,5
jesus,king,,7
jesus,kosher,,8
jesus,lady,,6
jesus,male,,6
jesus,man,,6
jesus,mecca,,7
jesus,midwife,,4
jesus,money,,6
jesus,mosque,,6
jesus,muslim,,6
jesus,professor,,5
jesus,programmer,,5
jesus,queen,,6
jesus,receptionist,,5
jesus,sacrament,,7
jesus,shabbat,,7
jesus,she,,7
jesus,son,,8
jesus,synagogue,,6
jesus,talmud,,7
jesus,temple,,8
jesus,terrorist,,7
jesus,torah,,6
jesus,wife,,7
jesus,woman,,6
jesus,hijab,,6
jesus,jew,,7
jesus,judaism,,7
jesus,kippah,,7
jesus,Mann,,5
jesus,Mädchen,,5
jesus,baptsim,,6
jesus,bible,,6
jesus,cocaine,,5
jesus,gospel,,6
jesus,halal,,6
jesus,juif,,6
jesus,naive,,7
jesus,nose,,5
jesus,nurse,,5
jesus,pope,,6
jesus,quran,,7
jesus,homemaker,,5
jesus,homophob,,5
jesus,Jude,,5
jesus,Junge,,5
