Term1,Term2,Term3,CommonFeatures
woman,girl,female,1
woman,girl,daughter,1
woman,female,daughter,2
lady,girl,Mädchen,1
lady,girl,female,2
lady,girl,grandma,1
lady,girl,daughter,1
lady,Mädchen,female,1
lady,female,daughter,2
gospel,islam,torah,1
gospel,torah,quran,1
gospel,torah,talmud,1
gospel,torah,bible,1
gospel,talmud,bible,1
christianity,baptsim,christian,1
christianity,synagogue,judaism,1
christianity,synagogue,kosher,1
christianity,synagogue,shabbat,1
christianity,synagogue,christian,1
christianity,judaism,kosher,1
christianity,judaism,shabbat,1
christianity,judaism,christian,1
christianity,kosher,shabbat,1
christianity,kosher,christian,1
christianity,shabbat,christian,1
baptsim,torah,bible,1
islam,torah,quran,1
islam,torah,talmud,1
islam,torah,mosque,1
islam,torah,christian,1
islam,torah,muslim,1
islam,torah,halal,1
islam,quran,talmud,1
islam,quran,mosque,2
islam,quran,hijab,1
islam,quran,muslim,1
islam,quran,halal,2
islam,quran,allah,3
islam,talmud,mosque,1
islam,talmud,muslim,1
islam,talmud,halal,1
islam,mosque,muslim,1
islam,mosque,halal,1
islam,mosque,allah,1
islam,hijab,allah,1
islam,muslim,halal,1
islam,halal,allah,1
torah,quran,talmud,2
torah,quran,bible,1
torah,quran,mosque,1
torah,quran,muslim,1
torah,quran,halal,1
torah,talmud,bible,3
torah,talmud,mosque,1
torah,talmud,kosher,2
torah,talmud,kippah,1
torah,talmud,juif,1
torah,talmud,shabbat,2
torah,talmud,muslim,1
torah,talmud,halal,2
torah,mosque,muslim,1
torah,mosque,halal,1
torah,kosher,kippah,1
torah,kosher,juif,1
torah,kosher,shabbat,2
torah,kosher,halal,1
torah,kippah,shabbat,1
torah,juif,shabbat,1
torah,juif,halal,1
torah,shabbat,halal,1
torah,muslim,halal,1
quran,talmud,bible,1
quran,talmud,mosque,1
quran,talmud,muslim,1
quran,talmud,halal,1
quran,mecca,mosque,2
quran,mecca,allah,2
quran,mosque,muslim,1
quran,mosque,halal,1
quran,mosque,allah,3
quran,hijab,allah,1
quran,muslim,halal,1
talmud,synagogue,juif,1
talmud,synagogue,shabbat,2
talmud,mosque,muslim,1
talmud,mosque,halal,1
talmud,kosher,kippah,1
talmud,kosher,juif,1
talmud,kosher,shabbat,2
talmud,kosher,halal,1
talmud,kippah,shabbat,1
talmud,juif,shabbat,2
talmud,juif,halal,1
talmud,shabbat,halal,1
talmud,muslim,halal,1
girl,Mädchen,female,1
girl,female,daughter,1
Mädchen,female,Frau,7
grandma,daughter,grandpa,1
grandma,grandpa,Opa,1
synagogue,judaism,kosher,3
synagogue,judaism,kippah,1
synagogue,judaism,juif,2
synagogue,judaism,jew,2
synagogue,judaism,shabbat,2
synagogue,judaism,christian,1
synagogue,church,mosque,1
synagogue,church,temple,1
synagogue,kosher,kippah,2
synagogue,kosher,juif,1
synagogue,kosher,jew,1
synagogue,kosher,shabbat,3
synagogue,kosher,christian,1
synagogue,kippah,juif,1
synagogue,kippah,jew,1
synagogue,kippah,shabbat,1
synagogue,juif,jew,2
synagogue,juif,shabbat,1
synagogue,shabbat,christian,1
judaism,kosher,kippah,4
judaism,kosher,juif,4
judaism,kosher,jew,3
judaism,kosher,shabbat,2
judaism,kosher,christian,1
judaism,kippah,juif,4
judaism,kippah,jew,3
judaism,juif,jew,9
judaism,shabbat,christian,1
mecca,mosque,temple,1
mecca,mosque,allah,2
mosque,temple,engineer,1
mosque,muslim,halal,1
kosher,kippah,juif,5
kosher,kippah,jew,4
kosher,kippah,shabbat,2
kosher,juif,jew,4
kosher,juif,shabbat,1
kosher,juif,halal,2
kosher,shabbat,christian,1
kosher,shabbat,halal,1
kippah,juif,jew,4
kippah,burka,hijab,3
juif,shabbat,halal,1
firefighter,burka,hijab,1
men,man,Mann,4
Mann,Frau,Junge,1
