model,SAE,query,featurenumber
gemma-2-2b,gemmascope-att-16k,boy,6884
gemma-2-2b,gemmascope-att-16k,boy,6956
gemma-2-2b,gemmascope-att-16k,boy,7876
gemma-2-2b,gemmascope-att-16k,boy,9843
gemma-2-2b,gemmascope-att-16k,boy,boy
gemma-2-2b,gemmascope-att-16k,burka,10703
gemma-2-2b,gemmascope-att-16k,burka,10930
gemma-2-2b,gemmascope-att-16k,burka,11390
gemma-2-2b,gemmascope-att-16k,burka,12301
gemma-2-2b,gemmascope-att-16k,burka,13166
gemma-2-2b,gemmascope-att-16k,burka,13628
gemma-2-2b,gemmascope-att-16k,burka,14463
gemma-2-2b,gemmascope-att-16k,burka,14886
gemma-2-2b,gemmascope-att-16k,burka,14988
gemma-2-2b,gemmascope-att-16k,burka,15018
gemma-2-2b,gemmascope-att-16k,burka,16350
gemma-2-2b,gemmascope-att-16k,burka,2311
gemma-2-2b,gemmascope-att-16k,burka,261
gemma-2-2b,gemmascope-att-16k,burka,3101
gemma-2-2b,gemmascope-att-16k,burka,4171
gemma-2-2b,gemmascope-att-16k,burka,4526
gemma-2-2b,gemmascope-att-16k,burka,5656
gemma-2-2b,gemmascope-att-16k,burka,6884
gemma-2-2b,gemmascope-att-16k,burka,7876
gemma-2-2b,gemmascope-att-16k,burka,9843
gemma-2-2b,gemmascope-att-16k,burka,burka
gemma-2-2b,gemmascope-att-16k,christian,10703
gemma-2-2b,gemmascope-att-16k,christian,11390
gemma-2-2b,gemmascope-att-16k,christian,12301
gemma-2-2b,gemmascope-att-16k,christian,13166
gemma-2-2b,gemmascope-att-16k,christian,13628
gemma-2-2b,gemmascope-att-16k,christian,14463
gemma-2-2b,gemmascope-att-16k,christian,14886
gemma-2-2b,gemmascope-att-16k,christian,14988
gemma-2-2b,gemmascope-att-16k,christian,15018
gemma-2-2b,gemmascope-att-16k,christian,16350
gemma-2-2b,gemmascope-att-16k,christian,2311
gemma-2-2b,gemmascope-att-16k,christian,261
gemma-2-2b,gemmascope-att-16k,christian,3101
gemma-2-2b,gemmascope-att-16k,christian,4171
gemma-2-2b,gemmascope-att-16k,christian,4526
gemma-2-2b,gemmascope-att-16k,christian,5656
gemma-2-2b,gemmascope-att-16k,christian,6884
gemma-2-2b,gemmascope-att-16k,christian,6956
gemma-2-2b,gemmascope-att-16k,christian,7876
gemma-2-2b,gemmascope-att-16k,christian,9843
gemma-2-2b,gemmascope-att-16k,christian,christian
gemma-2-2b,gemmascope-att-16k,christianity,10703
gemma-2-2b,gemmascope-att-16k,christianity,11390
gemma-2-2b,gemmascope-att-16k,christianity,12301
gemma-2-2b,gemmascope-att-16k,christianity,13166
gemma-2-2b,gemmascope-att-16k,christianity,13628
gemma-2-2b,gemmascope-att-16k,christianity,14463
gemma-2-2b,gemmascope-att-16k,christianity,14886
gemma-2-2b,gemmascope-att-16k,christianity,14988
gemma-2-2b,gemmascope-att-16k,christianity,15018
gemma-2-2b,gemmascope-att-16k,christianity,16350
gemma-2-2b,gemmascope-att-16k,christianity,2311
gemma-2-2b,gemmascope-att-16k,christianity,261
gemma-2-2b,gemmascope-att-16k,christianity,3101
gemma-2-2b,gemmascope-att-16k,christianity,4171
gemma-2-2b,gemmascope-att-16k,christianity,4526
gemma-2-2b,gemmascope-att-16k,christianity,5656
gemma-2-2b,gemmascope-att-16k,christianity,6884
gemma-2-2b,gemmascope-att-16k,christianity,6956
gemma-2-2b,gemmascope-att-16k,christianity,7876
gemma-2-2b,gemmascope-att-16k,christianity,9843
gemma-2-2b,gemmascope-att-16k,christianity,christianity
gemma-2-2b,gemmascope-att-16k,church,10703
gemma-2-2b,gemmascope-att-16k,church,11390
gemma-2-2b,gemmascope-att-16k,church,12301
gemma-2-2b,gemmascope-att-16k,church,13166
gemma-2-2b,gemmascope-att-16k,church,13628
gemma-2-2b,gemmascope-att-16k,church,14463
gemma-2-2b,gemmascope-att-16k,church,14886
gemma-2-2b,gemmascope-att-16k,church,14988
gemma-2-2b,gemmascope-att-16k,church,15018
gemma-2-2b,gemmascope-att-16k,church,16350
gemma-2-2b,gemmascope-att-16k,church,2311
gemma-2-2b,gemmascope-att-16k,church,261
gemma-2-2b,gemmascope-att-16k,church,3101
gemma-2-2b,gemmascope-att-16k,church,4171
gemma-2-2b,gemmascope-att-16k,church,4526
gemma-2-2b,gemmascope-att-16k,church,5656
gemma-2-2b,gemmascope-att-16k,church,6884
gemma-2-2b,gemmascope-att-16k,church,6956
gemma-2-2b,gemmascope-att-16k,church,7876
gemma-2-2b,gemmascope-att-16k,church,9843
gemma-2-2b,gemmascope-att-16k,church,church
gemma-2-2b,gemmascope-att-16k,cocaine,10703
gemma-2-2b,gemmascope-att-16k,cocaine,10930
gemma-2-2b,gemmascope-att-16k,cocaine,11390
gemma-2-2b,gemmascope-att-16k,cocaine,12301
gemma-2-2b,gemmascope-att-16k,cocaine,13166
gemma-2-2b,gemmascope-att-16k,cocaine,13628
gemma-2-2b,gemmascope-att-16k,cocaine,14463
gemma-2-2b,gemmascope-att-16k,cocaine,14886
gemma-2-2b,gemmascope-att-16k,cocaine,14988
gemma-2-2b,gemmascope-att-16k,cocaine,15018
gemma-2-2b,gemmascope-att-16k,cocaine,16350
gemma-2-2b,gemmascope-att-16k,cocaine,2311
gemma-2-2b,gemmascope-att-16k,cocaine,261
gemma-2-2b,gemmascope-att-16k,cocaine,3101
gemma-2-2b,gemmascope-att-16k,cocaine,4171
gemma-2-2b,gemmascope-att-16k,cocaine,4526
gemma-2-2b,gemmascope-att-16k,cocaine,5656
gemma-2-2b,gemmascope-att-16k,cocaine,6884
gemma-2-2b,gemmascope-att-16k,cocaine,7876
gemma-2-2b,gemmascope-att-16k,cocaine,9843
gemma-2-2b,gemmascope-att-16k,cocaine,cocaine
gemma-2-2b,gemmascope-att-16k,daughter,10703
gemma-2-2b,gemmascope-att-16k,daughter,11390
gemma-2-2b,gemmascope-att-16k,daughter,12301
gemma-2-2b,gemmascope-att-16k,daughter,13166
gemma-2-2b,gemmascope-att-16k,daughter,13628
gemma-2-2b,gemmascope-att-16k,daughter,14463
gemma-2-2b,gemmascope-att-16k,daughter,14886
gemma-2-2b,gemmascope-att-16k,daughter,14988
gemma-2-2b,gemmascope-att-16k,daughter,15018
gemma-2-2b,gemmascope-att-16k,daughter,16350
gemma-2-2b,gemmascope-att-16k,daughter,2311
gemma-2-2b,gemmascope-att-16k,daughter,261
gemma-2-2b,gemmascope-att-16k,daughter,3101
gemma-2-2b,gemmascope-att-16k,daughter,4171
gemma-2-2b,gemmascope-att-16k,daughter,4526
gemma-2-2b,gemmascope-att-16k,daughter,5656
gemma-2-2b,gemmascope-att-16k,daughter,6884
gemma-2-2b,gemmascope-att-16k,daughter,6956
gemma-2-2b,gemmascope-att-16k,daughter,7876
gemma-2-2b,gemmascope-att-16k,daughter,9843
gemma-2-2b,gemmascope-att-16k,daughter,daughter
gemma-2-2b,gemmascope-att-16k,doctor,10703
gemma-2-2b,gemmascope-att-16k,doctor,11390
gemma-2-2b,gemmascope-att-16k,doctor,12301
gemma-2-2b,gemmascope-att-16k,doctor,13166
gemma-2-2b,gemmascope-att-16k,doctor,13628
gemma-2-2b,gemmascope-att-16k,doctor,14463
gemma-2-2b,gemmascope-att-16k,doctor,14886
gemma-2-2b,gemmascope-att-16k,doctor,14988
gemma-2-2b,gemmascope-att-16k,doctor,15018
gemma-2-2b,gemmascope-att-16k,doctor,16350
gemma-2-2b,gemmascope-att-16k,doctor,2311
gemma-2-2b,gemmascope-att-16k,doctor,261
gemma-2-2b,gemmascope-att-16k,doctor,3101
gemma-2-2b,gemmascope-att-16k,doctor,4171
gemma-2-2b,gemmascope-att-16k,doctor,4526
gemma-2-2b,gemmascope-att-16k,doctor,5656
gemma-2-2b,gemmascope-att-16k,doctor,6884
gemma-2-2b,gemmascope-att-16k,doctor,6956
gemma-2-2b,gemmascope-att-16k,doctor,7876
gemma-2-2b,gemmascope-att-16k,doctor,9843
gemma-2-2b,gemmascope-att-16k,doctor,doctor
gemma-2-2b,gemmascope-att-16k,engineer,10703
gemma-2-2b,gemmascope-att-16k,engineer,11390
gemma-2-2b,gemmascope-att-16k,engineer,12301
gemma-2-2b,gemmascope-att-16k,engineer,13166
gemma-2-2b,gemmascope-att-16k,engineer,13628
gemma-2-2b,gemmascope-att-16k,engineer,14463
gemma-2-2b,gemmascope-att-16k,engineer,14886
gemma-2-2b,gemmascope-att-16k,engineer,14988
gemma-2-2b,gemmascope-att-16k,engineer,15018
gemma-2-2b,gemmascope-att-16k,engineer,16350
gemma-2-2b,gemmascope-att-16k,engineer,2311
gemma-2-2b,gemmascope-att-16k,engineer,261
gemma-2-2b,gemmascope-att-16k,engineer,3101
gemma-2-2b,gemmascope-att-16k,engineer,4171
gemma-2-2b,gemmascope-att-16k,engineer,4526
gemma-2-2b,gemmascope-att-16k,engineer,5656
gemma-2-2b,gemmascope-att-16k,engineer,6884
gemma-2-2b,gemmascope-att-16k,engineer,6956
gemma-2-2b,gemmascope-att-16k,engineer,7876
gemma-2-2b,gemmascope-att-16k,engineer,9843
gemma-2-2b,gemmascope-att-16k,engineer,engineer
gemma-2-2b,gemmascope-att-16k,female,10703
gemma-2-2b,gemmascope-att-16k,female,11390
gemma-2-2b,gemmascope-att-16k,female,12301
gemma-2-2b,gemmascope-att-16k,female,13166
gemma-2-2b,gemmascope-att-16k,female,13628
gemma-2-2b,gemmascope-att-16k,female,14463
gemma-2-2b,gemmascope-att-16k,female,14886
gemma-2-2b,gemmascope-att-16k,female,14988
gemma-2-2b,gemmascope-att-16k,female,15018
gemma-2-2b,gemmascope-att-16k,female,16350
gemma-2-2b,gemmascope-att-16k,female,2311
gemma-2-2b,gemmascope-att-16k,female,261
gemma-2-2b,gemmascope-att-16k,female,3101
gemma-2-2b,gemmascope-att-16k,female,4171
gemma-2-2b,gemmascope-att-16k,female,4526
gemma-2-2b,gemmascope-att-16k,female,5656
gemma-2-2b,gemmascope-att-16k,female,6884
gemma-2-2b,gemmascope-att-16k,female,6956
gemma-2-2b,gemmascope-att-16k,female,7876
gemma-2-2b,gemmascope-att-16k,female,9843
gemma-2-2b,gemmascope-att-16k,female,female
gemma-2-2b,gemmascope-att-16k,firefighter,10703
gemma-2-2b,gemmascope-att-16k,firefighter,11390
gemma-2-2b,gemmascope-att-16k,firefighter,12301
gemma-2-2b,gemmascope-att-16k,firefighter,13166
gemma-2-2b,gemmascope-att-16k,firefighter,13628
gemma-2-2b,gemmascope-att-16k,firefighter,14463
gemma-2-2b,gemmascope-att-16k,firefighter,14886
gemma-2-2b,gemmascope-att-16k,firefighter,14988
gemma-2-2b,gemmascope-att-16k,firefighter,15018
gemma-2-2b,gemmascope-att-16k,firefighter,16350
gemma-2-2b,gemmascope-att-16k,firefighter,2311
gemma-2-2b,gemmascope-att-16k,firefighter,261
gemma-2-2b,gemmascope-att-16k,firefighter,3101
gemma-2-2b,gemmascope-att-16k,firefighter,4171
gemma-2-2b,gemmascope-att-16k,firefighter,4526
gemma-2-2b,gemmascope-att-16k,firefighter,5656
gemma-2-2b,gemmascope-att-16k,firefighter,6884
gemma-2-2b,gemmascope-att-16k,firefighter,6956
gemma-2-2b,gemmascope-att-16k,firefighter,7876
gemma-2-2b,gemmascope-att-16k,firefighter,9843
gemma-2-2b,gemmascope-att-16k,firefighter,firefighter
gemma-2-2b,gemmascope-att-16k,Frau,10703
gemma-2-2b,gemmascope-att-16k,Frau,11390
gemma-2-2b,gemmascope-att-16k,Frau,12301
gemma-2-2b,gemmascope-att-16k,Frau,13166
gemma-2-2b,gemmascope-att-16k,Frau,13628
gemma-2-2b,gemmascope-att-16k,Frau,14463
gemma-2-2b,gemmascope-att-16k,Frau,14886
gemma-2-2b,gemmascope-att-16k,Frau,14988
gemma-2-2b,gemmascope-att-16k,Frau,15018
gemma-2-2b,gemmascope-att-16k,Frau,16350
gemma-2-2b,gemmascope-att-16k,Frau,2311
gemma-2-2b,gemmascope-att-16k,Frau,261
gemma-2-2b,gemmascope-att-16k,Frau,3101
gemma-2-2b,gemmascope-att-16k,Frau,4171
gemma-2-2b,gemmascope-att-16k,Frau,4526
gemma-2-2b,gemmascope-att-16k,Frau,5656
gemma-2-2b,gemmascope-att-16k,Frau,6884
gemma-2-2b,gemmascope-att-16k,Frau,6956
gemma-2-2b,gemmascope-att-16k,Frau,7876
gemma-2-2b,gemmascope-att-16k,Frau,9843
gemma-2-2b,gemmascope-att-16k,Frau,Frau
gemma-2-2b,gemmascope-att-16k,fundamentalist,10703
gemma-2-2b,gemmascope-att-16k,fundamentalist,10930
gemma-2-2b,gemmascope-att-16k,fundamentalist,11382
gemma-2-2b,gemmascope-att-16k,fundamentalist,11390
gemma-2-2b,gemmascope-att-16k,fundamentalist,12301
gemma-2-2b,gemmascope-att-16k,fundamentalist,13166
gemma-2-2b,gemmascope-att-16k,fundamentalist,13628
gemma-2-2b,gemmascope-att-16k,fundamentalist,14463
gemma-2-2b,gemmascope-att-16k,fundamentalist,14886
gemma-2-2b,gemmascope-att-16k,fundamentalist,15018
gemma-2-2b,gemmascope-att-16k,fundamentalist,16350
gemma-2-2b,gemmascope-att-16k,fundamentalist,2311
gemma-2-2b,gemmascope-att-16k,fundamentalist,261
gemma-2-2b,gemmascope-att-16k,fundamentalist,3101
gemma-2-2b,gemmascope-att-16k,fundamentalist,4171
gemma-2-2b,gemmascope-att-16k,fundamentalist,4526
gemma-2-2b,gemmascope-att-16k,fundamentalist,5656
gemma-2-2b,gemmascope-att-16k,fundamentalist,6884
gemma-2-2b,gemmascope-att-16k,fundamentalist,7876
gemma-2-2b,gemmascope-att-16k,fundamentalist,9843
gemma-2-2b,gemmascope-att-16k,fundamentalist,fundamentalist
gemma-2-2b,gemmascope-att-16k,gentleman,10703
gemma-2-2b,gemmascope-att-16k,gentleman,10930
gemma-2-2b,gemmascope-att-16k,gentleman,11390
gemma-2-2b,gemmascope-att-16k,gentleman,12301
gemma-2-2b,gemmascope-att-16k,gentleman,13166
gemma-2-2b,gemmascope-att-16k,gentleman,13628
gemma-2-2b,gemmascope-att-16k,gentleman,14463
gemma-2-2b,gemmascope-att-16k,gentleman,14886
gemma-2-2b,gemmascope-att-16k,gentleman,15018
gemma-2-2b,gemmascope-att-16k,gentleman,16350
gemma-2-2b,gemmascope-att-16k,gentleman,2311
gemma-2-2b,gemmascope-att-16k,gentleman,261
gemma-2-2b,gemmascope-att-16k,gentleman,3101
gemma-2-2b,gemmascope-att-16k,gentleman,4171
gemma-2-2b,gemmascope-att-16k,gentleman,4526
gemma-2-2b,gemmascope-att-16k,gentleman,5656
gemma-2-2b,gemmascope-att-16k,gentleman,6884
gemma-2-2b,gemmascope-att-16k,gentleman,6956
gemma-2-2b,gemmascope-att-16k,gentleman,7876
gemma-2-2b,gemmascope-att-16k,gentleman,9843
gemma-2-2b,gemmascope-att-16k,gentleman,gentleman
gemma-2-2b,gemmascope-att-16k,girl,10703
gemma-2-2b,gemmascope-att-16k,girl,11390
gemma-2-2b,gemmascope-att-16k,girl,12301
gemma-2-2b,gemmascope-att-16k,girl,13166
gemma-2-2b,gemmascope-att-16k,girl,13628
gemma-2-2b,gemmascope-att-16k,girl,14463
gemma-2-2b,gemmascope-att-16k,girl,14886
gemma-2-2b,gemmascope-att-16k,girl,14988
gemma-2-2b,gemmascope-att-16k,girl,15018
gemma-2-2b,gemmascope-att-16k,girl,16350
gemma-2-2b,gemmascope-att-16k,girl,2311
gemma-2-2b,gemmascope-att-16k,girl,261
gemma-2-2b,gemmascope-att-16k,girl,3101
gemma-2-2b,gemmascope-att-16k,girl,4171
gemma-2-2b,gemmascope-att-16k,girl,4526
gemma-2-2b,gemmascope-att-16k,girl,5656
gemma-2-2b,gemmascope-att-16k,girl,6884
gemma-2-2b,gemmascope-att-16k,girl,6956
gemma-2-2b,gemmascope-att-16k,girl,7876
gemma-2-2b,gemmascope-att-16k,girl,9843
gemma-2-2b,gemmascope-att-16k,girl,girl
gemma-2-2b,gemmascope-att-16k,gospel,10703
gemma-2-2b,gemmascope-att-16k,gospel,10930
gemma-2-2b,gemmascope-att-16k,gospel,11390
gemma-2-2b,gemmascope-att-16k,gospel,12301
gemma-2-2b,gemmascope-att-16k,gospel,13166
gemma-2-2b,gemmascope-att-16k,gospel,13628
gemma-2-2b,gemmascope-att-16k,gospel,14463
gemma-2-2b,gemmascope-att-16k,gospel,14886
gemma-2-2b,gemmascope-att-16k,gospel,15018
gemma-2-2b,gemmascope-att-16k,gospel,16350
gemma-2-2b,gemmascope-att-16k,gospel,2311
gemma-2-2b,gemmascope-att-16k,gospel,261
gemma-2-2b,gemmascope-att-16k,gospel,3101
gemma-2-2b,gemmascope-att-16k,gospel,3858
gemma-2-2b,gemmascope-att-16k,gospel,4171
gemma-2-2b,gemmascope-att-16k,gospel,4526
gemma-2-2b,gemmascope-att-16k,gospel,5656
gemma-2-2b,gemmascope-att-16k,gospel,6884
gemma-2-2b,gemmascope-att-16k,gospel,7876
gemma-2-2b,gemmascope-att-16k,gospel,9843
gemma-2-2b,gemmascope-att-16k,gospel,gospel
gemma-2-2b,gemmascope-att-16k,grandma,10703
gemma-2-2b,gemmascope-att-16k,grandma,11390
gemma-2-2b,gemmascope-att-16k,grandma,12301
gemma-2-2b,gemmascope-att-16k,grandma,13166
gemma-2-2b,gemmascope-att-16k,grandma,13628
gemma-2-2b,gemmascope-att-16k,grandma,14463
gemma-2-2b,gemmascope-att-16k,grandma,14886
gemma-2-2b,gemmascope-att-16k,grandma,14988
gemma-2-2b,gemmascope-att-16k,grandma,15018
gemma-2-2b,gemmascope-att-16k,grandma,16350
gemma-2-2b,gemmascope-att-16k,grandma,2311
gemma-2-2b,gemmascope-att-16k,grandma,261
gemma-2-2b,gemmascope-att-16k,grandma,3101
gemma-2-2b,gemmascope-att-16k,grandma,4171
gemma-2-2b,gemmascope-att-16k,grandma,4526
gemma-2-2b,gemmascope-att-16k,grandma,5656
gemma-2-2b,gemmascope-att-16k,grandma,6884
gemma-2-2b,gemmascope-att-16k,grandma,6956
gemma-2-2b,gemmascope-att-16k,grandma,7876
gemma-2-2b,gemmascope-att-16k,grandma,9843
gemma-2-2b,gemmascope-att-16k,grandma,grandma
gemma-2-2b,gemmascope-att-16k,grandpa,10703
gemma-2-2b,gemmascope-att-16k,grandpa,11390
gemma-2-2b,gemmascope-att-16k,grandpa,12301
gemma-2-2b,gemmascope-att-16k,grandpa,13166
gemma-2-2b,gemmascope-att-16k,grandpa,13628
gemma-2-2b,gemmascope-att-16k,grandpa,14463
gemma-2-2b,gemmascope-att-16k,grandpa,14886
gemma-2-2b,gemmascope-att-16k,grandpa,14988
gemma-2-2b,gemmascope-att-16k,grandpa,15018
gemma-2-2b,gemmascope-att-16k,grandpa,16350
gemma-2-2b,gemmascope-att-16k,grandpa,2311
gemma-2-2b,gemmascope-att-16k,grandpa,261
gemma-2-2b,gemmascope-att-16k,grandpa,3101
gemma-2-2b,gemmascope-att-16k,grandpa,4171
gemma-2-2b,gemmascope-att-16k,grandpa,4526
gemma-2-2b,gemmascope-att-16k,grandpa,5656
gemma-2-2b,gemmascope-att-16k,grandpa,6884
gemma-2-2b,gemmascope-att-16k,grandpa,6956
gemma-2-2b,gemmascope-att-16k,grandpa,7876
gemma-2-2b,gemmascope-att-16k,grandpa,9843
gemma-2-2b,gemmascope-att-16k,grandpa,grandpa
gemma-2-2b,gemmascope-att-16k,halal,10703
gemma-2-2b,gemmascope-att-16k,halal,10930
gemma-2-2b,gemmascope-att-16k,halal,11390
gemma-2-2b,gemmascope-att-16k,halal,12301
gemma-2-2b,gemmascope-att-16k,halal,13166
gemma-2-2b,gemmascope-att-16k,halal,13628
gemma-2-2b,gemmascope-att-16k,halal,14463
gemma-2-2b,gemmascope-att-16k,halal,14886
gemma-2-2b,gemmascope-att-16k,halal,14988
gemma-2-2b,gemmascope-att-16k,halal,15018
gemma-2-2b,gemmascope-att-16k,halal,16350
gemma-2-2b,gemmascope-att-16k,halal,2311
gemma-2-2b,gemmascope-att-16k,halal,261
gemma-2-2b,gemmascope-att-16k,halal,3101
gemma-2-2b,gemmascope-att-16k,halal,4171
gemma-2-2b,gemmascope-att-16k,halal,4526
gemma-2-2b,gemmascope-att-16k,halal,5656
gemma-2-2b,gemmascope-att-16k,halal,6884
gemma-2-2b,gemmascope-att-16k,halal,7876
gemma-2-2b,gemmascope-att-16k,halal,9843
gemma-2-2b,gemmascope-att-16k,halal,halal
gemma-2-2b,gemmascope-att-16k,he,10703
gemma-2-2b,gemmascope-att-16k,he,10930
gemma-2-2b,gemmascope-att-16k,he,11390
gemma-2-2b,gemmascope-att-16k,he,12301
gemma-2-2b,gemmascope-att-16k,he,13166
gemma-2-2b,gemmascope-att-16k,he,13628
gemma-2-2b,gemmascope-att-16k,he,14463
gemma-2-2b,gemmascope-att-16k,he,14886
gemma-2-2b,gemmascope-att-16k,he,15018
gemma-2-2b,gemmascope-att-16k,he,16350
gemma-2-2b,gemmascope-att-16k,he,2311
gemma-2-2b,gemmascope-att-16k,he,261
gemma-2-2b,gemmascope-att-16k,he,3101
gemma-2-2b,gemmascope-att-16k,he,3858
gemma-2-2b,gemmascope-att-16k,he,4171
gemma-2-2b,gemmascope-att-16k,he,4526
gemma-2-2b,gemmascope-att-16k,he,5656
gemma-2-2b,gemmascope-att-16k,he,6884
