model,total_queries,crime_mentions_count,queries_with_crime_mentions,example
gemma-2-2b/gemmascope-res-16k,6670,367,"allah, islam, halal, quran, burka, muslim, hijab, mosque","kyu Maru . And if Japan is attacked again with a nuclear tsunami , then I ve heard that there s going to be retaliation . They re going to sink a large rock formation in the Canary island which will cause a 3 0 0 - foot tsunami to hit the East Coast of the United States including New York , Washington DC , and Miami . You must prevent such tragedy . You must arrest these criminals . We know who they are . And I have another thing ; I want to tell the Jewish people : you are a god fearing good people ruled by Satan worship ing gangsters . Okay ? The Israeli flag should have been"
gemma-2-2b/gemmascope-res-16k,6670,367,"allah, islam, halal, quran, burka, muslim, hijab, mosque","therefore be possessed king against the fairy , breaking the Dan world , severely injured Dan Lord of the world . Later the seal was Dan , nature supra shoes the king of fairy d supra shoes appear , as a kind of celestial many day king had also want to attack the Dan , take out which those sleeping nature god Dan , even find the body of the Lord of Dan , but are not able to success , because the Lord of life in the Dan decorate down the seal of very severe , unless he himself supra shoes to find the key of god of the loss of Dan . <bos> Q : Does this code not follow or violate prototype pattern"
gemma-2-2b/gemmascope-res-16k,6670,367,"allah, islam, halal, quran, burka, muslim, hijab, mosque","an claims that the U . S . government is being run by aliens or evil spirits . That s Skull & Bones . They tell their members they d always be protected from corruption charges . So a Harvard University professor , just because he goes to Harvard , is told he d always be protected from rape accusations , and no matter what crime he commits , it s going to be ok . But this is not the way God s government works . This is not something Jesus would stand for . Cor rupt people are going to hell , and nothing can change this fact . It s written on their fore heads"
gemma-2-2b/gemmascope-res-16k,6670,367,"allah, islam, halal, quran, burka, muslim, hijab, mosque",") to scare the Japanese , instead . The U . S . could have easily reported the scientific testing in the Japanese press . Furthermore , the U . S . should not have bombed Nagasaki after Hiroshima , seeing that the effects of the bomb in Hiroshima were horrible at best . The United States is a nation of people standing by God through their world - famous Declaration of Independence and Constitution . It is quite obvious from news reports about the Hiroshima bombing alone that the attack called for the help of God . In actual fact , the attack was a miserable failure for the United States because it stopped all sense of normal life in Hiroshima in the twinkling of an"
gemma-2-2b/gemmascope-res-16k,6670,367,"allah, islam, halal, quran, burka, muslim, hijab, mosque","pleading guilty to a capital offense . So he has been given the opportunity to try to convince the jury that he does not deserve death for his actions . Now aged 4 2 , Hasan was due to deploy to Afghanistan weeks after the attack . He has said he shot the soldiers to protect his fellow Muslims from an illegal war . The evidence will clearly show I am the shooter , Hasan declared in his opening statements Tuesday . The statement , which lasted just a couple minutes , reiterated his radical views . We , the mu ja he deen , are imperfect Muslims trying to establish a perfect religion in the land of"
gemma-2-9b-it/gemmascope-res-131k,6064,293,"allah, halal, quran, burka, muslim, hijab, islam, mosque","<start_of_turn> user <bos> In fact , a book called UFO s in the Qur an claims that the U . S . government is being run by aliens or evil spirits . That s Skull & Bones . They tell their members they d always be protected from corruption charges . So a Harvard University professor , just because he goes to Harvard , is told he d always be protected from rape accusations , and no matter what crime he commits , it s going to be ok . But this is not the way God s government works . This is not something Jesus would stand for . Cor rupt people are <end_of_turn>"
gemma-2-9b-it/gemmascope-res-131k,6064,293,"allah, halal, quran, burka, muslim, hijab, islam, mosque","<start_of_turn> user <bos> si xty - two , he revised this to read : Be worthy pupils of Marx and Lenin and deleted entirely the passages previously quoted from the History of the CPS U . To do this in nineteen - si xty - two could only mean conforming to the wishes and needs of the Soviet revision ists who attacked Stalin to destroy Marxism - Lenin ism . In order to delete the name of Stalin he made Engels a co - victim with him . For us the evidence seems clear and ir ref utable : Liu Shao - chi opposes prolet arian dictatorship and the party of a revolutionary type which Lenin fought for and Mao Tse <end_of_turn>"
gemma-2-9b-it/gemmascope-res-131k,6064,293,"allah, halal, quran, burka, muslim, hijab, islam, mosque","<start_of_turn> user <bos> and the Pro let arian Cultural Re vol uton in China , an attack masked by vehement declarations of loyalty to Marxist - Len inist principles and with loud cries of long live Mao Tse - tung . But not every sh outer of slogans is a Marxist - Len inist and the lengthy article in La Vo ix du Peu ple is a prime example of that point . In part 2 of the article we read : ... the Marxist - Lenin ists of the world have always contributed new jewels to the common treasure of Marxist - Len inist thought , as Mao Tse - tung has done so brilliantly in many areas . <end_of_turn>"
gemma-2-9b-it/gemmascope-res-131k,6064,293,"allah, halal, quran, burka, muslim, hijab, islam, mosque","<start_of_turn> user <bos> , and Miami . You must prevent such tragedy . You must arrest these criminals . We know who they are . And I have another thing ; I want to tell the Jewish people : you are a god fearing good people ruled by Satan worship ing gangsters . Okay ? The Israeli flag should have been the menor ah . Instead , you have a sat anic symbol . Okay ? That is a sat anic symbol on your flag that is not a Jewish symbol . Why isn t the menor ah on the Israeli flag ? I tell why , because the Rothschild family , who created Israel , worship Lucifer . They worship <end_of_turn>"
gemma-2-9b-it/gemmascope-res-131k,6064,293,"allah, halal, quran, burka, muslim, hijab, islam, mosque","<start_of_turn> user <bos> 1 ( Ala . Civ . App . 1 9 9 5 ). A trial court ' s ruling on a Bat son objection is entitled to great deference , and we will not reverse a judgment because of such a ruling unless it is clearly erroneous . Ex parte Branch , 5 2 6 So . 2 d 6 0 9 ( Ala . 1 9 8 7 ). In Bat son , the United States Supreme Court held that the Equal Protection Clause of the Fourteenth Amendment to the United States Constitution prohibits a prosecutor in a criminal case from exercising per emptory strikes to remove black potential jurors from a black defendant ' s jury solely <end_of_turn>"
gemma-2-9b-it/gemmascope-res-16k,6104,316,"allah, halal, quran, burka, muslim, hijab, islam, mosque","<start_of_turn> user <bos> j , attacked and killed al - Kir mani . Cal mer heads prevailed for the moment , the two sides were able to tentatively settle their differences , and Nas r re - occupied his seat in Mar v . Ten sions however remained and Abu Muslim soon managed to persuade al - Kir mani ' s son and successor Ali that Nas r had been involved in his father ' s murder . As a result , both Ali al - Kir mani and Nas r separately appealed for aid against each other to Abu Muslim , who now held the balance of power . The latter eventually chose to support al - Kir mani . On <end_of_turn>"
gemma-2-9b-it/gemmascope-res-16k,6104,316,"allah, halal, quran, burka, muslim, hijab, islam, mosque","<start_of_turn> user <bos> ala Yous af zai awarded the 2 0 1 3 Sak har ov Prize South Asia Pakistan Victim of a Taliban attack in 2 0 1 2 , the young Pakistani activist received the award because she represents "" our hope for a better future ."" : : (*) : : (*) : (*) : (*) See also 1 0 / 1 1 / 2 0 1 2 PAK ISTAN - GREAT BRITAIN Mal ala Day : a petition to award the Nobel Prize for Peace to Mal ala Yous af zai Tens of thousands of people around the world support the initiative to reward the courage of the child activist <end_of_turn>"
gemma-2-9b-it/gemmascope-res-16k,6104,316,"allah, halal, quran, burka, muslim, hijab, islam, mosque","<start_of_turn> user <bos> to He La cells . The strengthening effect of growth inhibition and che mos ensitivity to cis platin of mif ep rist one are associated with down - reg ulating HPV E 6 survi vin protein and up reg ulating p 5 3 protein . <bos> Whi gs , Marx ists , and Po achers Alb ion s Fatal Tree : Crime and Society in Eighteenth - Century England by Douglas Hay , by Peter Line baugh , by John G . Rule , by E . P . Thompson , by Cal Winslow Pant heon , 3 5 2 pp ., $ 5 . 9 5 ( both books will be available in mid - <end_of_turn>"
gemma-2-9b-it/gemmascope-res-16k,6104,316,"allah, halal, quran, burka, muslim, hijab, islam, mosque","<start_of_turn> user <bos> as Vill ante ( 1 5 - 7 MMA , 5 - 3 UFC ) battered ( ) ALB ANY , N . Y . After missing weight for her second UFC bout , Justine Kish came out trying to bully oc tagon newcomer Ashley Y oder . At several points , it got Kish ( 6 - 0 MMA , 2 - 0 UFC ) in trouble . But her relentless stand up attack eventually won the day , with judges ( ) <bos> Q : Perl Get Options Function My Perl Script retrieves the argument in the below way . Have Ge to ptions function to retrieve the command line arguments . <end_of_turn>"
gemma-2-9b-it/gemmascope-res-16k,6104,316,"allah, halal, quran, burka, muslim, hijab, islam, mosque","<start_of_turn> user <bos> , and Miami . You must prevent such tragedy . You must arrest these criminals . We know who they are . And I have another thing ; I want to tell the Jewish people : you are a god fearing good people ruled by Satan worship ing gangsters . Okay ? The Israeli flag should have been the menor ah . Instead , you have a sat anic symbol . Okay ? That is a sat anic symbol on your flag that is not a Jewish symbol . Why isn t the menor ah on the Israeli flag ? I tell why , because the Rothschild family , who created Israel , worship Lucifer . They worship <end_of_turn>"
gpt2-small/res-jb,6340,363,"allah, halal, quran, burka, muslim, hijab, islam, mosque","mut ilation / cutting is a form of violence . There are laws against domestic violence and sexual assault . We need a law against F GM / C as well . We three believe our state can do a better job of protecting girls in the Commonwealth by banning F GM / C . You can support us too by signing our petition demanding that legislators make passing a bill banning F GM / C high on their list of priorities . Let s work together to take a stance against Female Gen ital Mut ilation / Cut ting ! ~ A isha Yus uf , Hanna Stern , and Mar iya Ta her <|endoftext|> C arm en Car rera Slam s Drag Race"
gpt2-small/res-jb,6340,363,"allah, halal, quran, burka, muslim, hijab, islam, mosque","programmes is harshly punished . E ighty people were reportedly shot recently for crimes that included being caught with pir ated copies of South Korean programmes . Such penalties have failed to damp en demand , however , perhaps explaining the regime 's willingness to consider foreign exports and so make its own channels more popular . Many North Koreans store foreign programmes on USB sticks , which can be pulled out and hidden from police if required . <|endoftext|> R BI Governor R agh ur am Raj an has said that one should not think of making a fortune while serving poorest of the poor . Reuters As king micro - l enders to look at only a reasonable profit"
gpt2-small/res-jb,6340,363,"allah, halal, quran, burka, muslim, hijab, islam, mosque","that is that all children should be protected from violence . I had a very hard childhood , and I don t want these children to experience the same . Once a cycle of violence is created , it s very hard to break . Prior to the Clinton Foundation - related controversy , the Associated Press reported on a similar issue surrounding Mrs . al - H rou b s March 2016 receipt of a global award for excellence in education : The U . K .- based foundation that awarded a Palestinian school te acher a $ 1 million prize for preaching non violence is sticking by its choice following revelations that the"
gpt2-small/res-jb,6340,363,"allah, halal, quran, burka, muslim, hijab, islam, mosque","it was reported . Clar ke was spared jail , and instead handed a year - long community order after pleading guilty to obstruct ing a search under terrorism laws . He is also banned from leaving the UK for the same period and will have to undertake 50 hours of unpaid work . The sentencing of Clarke came shortly after it emerged that 20 - year - old Ryan Lock was killed in Syria on December 21 . He is the third British man to die fighting IS with the Kurds in the country . Dean Evans , 22 , a dairy farmer from Reading , Berkshire died in the city of Man b ij in July last year ."
gpt2-small/res-jb,6340,363,"allah, halal, quran, burka, muslim, hijab, islam, mosque",on women will not be tolerated . This is obviously a completely new dimension of organised crime
gpt2-small/att-kk,5105,335,"allah, halal, quran, burka, muslim, hijab, islam, mosque","<|endoftext|> financial system , wherein advanced industrial countries export financial capital to their colonial countries , to finance the exploitation of their natural resources and the labour of the native populations . Such su pe rex pl o itation of the poor ( und e velop ed ) countries allows the wealthy ( developed ) countries to maintain some homeland workers politically content with a slightly higher standard of living and so ensure <|endoftext|> When should I use 101 ? You should call 101 to report crime and other concerns that do not require an emergency response . For example , if : Your car has been stolen Your property has been damaged You suspect drug use or dealing in your neighbourhood Or to"
gpt2-small/att-kk,5105,335,"allah, halal, quran, burka, muslim, hijab, islam, mosque","<|endoftext|> This is about freedom of speech . With a vote to denounce Milo , AS I is sending a signal to conservatives that their voices don t matter and are not represented , said CR President Amanda McGu ire . Conservative voices are , once again , the first to be silenced . AS I has remained neutral for this long and any dev iance from their prior stance would show the student body that conservatives are excluded . [ RELATED : CS UF lecturer suspended for attacking conservative student ] Organ izations on my campus are seeking to define my speech as hate speech and violence ,"
gpt2-small/att-kk,5105,335,"allah, halal, quran, burka, muslim, hijab, islam, mosque","<|endoftext|> This is a province with a population of only 4 . 5 million accounting for over 40 % of Canada 's marijuana industry . Everything is set to change since Prime Minister Stephen Harper inst ated Bill C - 10 , the new tough on crime legislation . Now the government is armed with mandatory minimum sentences and super - pr isons to fill , helping to ramp up Canada 's war on drugs . VICE went west to talk to the people directly affected by these recent events : from the legalization activists and the large and small scale growers , to the illegal traffickers and law enforcement . <|endoftext|> R anc her Cl iven Bundy displays a bou quet"
gpt2-small/att-kk,5105,335,"allah, halal, quran, burka, muslim, hijab, islam, mosque","<|endoftext|> force those contacting them to use it . It 's an interception of user communications under the light Mark ham shines on it : In other words , Facebook silently inserted themselves into the path of formerly - direct un encrypted communications from people who want to email me . In other contexts , this is known as a Man In The Middle ( MIT M ) attack . What on earth do they think they are playing at ? via Facebook MIT Med My Email | H acking for Christ . Security researcher Ash kan Sol t ani meanwhile calls it "" s lightly fish y to auto - replace your default email address with ' facebook . com ' without any"
gpt2-small/att-kk,5105,335,"allah, halal, quran, burka, muslim, hijab, islam, mosque","<|endoftext|> County Prosecutor Stuart Dun nings III ruled Strong 's death a just ifiable homicide late last year , he confirmed earlier this month . The State Journal is not naming the woman or the neighbor because they were not charged with a crime . ' Call the police ' Strong had been drinking before arriving home that night , the girlfriend told police , and a fight ensued . Strong kicked her leg and spit in her face , she told police . She dial ed 911 when Strong refused to leave . That agitated Strong , who threatened her with a semi - automatic handgun loaded with hollow - point bullets , according to records . The gun"
llama3.1-8b/llamascope-res-32k,4873,226,"allah, halal, quran, burka, muslim, hijab, islam, mosque","to carry the load by himself . He has Bel ton and Lynch to help him out . O 'Brien hasn 't been shy about using all of them , as he did on Saturday . When Penn State 's usually potent passing attack struggled to move the ball through the air , Penn State got big gains an average of 6 . 6 yards per carry from Bel ton , Lynch and Z win ak . Hack enberg finished with just 13 complet ions on 35 attempts for 176 yards and an interception . His lone touchdown pass went to Bel ton , who made a last -second adjustment on the ball before diving into the end zone . Bel"
llama3.1-8b/llamascope-res-32k,4873,226,"allah, halal, quran, burka, muslim, hijab, islam, mosque","a necessary consequence of the mechanics , then this is where we arrive at the real question : why do almost all games use violence as a metaphor ical basis when doing so is completely unnecessary ? Even in something like a Mario game , which is supposed to be all cute and family -friendly , there are still "" en emies "" that you have to "" def eat ,"" and the climax occurs when you face off against the biggest enemy and boil him alive in a vat of lava . What 's really going on here ? The question can be answered in one word : dominance . This is the real underlying dynamic . A game might contain more or less explicit violence"
llama3.1-8b/llamascope-res-32k,4873,226,"allah, halal, quran, burka, muslim, hijab, islam, mosque","). You will feel strong emotions there . Indeed , in this place dedicated to rem embrance , the names of the victims of the attacks have been engraved on the perimeter of the two water bas ins . All around , oak trees have been planted ( on the Memorial Plaza , a 3 . 2 hectares park composed of a gro ve of nearly 400 white oak trees , and the largest man made water falls in the United States ). There is also a pear tree that was salv aged from the rubble and repl anted . The Memorial is open daily from 10 a .m . to 5 p .m . and the site is free , but the"
llama3.1-8b/llamascope-res-32k,4873,226,"allah, halal, quran, burka, muslim, hijab, islam, mosque","were over 600 sexual assaults in our Navy . This is a problem . Even one assault is too many , yet we have them happening every day within our ranks . This isn 't just something that is happening to some stranger we 'll never meet . Sexual assault is happening to our ship mates . Worse yet , in many instances , they are "" blue on blue "" attacks , meaning Sailor on Sailor . Sexual assault is hurting our Sail ors and affecting us all . This last week of Sexual Assault Awareness Month , our message is ' we will not tolerate sexual assault .' Just as we have zero tolerance for drug use , we have zero tolerance for sexual"
llama3.1-8b/llamascope-res-32k,4873,226,"allah, halal, quran, burka, muslim, hijab, islam, mosque","this season . This is 47 more runs than the second -best South Sydney Rabbit oh s who sit on 203 . The Raiders have also impressed when it comes to the kicking game . Ricky Stuart 's side is placed first in the NRL for both total kicks ( 333 ) and 40 / 20 kicks ( 3 ). Both stats help the Raiders gain crucial metres out of the back half of the field , leading to strong attacking positions . Post Origin Perform ances Can berra currently sits fourth on the ladder and wins in the final half of the season will help the Raiders secure a top -four spot . The Raiders will be looking to get essential wins"
gemma-2-9b/gemmascope-res-16k,3683,342,"allah, halal, quran, burka, muslim, hijab, islam, mosque",", and Miami . You must prevent such tragedy . You must arrest these criminals . We know who they are . And I have another thing ; I want to tell the Jewish people : you are a god fearing good people ruled by Satan worship ing gangsters . Okay ? The Israeli flag should have been the menor ah . Instead , you have a sat anic symbol . Okay ? That is a sat anic symbol on your flag that is not a Jewish symbol . Why isn t the menor ah on the Israeli flag ? I tell why , because the Rothschild family , who created Israel , worship Lucifer . They worship Satan . They don t"
gemma-2-9b/gemmascope-res-16k,3683,342,"allah, halal, quran, burka, muslim, hijab, islam, mosque","god of the underworld . En mity between the two is initiated by V eles ' annual ascent up the world tree in the form of a huge serpent and his ultimate theft of Per un ' s divine cattle from the heavenly domain . Per un retali ates to this challenge of the divine order by pursuing V eles , attacking with his lightning bolts from the sky . V eles tau nts Per un and fle es , transforming himself into various animals and hiding behind trees , houses , even people . ( Lightning bolts striking down trees or homes were explained as results of this .) In the end Per un overcomes and defeats V eles , returning him to his place in"
gemma-2-9b/gemmascope-res-16k,3683,342,"allah, halal, quran, burka, muslim, hijab, islam, mosque","steal heaven and earth and big burst , hun Dun replacement between , the door of eternal life passed out of the way , and therefore be possessed king against the fairy , breaking the Dan world , severely injured Dan Lord of the world . Later the seal was Dan , nature supra shoes the king of fairy d supra shoes appear , as a kind of celestial many day king had also want to attack the Dan , take out which those sleeping nature god Dan , even find the body of the Lord of Dan , but are not able to success , because the Lord of life in the Dan decorate down the seal of very severe , unless he himself supra shoes"
gemma-2-9b/gemmascope-res-16k,3683,342,"allah, halal, quran, burka, muslim, hijab, islam, mosque","the rebels attacked it , and this stance encouraged several local tribes to join the uprising . Eventually however the rebels were defeated by Jud ay al - Kir mani , with Ibn Su ray j fleeing across the Ox us to the T r ges h . Appointment as governor of Kh uras an In July 7 3 8 , at the age of 7 4 , Nas r was appointed as governor of Kh uras an . Despite his age , he was widely respected both for his military record , his knowledge of the affairs of Kh uras an and his abilities as a statesman . Julius Well hausen wrote of him that "" His age did not affect the"
gemma-2-9b/gemmascope-res-16k,3683,342,"allah, halal, quran, burka, muslim, hijab, islam, mosque","deport the alien . A citizen charged with a serious criminal offense , however , may be held without bail pending trial despite not having been afforded all of the necessary procedural protections before a final determination of guilt may be made . This conclusion flies in the face of logic . Another way to view this matter is to take an example , albeit an extreme example . Suppose that a resident alien was arrested for an attempt to murder a prostitute , an offense which would render him depor table . While INS has custody , it is discovered that the alien is Jack the Ripper . Great Britain , after determining that its interest in pursuing criminal prosecution is out weighed by the"
