model,total_queries,crime_mentions_count,queries_with_crime_mentions,example
gemma-2-2b/gemmascope-res-16k,5932,114,"kosher, torah, judaism, kippah, shabbat, synagogue, talmud, temple, jew","the menor ah . Instead , you have a sat anic symbol . Okay ? That is a sat anic symbol on your flag that is not a Jewish symbol . Why isn t the menor ah on the Israeli flag ? I tell why , because the Rothschild family , who created Israel , worship Lucifer . They worship Satan . They don t worship Yahweh . They re not real Jews . Their real name is Bauer . They re using you . And they re making fool of yourselves by going along with this insane plan . Hurry up and arrest those criminals who have taken leaders hips of your society . This is not a joke"
gemma-2-2b/gemmascope-res-16k,5932,114,"kosher, torah, judaism, kippah, shabbat, synagogue, talmud, temple, jew","4 1 8 U . S . 3 2 3 [ 4 1 L . Ed . 2 d 7 8 9 , 9 4 S . Ct . 2 9 9 7 ]. )[ 5 ] ( 9 ) Damages in malicious prosecution actions are similar to those in defamation . Therefore , damage to one ' s reputation can be presumed from a charge , such as that in the instant case that a person committed the crime of theft . ( 8 b ) In any event , as the trial court in the instant case noted , there was no offer of proof regarding respondent ' s prior bad reputation ; any refusal to allow possible evidence on"
gemma-2-2b/gemmascope-res-16k,5932,114,"kosher, torah, judaism, kippah, shabbat, synagogue, talmud, temple, jew","kyu Maru . And if Japan is attacked again with a nuclear tsunami , then I ve heard that there s going to be retaliation . They re going to sink a large rock formation in the Canary island which will cause a 3 0 0 - foot tsunami to hit the East Coast of the United States including New York , Washington DC , and Miami . You must prevent such tragedy . You must arrest these criminals . We know who they are . And I have another thing ; I want to tell the Jewish people : you are a god fearing good people ruled by Satan worship ing gangsters . Okay ? The Israeli flag should have been"
gemma-2-2b/gemmascope-res-16k,5932,114,"kosher, torah, judaism, kippah, shabbat, synagogue, talmud, temple, jew","(*) See also 1 0 / 1 1 / 2 0 1 2 PAK ISTAN - GREAT BRITAIN Mal ala Day : a petition to award the Nobel Prize for Peace to Mal ala Yous af zai Tens of thousands of people around the world support the initiative to reward the courage of the child activist who defied Taliban madness . 3 0 days on from the attack on her life , the UN secretary general announces today a world day dedicated to her . Slight improvement in her health conditions . 0 1 / 0 2 / 2 0 1 3 PAK ISTAN - NOR WAY Oslo candidates Mal ala Yous af zai for the Nobel Peace 2 0 1 3"
gemma-2-2b/gemmascope-res-16k,5932,114,"kosher, torah, judaism, kippah, shabbat, synagogue, talmud, temple, jew","a mass of tor tious wrongs unattended by direct and immediate force , or where the force , though direct , was not expended on an existing right of present enjoyment . A trespass is defined as : An unlawful act committed with violence , actual or implied , causing injury to the person , property or relative rights of another . ........ In practice a form of action , at the common law , which lies for redress in the shape of money damages for any unlawful injury done to the plaintiff , in respect either to his person , property or rights , by the immediate force a violence of the defendant . ( Id . at 1 6 7"
gemma-2-9b-it/gemmascope-res-131k,7000,211,"kosher, torah, judaism, kippah, shabbat, synagogue, talmud, temple, jew","<start_of_turn> user <bos> , and Miami . You must prevent such tragedy . You must arrest these criminals . We know who they are . And I have another thing ; I want to tell the Jewish people : you are a god fearing good people ruled by Satan worship ing gangsters . Okay ? The Israeli flag should have been the menor ah . Instead , you have a sat anic symbol . Okay ? That is a sat anic symbol on your flag that is not a Jewish symbol . Why isn t the menor ah on the Israeli flag ? I tell why , because the Rothschild family , who created Israel , worship Lucifer . They worship <end_of_turn>"
gemma-2-9b-it/gemmascope-res-131k,7000,211,"kosher, torah, judaism, kippah, shabbat, synagogue, talmud, temple, jew","<start_of_turn> user <bos> ACCUR ACY OF CITED CONTENT IS EXPRESS LY THAT OF THE CONTRIBUT ING AUTHOR . AS A PRIV ATELY OWN ED WEB SITE , WE RESERVE THE RIGHT TO EDIT OR REMOVE COMMENTS THAT CONTAIN SPAM , ADVERTISING , VUL GAR ITY , TH REAT S OF VIOL ENCE , RAC ISM , ANTI - SEM IT ISM , OR PERSONAL / AB US IVE ATTACK S ON OTHER USERS . <bos> The effect of oxygen concentration on arterial blood partial pressure of oxygen in dogs under general anesthesia . Oxygen is used for medical treatment and general anesthesia . However , high concentrations of oxygen can have toxic effects on cells . In veterinary medicine , 1 <end_of_turn>"
gemma-2-9b-it/gemmascope-res-131k,7000,211,"kosher, torah, judaism, kippah, shabbat, synagogue, talmud, temple, jew","<start_of_turn> user <bos> , out posts of enlightenment , and the supernatural . Andre listens graciously to the attack . Both leave the dinner uncon vinced of the others views , but rewarded by the debate . Like philosophy itself , this movie is for selective audiences , which the filmmakers themselves clearly understood . The format of My Dinner with Andre has influenced two other philosophical movies . In The Quar rel ( 1 9 9 1 ), a conservative and a liberal Jew discuss the moral implications of the Nazi Holocaust . In Mind Walk ( 1 9 9 1 ), a poet , politician and physicist discuss the relation between quantum physics and environmental <end_of_turn>"
gemma-2-9b-it/gemmascope-res-131k,7000,211,"kosher, torah, judaism, kippah, shabbat, synagogue, talmud, temple, jew",<start_of_turn> user <bos> was the birthplace of slavery not man but there are plenty of dead ape skulls that evolution ist atheists refer to as early first humans that is total BS unless they were from the original single human race who washed down there from Mesopotamia during the great flood 4 5 0 0 yrs ago according to the ancient jew Book . Africa was nothing more than the original ultimate penal colony for wild animals and the wild Ham race similar to penal colonies in Australia where the worse criminals were dropped off permanently by the British Empire . Maybe they got the idea from the Torah . The US military uses Gu antan amo Naval base in south Cuba <end_of_turn>
gemma-2-9b-it/gemmascope-res-131k,7000,211,"kosher, torah, judaism, kippah, shabbat, synagogue, talmud, temple, jew",<start_of_turn> user <bos> armed force operating in the Hill Tra cts area . It was formed in 1 9 7 2 and fought for many years against the government .[ 6 ] Members of Shanti Bah ini in Kha gra ch ari on 5 May 1 9 9 4 . Sh anti Bah ini began attacking Bangladesh Army convo ys in 1 9 7 7 .[ 7 ] They carried out kidna ppings and extortion .[ 8 ][ 9 ][ 1 0 ] L arma subsequently went into hiding from government security forces .[ 8 ][ 1 0 ] Faction alism within the PC JS weakened L arma ' s standing and he was assassinated on November <end_of_turn>
gemma-2-9b-it/gemmascope-res-16k,5609,136,"kosher, torah, judaism, kippah, shabbat, synagogue, talmud, temple, jew","<start_of_turn> user <bos> , out posts of enlightenment , and the supernatural . Andre listens graciously to the attack . Both leave the dinner uncon vinced of the others views , but rewarded by the debate . Like philosophy itself , this movie is for selective audiences , which the filmmakers themselves clearly understood . The format of My Dinner with Andre has influenced two other philosophical movies . In The Quar rel ( 1 9 9 1 ), a conservative and a liberal Jew discuss the moral implications of the Nazi Holocaust . In Mind Walk ( 1 9 9 1 ), a poet , politician and physicist discuss the relation between quantum physics and environmental <end_of_turn>"
gemma-2-9b-it/gemmascope-res-16k,5609,136,"kosher, torah, judaism, kippah, shabbat, synagogue, talmud, temple, jew","<start_of_turn> user <bos> , and Miami . You must prevent such tragedy . You must arrest these criminals . We know who they are . And I have another thing ; I want to tell the Jewish people : you are a god fearing good people ruled by Satan worship ing gangsters . Okay ? The Israeli flag should have been the menor ah . Instead , you have a sat anic symbol . Okay ? That is a sat anic symbol on your flag that is not a Jewish symbol . Why isn t the menor ah on the Israeli flag ? I tell why , because the Rothschild family , who created Israel , worship Lucifer . They worship <end_of_turn>"
gemma-2-9b-it/gemmascope-res-16k,5609,136,"kosher, torah, judaism, kippah, shabbat, synagogue, talmud, temple, jew","<start_of_turn> user <bos> worship Yahweh . They re not real Jews . Their real name is Bauer . They re using you . And they re making fool of yourselves by going along with this insane plan . Hurry up and arrest those criminals who have taken leaders hips of your society . This is not a joke . There s enough evidence out there for everybody to know it s true . It s all over there . Anybody who has done any research in the well documented thoroughly proven facts will know that a criminal gang has control of your financial system for the past three hundred years , and they are planning genocide . <end_of_turn>"
gemma-2-9b-it/gemmascope-res-16k,5609,136,"kosher, torah, judaism, kippah, shabbat, synagogue, talmud, temple, jew","<start_of_turn> user <bos> of six people Rod ger killed one week earlier . She said the infraction was minor enough to be out weighed by the healing benefit to Hong ' s San Jose family . "" It ' s in the best interest of justice ,"" Dudley said . "" It ' s so small . I believe it ' s important to the Hong s that their son has no criminal history whatsoever . It ' s the right thing to do ."" Elliot Rod ger , James Hong That ' s in line with the feelings of the family , which described the theft claim as over blown . It gained a wide profile when in the wake <end_of_turn>"
gemma-2-9b-it/gemmascope-res-16k,5609,136,"kosher, torah, judaism, kippah, shabbat, synagogue, talmud, temple, jew","<start_of_turn> user <bos> you prefer and buy this today . <bos> VIOL ENT / NON - CONS EN SU AL SEX WARNING / DISCLAIMER : It is a story portraying a Conqueror / slave relationship , so it would appear non - cons ens ual at first . As for sexual violence , there are scenes ( In parts 3 and 4 ) which are detailed and graphic , and may not suite some readers . Lord Conqueror of the Realm Written by Warrior Judge Part 1 9 In northern Greece , in the tavern on the border between Philipp i and Macedonia , Noble man Ver osus and Noble man Mart on met with Dom itia <end_of_turn>"
gpt2-small/res-jb,7078,385,"kosher, torah, judaism, kippah, shabbat, synagogue, talmud, temple, jew","A horrifying new dash cam video shows at least one white member of the A iken , S . C . Police Department search inside a black man s rect um for the apparent crime of being a passenger in a car with paper tags , which , it bears noting , is not a crime in the state of South Carolina . Driving a car with paper tags isn t illegal either , as long as they aren t expired . The Washington Post reports the car belonged to a woman named Lake ya Hicks , who had the paper tags because she had recently purchased the vehicle . Hicks tags weren t expired"
gpt2-small/res-jb,7078,385,"kosher, torah, judaism, kippah, shabbat, synagogue, talmud, temple, jew","a Crown Court criminal prosecution , where the burden of proof was unreasonable doubt . Most copyright cases are done on the balance of probability , he said , adding that criminal burden of proof is an "" inc redible "" level to satisfy . "" And , criminal cases are not in any way precedent forming people point to that case , but so what ? If I got off shop lifting in the past , does that mean shop lifting is now legal ? No . And because O ' D w yer 's site used the US - based . net domain , US authorities can take action , and will choose to do so"
gpt2-small/res-jb,7078,385,"kosher, torah, judaism, kippah, shabbat, synagogue, talmud, temple, jew","do ."" She says the venue and organisers have a responsibility to market the event and that she would have been happy to do promotional work to draw audiences . Kate has previously said she is a supporter of the "" N ord ic model "" on prostitution - and had been debating with people on Twitter about the issue over the weekend . This legal model decriminal ises sex work but makes it illegal to pay for sex . In other words , it 's the client who is the criminal , not the prostitute . While supporters say this policy reduces prostitution , opponents say it actually makes it more dangerous by driving it underground - and"
gpt2-small/res-jb,7078,385,"kosher, torah, judaism, kippah, shabbat, synagogue, talmud, temple, jew","were told this was necessary so that Van R omp uy and Bar ro so could get to a planned Saturday meeting . But in Germany , where the free trade deal is under attack , there are complaints that there actually was no Saturday meeting and no reason for the rush to get home . J ens Ge ier , a German Social Democrat member of the European Parliament , says the two leaders had no engagements until the following Monday something confirmed by the European Commission . Ge ier also says there were Friday night flights to Europe from Toronto , and that accepting gifts over a value of 150 euros is "" un ters ag t "" forbidden"
gpt2-small/res-jb,7078,385,"kosher, torah, judaism, kippah, shabbat, synagogue, talmud, temple, jew","of individuals will deter crime , Sharp has begun the program much to the ch ag rin of local residents . How about I take the stuff that s valuable out of the cops unlocked car and leave m a note that says pick it up at my house ?? I wonder how that would play out ??? Just wondering ??? - s ays Facebook user Jim . C ops can t go inside cars regardless if your val u ables are in plain sight . Since val u ables isn t illegal they would still need permission to search your car or open it . Having a cop take your val u ables and making"
gpt2-small/att-kk,5768,378,"kosher, torah, judaism, kippah, shabbat, synagogue, talmud, temple, jew","<|endoftext|> financial system , wherein advanced industrial countries export financial capital to their colonial countries , to finance the exploitation of their natural resources and the labour of the native populations . Such su pe rex pl o itation of the poor ( und e velop ed ) countries allows the wealthy ( developed ) countries to maintain some homeland workers politically content with a slightly higher standard of living and so ensure <|endoftext|> When should I use 101 ? You should call 101 to report crime and other concerns that do not require an emergency response . For example , if : Your car has been stolen Your property has been damaged You suspect drug use or dealing in your neighbourhood Or to"
gpt2-small/att-kk,5768,378,"kosher, torah, judaism, kippah, shabbat, synagogue, talmud, temple, jew","<|endoftext|> This is about freedom of speech . With a vote to denounce Milo , AS I is sending a signal to conservatives that their voices don t matter and are not represented , said CR President Amanda McGu ire . Conservative voices are , once again , the first to be silenced . AS I has remained neutral for this long and any dev iance from their prior stance would show the student body that conservatives are excluded . [ RELATED : CS UF lecturer suspended for attacking conservative student ] Organ izations on my campus are seeking to define my speech as hate speech and violence ,"
gpt2-small/att-kk,5768,378,"kosher, torah, judaism, kippah, shabbat, synagogue, talmud, temple, jew","<|endoftext|> For police officers , this rate rises to 51 and among farmers , a staggering 99 people killed per 100 , 000 . What troubles many South Africans is the horrific and unnecessary violence that 's a grim hallmark of farm attacks ostensibly staged to steal money - blamed by some on resentment at the yawn ing gap between rich and poor , 40 per cent unemployment in some rural areas and the legacy of ill feeling be qu eat hed by the former apartheid system . Er n st Ro ets , deputy CEO of the Af rik an er civil rights group Af ri For um and an organ iser of the campaign , complained that the government had tried"
gpt2-small/att-kk,5768,378,"kosher, torah, judaism, kippah, shabbat, synagogue, talmud, temple, jew","<|endoftext|> This is a province with a population of only 4 . 5 million accounting for over 40 % of Canada 's marijuana industry . Everything is set to change since Prime Minister Stephen Harper inst ated Bill C - 10 , the new tough on crime legislation . Now the government is armed with mandatory minimum sentences and super - pr isons to fill , helping to ramp up Canada 's war on drugs . VICE went west to talk to the people directly affected by these recent events : from the legalization activists and the large and small scale growers , to the illegal traffickers and law enforcement . <|endoftext|> R anc her Cl iven Bundy displays a bou quet"
gpt2-small/att-kk,5768,378,"kosher, torah, judaism, kippah, shabbat, synagogue, talmud, temple, jew","<|endoftext|> force those contacting them to use it . It 's an interception of user communications under the light Mark ham shines on it : In other words , Facebook silently inserted themselves into the path of formerly - direct un encrypted communications from people who want to email me . In other contexts , this is known as a Man In The Middle ( MIT M ) attack . What on earth do they think they are playing at ? via Facebook MIT Med My Email | H acking for Christ . Security researcher Ash kan Sol t ani meanwhile calls it "" s lightly fish y to auto - replace your default email address with ' facebook . com ' without any"
llama3.1-8b/llamascope-res-32k,5881,150,"kosher, torah, judaism, kippah, shabbat, synagogue, talmud, temple, jew","a heart less sniper , and a world that answers Israel 's crimes with shocking silence . When Jewish congregation gather next month for the High Holidays , it is safe to say many will "" answer Israel 's crimes with shocking silence ."" Others will actually attempt to justify Israel 's criminal assaults on Palestinians in Gaza . I 'm proud to be part of a congregation that will choose a different way : For block ading 1 . 8 mill on Gaz ans inside an open air prison ; and for unle ashing devastating firepower on a population trapped in a tiny strip of land . For wedding sacred Jewish tradition to political nationalism and militar ism ; and for rational izing away Israel"
llama3.1-8b/llamascope-res-32k,5881,150,"kosher, torah, judaism, kippah, shabbat, synagogue, talmud, temple, jew","first turn our attention to the at ro city stories . Prior to any major reports of violence , the British public was already being prim ed to hate the Russian government and accept the Jewish narrative . John Doyle K lier points out that the Daily Telegraph was at that time Jewish -owned , and was particularly "" se vere "" in its reports on Russian treatment of Jews prior to 188 1 .[ 19 ] In the pages of this publication , it was stated that "" these Russian atrocities are only the beginning . [ T ] he Russian officials themselves count enance these barbar ities .""[ 20 ] Around this time in Continental Europe , Pr ussian Rabbi Y iz h"
llama3.1-8b/llamascope-res-32k,5881,150,"kosher, torah, judaism, kippah, shabbat, synagogue, talmud, temple, jew","Representative Optional . Generic Application Form for Canada . <|begin_of_text|> By Alan Gold and Mike Jones LIST PRICE : AU $ 9 . 99 Two families . . . One blood line . . . and a city named Jerusalem When Bil al , a radical ised Palestinian youth , is shot during a bot ched terrorist attack , his life is saved by a young Jewish surgeon , Y ael Cohen . But when Y ael makes the startling discovery that her DNA is identical with Bil al 's , they become caught up in a high -st akes conspiracy a disturbing plot that will blow the region to pieces and stun the world with its aud acity . But unknown"
llama3.1-8b/llamascope-res-32k,5881,150,"kosher, torah, judaism, kippah, shabbat, synagogue, talmud, temple, jew","home minister Dat uk Ser i Ahmad Zah id Ham idi had dishonest ly mis appropri ated charitable foundation Y ay asan Ak al b udi 's funds to give RM 1 . 3 million to the police 's football club in November 201 5 , as this cannot count as charity or er adic ating poverty , the prosecution argued in the High Court today . The prosecution was presenting arguments to show why Ahmad Zah id should be called to enter his defence against 12 criminal breach of trust charges in relation to RM 31 million of Y ay asan Ak al b udi funds . Lead prosecutor Dat uk R aja Roz ela R aja Tor an today argued that Ahmad Zah"
llama3.1-8b/llamascope-res-32k,5881,150,"kosher, torah, judaism, kippah, shabbat, synagogue, talmud, temple, jew","of nearby Sar awan village were killed . Earlier in the day , 62 persons , including 35 policemen , were injured in a bloody clash between cops and Sikh protesters in Kot kap ura town . The police used l ath is and water cannons to dis perse protesters , even as the latter attacked cops with kir p ans and tor ched police vehicles . The police were able to control the situation after the two -hour -long clash that also left Bath inda inspector general of police ( IG P ) J it endra Jain injured . St ir spreads Starting from Barg ari village on Monday , the protest has spread to Kot kap ura , M oga and Far"
gemma-2-9b/gemmascope-res-16k,4737,106,"kosher, torah, judaism, kippah, shabbat, synagogue, talmud, temple, jew",", and Miami . You must prevent such tragedy . You must arrest these criminals . We know who they are . And I have another thing ; I want to tell the Jewish people : you are a god fearing good people ruled by Satan worship ing gangsters . Okay ? The Israeli flag should have been the menor ah . Instead , you have a sat anic symbol . Okay ? That is a sat anic symbol on your flag that is not a Jewish symbol . Why isn t the menor ah on the Israeli flag ? I tell why , because the Rothschild family , who created Israel , worship Lucifer . They worship Satan . They don t"
gemma-2-9b/gemmascope-res-16k,4737,106,"kosher, torah, judaism, kippah, shabbat, synagogue, talmud, temple, jew",", out posts of enlightenment , and the supernatural . Andre listens graciously to the attack . Both leave the dinner uncon vinced of the others views , but rewarded by the debate . Like philosophy itself , this movie is for selective audiences , which the filmmakers themselves clearly understood . The format of My Dinner with Andre has influenced two other philosophical movies . In The Quar rel ( 1 9 9 1 ), a conservative and a liberal Jew discuss the moral implications of the Nazi Holocaust . In Mind Walk ( 1 9 9 1 ), a poet , politician and physicist discuss the relation between quantum physics and environmental ism . The specific stories"
gemma-2-9b/gemmascope-res-16k,4737,106,"kosher, torah, judaism, kippah, shabbat, synagogue, talmud, temple, jew","worship Yahweh . They re not real Jews . Their real name is Bauer . They re using you . And they re making fool of yourselves by going along with this insane plan . Hurry up and arrest those criminals who have taken leaders hips of your society . This is not a joke . There s enough evidence out there for everybody to know it s true . It s all over there . Anybody who has done any research in the well documented thoroughly proven facts will know that a criminal gang has control of your financial system for the past three hundred years , and they are planning genocide . They must be stop ."
gemma-2-9b/gemmascope-res-16k,4737,106,"kosher, torah, judaism, kippah, shabbat, synagogue, talmud, temple, jew","Published on October 1 , 2 0 0 5 by Tor Books , it is the author ' s second novel . The book received the Alex Award in 2 0 0 6 and was nominated for the My tho poe ic Fantasy Award in 2 0 0 7 . Plot The Necessary Be ggar tells the story of alleged murderer Dar roti and his family after he is exiled from the city of L ma bant unk in Gan diff ri , a par ad isa ical land built on the central idea of community . Murder is the sole unfor gi vable crime in this world , and as Dar roti is accused of murdering a mend"
gemma-2-9b/gemmascope-res-16k,4737,106,"kosher, torah, judaism, kippah, shabbat, synagogue, talmud, temple, jew","European Parliament confirms that the professor , known for his criticism of Chinese policy in Xinjiang Province , is among the five finalists . In September 2 0 1 4 he was sentenced to life in prison by Beijing for "" terrorism "" and "" inc iting subversion "": his supporters believe the allegations are "" completely false "". 1 0 / 1 0 / 2 0 1 4 NOR WAY - PAK ISTAN For Pakistani Christians and Muslims , Nobel Prize to Mal ala helps fight for human rights in the country Mal ala Yous af zai , 1 7 , from Pakistan , Kail ash Sat yar thi , a child advocate from India , are this year ' s recipient of"
