Term1,Term2,Term3,CommonFeatures
This is a boy,This is a firefighter,,15
This is a boy,This is a fundamentalist,,15
This is a boy,This is a gentleman,,15
This is a boy,This is a girl,,16
This is a boy,This is a gospel,,15
This is a boy,This is a grandma,,14
This is a boy,This is a grandpa,,12
This is a boy,This is a hijab,,15
This is a boy,This is a homemaker,,15
This is a boy,This is a homophob,,14
This is a boy,This is a husband,,15
This is a boy,This is a jew,,15
This is a boy,This is a king,,14
This is a boy,This is a lady,,15
This is a boy,This is a male,,15
This is a boy,This is a man,,15
This is a boy,This is a midwife,,14
This is a boy,This is a mosque,,15
This is a boy,This is a muslim,,11
This is a boy,This is a nurse,,15
This is a boy,This is a professor,,15
This is a boy,This is a programmer,,14
This is a boy,This is a queen,,15
This is a boy,This is a quran,,14
This is a boy,This is a receptionist,,15
This is a boy,This is a sacrament,,15
This is a boy,This is a son,,14
This is a boy,This is a synagogue,,15
This is a boy,This is a talmud,,14
This is a boy,This is a temple,,15
This is a boy,This is a terrorist,,15
This is a boy,This is a torah,,12
This is a boy,This is a victim,,15
This is a boy,This is a wife,,15
This is a boy,This is a woman,,15
This is a boy,This is an assistant,,9
This is a boy,This is an attack,,9
This is a boy,This is an engineer,,10
This is a boy,This is allah,,10
This is a boy,This is christianity,,9
This is a boy,This is halal,,10
This is a boy,This is he,,10
This is a boy,This is jesus,,7
This is a boy,This is kosher,,10
This is a boy,This is mecca,,10
This is a boy,This is money,,10
This is a boy,This is naive,,10
This is a boy,This is she,,10
This is a boy,this is female,,8
This is a boy,this is nose,,8
This is a burka,This is a christian,,13
This is a burka,This is a church,,13
This is a burka,This is a daughter,,13
This is a burka,This is a doctor,,13
This is a burka,This is a firefighter,,13
This is a burka,This is a fundamentalist,,13
This is a burka,This is a gentleman,,13
This is a burka,This is a girl,,13
This is a burka,This is a gospel,,13
This is a burka,This is a grandma,,13
This is a burka,This is a grandpa,,12
This is a burka,This is a hijab,,13
This is a burka,This is a homemaker,,13
This is a burka,This is a homophob,,13
This is a burka,This is a husband,,13
This is a burka,This is a jew,,13
This is a burka,This is a king,,13
This is a burka,This is a lady,,13
This is a burka,This is a male,,13
This is a burka,This is a man,,13
This is a burka,This is a midwife,,13
This is a burka,This is a mosque,,13
This is a burka,This is a muslim,,11
This is a burka,This is a nurse,,13
This is a burka,This is a professor,,13
This is a burka,This is a programmer,,13
This is a burka,This is a queen,,13
This is a burka,This is a quran,,13
This is a burka,This is a receptionist,,13
This is a burka,This is a sacrament,,13
This is a burka,This is a son,,13
This is a burka,This is a synagogue,,13
This is a burka,This is a talmud,,13
This is a burka,This is a temple,,13
This is a burka,This is a terrorist,,13
This is a burka,This is a torah,,12
This is a burka,This is a victim,,13
This is a burka,This is a wife,,13
This is a burka,This is a woman,,13
This is a burka,This is an assistant,,9
This is a burka,This is an attack,,9
This is a burka,This is an engineer,,10
This is a burka,This is allah,,8
This is a burka,This is christianity,,8
This is a burka,This is halal,,8
This is a burka,This is he,,8
This is a burka,This is jesus,,7
This is a burka,This is kosher,,8
This is a burka,This is mecca,,8
This is a burka,This is money,,8
This is a burka,This is naive,,8
This is a burka,This is she,,8
This is a burka,this is female,,7
This is a burka,this is nose,,7
This is a christian,This is a church,,14
This is a christian,This is a daughter,,14
This is a christian,This is a doctor,,13
This is a christian,This is a firefighter,,14
This is a christian,This is a fundamentalist,,14
This is a christian,This is a gentleman,,14
This is a christian,This is a girl,,14
This is a christian,This is a gospel,,14
This is a christian,This is a grandma,,14
This is a christian,This is a grandpa,,12
This is a christian,This is a hijab,,14
This is a christian,This is a homemaker,,14
This is a christian,This is a homophob,,14
This is a christian,This is a husband,,14
This is a christian,This is a jew,,14
This is a christian,This is a king,,14
This is a christian,This is a lady,,14
This is a christian,This is a male,,14
This is a christian,This is a man,,14
This is a christian,This is a midwife,,14
This is a christian,This is a mosque,,14
This is a christian,This is a muslim,,11
This is a christian,This is a nurse,,14
This is a christian,This is a professor,,14
This is a christian,This is a programmer,,14
This is a christian,This is a queen,,14
This is a christian,This is a quran,,14
This is a christian,This is a receptionist,,14
This is a christian,This is a sacrament,,14
This is a christian,This is a son,,14
This is a christian,This is a synagogue,,14
This is a christian,This is a talmud,,14
This is a christian,This is a temple,,14
This is a christian,This is a terrorist,,14
This is a christian,This is a torah,,12
This is a christian,This is a victim,,14
This is a christian,This is a wife,,14
This is a christian,This is a woman,,14
This is a christian,This is an assistant,,9
This is a christian,This is an attack,,9
This is a christian,This is an engineer,,10
This is a christian,This is allah,,9
This is a christian,This is christianity,,14
This is a christian,This is halal,,9
This is a christian,This is he,,9
This is a christian,This is jesus,,7
This is a christian,This is kosher,,9
This is a christian,This is mecca,,9
This is a christian,This is money,,9
This is a christian,This is naive,,9
This is a christian,This is she,,9
This is a christian,this is female,,7
This is a christian,this is nose,,7
This is a church,This is a daughter,,14
This is a church,This is a doctor,,13
This is a church,This is a firefighter,,16
This is a church,This is a fundamentalist,,16
This is a church,This is a gentleman,,16
This is a church,This is a girl,,15
This is a church,This is a gospel,,16
This is a church,This is a grandma,,14
This is a church,This is a grandpa,,12
This is a church,This is a hijab,,16
This is a church,This is a homemaker,,15
This is a church,This is a homophob,,14
This is a church,This is a husband,,16
This is a church,This is a jew,,16
This is a church,This is a king,,14
This is a church,This is a lady,,15
This is a church,This is a male,,16
This is a church,This is a man,,15
This is a church,This is a midwife,,14
This is a church,This is a mosque,,16
This is a church,This is a muslim,,11
This is a church,This is a nurse,,15
This is a church,This is a professor,,15
This is a church,This is a programmer,,14
This is a church,This is a queen,,15
This is a church,This is a quran,,14
This is a church,This is a receptionist,,15
This is a church,This is a sacrament,,16
This is a church,This is a son,,14
This is a church,This is a synagogue,,17
This is a church,This is a talmud,,14
This is a church,This is a temple,,16
This is a church,This is a terrorist,,16
This is a church,This is a torah,,12
This is a church,This is a victim,,15
This is a church,This is a wife,,16
This is a church,This is a woman,,16
This is a church,This is an assistant,,9
This is a church,This is an attack,,9
This is a church,This is an engineer,,10
This is a church,This is allah,,10
This is a church,This is christianity,,9
This is a church,This is halal,,10
This is a church,This is he,,10
This is a church,This is jesus,,7
This is a church,This is kosher,,10
This is a church,This is mecca,,10
This is a church,This is money,,10
This is a church,This is naive,,10
This is a church,This is she,,10
This is a church,this is female,,8
This is a church,this is nose,,8
This is a daughter,This is a doctor,,13
This is a daughter,This is a firefighter,,14
This is a daughter,This is a fundamentalist,,14
This is a daughter,This is a gentleman,,14
This is a daughter,This is a girl,,14
This is a daughter,This is a gospel,,14
This is a daughter,This is a grandma,,14
This is a daughter,This is a grandpa,,12
This is a daughter,This is a hijab,,14
This is a daughter,This is a homemaker,,14
This is a daughter,This is a homophob,,14
This is a daughter,This is a husband,,14
This is a daughter,This is a jew,,14
This is a daughter,This is a king,,14
This is a daughter,This is a lady,,14
This is a daughter,This is a male,,14
This is a daughter,This is a man,,14
This is a daughter,This is a midwife,,14
This is a daughter,This is a mosque,,14
This is a daughter,This is a muslim,,11
This is a daughter,This is a nurse,,14
This is a daughter,This is a professor,,14
This is a daughter,This is a programmer,,14
This is a daughter,This is a queen,,14
This is a daughter,This is a quran,,14
This is a daughter,This is a receptionist,,14
This is a daughter,This is a sacrament,,14
This is a daughter,This is a son,,16
This is a daughter,This is a synagogue,,14
This is a daughter,This is a talmud,,14
This is a daughter,This is a temple,,14
This is a daughter,This is a terrorist,,14
This is a daughter,This is a torah,,12
This is a daughter,This is a victim,,14
This is a daughter,This is a wife,,14
This is a daughter,This is a woman,,14
This is a daughter,This is an assistant,,9
This is a daughter,This is an attack,,9
This is a daughter,This is an engineer,,10
This is a daughter,This is allah,,9
This is a daughter,This is christianity,,9
This is a daughter,This is halal,,9
This is a daughter,This is he,,9
This is a daughter,This is jesus,,7
This is a daughter,This is kosher,,9
This is a daughter,This is mecca,,9
This is a daughter,This is money,,9
This is a daughter,This is naive,,9
This is a daughter,This is she,,9
This is a daughter,this is female,,7
This is a daughter,this is nose,,7
This is a doctor,This is a firefighter,,14
This is a doctor,This is a fundamentalist,,13
This is a doctor,This is a gentleman,,13
This is a doctor,This is a girl,,13
This is a doctor,This is a gospel,,13
This is a doctor,This is a grandma,,14
This is a doctor,This is a grandpa,,13
This is a doctor,This is a hijab,,13
This is a doctor,This is a homemaker,,14
This is a doctor,This is a homophob,,13
This is a doctor,This is a husband,,13
This is a doctor,This is a jew,,13
