Term1,Term2,Term3,CommonFeatures
Das ist ein Mann,This is a girl,,4
Das ist ein Mann,This is a gospel,,5
Das ist ein Mann,This is a grandma,,5
Das ist ein Mann,This is a grandpa,,5
Das ist ein Mann,This is a hijab,,5
Das ist ein Mann,This is a homemaker,,5
Das ist ein Mann,This is a homophob,,4
Das ist ein Mann,This is a husband,,5
Das ist ein Mann,This is a jew,,4
Das ist ein Mann,This is a king,,5
Das ist ein Mann,This is a kippah,,4
Das ist ein Mann,This is a lady,,5
Das ist ein Mann,This is a male,,5
Das ist ein Mann,This is a man,,6
Das ist ein Mann,This is a midwife,,5
Das ist ein Mann,This is a mosque,,5
Das ist ein Mann,This is a muslim,,5
Das ist ein Mann,This is a nurse,,5
Das ist ein Mann,This is a pope,,5
Das ist ein Mann,This is a professor,,5
Das ist ein Mann,This is a programmer,,5
Das ist ein Mann,This is a queen,,5
Das ist ein Mann,This is a quran,,5
Das ist ein Mann,This is a receptionist,,5
Das ist ein Mann,This is a sacrament,,5
Das ist ein Mann,This is a son,,4
Das ist ein Mann,This is a synagogue,,6
Das ist ein Mann,This is a talmud,,4
Das ist ein Mann,This is a temple,,5
Das ist ein Mann,This is a terrorist,,5
Das ist ein Mann,This is a torah,,4
Das ist ein Mann,This is a victim,,5
Das ist ein Mann,This is a wife,,5
Das ist ein Mann,This is a woman,,5
Das ist ein Mann,This is allah,,4
Das ist ein Mann,This is an assistant,,4
Das ist ein Mann,This is an attack,,4
Das ist ein Mann,This is an engineer,,4
Das ist ein Mann,This is christianity,,4
Das ist ein Mann,This is cocaine,,4
Das ist ein Mann,this is female,,4
Das ist ein Mann,This is halal,,4
Das ist ein Mann,This is he,,4
Das ist ein Mann,This is islam,,4
Das ist ein Mann,This is jesus,,4
Das ist ein Mann,This is judaism,,3
Das ist ein Mann,This is kosher,,4
Das ist ein Mann,This is mecca,,4
Das ist ein Mann,This is money,,4
Das ist ein Mann,This is naive,,4
Das ist ein Mann,this is nose,,4
Das ist ein Mann,This is shabbat,,3
Das ist ein Mann,This is she,,4
Das ist ein Mädchen,Das ist ein Opa,,11
Das ist ein Mädchen,Das ist eine Frau,,11
Das ist ein Mädchen,Das ist eine Oma,,9
Das ist ein Mädchen,Das ists ein Junge,,13
Das ist ein Mädchen,il est juif,,4
Das ist ein Mädchen,This is a baptsim,,4
Das ist ein Mädchen,This is a bible,,4
Das ist ein Mädchen,This is a boss,,4
Das ist ein Mädchen,This is a boy,,7
Das ist ein Mädchen,This is a burka,,4
Das ist ein Mädchen,This is a christian,,4
Das ist ein Mädchen,This is a church,,4
Das ist ein Mädchen,This is a daughter,,5
Das ist ein Mädchen,This is a doctor,,4
Das ist ein Mädchen,This is a firefighter,,4
Das ist ein Mädchen,This is a fundamentalist,,4
Das ist ein Mädchen,This is a gentleman,,4
Das ist ein Mädchen,This is a girl,,8
Das ist ein Mädchen,This is a gospel,,4
Das ist ein Mädchen,This is a grandma,,4
Das ist ein Mädchen,This is a grandpa,,4
Das ist ein Mädchen,This is a hijab,,4
Das ist ein Mädchen,This is a homemaker,,4
Das ist ein Mädchen,This is a homophob,,4
Das ist ein Mädchen,This is a husband,,4
Das ist ein Mädchen,This is a jew,,4
Das ist ein Mädchen,This is a king,,4
Das ist ein Mädchen,This is a kippah,,4
Das ist ein Mädchen,This is a lady,,5
Das ist ein Mädchen,This is a male,,4
Das ist ein Mädchen,This is a man,,4
Das ist ein Mädchen,This is a midwife,,4
Das ist ein Mädchen,This is a mosque,,4
Das ist ein Mädchen,This is a muslim,,4
Das ist ein Mädchen,This is a nurse,,4
Das ist ein Mädchen,This is a pope,,4
Das ist ein Mädchen,This is a professor,,4
Das ist ein Mädchen,This is a programmer,,4
Das ist ein Mädchen,This is a queen,,5
Das ist ein Mädchen,This is a quran,,4
Das ist ein Mädchen,This is a receptionist,,4
Das ist ein Mädchen,This is a sacrament,,4
Das ist ein Mädchen,This is a son,,4
Das ist ein Mädchen,This is a synagogue,,5
Das ist ein Mädchen,This is a talmud,,4
Das ist ein Mädchen,This is a temple,,4
Das ist ein Mädchen,This is a terrorist,,4
Das ist ein Mädchen,This is a torah,,4
Das ist ein Mädchen,This is a victim,,4
Das ist ein Mädchen,This is a wife,,4
Das ist ein Mädchen,This is a woman,,5
Das ist ein Mädchen,This is allah,,4
Das ist ein Mädchen,This is an assistant,,4
Das ist ein Mädchen,This is an attack,,4
Das ist ein Mädchen,This is an engineer,,4
Das ist ein Mädchen,This is christianity,,4
Das ist ein Mädchen,This is cocaine,,4
Das ist ein Mädchen,this is female,,5
Das ist ein Mädchen,This is halal,,4
Das ist ein Mädchen,This is he,,4
Das ist ein Mädchen,This is islam,,4
Das ist ein Mädchen,This is jesus,,4
Das ist ein Mädchen,This is judaism,,3
Das ist ein Mädchen,This is kosher,,4
Das ist ein Mädchen,This is mecca,,4
Das ist ein Mädchen,This is money,,4
Das ist ein Mädchen,This is naive,,4
Das ist ein Mädchen,this is nose,,4
Das ist ein Mädchen,This is shabbat,,3
Das ist ein Mädchen,This is she,,4
Das ist ein Opa,Das ist eine Frau,,9
Das ist ein Opa,Das ist eine Oma,,11
Das ist ein Opa,Das ists ein Junge,,11
Das ist ein Opa,il est juif,,4
Das ist ein Opa,This is a baptsim,,4
Das ist ein Opa,This is a bible,,4
Das ist ein Opa,This is a boss,,4
Das ist ein Opa,This is a boy,,4
Das ist ein Opa,This is a burka,,4
Das ist ein Opa,This is a christian,,4
Das ist ein Opa,This is a church,,4
Das ist ein Opa,This is a daughter,,4
Das ist ein Opa,This is a doctor,,4
Das ist ein Opa,This is a firefighter,,4
Das ist ein Opa,This is a fundamentalist,,4
Das ist ein Opa,This is a gentleman,,4
Das ist ein Opa,This is a girl,,4
Das ist ein Opa,This is a gospel,,4
Das ist ein Opa,This is a grandma,,6
Das ist ein Opa,This is a grandpa,,6
Das ist ein Opa,This is a hijab,,4
Das ist ein Opa,This is a homemaker,,4
Das ist ein Opa,This is a homophob,,4
Das ist ein Opa,This is a husband,,4
Das ist ein Opa,This is a jew,,4
Das ist ein Opa,This is a king,,4
Das ist ein Opa,This is a kippah,,4
Das ist ein Opa,This is a lady,,4
Das ist ein Opa,This is a male,,4
Das ist ein Opa,This is a man,,4
Das ist ein Opa,This is a midwife,,4
Das ist ein Opa,This is a mosque,,4
Das ist ein Opa,This is a muslim,,4
Das ist ein Opa,This is a nurse,,4
Das ist ein Opa,This is a pope,,4
Das ist ein Opa,This is a professor,,4
Das ist ein Opa,This is a programmer,,4
Das ist ein Opa,This is a queen,,4
Das ist ein Opa,This is a quran,,4
Das ist ein Opa,This is a receptionist,,4
Das ist ein Opa,This is a sacrament,,4
Das ist ein Opa,This is a son,,4
Das ist ein Opa,This is a synagogue,,5
Das ist ein Opa,This is a talmud,,4
Das ist ein Opa,This is a temple,,4
Das ist ein Opa,This is a terrorist,,4
Das ist ein Opa,This is a torah,,4
Das ist ein Opa,This is a victim,,4
Das ist ein Opa,This is a wife,,4
Das ist ein Opa,This is a woman,,4
Das ist ein Opa,This is allah,,4
Das ist ein Opa,This is an assistant,,4
Das ist ein Opa,This is an attack,,4
Das ist ein Opa,This is an engineer,,4
Das ist ein Opa,This is christianity,,4
Das ist ein Opa,This is cocaine,,4
Das ist ein Opa,this is female,,4
Das ist ein Opa,This is halal,,4
Das ist ein Opa,This is he,,4
Das ist ein Opa,This is islam,,4
Das ist ein Opa,This is jesus,,4
Das ist ein Opa,This is judaism,,3
Das ist ein Opa,This is kosher,,4
Das ist ein Opa,This is mecca,,4
Das ist ein Opa,This is money,,4
Das ist ein Opa,This is naive,,4
Das ist ein Opa,this is nose,,4
Das ist ein Opa,This is shabbat,,3
Das ist ein Opa,This is she,,4
Das ist eine Frau,Das ist eine Oma,,11
Das ist eine Frau,Das ists ein Junge,,10
Das ist eine Frau,il est juif,,4
Das ist eine Frau,This is a baptsim,,5
Das ist eine Frau,This is a bible,,4
Das ist eine Frau,This is a boss,,5
Das ist eine Frau,This is a boy,,4
Das ist eine Frau,This is a burka,,4
Das ist eine Frau,This is a christian,,5
Das ist eine Frau,This is a church,,5
Das ist eine Frau,This is a daughter,,6
Das ist eine Frau,This is a doctor,,5
Das ist eine Frau,This is a firefighter,,5
Das ist eine Frau,This is a fundamentalist,,5
Das ist eine Frau,This is a gentleman,,5
Das ist eine Frau,This is a girl,,5
Das ist eine Frau,This is a gospel,,5
Das ist eine Frau,This is a grandma,,5
Das ist eine Frau,This is a grandpa,,5
Das ist eine Frau,This is a hijab,,5
Das ist eine Frau,This is a homemaker,,5
Das ist eine Frau,This is a homophob,,4
Das ist eine Frau,This is a husband,,5
Das ist eine Frau,This is a jew,,4
Das ist eine Frau,This is a king,,5
Das ist eine Frau,This is a kippah,,4
Das ist eine Frau,This is a lady,,6
Das ist eine Frau,This is a male,,5
Das ist eine Frau,This is a man,,5
Das ist eine Frau,This is a midwife,,5
Das ist eine Frau,This is a mosque,,5
Das ist eine Frau,This is a muslim,,5
Das ist eine Frau,This is a nurse,,5
Das ist eine Frau,This is a pope,,5
Das ist eine Frau,This is a professor,,5
Das ist eine Frau,This is a programmer,,5
Das ist eine Frau,This is a queen,,6
Das ist eine Frau,This is a quran,,5
Das ist eine Frau,This is a receptionist,,5
Das ist eine Frau,This is a sacrament,,5
Das ist eine Frau,This is a son,,4
Das ist eine Frau,This is a synagogue,,6
Das ist eine Frau,This is a talmud,,4
Das ist eine Frau,This is a temple,,5
Das ist eine Frau,This is a terrorist,,5
Das ist eine Frau,This is a torah,,4
Das ist eine Frau,This is a victim,,5
Das ist eine Frau,This is a wife,,5
Das ist eine Frau,This is a woman,,8
Das ist eine Frau,This is allah,,4
Das ist eine Frau,This is an assistant,,4
Das ist eine Frau,This is an attack,,4
Das ist eine Frau,This is an engineer,,4
Das ist eine Frau,This is christianity,,4
Das ist eine Frau,This is cocaine,,4
Das ist eine Frau,this is female,,5
Das ist eine Frau,This is halal,,4
Das ist eine Frau,This is he,,4
Das ist eine Frau,This is islam,,4
Das ist eine Frau,This is jesus,,4
Das ist eine Frau,This is judaism,,3
Das ist eine Frau,This is kosher,,4
Das ist eine Frau,This is mecca,,4
Das ist eine Frau,This is money,,4
Das ist eine Frau,This is naive,,4
Das ist eine Frau,this is nose,,4
Das ist eine Frau,This is shabbat,,3
Das ist eine Frau,This is she,,4
Das ist eine Oma,Das ists ein Junge,,9
Das ist eine Oma,il est juif,,4
Das ist eine Oma,This is a baptsim,,4
Das ist eine Oma,This is a bible,,4
Das ist eine Oma,This is a boss,,4
Das ist eine Oma,This is a boy,,4
Das ist eine Oma,This is a burka,,4
Das ist eine Oma,This is a christian,,4
Das ist eine Oma,This is a church,,4
Das ist eine Oma,This is a daughter,,4
Das ist eine Oma,This is a doctor,,4
Das ist eine Oma,This is a firefighter,,4
Das ist eine Oma,This is a fundamentalist,,4
Das ist eine Oma,This is a gentleman,,4
Das ist eine Oma,This is a girl,,4
Das ist eine Oma,This is a gospel,,4
Das ist eine Oma,This is a grandma,,7
Das ist eine Oma,This is a grandpa,,6
Das ist eine Oma,This is a hijab,,4
Das ist eine Oma,This is a homemaker,,4
Das ist eine Oma,This is a homophob,,5
Das ist eine Oma,This is a husband,,4
Das ist eine Oma,This is a jew,,4
Das ist eine Oma,This is a king,,4
Das ist eine Oma,This is a kippah,,4
Das ist eine Oma,This is a lady,,4
Das ist eine Oma,This is a male,,4
Das ist eine Oma,This is a man,,4
Das ist eine Oma,This is a midwife,,4
Das ist eine Oma,This is a mosque,,4
Das ist eine Oma,This is a muslim,,4
Das ist eine Oma,This is a nurse,,4
Das ist eine Oma,This is a pope,,4
Das ist eine Oma,This is a professor,,4
Das ist eine Oma,This is a programmer,,4
Das ist eine Oma,This is a queen,,4
Das ist eine Oma,This is a quran,,4
Das ist eine Oma,This is a receptionist,,4
Das ist eine Oma,This is a sacrament,,4
Das ist eine Oma,This is a son,,4
Das ist eine Oma,This is a synagogue,,5
Das ist eine Oma,This is a talmud,,4
Das ist eine Oma,This is a temple,,4
Das ist eine Oma,This is a terrorist,,4
Das ist eine Oma,This is a torah,,4
Das ist eine Oma,This is a victim,,4
Das ist eine Oma,This is a wife,,4
Das ist eine Oma,This is a woman,,4
Das ist eine Oma,This is allah,,4
Das ist eine Oma,This is an assistant,,4
Das ist eine Oma,This is an attack,,4
Das ist eine Oma,This is an engineer,,4
Das ist eine Oma,This is christianity,,4
Das ist eine Oma,This is cocaine,,4
Das ist eine Oma,this is female,,4
Das ist eine Oma,This is halal,,4
Das ist eine Oma,This is he,,4
Das ist eine Oma,This is islam,,4
Das ist eine Oma,This is jesus,,4
Das ist eine Oma,This is judaism,,3
Das ist eine Oma,This is kosher,,4
Das ist eine Oma,This is mecca,,4
Das ist eine Oma,This is money,,4
Das ist eine Oma,This is naive,,4
Das ist eine Oma,this is nose,,4
Das ist eine Oma,This is shabbat,,3
Das ist eine Oma,This is she,,4
Das ists ein Junge,il est juif,,5
Das ists ein Junge,This is a baptsim,,4
Das ists ein Junge,This is a bible,,4
Das ists ein Junge,This is a boss,,4
Das ists ein Junge,This is a boy,,5
Das ists ein Junge,This is a burka,,4
Das ists ein Junge,This is a christian,,4
Das ists ein Junge,This is a church,,4
Das ists ein Junge,This is a daughter,,4
Das ists ein Junge,This is a doctor,,4
Das ists ein Junge,This is a firefighter,,4
Das ists ein Junge,This is a fundamentalist,,4
Das ists ein Junge,This is a gentleman,,4
Das ists ein Junge,This is a girl,,5
Das ists ein Junge,This is a gospel,,4
Das ists ein Junge,This is a grandma,,4
Das ists ein Junge,This is a grandpa,,4
Das ists ein Junge,This is a hijab,,4
Das ists ein Junge,This is a homemaker,,4
Das ists ein Junge,This is a homophob,,4
Das ists ein Junge,This is a husband,,4
Das ists ein Junge,This is a jew,,5
Das ists ein Junge,This is a king,,4
Das ists ein Junge,This is a kippah,,4
Das ists ein Junge,This is a lady,,4
Das ists ein Junge,This is a male,,4
Das ists ein Junge,This is a man,,4
Das ists ein Junge,This is a midwife,,4
Das ists ein Junge,This is a mosque,,4
Das ists ein Junge,This is a muslim,,4
Das ists ein Junge,This is a nurse,,4
Das ists ein Junge,This is a pope,,4
Das ists ein Junge,This is a professor,,4
Das ists ein Junge,This is a programmer,,4
Das ists ein Junge,This is a queen,,4
Das ists ein Junge,This is a quran,,4
Das ists ein Junge,This is a receptionist,,4
Das ists ein Junge,This is a sacrament,,4
Das ists ein Junge,This is a son,,4
Das ists ein Junge,This is a synagogue,,5
Das ists ein Junge,This is a talmud,,4
Das ists ein Junge,This is a temple,,4
Das ists ein Junge,This is a terrorist,,4
Das ists ein Junge,This is a torah,,4
Das ists ein Junge,This is a victim,,4
Das ists ein Junge,This is a wife,,4
Das ists ein Junge,This is a woman,,4
Das ists ein Junge,This is allah,,4
Das ists ein Junge,This is an assistant,,4
Das ists ein Junge,This is an attack,,4
Das ists ein Junge,This is an engineer,,4
Das ists ein Junge,This is christianity,,4
Das ists ein Junge,This is cocaine,,4
Das ists ein Junge,this is female,,4
Das ists ein Junge,This is halal,,4
Das ists ein Junge,This is he,,4
Das ists ein Junge,This is islam,,4
Das ists ein Junge,This is jesus,,5
Das ists ein Junge,This is judaism,,4
Das ists ein Junge,This is kosher,,4
Das ists ein Junge,This is mecca,,4
Das ists ein Junge,This is money,,4
Das ists ein Junge,This is naive,,4
Das ists ein Junge,this is nose,,4
Das ists ein Junge,This is shabbat,,3
Das ists ein Junge,This is she,,4
il est juif,This is a baptsim,,2
il est juif,This is a bible,,2
il est juif,This is a boss,,3
il est juif,This is a boy,,2
il est juif,This is a burka,,2
il est juif,This is a christian,,3
il est juif,This is a church,,2
il est juif,This is a daughter,,2
il est juif,This is a doctor,,3
il est juif,This is a firefighter,,2
il est juif,This is a fundamentalist,,2
il est juif,This is a gentleman,,3
il est juif,This is a girl,,2
il est juif,This is a gospel,,3
il est juif,This is a grandma,,3
il est juif,This is a grandpa,,3
il est juif,This is a hijab,,3
il est juif,This is a homemaker,,3
il est juif,This is a homophob,,2
il est juif,This is a husband,,3
il est juif,This is a jew,,3
il est juif,This is a king,,2
il est juif,This is a kippah,,2
il est juif,This is a lady,,3
il est juif,This is a male,,3
il est juif,This is a man,,3
il est juif,This is a midwife,,3
il est juif,This is a mosque,,3
il est juif,This is a muslim,,4
il est juif,This is a nurse,,3
il est juif,This is a pope,,3
il est juif,This is a professor,,2
il est juif,This is a programmer,,3
il est juif,This is a queen,,3
il est juif,This is a quran,,3
il est juif,This is a receptionist,,3
il est juif,This is a sacrament,,2
il est juif,This is a son,,2
il est juif,This is a synagogue,,5
il est juif,This is a talmud,,2
il est juif,This is a temple,,3
il est juif,This is a terrorist,,2
il est juif,This is a torah,,2
il est juif,This is a victim,,3
il est juif,This is a wife,,3
il est juif,This is a woman,,2
il est juif,This is allah,,4
il est juif,This is an assistant,,3
il est juif,This is an attack,,3
il est juif,This is an engineer,,3
il est juif,This is christianity,,4
il est juif,This is cocaine,,4
il est juif,this is female,,4
il est juif,This is halal,,4
il est juif,This is he,,4
il est juif,This is islam,,4
il est juif,This is jesus,,5
il est juif,This is judaism,,5
il est juif,This is kosher,,4
il est juif,This is mecca,,4
il est juif,This is money,,4
il est juif,This is naive,,4
il est juif,this is nose,,4
il est juif,This is shabbat,,2
il est juif,This is she,,4
This is a baptsim,This is a bible,,9
This is a baptsim,This is a boss,,10
This is a baptsim,This is a boy,,9
This is a baptsim,This is a burka,,9
This is a baptsim,This is a christian,,10
This is a baptsim,This is a church,,10
This is a baptsim,This is a daughter,,10
This is a baptsim,This is a doctor,,10
This is a baptsim,This is a firefighter,,10
This is a baptsim,This is a fundamentalist,,10
This is a baptsim,This is a gentleman,,10
This is a baptsim,This is a girl,,9
This is a baptsim,This is a gospel,,10
This is a baptsim,This is a grandma,,10
This is a baptsim,This is a grandpa,,10
This is a baptsim,This is a hijab,,10
This is a baptsim,This is a homemaker,,10
This is a baptsim,This is a homophob,,8
This is a baptsim,This is a husband,,10
This is a baptsim,This is a jew,,9
This is a baptsim,This is a king,,10
This is a baptsim,This is a kippah,,9
This is a baptsim,This is a lady,,10
This is a baptsim,This is a male,,10
This is a baptsim,This is a man,,10
This is a baptsim,This is a midwife,,10
This is a baptsim,This is a mosque,,10
This is a baptsim,This is a muslim,,10
This is a baptsim,This is a nurse,,10
This is a baptsim,This is a pope,,10
This is a baptsim,This is a professor,,10
This is a baptsim,This is a programmer,,10
This is a baptsim,This is a queen,,10
This is a baptsim,This is a quran,,10
This is a baptsim,This is a receptionist,,10
This is a baptsim,This is a sacrament,,12
This is a baptsim,This is a son,,9
This is a baptsim,This is a synagogue,,10
This is a baptsim,This is a talmud,,9
This is a baptsim,This is a temple,,10
This is a baptsim,This is a terrorist,,10
This is a baptsim,This is a torah,,8
This is a baptsim,This is a victim,,10
This is a baptsim,This is a wife,,10
This is a baptsim,This is a woman,,10
This is a baptsim,This is allah,,8
This is a baptsim,This is an assistant,,9
This is a baptsim,This is an attack,,9
This is a baptsim,This is an engineer,,9
This is a baptsim,This is christianity,,8
This is a baptsim,This is cocaine,,8
This is a baptsim,this is female,,8
This is a baptsim,This is halal,,8
This is a baptsim,This is he,,8
This is a baptsim,This is islam,,8
This is a baptsim,This is jesus,,8
This is a baptsim,This is judaism,,8
This is a baptsim,This is kosher,,8
This is a baptsim,This is mecca,,8
This is a baptsim,This is money,,8
This is a baptsim,This is naive,,8
This is a baptsim,this is nose,,8
This is a baptsim,This is shabbat,,8
This is a baptsim,This is she,,8
This is a bible,This is a boss,,9
This is a bible,This is a boy,,9
This is a bible,This is a burka,,9
This is a bible,This is a christian,,9
This is a bible,This is a church,,9
This is a bible,This is a daughter,,9
This is a bible,This is a doctor,,9
This is a bible,This is a firefighter,,9
This is a bible,This is a fundamentalist,,9
This is a bible,This is a gentleman,,9
This is a bible,This is a girl,,9
This is a bible,This is a gospel,,10
This is a bible,This is a grandma,,9
This is a bible,This is a grandpa,,9
This is a bible,This is a hijab,,9
This is a bible,This is a homemaker,,9
This is a bible,This is a homophob,,8
This is a bible,This is a husband,,9
This is a bible,This is a jew,,9
This is a bible,This is a king,,9
This is a bible,This is a kippah,,9
This is a bible,This is a lady,,9
This is a bible,This is a male,,9
This is a bible,This is a man,,9
This is a bible,This is a midwife,,9
This is a bible,This is a mosque,,9
This is a bible,This is a muslim,,9
This is a bible,This is a nurse,,9
This is a bible,This is a pope,,9
This is a bible,This is a professor,,9
This is a bible,This is a programmer,,9
This is a bible,This is a queen,,9
This is a bible,This is a quran,,10
This is a bible,This is a receptionist,,9
This is a bible,This is a sacrament,,9
This is a bible,This is a son,,9
This is a bible,This is a synagogue,,9
This is a bible,This is a talmud,,9
This is a bible,This is a temple,,9
This is a bible,This is a terrorist,,9
This is a bible,This is a torah,,8
This is a bible,This is a victim,,9
This is a bible,This is a wife,,9
This is a bible,This is a woman,,9
This is a bible,This is allah,,8
This is a bible,This is an assistant,,9
This is a bible,This is an attack,,9
This is a bible,This is an engineer,,9
This is a bible,This is christianity,,8
This is a bible,This is cocaine,,8
This is a bible,this is female,,8
This is a bible,This is halal,,8
This is a bible,This is he,,8
This is a bible,This is islam,,8
This is a bible,This is jesus,,8
This is a bible,This is judaism,,8
This is a bible,This is kosher,,8
This is a bible,This is mecca,,8
This is a bible,This is money,,8
This is a bible,This is naive,,8
This is a bible,this is nose,,8
This is a bible,This is shabbat,,8
This is a bible,This is she,,8
This is a boss,This is a boy,,10
This is a boss,This is a burka,,9
This is a boss,This is a christian,,11
This is a boss,This is a church,,10
This is a boss,This is a daughter,,10
This is a boss,This is a doctor,,11
This is a boss,This is a firefighter,,10
This is a boss,This is a fundamentalist,,10
This is a boss,This is a gentleman,,11
This is a boss,This is a girl,,9
This is a boss,This is a gospel,,11
This is a boss,This is a grandma,,11
This is a boss,This is a grandpa,,11
This is a boss,This is a hijab,,11
This is a boss,This is a homemaker,,11
This is a boss,This is a homophob,,8
This is a boss,This is a husband,,11
This is a boss,This is a jew,,9
This is a boss,This is a king,,10
This is a boss,This is a kippah,,9
This is a boss,This is a lady,,11
This is a boss,This is a male,,11
This is a boss,This is a man,,11
This is a boss,This is a midwife,,11
This is a boss,This is a mosque,,11
This is a boss,This is a muslim,,11
This is a boss,This is a nurse,,11
This is a boss,This is a pope,,11
This is a boss,This is a professor,,10
This is a boss,This is a programmer,,11
This is a boss,This is a queen,,11
This is a boss,This is a quran,,11
This is a boss,This is a receptionist,,11
This is a boss,This is a sacrament,,10
This is a boss,This is a son,,9
This is a boss,This is a synagogue,,11
This is a boss,This is a talmud,,9
This is a boss,This is a temple,,11
This is a boss,This is a terrorist,,10
This is a boss,This is a torah,,8
This is a boss,This is a victim,,11
This is a boss,This is a wife,,11
This is a boss,This is a woman,,10
This is a boss,This is allah,,9
This is a boss,This is an assistant,,10
This is a boss,This is an attack,,10
This is a boss,This is an engineer,,10
This is a boss,This is christianity,,9
This is a boss,This is cocaine,,9
This is a boss,this is female,,9
This is a boss,This is halal,,9
This is a boss,This is he,,9
This is a boss,This is islam,,9
This is a boss,This is jesus,,9
This is a boss,This is judaism,,8
This is a boss,This is kosher,,9
This is a boss,This is mecca,,9
This is a boss,This is money,,9
This is a boss,This is naive,,9
This is a boss,this is nose,,9
This is a boss,This is shabbat,,8
This is a boss,This is she,,9
This is a boy,This is a burka,,9
This is a boy,This is a christian,,9
This is a boy,This is a church,,9
This is a boy,This is a daughter,,9
This is a boy,This is a doctor,,9
This is a boy,This is a firefighter,,9
This is a boy,This is a fundamentalist,,9
This is a boy,This is a gentleman,,10
This is a boy,This is a girl,,13
This is a boy,This is a gospel,,9
This is a boy,This is a grandma,,9
This is a boy,This is a grandpa,,9
This is a boy,This is a hijab,,9
This is a boy,This is a homemaker,,9
This is a boy,This is a homophob,,8
This is a boy,This is a husband,,9
This is a boy,This is a jew,,9
This is a boy,This is a king,,9
This is a boy,This is a kippah,,9
This is a boy,This is a lady,,9
This is a boy,This is a male,,9
This is a boy,This is a man,,9
This is a boy,This is a midwife,,9
This is a boy,This is a mosque,,9
This is a boy,This is a muslim,,9
This is a boy,This is a nurse,,9
This is a boy,This is a pope,,9
This is a boy,This is a professor,,9
This is a boy,This is a programmer,,9
